case_id,supplier_id,risk_family,risk_family_label,risk_type,multiplier,event_start_day,event_end_day,impact_score,impact_pct,impact_explanation,fill_rate,fill_rate_delta_pts,ending_backlog,product_availability,product_availability_delta_pts,line_adherence,line_adherence_delta_pts,line_nervousness,line_nervousness_delta,production_replanning_count,production_replanning_delta,raw_material_stockout_days,raw_material_stockout_days_delta,material_delay_days,material_delay_days_delta,total_cost,total_cost_delta,total_cost_delta_pct,inventory_cost,inventory_cost_delta,total_unreliable_loss_qty,total_unreliable_loss_delta,total_shipped,total_shipped_delta,case_dir,score_decisionnel_modele,score_decisionnel_pct,impact_metier_score,impact_metier_pct,impact_metier_kpi,impact_metier_delta,impact_metier_lecture,cout_interpretation
SDC-VD0514881A__cost,SDC-VD0514881A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.001223175,0.1223,cout +0.5%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26743047.367,130208.5714,0.48927,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0514881A__cost,0.001223175,0.1223,0.0244635,2.4463,Cout total,+0.5%,cout +0.5%,cout en hausse vs reference
SDC-VD0525906A__capacity,SDC-VD0525906A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0525906A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0525906A__stock,SDC-VD0525906A,stock,Stock fournisseur,stock,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0525906A__stock,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0525906A__lead,SDC-VD0525906A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0525906A__lead,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0525906A__reliability,SDC-VD0525906A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0525906A__reliability,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0525906A__quality,SDC-VD0525906A,quality,Qualite / release,quality_delay,14.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0525906A__quality,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0525906A__upstream,SDC-VD0525906A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0525906A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0525906A__cost,SDC-VD0525906A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0525906A__cost,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0914320A__capacity,SDC-VD0914320A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0914320A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0914320A__stock,SDC-VD0914320A,stock,Stock fournisseur,stock,0.5,0,364,0.075246013,7.5246,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -33102451,1.0,0.0,0.0,0.995714286,0.0,0.89471267,-4.967031,14.0,-2.0,59.0,-1.0,59.0,1.0,0.0,0.0,22751211.0088,-3861627.7868,-14.510394,1548498.3406,-891474.8325,0.0,0.0,452212339.5938,-33102450.9341,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0914320A__stock,0.075246013,7.5246,0.682082054,68.2082,Flux fournisseur expedies,-33102451,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -33102451,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0914320A__lead,SDC-VD0914320A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.000556962,0.0557,cout +0.2%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26656089.4344,43250.6388,0.162518,2442424.0035,2450.8304,0.0,0.0,485497905.6707,183115.1428,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0914320A__lead,0.000556962,0.0557,0.0081259,0.8126,Cout total,+0.2%,cout +0.2%,cout en hausse vs reference
SDC-VD0914320A__reliability,SDC-VD0914320A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,3.7e-08,0.0,volume utile perdu par fiabilite -30 ; flux expedies -30,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26611941.2962,-897.4994,-0.003372,2439966.9607,-6.2124,30.0,30.0,485314760.5279,-30.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0914320A__reliability,3.7e-08,0.0,1.236e-06,0.0001,Volume utile perdu par fiabilite,-30,volume utile perdu par fiabilite -30 ; flux expedies -30,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0914320A__quality,SDC-VD0914320A,quality,Qualite / release,quality_delay,14.0,0,364,0.000557537,0.0558,cout +0.2%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26656112.9535,43274.1579,0.162606,2442429.7657,2456.5926,0.0,0.0,485497905.6707,183115.1428,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0914320A__quality,0.000557537,0.0558,0.0081303,0.813,Cout total,+0.2%,cout +0.2%,cout en hausse vs reference
SDC-VD0914320A__upstream,SDC-VD0914320A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.5533,-0.2423,-1e-06,2439973.1137,-0.0594,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0914320A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0914320A__cost,SDC-VD0914320A,cost,Cout achat / transport,purchase_cost,1.5,0,364,4.0965e-05,0.0041,cout +0.0%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26617199.5099,4360.7143,0.016386,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0914320A__cost,4.0965e-05,0.0041,0.0008193,0.0819,Cout total,+0.0%,cout +0.0%,cout en hausse vs reference
SDC-VD0964290A__capacity,SDC-VD0964290A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0964290A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0964290A__stock,SDC-VD0964290A,stock,Stock fournisseur,stock,0.5,0,364,0.075246013,7.5246,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -33102451,1.0,0.0,0.0,0.995714286,0.0,0.89471267,-4.967031,14.0,-2.0,59.0,-1.0,59.0,1.0,0.0,0.0,22751208.8045,-3861629.9911,-14.510402,1548497.8006,-891475.3725,0.0,0.0,452212339.5938,-33102450.9341,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0964290A__stock,0.075246013,7.5246,0.682082054,68.2082,Flux fournisseur expedies,-33102451,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -33102451,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0964290A__lead,SDC-VD0964290A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612816.7465,-22.0491,-8.3e-05,2439967.771,-5.4021,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0964290A__lead,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0964290A__reliability,SDC-VD0964290A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,3.7e-08,0.0,volume utile perdu par fiabilite -30 ; flux expedies -30,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26610706.5581,-2132.2375,-0.008012,2439967.3749,-5.7982,30.0,30.0,485314760.5279,-30.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0964290A__reliability,3.7e-08,0.0,1.236e-06,0.0001,Volume utile perdu par fiabilite,-30,volume utile perdu par fiabilite -30 ; flux expedies -30,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0964290A__quality,SDC-VD0964290A,quality,Qualite / release,quality_delay,14.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612828.506,-10.2896,-3.9e-05,2439970.6521,-2.521,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0964290A__quality,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0964290A__upstream,SDC-VD0964290A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.4485,-0.3471,-1e-06,2439973.088,-0.0851,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0964290A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0964290A__cost,SDC-VD0964290A,cost,Cout achat / transport,purchase_cost,1.5,0,364,9.904e-05,0.0099,cout +0.0%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26623381.6527,10542.8571,0.039616,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0964290A__cost,9.904e-05,0.0099,0.0019808,0.1981,Cout total,+0.0%,cout +0.0%,cout en hausse vs reference
SDC-VD1096202A__capacity,SDC-VD1096202A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1096202A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD1096202A__stock,SDC-VD1096202A,stock,Stock fournisseur,stock,0.5,0,364,0.079940112,7.994,disponibilite -0.1 pts ; adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -33005701,1.0,0.0,0.0,0.994285714,-0.142857,0.894339125,-5.004386,14.0,-2.0,59.0,-1.0,59.0,1.0,0.0,0.0,22763280.4316,-3849558.364,-14.465042,1533553.5436,-906419.6295,0.0,0.0,452309089.2162,-33005701.3117,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1096202A__stock,0.079940112,7.994,0.680088511,68.0089,Flux fournisseur expedies,-33005701,disponibilite -0.1 pts ; adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -33005701,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD1096202A__lead,SDC-VD1096202A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,6.9167e-05,0.0069,adherence -0.0 pts ; cout +0.0% ; flux expedies -22110,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26617866.1588,5027.3632,0.018891,2439876.773,-96.4001,0.0,0.0,485292680.1606,-22110.3673,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1096202A__lead,6.9167e-05,0.0069,0.00094455,0.0945,Cout total,+0.0%,adherence -0.0 pts ; cout +0.0% ; flux expedies -22110,cout en hausse vs reference
SDC-VD1096202A__reliability,SDC-VD1096202A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,5.6e-08,0.0,volume utile perdu par fiabilite -45 ; flux expedies -45,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612041.0931,-797.7025,-0.002997,2439970.0434,-3.1297,45.0,45.0,485314745.5279,-45.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1096202A__reliability,5.6e-08,0.0,1.854e-06,0.0002,Volume utile perdu par fiabilite,-45,volume utile perdu par fiabilite -45 ; flux expedies -45,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD1096202A__quality,SDC-VD1096202A,quality,Qualite / release,quality_delay,14.0,0,364,6.9282e-05,0.0069,adherence -0.0 pts ; cout +0.0% ; flux expedies -22110,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26617878.5457,5039.7501,0.018937,2439879.8077,-93.3654,0.0,0.0,485292680.1606,-22110.3673,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1096202A__quality,6.9282e-05,0.0069,0.00094685,0.0947,Cout total,+0.0%,adherence -0.0 pts ; cout +0.0% ; flux expedies -22110,cout en hausse vs reference
SDC-VD1096202A__upstream,SDC-VD1096202A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.6376,-0.158,-1e-06,2439973.1343,-0.0388,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1096202A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD1096202A__cost,SDC-VD1096202A,cost,Cout achat / transport,purchase_cost,1.5,0,364,3.6867e-05,0.0037,cout +0.0%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26616763.4384,3924.6428,0.014747,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1096202A__cost,3.6867e-05,0.0037,0.00073735,0.0737,Cout total,+0.0%,cout +0.0%,cout en hausse vs reference
