path_id,record_index,path_type,system,component,family,component_mass_kg,path_allocation_share_pct,path_mass_kg,lca_use_class,lca_confidence,readiness,max_severity,issue_codes,issue_count,total_route_km,allocated_kg_km,modes,transport_model,t4,t4_site_uid,t4_country_code,t4_status,t3,t3_site_uid,t3_country_code,t3_status,t2,t2_site_uid,t2_country_code,t2_status,t1,t1_site_uid,t1_country_code,t1_status,oem,oem_site_uid,oem_country_code,oem_status,t4_t3_km,t4_t3_modes,t3_t2_km,t3_t2_modes,t2_t1_km,t2_t1_modes,t1_oem_km,t1_oem_modes
R118-P001,118,primary,Ens. Tablette repas,nylon,textile_leather,0.0002,100.0,0.0002,usable_with_review,medium,primary_complete_needs_validation,MEDIUM,lca_mass_requires_review,1,27592.4,5.5,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",JP,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,AmSafe,"amsafe@@amsafe@33.456,-112.16",US,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,224.2,truck,9393.9,ship|truck,9187.6,ship|truck,8786.7,ship|truck
R119-P001,119,primary,Ens. Têtière,nylon,textile_leather,0.003,100.0,0.003,quantitative_ready,high,primary_ready_topology,INFO,,0,27592.4,82.8,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",JP,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,AmSafe,"amsafe@@amsafe@33.456,-112.16",US,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,224.2,truck,9393.9,ship|truck,9187.6,ship|truck,8786.7,ship|truck
R120-P001,120,primary,Stowage assemblé avec porte,nylon,textile_leather,0.000375,100.0,0.000375,usable_with_review,medium,primary_complete_needs_validation,MEDIUM,lca_mass_requires_review,1,27592.4,10.3,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",JP,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,AmSafe,"amsafe@@amsafe@33.456,-112.16",US,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,224.2,truck,9393.9,ship|truck,9187.6,ship|truck,8786.7,ship|truck
R121-P001,121,primary,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",electronics_cots,0.0,100.0,0.0,scenario_only_review_required,medium_low,primary_complete_needs_validation,HIGH,baseline_node_is_assumption;lca_mass_low_confidence,4,3098.0,0.0,internal|rail|truck,lane_specific,Thales - COTS electronics component market basket,"thales_cots_electronics_component_market_basket_tier4_raw_material@@thales_cots_electronics_component_market_basket_tier4_raw_material@43.5638842,1.3821146",FR,baseline_primary_non_switchable_cots_placeholder,Thales - COTS electronics subassembly/PCB package,"thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@43.5638842,1.3821146",FR,baseline_primary_non_switchable_cots_placeholder,Krohne,"krohne@@krohne@51.1498,13.7978",DE,baseline_primary,Thales,"thales__tier1@@thales__tier1@43.5638842,1.3821146",FR,baseline_primary_assumed_program_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,0.0,internal,1256.4,rail|truck,1256.4,rail|truck,585.2,truck
R122-P001,122,primary,Ens. Structure fixe,acier,steel,1.4326471,100.0,1.4326471,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,22390.7,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R123-P001,123,primary,Ens. Structure fixe,Alu,aluminium,3.5410117,100.0,3.5410117,usable_with_review,medium,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;lca_mass_requires_review;material_certificate_required,3,7801.1,27623.8,internal|ship|truck,lane_specific,Aluminium Corporation of China / Chalco,"aluminium_corporation_of_china_chalco@@aluminium_corporation_of_china_chalco@39.9042,116.4074",CN,baseline_primary,Euralliage Ile de France,"euralliage_ile_de_france@@euralliage_ile_de_france@48.986,2.449",FR,baseline_primary,SUMPAR - internal machining/forming process,"sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766",FR,baseline_primary_assumed_internalized_process,SUMPAR,"sumpar@@sumpar@49.3893,1.2086",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7616.6,ship|truck,100.7,truck,0.0,internal,83.8,truck
R124-P001,124,primary,Ens. Structure fixe,caoutchouc,polymer_plastic,0.01,100.0,0.01,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,6335.7,63.4,internal|ship|truck,lane_specific,Halcyon Hevecam,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",,baseline_primary,Ensinger - material intermediate sourcing,"ensinger_-_material_intermediate_sourcing__tier3_first_transformation@@ensinger_-_material_intermediate_sourcing__tier3_first_transformation@48.5010122,8.8201999",DE,baseline_primary_assumed_material_processor,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,MGA Villeneuve St Lot,"mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,5067.2,ship|truck,0.0,internal,768.9,truck,499.6,truck
R125-P001,125,primary,Ens. Palette optimisée,Polychloroprene,polymer_plastic,0.0049932,100.0,0.0049932,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,10130.9,50.6,internal|ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",JP,baseline_primary,Ensinger - material intermediate sourcing,"ensinger_-_material_intermediate_sourcing__tier3_first_transformation@@ensinger_-_material_intermediate_sourcing__tier3_first_transformation@48.5010122,8.8201999",DE,baseline_primary_assumed_material_processor,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,SUMPAR,"sumpar@@sumpar@49.3893,1.2086",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,9482.8,ship|truck,0.0,internal,564.3,truck,83.8,truck
R126-P001,126,primary,Powerbox,powerbox,electronics_cots,1.5,100.0,1.5,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,3,3098.0,4647.0,internal|rail|truck,lane_specific,Thales - COTS electronics component market basket,"thales_cots_electronics_component_market_basket_tier4_raw_material@@thales_cots_electronics_component_market_basket_tier4_raw_material@43.5638842,1.3821146",FR,baseline_primary_non_switchable_cots_placeholder,Thales - COTS electronics subassembly/PCB package,"thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@43.5638842,1.3821146",FR,baseline_primary_non_switchable_cots_placeholder,Krohne,"krohne@@krohne@51.1498,13.7978",DE,baseline_primary,Thales,"thales__tier1@@thales__tier1@43.5638842,1.3821146",FR,baseline_primary_assumed_program_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,0.0,internal,1256.4,rail|truck,1256.4,rail|truck,585.2,truck
R128-P001,128,primary,Ens. Coque,Résine BR623 - composite,adhesive_composite,0.488,100.0,0.488,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,19594.9,9562.3,ship|truck,lane_specific,BASF,"basf@@basf@49.481,8.435",DE,baseline_primary,Henkel,"henkel@@henkel@50.9878,13.8463",DE,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,JAMCO Aircraft Interiors - Niigata,"jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",JP,baseline_primary_assumed_program_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,419.6,truck,454.7,truck,9231.0,ship|truck,9489.6,ship|truck
R129-P001,129,primary,Ens. Tablette repas,Silicone50 shore,rubber_silicone,0.0007,100.0,0.0007,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,11113.0,7.8,ship|truck,lane_specific,Shin-Etsu Silicones,"shin-etsu_silicones__tier4_raw_material@@shin-etsu_silicones__tier4_raw_material@36.2983921,138.8497966",JP,baseline_primary_assumed_material_source,Saint-Gobain,"saint_gobain@@saint_gobain@49.5967,3.3759",FR,baseline_primary,Silicone Engineering,"silicone_engineering@@silicone_engineering@53.7486,-2.4875",GB,baseline_primary_inferred_after_review,ETS Gattefin,"ets_gattefin@@ets_gattefin@47.1426,2.2372",FR,baseline_primary_inferred_after_review,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,9507.7,ship|truck,612.1,truck,806.3,truck,186.9,truck
R130-P001,130,primary,Remote extender unit,télécommande,general,0.07,100.0,0.07,quantitative_ready,high,primary_complete_needs_validation,HIGH,baseline_node_is_assumption;site_is_fallback_or_centroid,2,10849.8,759.5,internal|ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",JP,baseline_primary,COTS electronics PCB/subassembly package,"cots_electronics_pcb/subassembly_package__tier3_first_transformation@@cots_electronics_pcb/subassembly_package__tier3_first_transformation@48.5010122,8.8201999",DE,baseline_primary_assumed_non_switchable_cots,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,Thales,"thales@@thales@43.5639,1.3821",FR,baseline_primary_inferred_after_review,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,9470.9,ship|truck,0.0,internal,793.7,truck,585.2,truck
R131-P001,131,primary,Coussin têtière,tissu,textile_leather,0.191,100.0,0.191,usable_for_baseline,medium_high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,31002.8,5921.5,ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,"Zhejiang Yuxin Textile Co.,Ltd.","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",CN,baseline_primary,DuPont de Nemours,"dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398",US,baseline_primary,ETS Gattefin,"ets_gattefin@@ets_gattefin@47.1426,2.2372",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,12231.1,ship|truck,12231.1,ship|truck,6353.7,ship|truck,186.9,truck
R132-P001,132,primary,Ens. Coussin assise,tissu,textile_leather,0.42,100.0,0.42,usable_for_baseline,medium_high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,31002.8,13021.2,ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,"Zhejiang Yuxin Textile Co.,Ltd.","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",CN,baseline_primary,DuPont de Nemours,"dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398",US,baseline_primary,ETS Gattefin,"ets_gattefin@@ets_gattefin@47.1426,2.2372",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,12231.1,ship|truck,12231.1,ship|truck,6353.7,ship|truck,186.9,truck
R133-P001,133,primary,Ens.coussin dossier version têtière,tissu,textile_leather,0.748,100.0,0.748,usable_for_baseline,medium_high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,31002.8,23190.1,ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,"Zhejiang Yuxin Textile Co.,Ltd.","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",CN,baseline_primary,DuPont de Nemours,"dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398",US,baseline_primary,ETS Gattefin,"ets_gattefin@@ets_gattefin@47.1426,2.2372",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,12231.1,ship|truck,12231.1,ship|truck,6353.7,ship|truck,186.9,truck
R134-P001,134,primary,Ens. Coussin dossier,tissu,textile_leather,0.743,100.0,0.743,usable_for_baseline,medium_high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,31002.8,23035.1,ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,"Zhejiang Yuxin Textile Co.,Ltd.","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",CN,baseline_primary,DuPont de Nemours,"dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398",US,baseline_primary,ETS Gattefin,"ets_gattefin@@ets_gattefin@47.1426,2.2372",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,12231.1,ship|truck,12231.1,ship|truck,6353.7,ship|truck,186.9,truck
R135-P001,135,primary,Ens. Tablette cocktail,tissu,textile_leather,0.002,100.0,0.002,usable_with_review,medium,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;lca_mass_requires_review,2,31002.8,62.0,ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,"Zhejiang Yuxin Textile Co.,Ltd.","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",CN,baseline_primary,DuPont de Nemours,"dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398",US,baseline_primary,ETS Gattefin,"ets_gattefin@@ets_gattefin@47.1426,2.2372",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,12231.1,ship|truck,12231.1,ship|truck,6353.7,ship|truck,186.9,truck
R136-P001,136,primary,Ens. Têtière,tissu,textile_leather,0.002,100.0,0.002,usable_with_review,medium,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;lca_mass_requires_review,2,31002.8,62.0,ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,"Zhejiang Yuxin Textile Co.,Ltd.","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",CN,baseline_primary,DuPont de Nemours,"dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398",US,baseline_primary,ETS Gattefin,"ets_gattefin@@ets_gattefin@47.1426,2.2372",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,12231.1,ship|truck,12231.1,ship|truck,6353.7,ship|truck,186.9,truck
R137-P001,137,primary,Padding (rembourrage),ULTRA LEATHER SMOKE,textile_leather,0.0,100.0,0.0,scenario_only_review_required,medium_low,primary_complete_needs_validation,HIGH,lca_mass_low_confidence,1,20081.2,0.0,ship|truck,lane_specific,BASF,"basf@@basf@49.481,8.435",DE,baseline_primary,Ultrafabrics,"ultrafabrics@@ultrafabrics@36.65,138.18",JP,baseline_primary,MGR Foamtex Ltd,"mgr_foamtex_ltd@@mgr_foamtex_ltd@51.7396,-0.9665",GB,baseline_primary,Celso SAS,"celso_sas@@celso_sas@43.9363,1.3228",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,9238.0,ship|truck,9414.7,ship|truck,884.2,truck,544.3,truck
R138-P001,138,primary,Ens. Structure fixe,inox,steel,0.027,100.0,0.027,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,19649.7,530.5,internal|ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",TH,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,9583.9,ship|truck,0.0,internal,9564.8,ship|truck
R139-P001,139,primary,Ens. Structure fixe,nylon,textile_leather,0.0145416,100.0,0.0145416,quantitative_ready,high,primary_ready_topology,INFO,,0,27592.4,401.2,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",JP,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,AmSafe,"amsafe@@amsafe@33.456,-112.16",US,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,224.2,truck,9393.9,ship|truck,9187.6,ship|truck,8786.7,ship|truck
R140-P001,140,primary,Coussin têtière,velcro,textile_leather,0.007,100.0,0.007,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;raw_material_source_missing,2,30980.1,216.9,ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,"Zhejiang Yuxin Textile Co.,Ltd.","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",CN,baseline_primary,DuPont de Nemours,"dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398",US,baseline_primary,ACH,"ach@@ach@46.5802,0.3404",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,12231.1,ship|truck,12231.1,ship|truck,6242.0,ship|truck,275.9,truck
R141-P001,141,primary,Ens.coussin dossier version têtière,velcro,textile_leather,0.005,100.0,0.005,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;raw_material_source_missing,2,30980.1,154.9,ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,"Zhejiang Yuxin Textile Co.,Ltd.","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",CN,baseline_primary,DuPont de Nemours,"dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398",US,baseline_primary,ACH,"ach@@ach@46.5802,0.3404",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,12231.1,ship|truck,12231.1,ship|truck,6242.0,ship|truck,275.9,truck
R142-P001,142,primary,Ens. Coussin dossier,velcro,textile_leather,0.006,100.0,0.006,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;raw_material_source_missing,2,30980.1,185.9,ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,"Zhejiang Yuxin Textile Co.,Ltd.","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",CN,baseline_primary,DuPont de Nemours,"dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398",US,baseline_primary,ACH,"ach@@ach@46.5802,0.3404",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,12231.1,ship|truck,12231.1,ship|truck,6242.0,ship|truck,275.9,truck
R143-P001,143,primary,Manchette équipée,velcro,textile_leather,0.006,100.0,0.006,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;raw_material_source_missing,2,30980.1,185.9,ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,"Zhejiang Yuxin Textile Co.,Ltd.","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",CN,baseline_primary,DuPont de Nemours,"dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398",US,baseline_primary,ACH,"ach@@ach@46.5802,0.3404",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,12231.1,ship|truck,12231.1,ship|truck,6242.0,ship|truck,275.9,truck
R144-P001,144,primary,Coussin ottoman,velours,textile_leather,0.034,100.0,0.034,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9865.5,335.4,rail|ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,SOMANI,"somani@@somani@41.3521,-8.3628",PT,baseline_primary_inferred_after_review,FRANKLIN,"franklin@@franklin@51.8215,20.5269",PL,baseline_primary,ETS Gattefin,"ets_gattefin@@ets_gattefin@47.1426,2.2372",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,5790.5,ship|truck,2472.9,rail|truck,1415.2,rail|truck,186.9,truck
R145-P001,145,primary,Coussin têtière,velours,textile_leather,0.003,100.0,0.003,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9865.5,29.6,rail|ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,SOMANI,"somani@@somani@41.3521,-8.3628",PT,baseline_primary_inferred_after_review,FRANKLIN,"franklin@@franklin@51.8215,20.5269",PL,baseline_primary,ETS Gattefin,"ets_gattefin@@ets_gattefin@47.1426,2.2372",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,5790.5,ship|truck,2472.9,rail|truck,1415.2,rail|truck,186.9,truck
R146-P001,146,primary,Ens. Coussin assise,velours,textile_leather,0.025,100.0,0.025,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9865.5,246.6,rail|ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,SOMANI,"somani@@somani@41.3521,-8.3628",PT,baseline_primary_inferred_after_review,FRANKLIN,"franklin@@franklin@51.8215,20.5269",PL,baseline_primary,ETS Gattefin,"ets_gattefin@@ets_gattefin@47.1426,2.2372",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,5790.5,ship|truck,2472.9,rail|truck,1415.2,rail|truck,186.9,truck
R147-P001,147,primary,Ens.coussin dossier version têtière,velours,textile_leather,0.008,100.0,0.008,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9865.5,78.9,rail|ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,SOMANI,"somani@@somani@41.3521,-8.3628",PT,baseline_primary_inferred_after_review,FRANKLIN,"franklin@@franklin@51.8215,20.5269",PL,baseline_primary,ETS Gattefin,"ets_gattefin@@ets_gattefin@47.1426,2.2372",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,5790.5,ship|truck,2472.9,rail|truck,1415.2,rail|truck,186.9,truck
