path_id,record_index,edge,from_role,to_role,from_node_uid,to_node_uid,from_site_uid,to_site_uid,from_name,to_name,from_country_code,to_country_code,distance_km,scenario_distance_km,modes,transport_segment_used,transport_model_status,scenario_id,scenario_status,scenario_source,path_mass_kg,allocated_kg_km
R003-P001,3,T2->T1,T2,T1,"T2:ensinger@@ensinger@48.501,8.8202","T1:espace@@espace@44.7776,-0.6475","ensinger@@ensinger@48.501,8.8202","espace@@espace@44.7776,-0.6475",Ensinger,ESPACE,DE,FR,832.1,832.1,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0001731,0.1
R003-P001,3,T1->OEM,T1,OEM,"T1:espace@@espace@44.7776,-0.6475","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","espace@@espace@44.7776,-0.6475","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",ESPACE,Safran Seats / Safran internal group,FR,FR,490.2,490.2,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0001731,0.1
R004-P001,4,T4->T3,T4,T3,"T4:basf__tier4_raw_material@@basf__tier4_raw_material@49.481,8.435","T3:epodex@@epodex@48.8456,2.3249","basf__tier4_raw_material@@basf__tier4_raw_material@49.481,8.435","epodex@@epodex@48.8456,2.3249",BASF,EPODEX,DE,FR,449.7,449.7,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.392,176.3
R004-P001,4,T3->T2,T3,T2,"T3:epodex@@epodex@48.8456,2.3249","T2:sika@@sika@40.6998,-73.9244","epodex@@epodex@48.8456,2.3249","sika@@sika@40.6998,-73.9244",EPODEX,Sika,FR,US,5831.2,5831.2,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.392,2285.8
R004-P001,4,T2->T1,T2,T1,"T2:sika@@sika@40.6998,-73.9244","T1:mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317","sika@@sika@40.6998,-73.9244","mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317",Sika,MGA Villeneuve St Lot,US,FR,5911.3,5911.3,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.392,2317.2
R004-P001,4,T1->OEM,T1,OEM,"T1:mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",MGA Villeneuve St Lot,Safran Seats / Safran internal group,FR,FR,499.6,499.6,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.392,195.8
R005-P001,5,T4->T3,T4,T3,"T4:aurubis_-_copper_source_assumption__tier4_raw_material@@aurubis_-_copper_source_assumption__tier4_raw_material@50.7584717,6.234312","T3:aurubis@@aurubis@50.7585,6.2343","aurubis_-_copper_source_assumption__tier4_raw_material@@aurubis_-_copper_source_assumption__tier4_raw_material@50.7584717,6.234312","aurubis@@aurubis@50.7585,6.2343",Aurubis - copper source assumption,Aurubis,DE,DE,0.0,0.0,internal,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.006,0.0
R005-P001,5,T3->T2,T3,T2,"T3:aurubis@@aurubis@50.7585,6.2343","T2:sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766","aurubis@@aurubis@50.7585,6.2343","sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766",Aurubis,SUMPAR - internal machining/forming process,DE,FR,389.5,389.5,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.006,2.3
R005-P001,5,T2->T1,T2,T1,"T2:sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766","T1:sumpar@@sumpar@49.3893,1.2086","sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766","sumpar@@sumpar@49.3893,1.2086",SUMPAR - internal machining/forming process,SUMPAR,FR,FR,0.0,0.0,internal,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.006,0.0
R005-P001,5,T1->OEM,T1,OEM,"T1:sumpar@@sumpar@49.3893,1.2086","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","sumpar@@sumpar@49.3893,1.2086","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",SUMPAR,Safran Seats / Safran internal group,FR,FR,83.8,83.8,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.006,0.5
R006-P001,6,T4->T3,T4,T3,"T4:gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material@@gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material@45.556,11.341","T3:gruppo_mastrotto@@gruppo_mastrotto@45.556,11.341","gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material@@gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material@45.556,11.341","gruppo_mastrotto@@gruppo_mastrotto@45.556,11.341",Gruppo Mastrotto - hide/raw leather source assumption,Gruppo Mastrotto,IT,IT,0.0,0.0,internal,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.112,0.0
R006-P001,6,T3->T2,T3,T2,"T3:gruppo_mastrotto@@gruppo_mastrotto@45.556,11.341","T2:maison_fichet@@maison_fichet@48.8706,2.3634","gruppo_mastrotto@@gruppo_mastrotto@45.556,11.341","maison_fichet@@maison_fichet@48.8706,2.3634",Gruppo Mastrotto,Maison Fichet,IT,FR,771.1,771.1,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.112,86.4
R006-P001,6,T2->T1,T2,T1,"T2:maison_fichet@@maison_fichet@48.8706,2.3634","T1:mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317","maison_fichet@@maison_fichet@48.8706,2.3634","mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317",Maison Fichet,MGA Villeneuve St Lot,FR,FR,512.7,512.7,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.112,57.4
R006-P001,6,T1->OEM,T1,OEM,"T1:mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",MGA Villeneuve St Lot,Safran Seats / Safran internal group,FR,FR,499.6,499.6,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.112,56.0
R007-P001,7,T4->T3,T4,T3,"T4:cots_electronics_component_market_basket__tier4_raw_material@@cots_electronics_component_market_basket__tier4_raw_material@45.455,-73.735","T3:cots_electronics_pcb/subassembly_package__tier3_first_transformation@@cots_electronics_pcb/subassembly_package__tier3_first_transformation@45.455,-73.735","cots_electronics_component_market_basket__tier4_raw_material@@cots_electronics_component_market_basket__tier4_raw_material@45.455,-73.735","cots_electronics_pcb/subassembly_package__tier3_first_transformation@@cots_electronics_pcb/subassembly_package__tier3_first_transformation@45.455,-73.735",COTS electronics component market basket,COTS electronics PCB/subassembly package,CA,CA,0.0,0.0,internal,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.8,0.0
R007-P001,7,T3->T2,T3,T2,"T3:cots_electronics_pcb/subassembly_package__tier3_first_transformation@@cots_electronics_pcb/subassembly_package__tier3_first_transformation@45.455,-73.735","T2:e2ip_technologies@@e2ip_technologies@45.455,-73.735","cots_electronics_pcb/subassembly_package__tier3_first_transformation@@cots_electronics_pcb/subassembly_package__tier3_first_transformation@45.455,-73.735","e2ip_technologies@@e2ip_technologies@45.455,-73.735",COTS electronics PCB/subassembly package,e2ip technologies,CA,CA,0.0,0.0,internal,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.8,0.0
R007-P001,7,T2->T1,T2,T1,"T2:e2ip_technologies@@e2ip_technologies@45.455,-73.735","T1:thales@@thales@43.5639,1.3821","e2ip_technologies@@e2ip_technologies@45.455,-73.735","thales@@thales@43.5639,1.3821",e2ip technologies,Thales,CA,FR,5733.0,5733.0,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.8,4586.4
R007-P001,7,T1->OEM,T1,OEM,"T1:thales@@thales@43.5639,1.3821","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","thales@@thales@43.5639,1.3821","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",Thales,Safran Seats / Safran internal group,FR,FR,585.2,585.2,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.8,468.2
R008-P001,8,T4->T3,T4,T3,"T4:klabin_s_a@@klabin_s_a@-29.7858,-51.1144","T3:kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793","klabin_s_a@@klabin_s_a@-29.7858,-51.1144","kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Klabin S.A.,Kronotex GmbH & Co,BR,DE,11064.8,11064.8,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.95,10511.6
R008-P001,8,T3->T2,T3,T2,"T3:kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793","T2:glatfelter@@glatfelter@39.8712,-76.864","kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793","glatfelter@@glatfelter@39.8712,-76.864",Kronotex GmbH & Co,Glatfelter,DE,US,6530.7,6530.7,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.95,6204.2
R008-P001,8,T2->T1,T2,T1,"T2:glatfelter@@glatfelter@39.8712,-76.864","T1:celso_sas@@celso_sas@43.9363,1.3228","glatfelter@@glatfelter@39.8712,-76.864","celso_sas@@celso_sas@43.9363,1.3228",Glatfelter,Celso SAS,US,FR,6236.5,6236.5,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.95,5924.7
R008-P001,8,T1->OEM,T1,OEM,"T1:celso_sas@@celso_sas@43.9363,1.3228","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","celso_sas@@celso_sas@43.9363,1.3228","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",Celso SAS,Safran Seats / Safran internal group,FR,FR,544.3,544.3,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.95,517.1
R009-P001,9,T4->T3,T4,T3,"T4:shin-etsu_silicones__tier4_raw_material@@shin-etsu_silicones__tier4_raw_material@36.2983921,138.8497966","T3:saint_gobain@@saint_gobain@49.5967,3.3759","shin-etsu_silicones__tier4_raw_material@@shin-etsu_silicones__tier4_raw_material@36.2983921,138.8497966","saint_gobain@@saint_gobain@49.5967,3.3759",Shin-Etsu Silicones,Saint-Gobain,JP,FR,9507.7,9507.7,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0007,6.7
R009-P001,9,T3->T2,T3,T2,"T3:saint_gobain@@saint_gobain@49.5967,3.3759","T2:silicone_engineering@@silicone_engineering@53.7486,-2.4875","saint_gobain@@saint_gobain@49.5967,3.3759","silicone_engineering@@silicone_engineering@53.7486,-2.4875",Saint-Gobain,Silicone Engineering,FR,GB,612.1,612.1,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0007,0.4
R009-P001,9,T2->T1,T2,T1,"T2:silicone_engineering@@silicone_engineering@53.7486,-2.4875","T1:mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317","silicone_engineering@@silicone_engineering@53.7486,-2.4875","mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317",Silicone Engineering,MGA Villeneuve St Lot,GB,FR,1065.8,1065.8,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0007,0.7
R009-P001,9,T1->OEM,T1,OEM,"T1:mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",MGA Villeneuve St Lot,Safran Seats / Safran internal group,FR,FR,499.6,499.6,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0007,0.3
R010-P001,10,T4->T3,T4,T3,"T4:thales_cots_electronics_component_market_basket_tier4_raw_material@@thales_cots_electronics_component_market_basket_tier4_raw_material@43.5638842,1.3821146","T3:thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@43.5638842,1.3821146","thales_cots_electronics_component_market_basket_tier4_raw_material@@thales_cots_electronics_component_market_basket_tier4_raw_material@43.5638842,1.3821146","thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@43.5638842,1.3821146",Thales - COTS electronics component market basket,Thales - COTS electronics subassembly/PCB package,FR,FR,0.0,0.0,internal,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,1.5,0.0
R010-P001,10,T3->T2,T3,T2,"T3:thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@43.5638842,1.3821146","T2:3m@@3m@41.9519,-88.7122","thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@43.5638842,1.3821146","3m@@3m@41.9519,-88.7122",Thales - COTS electronics subassembly/PCB package,3M,FR,US,6963.5,6963.5,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,1.5,10445.2
R010-P001,10,T2->T1,T2,T1,"T2:3m@@3m@41.9519,-88.7122","T1:thales@@thales@43.5639,1.3821","3m@@3m@41.9519,-88.7122","thales@@thales@43.5639,1.3821",3M,Thales,US,FR,6963.5,6963.5,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,1.5,10445.2
R010-P001,10,T1->OEM,T1,OEM,"T1:thales@@thales@43.5639,1.3821","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","thales@@thales@43.5639,1.3821","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",Thales,Safran Seats / Safran internal group,FR,FR,585.2,585.2,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,1.5,877.8
R011-P001,11,T4->T3,T4,T3,"T4:dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412","T3:zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306","dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",US,CN,12231.1,12231.1,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.339,4146.3
R011-P001,11,T3->T2,T3,T2,"T3:zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306","T2:dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306","dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398","Zhejiang Yuxin Textile Co.,Ltd.",DuPont de Nemours,CN,US,12231.1,12231.1,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.339,4146.3
R011-P001,11,T2->T1,T2,T1,"T2:dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398","T1:ets_gattefin@@ets_gattefin@47.1426,2.2372","dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398","ets_gattefin@@ets_gattefin@47.1426,2.2372",DuPont de Nemours,ETS Gattefin,US,FR,6353.7,6353.7,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.339,2153.9
R011-P001,11,T1->OEM,T1,OEM,"T1:ets_gattefin@@ets_gattefin@47.1426,2.2372","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","ets_gattefin@@ets_gattefin@47.1426,2.2372","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",ETS Gattefin,Safran Seats / Safran internal group,FR,FR,186.9,186.9,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.339,63.4
R012-P001,12,T4->T3,T4,T3,"T4:basf@@basf@49.481,8.435","T3:zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306","basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,8876.9,8876.9,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.039,346.2
R012-P001,12,T3->T2,T3,T2,"T3:zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306","T2:mgr_foamtex_ltd@@mgr_foamtex_ltd@51.7396,-0.9665","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306","mgr_foamtex_ltd@@mgr_foamtex_ltd@51.7396,-0.9665","Zhejiang Yuxin Textile Co.,Ltd.",MGR Foamtex Ltd,CN,GB,9235.0,9235.0,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.039,360.2
