path_id,record_index,month_index,system,component,family,path_mass_kg,oem_service_level,oem_backlog_kg,path_disruption_index,backup_output_kg,premium_output_kg,classical_kgCO2e,td_dlca_kgCO2e,sdd_kgCO2e,surimpact_kgCO2e
R043-P001,43,93,Support NFC,A5086 - Aluminium,aluminium,0.01,1.0,0.0,0.8533,0.001538,0.0,0.107578,0.109873,0.138011,0.028137
R044-P001,44,93,Renfort tubulaire,A6060 - Aluminium,aluminium,0.404,1.0,0.0,0.8533,0.06213,0.0,4.355917,4.448839,5.572837,1.123997
R045-P001,45,93,Ceinture de sécurité,acier,steel,0.72,1.0,0.0,1.0,0.207072,0.0,2.921032,2.994058,4.371218,1.377161
R046-P001,46,93,Support clamps,acier,steel,1.284,1.0,0.0,1.0,0.369278,0.0,5.209174,5.339403,7.795339,2.455936
R047-P001,47,93,Accoudoir allée,acier,steel,0.7096766,1.0,0.0,1.0,0.204103,0.0,2.87915,2.951129,4.308543,1.357415
R048-P001,48,93,Bumper version porte,acier,steel,0.024,1.0,0.0,1.0,0.006902,0.0,0.097368,0.099802,0.145707,0.045905
R049-P001,49,93,Ens. Stowage latéral,acier,steel,0.0151984,1.0,0.0,1.0,0.004371,0.0,0.06166,0.063201,0.092272,0.02907
R050-P001,50,93,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,steel,0.496,1.0,0.0,0.8533,0.0,0.0,1.490585,1.522383,1.658442,0.136059
R051-P001,51,93,Ens. Structure fauteuil,35NC6 (nickel-chrome),steel,1.417,1.0,0.0,0.8533,0.077162,0.0,6.096865,6.226927,7.6199,1.392973
R052-P001,52,93,Ens. Palette optimisée,acier,steel,0.58,1.0,0.0,1.0,0.166808,0.0,2.353053,2.41188,3.521259,1.109379
R053-P001,53,93,Ensemble porte,acier,steel,0.0430761,1.0,0.0,1.0,0.012389,0.0,0.174759,0.179128,0.261521,0.082393
R054-P001,54,93,Ens. Structure fauteuil,A2017 - Aluminium,aluminium,12.7611,1.0,0.0,1.0,6.264847,0.0,150.625749,154.391393,266.138006,111.746613
R055-P001,55,93,Ens. Structure fauteuil,A2024 - Aluminium,aluminium,5.659,1.0,0.0,1.0,2.778191,0.0,66.796053,68.465955,118.02078,49.554826
R056-P001,56,93,Ens. Tablette cocktail,acier,steel,1.133,1.0,0.0,1.0,0.325851,0.0,4.596568,4.711482,6.878598,2.167115
R057-P001,57,93,Ens. Tablette repas,acier,steel,0.1165,1.0,0.0,1.0,0.033505,0.0,0.472639,0.484455,0.707287,0.222832
R058-P001,58,93,Habillage sous fauteuil,acier,steel,0.0270916,1.0,0.0,1.0,0.007792,0.0,0.10991,0.112658,0.164477,0.051819
R059-P001,59,93,Manchette équipée,acier,steel,0.0191495,1.0,0.0,1.0,0.005507,0.0,0.077689,0.079632,0.116259,0.036628
R060-P001,60,93,Renfort tubulaire,acier,steel,0.003,1.0,0.0,1.0,0.000863,0.0,0.012171,0.012475,0.018213,0.005738
R061-P001,61,93,Stowage assemblé avec porte,acier,steel,0.0943581,1.0,0.0,1.0,0.027137,0.0,0.38281,0.39238,0.572861,0.180481
R062-P001,62,93,Structure ottoman horizontale,acier,steel,0.0666443,1.0,0.0,1.0,0.019167,0.0,0.270375,0.277135,0.404607,0.127472
R063-P001,63,93,Support écran,acier,steel,0.05736,1.0,0.0,1.0,0.016497,0.0,0.232709,0.238527,0.34824,0.109714
R064-P001,64,93,Support équipé,acier,steel,0.003,1.0,0.0,1.0,0.000863,0.0,0.012171,0.012475,0.018213,0.005738
R065-P001,65,93,Support manchette équipée,acier,steel,0.006,1.0,0.0,1.0,0.001726,0.0,0.024342,0.02495,0.036427,0.011476
R066-P001,66,93,Accoudoir allée,Alu,aluminium,3.0435071,1.0,0.0,0.8533,0.697334,0.0,32.219359,32.906678,44.578994,11.672315
R067-P001,67,93,Ens. Palette optimisée,Alu,aluminium,12.5475707,1.0,0.0,0.8533,2.874925,0.0,132.831852,135.665488,183.78734,48.121853
R068-P001,68,93,Ensemble porte,Alu,aluminium,6.872,1.0,0.0,0.8533,1.574527,0.0,72.748782,74.300696,100.655867,26.355171
R069-P001,69,93,Ens. Structure fauteuil,A5086 - Aluminium,aluminium,0.458,1.0,0.0,0.8533,0.070435,0.0,4.927085,5.032192,6.320888,1.288695
R070-P001,70,93,Manchette acc. Mobile,Alu,aluminium,0.106,1.0,0.0,0.8533,0.024287,0.0,1.122144,1.146082,1.552608,0.406526
R071-P001,71,93,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,general,3.365,1.0,0.0,0.8533,0.0,0.0,18.70022,19.099143,20.063676,0.964534
R072-P001,72,93,Ens. Structure fauteuil,acier,steel,1.687,1.0,0.0,1.0,0.485181,0.0,6.84414,7.015244,10.242007,3.226764
R073-P001,73,93,SFCU (Seat Function Control Unit),Clavier,electronics_cots,0.2,1.0,0.0,0.8533,0.07137,0.0,4.678836,4.778647,7.21388,2.435233
R074-P001,74,93,Commande actionnement ECU,Commande actionnement ECU,electronics_cots,0.75,1.0,0.0,0.8533,0.0,0.0,16.966653,17.328594,17.514488,0.185894
R075-P001,75,93,bumper version porte,copolymere lexan fst simapro: extrusion et thermoformage,polymer_plastic,0.151,1.0,0.0,1.0,0.007701,0.0,0.75036,0.769119,1.038376,0.269257
R076-P001,76,93,Manchette acc. Mobile,cuir,textile_leather,0.039,1.0,0.0,0.8533,0.00016,0.0,0.244296,0.249508,0.260449,0.010941
R077-P001,77,93,Manchette équipée,cuir,textile_leather,0.06,1.0,0.0,0.8533,0.000246,0.0,0.37584,0.383858,0.40069,0.016832
R078-P001,78,93,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,1.928,1.0,0.0,0.8533,0.228082,0.0,43.987254,44.925613,53.23821,8.312597
R079-P001,79,93,Accoudoir allée,Ertalon,polymer_plastic,0.01,1.0,0.0,1.0,0.004591,0.0,0.050978,0.052253,0.08298,0.030728
R080-P001,80,93,Ens. Stowage latéral,Ertalon,polymer_plastic,0.003,1.0,0.0,1.0,0.001377,0.0,0.015293,0.015676,0.024894,0.009218
R081-P001,81,93,Ens. Structure fauteuil,inox,steel,0.045,1.0,0.0,0.8533,0.008205,0.0,0.19362,0.19775,0.271147,0.073397
R082-P001,82,93,Ensemble porte,Ertalon,polymer_plastic,0.002,1.0,0.0,1.0,0.000918,0.0,0.010196,0.010451,0.016596,0.006146
R083-P001,83,93,Ens. Tablette repas,Ertalon,polymer_plastic,0.007,1.0,0.0,1.0,0.003214,0.0,0.035685,0.036577,0.058086,0.021509
R084-P001,84,93,Stowage assemblé avec porte,Ertalon,polymer_plastic,0.02,1.0,0.0,1.0,0.009182,0.0,0.101956,0.104505,0.165961,0.061455
R085-P001,85,93,Structure ottoman horizontale,Ertalon,polymer_plastic,0.0002725,1.0,0.0,1.0,0.000125,0.0,0.001389,0.001424,0.002261,0.000837
R086-P001,86,93,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.005,1.0,0.0,0.8533,0.0,0.0,6.293266,6.427517,6.676615,0.249098
R087-P001,87,93,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.121,1.0,0.0,0.8533,0.0,0.0,0.757697,0.77386,0.803851,0.029991
R088-P001,88,93,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.871,1.0,0.0,0.8533,0.0,0.0,5.454164,5.570515,5.7864,0.215885
R089-P001,89,93,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.854,1.0,0.0,0.8533,0.0,0.0,5.347711,5.461791,5.673462,0.211672
R090-P001,90,93,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.091,1.0,0.0,0.8533,0.0,0.0,6.831794,6.977534,7.247948,0.270414
R091-P001,91,93,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.016,1.0,0.0,0.8533,0.0,0.0,0.099319,0.101438,0.105404,0.003966
R092-P001,92,93,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,1.0,0.0,0.8533,0.0,0.0,0.241072,0.246215,0.255881,0.009667
R093-P001,93,93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,1.0,0.0,0.8533,0.0,0.0,0.241072,0.246215,0.255881,0.009667
R094-P001,94,93,Accoudoir allée,inox,steel,0.018054,1.0,0.0,0.8533,0.003292,0.0,0.07768,0.079337,0.108784,0.029447
R095-P001,95,93,Ens. Palette optimisée,inox,steel,0.023743,1.0,0.0,0.8533,0.004329,0.0,0.102158,0.104337,0.143063,0.038726
R096-P001,96,93,Ensemble porte,inox,steel,0.0047592,1.0,0.0,0.8533,0.000868,0.0,0.020477,0.020914,0.028676,0.007762
R097-P001,97,93,Ens. Structure fauteuil,GLO: moulage par injection plastique,polymer_plastic,0.081,1.0,0.0,1.0,0.037188,0.0,0.508064,0.520766,0.80879,0.288024
R098-P001,98,93,Ens. Tablette cocktail,inox,steel,0.012,1.0,0.0,0.8533,0.002188,0.0,0.051632,0.052733,0.072306,0.019572
R099-P001,99,93,Ens. Tablette repas,inox,steel,0.014,1.0,0.0,0.8533,0.002553,0.0,0.060237,0.061522,0.084357,0.022835
R100-P001,100,93,Ens. Têtière,inox,steel,0.001,1.0,0.0,0.8533,0.000182,0.0,0.004303,0.004394,0.006025,0.001631
R101-P001,101,93,Stowage assemblé avec porte,inox,steel,0.00928,1.0,0.0,0.8533,0.001692,0.0,0.039929,0.04078,0.055916,0.015136
R102-P001,102,93,Support écran,inox,steel,0.014,1.0,0.0,0.8533,0.002553,0.0,0.060237,0.061522,0.084357,0.022835
R103-P001,103,93,Capot NFC,kydex,polymer_plastic,0.069,1.0,0.0,1.0,0.031679,0.0,0.323063,0.331139,0.544109,0.21297
R104-P001,104,93,Coussin ottoman,kydex,polymer_plastic,0.037,1.0,0.0,1.0,0.016987,0.0,0.173236,0.177567,0.291769,0.114201
R105-P001,105,93,Ens. Stowage latéral,kydex,polymer_plastic,1.161,1.0,0.0,1.0,0.533028,0.0,5.435879,5.571776,9.155223,3.583446
R106-P001,106,93,Ensemble porte,kydex,polymer_plastic,1.384,1.0,0.0,1.0,0.63541,0.0,6.47998,6.64198,10.913719,4.27174
R107-P001,107,93,Ens. Tablette cocktail,kydex,polymer_plastic,0.715,1.0,0.0,1.0,0.328265,0.0,3.347678,3.431369,5.638229,2.20686
R108-P001,108,93,Ens. Tablette repas,kydex,polymer_plastic,0.059,1.0,0.0,1.0,0.027088,0.0,0.276242,0.283148,0.465252,0.182105
R109-P001,109,93,Stowage assemblé avec porte,kydex,polymer_plastic,0.226,1.0,0.0,1.0,0.103759,0.0,1.058147,1.084601,1.782154,0.697553
R110-P001,110,93,Ens. Coque,NIDA - GLO (moulage par injection plastique),polymer_plastic,8.439,1.0,0.0,1.0,4.667645,0.0,47.887745,49.084938,80.54568,31.460742
R111-P001,111,93,Ceinture de sécurité,nylon,textile_leather,0.18,1.0,0.0,1.0,0.097406,0.0,1.426366,1.462026,2.491369,1.029343
R112-P001,112,93,Support clamps,nylon,textile_leather,1.284,1.0,0.0,1.0,0.694827,0.0,10.174747,10.429115,17.771762,7.342647
R113-P001,113,93,Ens. Stowage latéral,nylon,textile_leather,0.016416667,1.0,0.0,1.0,0.008884,0.0,0.13009,0.133342,0.227222,0.09388
R114-P001,114,93,Ens. Palette optimisée,nylon,textile_leather,0.0021875,1.0,0.0,1.0,0.001184,0.0,0.017334,0.017768,0.030277,0.012509
R115-P001,115,93,Ensemble porte,nylon,textile_leather,0.0004003,1.0,0.0,1.0,0.000217,0.0,0.003172,0.003251,0.005541,0.002289
R116-P001,116,93,Ens. Structure fixe,35NC6 (nickel-chrome),steel,0.029,1.0,0.0,0.8533,0.0,0.0,0.089857,0.091774,0.099282,0.007508
R117-P001,117,93,Ens. Tablette cocktail,nylon,textile_leather,0.002,1.0,0.0,1.0,0.001082,0.0,0.015849,0.016245,0.027682,0.011437
R118-P001,118,93,Ens. Tablette repas,nylon,textile_leather,0.0002,1.0,0.0,1.0,0.000112,0.0,0.001585,0.001624,0.002795,0.001171
R119-P001,119,93,Ens. Têtière,nylon,textile_leather,0.003,1.0,0.0,1.0,0.001623,0.0,0.023773,0.024367,0.041523,0.017156
R120-P001,120,93,Stowage assemblé avec porte,nylon,textile_leather,0.000375,1.0,0.0,1.0,0.000203,0.0,0.002972,0.003046,0.00519,0.002144
R121-P001,121,93,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",electronics_cots,1e-06,1.0,0.0,0.8533,0.0,0.0,0.0,0.0,4e-06,4e-06
R122-P001,122,93,Ens. Structure fixe,acier,steel,1.4326471,1.0,0.0,1.0,0.412029,0.0,5.812233,5.957539,8.697796,2.740257
R123-P001,123,93,Ens. Structure fixe,Alu,aluminium,3.5410117,1.0,0.0,0.8533,0.811324,0.0,37.486072,38.285744,51.866065,13.580321
R124-P001,124,93,Ens. Structure fixe,caoutchouc,polymer_plastic,0.01,1.0,0.0,0.8533,0.000891,0.0,0.042443,0.043348,0.056978,0.01363
R125-P001,125,93,Ens. Palette optimisée,Polychloroprene,polymer_plastic,0.0049932,1.0,0.0,0.8533,0.000307,0.0,0.022309,0.022785,0.026691,0.003906
R126-P001,126,93,Powerbox,powerbox,electronics_cots,1.5,1.0,0.0,0.8533,0.17745,0.0,34.222449,34.952499,41.419769,6.46727
R128-P001,128,93,Ens. Coque,Résine BR623 - composite,adhesive_composite,0.488,1.0,0.0,0.8533,0.07588,0.0,3.864256,3.94669,5.048454,1.101764
R129-P001,129,93,Ens. Tablette repas,Silicone50 shore,rubber_silicone,0.0007,1.0,0.0,0.9063,0.0,0.0,0.003629,0.003711,0.004116,0.000405
R130-P001,130,93,Remote extender unit,télécommande,general,0.07,1.0,0.0,0.8533,0.005425,0.0,0.444833,0.454322,0.546572,0.092249
R131-P001,131,93,Coussin têtière,tissu,textile_leather,0.191,1.0,0.0,0.9063,0.009594,0.0,1.557128,1.592408,1.933764,0.341355
R132-P001,132,93,Ens. Coussin assise,tissu,textile_leather,0.42,1.0,0.0,0.9063,0.021097,0.0,3.424051,3.501631,4.252255,0.750624
R133-P001,133,93,Ens.coussin dossier version têtière,tissu,textile_leather,0.748,1.0,0.0,0.9063,0.037573,0.0,6.098071,6.236238,7.573064,1.336826
R134-P001,134,93,Ens. Coussin dossier,tissu,textile_leather,0.743,1.0,0.0,0.9063,0.037322,0.0,6.057308,6.194552,7.522442,1.32789
R135-P001,135,93,Ens. Tablette cocktail,tissu,textile_leather,0.002,1.0,0.0,0.9063,0.0001,0.0,0.016305,0.016674,0.020249,0.003574
R136-P001,136,93,Ens. Têtière,tissu,textile_leather,0.002,1.0,0.0,0.9063,0.0001,0.0,0.016305,0.016674,0.020249,0.003574
R137-P001,137,93,Padding (rembourrage),ULTRA LEATHER SMOKE,textile_leather,1e-06,1.0,0.0,0.8533,0.0,0.0,0.0,0.0,3e-06,3e-06
R138-P001,138,93,Ens. Structure fixe,inox,steel,0.027,1.0,0.0,0.8533,0.004923,0.0,0.116172,0.11865,0.162688,0.044038
R139-P001,139,93,Ens. Structure fixe,nylon,textile_leather,0.0145416,1.0,0.0,1.0,0.007869,0.0,0.115231,0.118112,0.201269,0.083157
R140-P001,140,93,Coussin têtière,velcro,textile_leather,0.007,1.0,0.0,0.9063,0.000352,0.0,0.057089,0.058383,0.069051,0.010668
R141-P001,141,93,Ens.coussin dossier version têtière,velcro,textile_leather,0.005,1.0,0.0,0.9063,0.000402,0.0,0.040778,0.041702,0.050526,0.008824
R142-P001,142,93,Ens. Coussin dossier,velcro,textile_leather,0.006,1.0,0.0,0.9063,0.000483,0.0,0.048934,0.050043,0.060632,0.010589
R143-P001,143,93,Manchette équipée,velcro,textile_leather,0.006,1.0,0.0,0.9063,0.000483,0.0,0.048934,0.050043,0.060632,0.010589
R144-P001,144,93,Coussin ottoman,velours,textile_leather,0.034,1.0,0.0,0.9063,0.003257,0.0,0.229997,0.235208,0.294462,0.059254
R145-P001,145,93,Coussin têtière,velours,textile_leather,0.003,1.0,0.0,0.9063,0.000287,0.0,0.020294,0.020754,0.025982,0.005228
R146-P001,146,93,Ens. Coussin assise,velours,textile_leather,0.025,1.0,0.0,0.9063,0.002395,0.0,0.169115,0.172947,0.216516,0.043569
R147-P001,147,93,Ens.coussin dossier version têtière,velours,textile_leather,0.008,1.0,0.0,0.9063,0.000766,0.0,0.054117,0.055343,0.069285,0.013942
R148-P001,148,93,Ens. Coussin dossier,velours,textile_leather,0.022,1.0,0.0,0.9063,0.002108,0.0,0.148822,0.152193,0.190534,0.038341
R149-P001,149,93,Ens. Structure porte,velcro,textile_leather,1e-06,1.0,0.0,0.9063,0.0,0.0,0.0,0.0,2e-06,2e-06
R150-P001,150,93,Habillage sous fauteuil,velours,textile_leather,0.007,1.0,0.0,0.9063,0.000698,0.0,0.047352,0.048425,0.060842,0.012417
R151-P001,151,93,Ens. Structure porte,Z10CNT18,steel,0.0478353,1.0,0.0,0.8533,0.0,0.0,0.177644,0.181434,0.193291,0.011856
R152-P001,152,93,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,textile_leather,0.039,1.0,0.0,0.8533,0.002786,0.0,0.287642,0.293778,0.357341,0.063563
R153-P001,153,93,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,0.45,1.0,0.0,0.8533,0.053235,0.0,10.266735,10.48575,12.425931,1.940181
R154-P001,154,93,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,steel,0.024,1.0,0.0,0.8533,0.0,0.0,0.072125,0.073664,0.080247,0.006584
R155-P001,155,93,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,steel,0.7096766,1.0,0.0,0.8533,0.0,0.0,2.132729,2.178225,2.372899,0.194674
R158-P001,158,93,Siége,"Tissu, mousse, polyéthylène",textile_leather,1e-06,1.0,0.0,0.9063,0.0,0.0,0.0,0.0,1e-06,1e-06
R159-P001,159,93,Siége,Moulage plastique,polymer_plastic,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3e-06,3e-06
R160-P001,160,93,Siége,"autre (silicium, cuirs synthétique)",textile_leather,1e-06,1.0,0.0,0.9063,0.0,0.0,0.0,0.0,1e-06,1e-06
R161-P001,161,93,Siége,65% aluminium,aluminium,1e-06,1.0,0.0,0.8533,0.0,0.0,0.0,0.0,6e-06,6e-06
R162-P001,162,93,Siége,"16 % Tissu, mousse, polyéthylène",textile_leather,1e-06,1.0,0.0,0.9063,0.0,0.0,0.0,0.0,1e-06,1e-06
R163-P001,163,93,Siége,11% Moulage plastique,polymer_plastic,1e-06,1.0,0.0,1.0,1e-06,0.0,0.0,0.0,4e-06,4e-06
R164-P001,164,93,Siége,"8% autre (silicium, cuirs synthétique)",textile_leather,1e-06,1.0,0.0,0.9063,0.0,0.0,0.0,0.0,1e-06,1e-06
R165-P001,165,93,Siége,"16 % Tissu, mousse",textile_leather,1e-06,1.0,0.0,0.9063,0.0,0.0,0.0,0.0,2e-06,2e-06
R165-P002,165,93,Siége,"16 % Tissu, mousse",textile_leather,1e-06,1.0,0.0,0.9063,0.0,0.0,0.0,0.0,2e-06,2e-06
R166-P001,166,93,siege,titane fibre de carbone,titanium_carbon,1e-06,1.0,0.0,1.0,1e-06,0.0,0.0,0.0,2.5e-05,2.5e-05
R166-P002,166,93,siege,titane fibre de carbone,titanium_carbon,1e-06,1.0,0.0,1.0,1e-06,0.0,0.0,0.0,2.5e-05,2.5e-05
R167-P001,167,93,Accoudoir allée,A2024 - Aluminium,aluminium,0.18,1.0,0.0,0.8533,0.027682,0.0,1.922477,1.963488,2.464279,0.500791
R168-P001,168,93,Siége,"Tissu, mousse, polyéthylène",textile_leather,1e-06,1.0,0.0,0.9063,0.0,0.0,0.0,0.0,1e-06,1e-06
R169-P001,169,93,Siége,"Tissu, mousse, polyéthylène",textile_leather,1e-06,1.0,0.0,0.9063,0.0,0.0,0.0,0.0,1e-06,1e-06
R170-P001,170,93,Siége,"autre (silicium, cuirs synthétique)",textile_leather,1e-06,1.0,0.0,0.9063,0.0,0.0,0.0,0.0,1e-06,1e-06
R171-P001,171,93,Siége,"autre (silicium, cuirs synthétique)",textile_leather,1e-06,1.0,0.0,0.9063,0.0,0.0,0.0,0.0,1e-06,1e-06
R172-P001,172,93,Siége,Moulage plastique,polymer_plastic,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3e-06,3e-06
R173-P001,173,93,Siége,Moulage plastique,polymer_plastic,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3e-06,3e-06
R001-P001,1,94,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,1.0,0.0,0.8285,0.549027,0.0,39.115515,39.925695,50.162012,10.236317
R002-P001,2,94,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,1.0,0.0,0.7628,9.5e-05,0.0,0.068167,0.069467,0.078533,0.009066
R003-P001,3,94,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,1.0,0.0,0.8285,2e-05,0.0,0.000896,0.000915,0.001193,0.000278
R004-P001,4,94,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,1.0,0.0,0.8585,0.0,0.0,2.922962,2.985696,3.268094,0.282398
R005-P001,5,94,Bumper version porte,alliage Cu,copper,0.006,1.0,0.0,0.7628,7e-06,0.0,0.028841,0.029391,0.030764,0.001374
R006-P001,6,94,Ens. Stowage latéral,cuir,textile_leather,0.112,1.0,0.0,0.7628,0.0,0.0,0.701569,0.714948,0.73977,0.024822
R007-P001,7,94,lightning,lightning,electronics_cots,0.8,1.0,0.0,0.7628,0.220636,0.0,18.405761,18.756759,26.064973,7.308214
R008-P001,8,94,Padding (rembourrage),AIRVOLT LAMINAT,general,0.95,1.0,0.0,0.7628,0.0,0.0,6.862777,6.99365,7.226085,0.232434
R009-P001,9,94,Stowage assemblé avec porte,Silicone,rubber_silicone,0.0007,1.0,0.0,0.7628,1.7e-05,0.0,0.003677,0.003747,0.004169,0.000422
R010-P001,10,94,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,electronics_cots,1.5,1.0,0.0,0.7628,0.645401,0.0,35.340445,36.014387,57.170864,21.156477
R011-P001,11,94,Coussin ottoman,tissu,textile_leather,0.339,1.0,0.0,0.7628,0.02695,0.0,2.763698,2.816402,3.279622,0.463221
R012-P001,12,94,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,textile_leather,0.039,1.0,0.0,0.7628,0.00828,0.0,0.287642,0.293128,0.382003,0.088875
R013-P001,13,94,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),steel,0.027,1.0,0.0,0.7628,0.000148,0.0,0.082855,0.084435,0.095674,0.011239
R014-P001,14,94,Ens. Palette optimisée,35NC6 (nickel-chrome),steel,0.660743,1.0,0.0,0.7628,0.010109,0.0,1.991239,2.029212,2.330591,0.301379
R015-P001,15,94,Ens. Equipements latéraux,acier,steel,0.0996449,1.0,0.0,1.0,0.026745,0.0,0.404258,0.414365,0.61314,0.198776
R016-P001,16,94,Stowage assemblé avec porte,35NC6 (nickel-chrome),steel,0.008,1.0,0.0,0.7628,0.000138,0.0,0.024398,0.024863,0.028333,0.003469
R017-P001,17,94,Accoudoir allée,A2017 - Aluminium,aluminium,2.43,1.0,0.0,0.7628,0.343352,0.0,25.953441,26.448373,32.35453,5.906158
R018-P001,18,94,Ens. Stowage latéral,A2017 - Aluminium,aluminium,0.1033805,1.0,0.0,0.7628,0.014607,0.0,1.111294,1.132486,1.383754,0.251268
R019-P001,19,94,Ens. Palette optimisée,A2017 - Aluminium,aluminium,12.333,1.0,0.0,0.7628,1.742619,0.0,131.721722,134.233655,164.209227,29.975572
R020-P001,20,94,Ens. Tablette cocktail,A2017 - Aluminium,aluminium,3.523,1.0,0.0,0.7628,0.49779,0.0,37.870658,38.592852,47.155565,8.562713
R021-P001,21,94,Ens. Tablette repas,A2017 - Aluminium,aluminium,2.125,1.0,0.0,0.7628,0.411423,0.0,22.70736,23.140389,30.09033,6.949941
R022-P001,22,94,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,1.0,0.0,0.7628,0.085673,0.0,4.728474,4.818646,6.265869,1.447223
R023-P001,23,94,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,1.0,0.0,0.7628,0.765925,0.0,42.273089,43.079237,56.017574,12.938337
R024-P001,24,94,Support écran,A2017 - Aluminium,aluminium,1.45,1.0,0.0,0.7628,0.280736,0.0,15.494434,15.789912,20.532225,4.742313
R025-P001,25,94,Accoudoir allée,A2024 - Aluminium,aluminium,0.18,1.0,0.0,0.7628,0.025434,0.0,1.922477,1.959139,2.396632,0.437493
R026-P001,26,94,Ens. Tablette cocktail,A2024 - Aluminium,aluminium,0.084,1.0,0.0,0.7628,0.011869,0.0,0.902962,0.920182,1.124345,0.204163
R027-P001,27,94,Ens. Tablette repas,A2024 - Aluminium,aluminium,1.259,1.0,0.0,0.7628,0.243756,0.0,13.453443,13.71,17.827635,4.117636
R028-P001,28,94,Ens. Têtière,A2024 - Aluminium,aluminium,0.029,1.0,0.0,0.7628,0.005615,0.0,0.309889,0.315798,0.410644,0.094846
R029-P001,29,94,Accoudoir allée,A5086 - Aluminium,aluminium,0.316,1.0,0.0,0.8285,0.047715,0.0,3.399474,3.469885,4.359509,0.889624
R030-P001,30,94,Bumper version porte,A5086 - Aluminium,aluminium,0.024,1.0,0.0,0.8285,0.003624,0.0,0.258188,0.263536,0.331102,0.067566
R031-P001,31,94,Ens. Stowage latéral,A5086 - Aluminium,aluminium,0.216,1.0,0.0,0.8285,0.032615,0.0,2.323691,2.37182,2.979918,0.608097
R032-P001,32,94,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",textile_leather,0.008,1.0,0.0,1.0,0.001897,0.0,0.060537,0.06205,0.085507,0.023456
R033-P001,33,94,Ens. Structure fauteuil,4140 (acier),steel,0.002,1.0,0.0,0.7628,0.000269,0.0,0.008605,0.008769,0.011397,0.002627
R034-P001,34,94,Habillage sous fauteuil,A5086 - Aluminium,aluminium,1.03,1.0,0.0,0.8285,0.155527,0.0,11.080563,11.310069,14.209792,2.899723
R035-P001,35,94,Manchette acc. Mobile,A5086 - Aluminium,aluminium,0.105,1.0,0.0,0.8285,0.015855,0.0,1.129572,1.152968,1.448571,0.295603
R036-P001,36,94,Manchette équipée,A5086 - Aluminium,aluminium,0.17,1.0,0.0,0.8285,0.02567,0.0,1.828831,1.86671,2.345306,0.478595
R037-P001,37,94,Renfort tubulaire,A5086 - Aluminium,aluminium,0.931,1.0,0.0,0.8285,0.140578,0.0,10.015538,10.222985,12.843997,2.621012
R038-P001,38,94,Stowage assemblé avec porte,A5086 - Aluminium,aluminium,2.457,1.0,0.0,0.8285,0.371,0.0,26.431984,26.979456,33.896563,6.917106
R039-P001,39,94,Structure ottoman horizontale,A5086 - Aluminium,aluminium,1.928,1.0,0.0,0.8285,0.291123,0.0,20.741093,21.170693,26.598524,5.427831
R040-P001,40,94,Support écran,A5086 - Aluminium,aluminium,0.506,1.0,0.0,0.8285,0.076405,0.0,5.443461,5.556209,6.980733,1.424524
R041-P001,41,94,Support équipé,A5086 - Aluminium,aluminium,0.099,1.0,0.0,0.8285,0.014949,0.0,1.065025,1.087084,1.365796,0.278711
