month_index,year,month,temp_c,humidity_pct,precip_mm,wind_ms,heat_index_c,heatwave,drought,storm_stress,climate_event,operational_feedback_event,backlog_end,capacity_utilization,grid_share,scarcity,outbound_mode,regime_environnemental,evt_canicule,evt_secheresse,evt_tempete_inondation,evt_maintenance_corrective,evt_congestion_logistique,evt_overtime_energetique,evt_capacite_appoint,evt_recalage_qualite,evt_stress_biomasse_locale,evt_stress_hydrique_matiere_locale
31,2028,7,27.251046025104603,57.0,49.347524157501475,3.2473720558371175,28.211046025104604,0.0,0.0,0.0,aucun,aucun,0.0,0.48245534008694574,0.7580684783556243,0.13514644351464436,truck,nominal,0,0,0,0,0,0,0,0,0,0
32,2028,8,25.51774447513913,58.33974596215561,44.15338692968835,3.6499999999999995,26.584924152111576,0.0,0.0,0.0,aucun,aucun,0.0,0.46190723079661117,0.7463946954492886,0.13631799163179917,truck,nominal,0,0,0,0,0,0,0,0,0,0
33,2028,9,20.767782426778247,61.99999999999999,46.42072718600717,4.2,20.767782426778247,0.0,0.0,0.0,aucun,aucun,0.0,0.44639456715138826,0.7399205522560561,0.13748953974895398,truck,nominal,0,0,0,0,0,0,0,0,0,0
34,2028,10,14.276150627615065,67.0,55.542012935810746,4.75,14.276150627615065,0.0,0.0,0.0,aucun,aucun,0.0,0.4415081880047577,0.7517910678845576,0.1386610878661088,truck,nominal,0,0,0,0,0,0,0,0,0,0
35,2028,11,7.784518828451881,72.0,69.0732030285057,5.152627944162883,7.784518828451881,0.0,0.0,0.0,aucun,aucun,0.0,0.44752985624196895,0.7694450039614155,0.13983263598326362,truck,nominal,0,0,0,0,0,0,0,0,0,0
36,2028,12,3.034556780091003,75.66025403784438,83.3886260061224,5.300000000000001,3.034556780091003,0.0,0.0,0.0,aucun,aucun,0.0,0.4629884734625786,0.7871201437518236,0.14100418410041843,truck,nominal,0,0,0,0,0,0,0,0,0,0
37,2029,1,1.301255230125523,77.0,94.65247584249853,5.152627944162883,1.301255230125523,0.0,0.0,0.0,aucun,aucun,0.0,0.4389640436809136,0.7797170294385827,0.14217573221757324,truck,nominal,0,0,0,0,0,0,0,0,0,0
38,2029,2,3.0512931817646396,75.66025403784438,99.84661307031165,4.75,3.0512931817646396,0.0,0.0,0.0,aucun,aucun,0.0,0.5047699981004259,0.805215865465843,0.14334728033472804,truck,nominal,0,0,0,0,0,0,0,0,0,0
39,2029,3,7.817991631799163,72.0,97.57927281399283,4.2,7.817991631799163,0.0,0.0,0.0,aucun,aucun,0.0,0.5201951031227503,0.8018145485544141,0.14451882845188285,truck,nominal,0,0,0,0,0,0,0,0,0,0
40,2029,4,14.326359832635983,67.0,88.45798706418924,3.6500000000000004,14.326359832635983,0.0,0.0,0.0,aucun,aucun,0.0,0.5261815954256773,0.7918662918374149,0.14569037656903766,truck,nominal,0,0,0,0,0,0,0,0,0,0
41,2029,5,20.834728033472803,62.0,74.9267969714943,3.2473720558371175,20.834728033472803,0.0,0.0,0.0,aucun,aucun,0.0,0.5212804832437359,0.7775846748487687,0.14686192468619247,truck,nominal,0,0,0,0,0,0,0,0,0,0
42,2029,6,25.60142648350733,58.33974596215561,60.61137399387759,3.1,26.668606160479776,0.0,0.0,0.0,aucun,aucun,0.0,0.5081639949169274,0.7705197885133707,0.14803347280334728,truck,nominal,0,0,0,0,0,0,0,0,0,0
43,2029,7,32.413807531380755,57.844832635983266,49.347524157501475,3.2473720558371175,33.44139414225942,0.051725941422594346,0.0,0.0,canicule,site en surchauffe,1.1633536153974902,0.5746224933897641,0.7884254287076976,0.14920502092050208,truck,tendu,1,0,0,0,0,0,0,0,0,0
44,2029,8,30.69389510275419,58.582609248119574,44.15338692968835,3.6499999999999995,31.780503842603757,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.5666450230041904,0.7787914163820978,0.15037656903765692,truck,nominal,0,0,0,0,0,0,1,0,0,0
45,2029,9,20.868200836820087,61.99999999999999,46.42072718600717,4.2,20.868200836820087,0.0,0.0,0.0,aucun,aucun,0.0,0.45318431338351634,0.744394118820878,0.15154811715481173,truck,nominal,0,0,0,0,0,0,0,0,0,0
46,2029,10,14.376569037656905,67.0,55.542012935810746,4.75,14.376569037656905,0.0,0.0,0.0,aucun,aucun,0.0,0.44831466500890965,0.7561591109018958,0.15271966527196654,truck,nominal,0,0,0,0,0,0,0,0,0,0
47,2029,11,7.884937238493722,72.0,69.0732030285057,5.152627944162883,7.884937238493722,0.0,0.0,0.0,aucun,aucun,0.0,0.4543108270106766,0.773588560737223,0.15389121338912135,truck,nominal,0,0,0,0,0,0,0,0,0,0
48,2029,12,3.1349751901328444,75.66025403784438,83.3886260061224,5.300000000000001,3.1349751901328444,0.0,0.0,0.0,aucun,aucun,0.0,0.4697074347932491,0.7908161091567105,0.15506276150627618,truck,nominal,0,0,0,0,0,0,0,0,0,0
49,2030,1,1.401673640167364,77.0,94.65247584249853,5.152627944162883,1.401673640167364,0.0,0.0,0.0,aucun,aucun,0.0,0.4395499084632836,0.780637440219084,0.156234309623431,truck,nominal,0,0,0,0,0,0,0,0,0,0
50,2030,2,3.151711591806481,75.66025403784438,99.84661307031165,4.75,3.151711591806481,0.0,0.0,0.0,aucun,aucun,0.0,0.5113230442995043,0.8083047922073154,0.1574058577405858,truck,nominal,0,0,0,0,0,0,0,0,0,0
51,2030,3,7.918410041841004,72.0,97.57927281399283,4.2,7.918410041841004,0.0,0.0,0.0,aucun,aucun,0.0,0.5266864028117804,0.8048636396540139,0.1585774058577406,truck,nominal,0,0,0,0,0,0,0,0,0,0
52,2030,4,14.426778242677825,67.0,88.45798706418924,3.6500000000000004,14.426778242677825,0.0,0.0,0.0,aucun,aucun,0.0,0.5326476674140946,0.7950235363878552,0.1597489539748954,truck,nominal,0,0,0,0,0,0,0,0,0,0
53,2030,5,20.935146443514643,62.0,74.9267969714943,3.2473720558371175,20.935146443514643,0.0,0.0,0.0,aucun,aucun,0.0,0.5277634094326955,0.7809612041770887,0.16092050209205022,truck,nominal,0,0,0,0,0,0,0,0,0,0
54,2030,6,25.70184489354917,58.33974596215561,60.61137399387759,3.1,26.769024570521616,0.0,0.0,0.0,aucun,aucun,0.0,0.514740626436714,0.7743106139380168,0.16209205020920503,truck,nominal,0,0,0,0,0,0,0,0,0,0
55,2030,7,27.451882845188283,57.0,49.347524157501475,3.2473720558371175,28.411882845188284,0.0,0.0,0.0,aucun,aucun,0.0,0.49580290043715897,0.7662254531186843,0.16326359832635984,truck,nominal,0,0,0,0,0,0,0,0,0,0
56,2030,8,25.71858129522281,58.33974596215561,44.15338692968835,3.6499999999999995,26.785760972195256,0.0,0.0,0.0,aucun,aucun,0.0,0.4754091250840495,0.7553522762154306,0.16443514644351465,truck,nominal,0,0,0,0,0,0,0,0,0,0
57,2030,9,20.968619246861927,61.99999999999999,46.42072718600717,4.2,20.968619246861927,0.0,0.0,0.0,aucun,aucun,0.0,0.459921660988107,0.7488911362746079,0.16560669456066945,truck,nominal,0,0,0,0,0,0,0,0,0,0
58,2030,10,13.637891213389123,75.39096234309623,115.67724306133374,10.059811244069879,13.637891213389123,0.0,0.0,0.11196224881397576,tempete / inondation,desorganisation logistique,5.767679999999999,0.5594172521448898,0.774475077189045,0.1869314474643399,truck,tendu,0,0,1,0,0,0,0,0,0,0
59,2030,11,7.143748953974894,80.4160669456067,129.38834947202034,11.571461592301079,7.143748953974894,0.0,0.0,0.41429231846021575,tempete / inondation,desorganisation logistique + capacite d'appoint,7.690892593262365,0.8861897210038334,0.8581056726794603,0.2425224081178179,truck,tendu,0,0,1,0,0,0,1,0,0,0
60,2030,12,3.2353936001746852,75.66025403784438,83.3886260061224,5.300000000000001,3.2353936001746852,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.7783503333881404,0.855295367850157,0.1691213389121339,truck,nominal,0,0,0,0,0,0,1,0,0,0
61,2031,1,1.502092050209205,77.0,94.65247584249853,5.152627944162883,1.502092050209205,0.0,0.0,0.0,aucun,aucun,0.0,0.4979883473641819,0.8103231456492584,0.17029288702928871,truck,nominal,0,0,0,0,0,0,0,0,0,0
62,2031,2,3.2521300018483217,75.66025403784438,99.84661307031165,4.75,3.2521300018483217,0.0,0.0,0.0,aucun,aucun,0.0,0.5178255997381134,0.81269654854272,0.17146443514644352,truck,nominal,0,0,0,0,0,0,0,0,0,0
63,2031,3,8.018828451882845,72.0,97.57927281399283,4.2,8.018828451882845,0.0,0.0,0.0,aucun,aucun,0.0,0.5331277035444637,0.8096669878419532,0.17263598326359836,truck,nominal,0,0,0,0,0,0,0,0,0,0
64,2031,4,14.527196652719665,67.0,88.45798706418924,3.6500000000000004,14.527196652719665,0.0,0.0,0.0,aucun,aucun,0.0,0.5390639507404027,0.8008734298805179,0.17380753138075317,truck,nominal,0,0,0,0,0,0,0,0,0,0
65,2031,5,21.035564853556487,50.615564853556485,38.24361705517631,3.2473720558371175,21.035564853556487,0.0,0.04384435146443515,0.0,secheresse,stress matiere / eau,1.6964512516844081,0.5944395170022924,0.797174712360606,0.1990934728033473,truck,tendu,0,1,0,0,0,0,0,0,0,0
66,2031,6,25.802263303591012,46.92367901654892,23.826269391367134,3.1,25.956157624914926,0.0,0.2561409250552397,0.0,secheresse,stress matiere / eau + capacite d'appoint,1.7903381909790745,0.6827328452624412,0.8151089160517085,0.31702813639544464,truck,tendu,0,1,0,0,0,0,1,0,0,0
67,2031,7,27.552301255230127,45.55230125523013,12.460494868798548,3.2473720558371175,27.596485355648536,0.0,0.515671593077518,0.0,secheresse,stress matiere / eau + capacite d'appoint,1.7384220566730235,0.6684357986576693,0.8259611736282462,0.4609415519248525,truck,tendu,0,1,0,0,0,0,1,0,0,0
68,2031,8,25.818999705264652,58.33974596215561,44.15338692968835,3.6499999999999995,26.8861793822371,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.5685834224402516,0.78447118396253,0.1784937238493724,truck,nominal,0,0,0,0,0,0,1,0,0,0
69,2031,9,21.06903765690377,61.99999999999999,46.42072718600717,4.2,21.06903765690377,0.0,0.0,0.0,aucun,aucun,0.0,0.46660721419889795,0.7605339500455491,0.1796652719665272,truck,nominal,0,0,0,0,0,0,0,0,0,0
70,2031,10,14.577405857740587,67.0,55.542012935810746,4.75,14.577405857740587,0.0,0.0,0.0,aucun,aucun,0.0,0.46177069177396673,0.771390152761368,0.18083682008368201,truck,nominal,0,0,0,0,0,0,0,0,0,0
71,2031,11,8.085774058577403,72.0,69.0732030285057,5.152627944162883,8.085774058577403,0.0,0.0,0.0,aucun,aucun,0.0,0.4677164794121107,0.7874821944704212,0.18200836820083682,truck,nominal,0,0,0,0,0,0,0,0,0,0
72,2031,12,3.335812010216526,75.66025403784438,83.3886260061224,5.300000000000001,3.335812010216526,0.0,0.0,0.0,aucun,aucun,0.0,0.4829905470811626,0.8028985792697912,0.18317991631799163,truck,nominal,0,0,0,0,0,0,0,0,0,0
73,2032,1,1.602510460251046,77.0,94.65247584249853,5.152627944162883,1.602510460251046,0.0,0.0,0.0,aucun,aucun,0.0,0.5044603365489537,0.8146338969758969,0.18435146443514644,truck,nominal,0,0,0,0,0,0,0,0,0,0
74,2032,2,3.352548411890163,75.66025403784438,99.84661307031165,4.75,3.352548411890163,0.0,0.0,0.0,aucun,aucun,0.0,0.5242782457184485,0.8165539901866292,0.18552301255230128,truck,nominal,0,0,0,0,0,0,0,0,0,0
75,2032,3,8.119246861924687,72.0,97.57927281399283,4.2,8.119246861924687,0.0,0.0,0.0,aucun,aucun,0.0,0.5395195807768003,0.8124025233106336,0.18669456066945606,truck,nominal,0,0,0,0,0,0,0,0,0,0
76,2032,4,14.627615062761507,67.0,88.45798706418924,3.6500000000000004,14.627615062761507,0.0,0.0,0.0,aucun,aucun,0.0,0.4436794172708823,0.7578786802379719,0.1878661087866109,truck,nominal,0,0,0,0,0,0,0,0,0,0
77,2032,5,21.135983263598327,50.23598326359833,37.02052082086668,3.2473720558371175,21.135983263598327,0.0,0.04764016736401672,0.0,secheresse,stress matiere / eau,1.7233312516844066,0.6016172897642909,0.8005869922805194,0.2152397489539749,truck,tendu,0,1,0,0,0,0,0,0,0,0
78,2032,6,25.90268171363285,46.54409742659075,22.603173157057505,3.1,26.02620950776011,0.0,0.28253554299655603,0.0,secheresse,stress matiere / eau + capacite d'appoint,1.8194682203235644,0.6917331105052755,0.8206913843143564,0.3456037536690264,truck,tendu,0,1,0,0,0,0,1,0,0,0
79,2032,7,33.19707112970711,46.291694560669455,11.237398634488919,3.2473720558371175,33.30040669456067,0.149633891213389,0.702254541543097,0.0,canicule + secheresse,site en surchauffe + stress matiere / eau + capacite d'appoint,3.00780599627031,0.80764889990276,0.8776131095153203,0.5776207509867788,truck,tendu,1,1,0,0,0,0,1,0,0,0
80,2032,8,31.47715870108055,58.8567515075338,44.15338692968835,3.6499999999999995,32.58569882168325,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.7062332145753758,0.8154580962920412,0.19255230125523015,truck,nominal,0,0,0,0,0,0,1,0,0,0
81,2032,9,21.16945606694561,61.99999999999999,46.42072718600717,4.2,21.16945606694561,0.0,0.0,0.0,aucun,aucun,0.0,0.4732415679949211,0.7658613100557712,0.19372384937238496,truck,nominal,0,0,0,0,0,0,0,0,0,0
82,2032,10,14.677824267782428,67.0,55.542012935810746,4.75,14.677824267782428,0.0,0.0,0.0,aucun,aucun,0.0,0.4684214429343383,0.7759731921737849,0.19489539748953977,truck,nominal,0,0,0,0,0,0,0,0,0,0
83,2032,11,8.186192468619245,72.0,69.0732030285057,5.152627944162883,8.186192468619245,0.0,0.0,0.0,aucun,aucun,0.0,0.47434235717754314,0.7915984585907982,0.19606694560669458,truck,nominal,0,0,0,0,0,0,0,0,0,0
84,2032,12,3.4362304202583673,75.66025403784438,83.3886260061224,5.300000000000001,3.4362304202583673,0.0,0.0,0.0,aucun,aucun,0.0,0.4895558824759467,0.8071605390289504,0.19723849372384938,truck,nominal,0,0,0,0,0,0,0,0,0,0
85,2033,1,1.702928870292887,77.0,94.65247584249853,5.152627944162883,1.702928870292887,0.0,0.0,0.0,aucun,aucun,0.0,0.5108828250197314,0.8177574842091491,0.1984100418410042,truck,nominal,0,0,0,0,0,0,0,0,0,0
86,2033,2,3.4529668219320038,75.66025403784438,99.84661307031165,4.75,3.4529668219320038,0.0,0.0,0.0,aucun,aucun,0.0,0.5306815546534119,0.8199714923085459,0.199581589958159,truck,nominal,0,0,0,0,0,0,0,0,0,0
87,2033,3,8.219665271966527,72.0,97.57927281399283,4.2,8.219665271966527,0.0,0.0,0.0,aucun,aucun,0.0,0.5458626011676994,0.8159750455080875,0.2007531380753138,truck,nominal,0,0,0,0,0,0,0,0,0,0
88,2033,4,14.728033472803347,67.0,88.45798706418924,3.6500000000000004,14.728033472803347,0.0,0.0,0.0,aucun,aucun,0.0,0.45823901366693304,0.7665669638453102,0.20192468619246862,truck,nominal,0,0,0,0,0,0,0,0,0,0
89,2033,5,21.236401673640167,62.0,74.9267969714943,3.2473720558371175,21.236401673640167,0.0,0.0,0.0,aucun,aucun,0.0,0.5469150605694759,0.7922571256457861,0.20309623430962345,truck,nominal,0,0,0,0,0,0,0,0,0,0
90,2033,6,26.00310012367469,58.33974596215561,60.61137399387759,3.1,27.07027980064714,0.0,0.0,0.0,aucun,aucun,0.0,0.5341691947410481,0.7873813094199692,0.20426778242677823,truck,nominal,0,0,0,0,0,0,0,0,0,0
91,2033,7,27.753138075313807,57.0,49.347524157501475,3.2473720558371175,28.713138075313807,0.0,0.0,0.0,aucun,aucun,0.0,0.5154421408075512,0.7814539075271365,0.20543933054393307,truck,nominal,0,0,0,0,0,0,0,0,0,0
92,2033,8,26.01983652534833,58.33974596215561,44.15338692968835,3.6499999999999995,27.08701620232078,0.0,0.0,0.0,aucun,aucun,0.0,0.49527557115155413,0.7713107475795316,0.20661087866108788,truck,nominal,0,0,0,0,0,0,0,0,0,0
93,2033,9,21.26987447698745,61.99999999999999,46.42072718600717,4.2,21.26987447698745,0.0,0.0,0.0,aucun,aucun,0.0,0.47982530827701264,0.7644016083487739,0.2077824267782427,truck,nominal,0,0,0,0,0,0,0,0,0,0
94,2033,10,14.77824267782427,67.0,55.542012935810746,4.75,14.77824267782427,0.0,0.0,0.0,aucun,aucun,0.0,0.4750214716086341,0.7754171346345752,0.20895397489539752,truck,nominal,0,0,0,0,0,0,0,0,0,0
95,2033,11,8.286610878661087,72.0,69.0732030285057,5.152627944162883,8.286610878661087,0.0,0.0,0.0,aucun,aucun,0.0,0.4809177182087505,0.7911852838003381,0.21012552301255233,truck,nominal,0,0,0,0,0,0,0,0,0,0
96,2033,12,3.536648830300208,75.66025403784438,83.3886260061224,5.300000000000001,3.536648830300208,0.0,0.0,0.0,aucun,aucun,0.0,0.476163188310585,0.7986816201286498,0.21129707112970714,truck,nominal,0,0,0,0,0,0,0,0,0,0
97,2034,1,1.803347280334728,77.0,94.65247584249853,5.152627944162883,1.803347280334728,0.0,0.0,0.0,aucun,aucun,0.0,0.4595732095903327,0.7953432587445893,0.21246861924686195,truck,nominal,0,0,0,0,0,0,0,0,0,0
98,2034,2,3.553385231973845,75.66025403784438,99.84661307031165,4.75,3.553385231973845,0.0,0.0,0.0,aucun,aucun,0.0,0.4938066027261791,0.8053444062033158,0.21364016736401675,truck,nominal,0,0,0,0,0,0,0,0,0,0
99,2034,3,8.320083682008368,72.0,97.57927281399283,4.2,8.320083682008368,0.0,0.0,0.0,aucun,aucun,0.0,0.5338341479609803,0.8109957071201243,0.21481171548117156,truck,nominal,0,0,0,0,0,0,0,0,0,0
100,2034,4,14.828451882845188,67.0,88.45798706418924,3.6500000000000004,14.828451882845188,0.0,0.0,0.0,aucun,aucun,0.0,0.5533980234734727,0.8061473501404994,0.21598326359832637,truck,nominal,0,0,0,0,0,0,0,0,0,0
101,2034,5,21.336820083682007,62.0,74.9267969714943,3.2473720558371175,21.336820083682007,0.0,0.0,0.0,aucun,aucun,0.0,0.5348663688625239,0.7876251784670932,0.21715481171548118,truck,nominal,0,0,0,0,0,0,0,0,0,0
102,2034,6,26.103518533716535,58.33974596215561,60.61137399387759,3.1,27.170698210688982,0.0,0.0,0.0,aucun,aucun,0.0,0.540546852308677,0.789691174245547,0.21832635983263599,truck,nominal,0,0,0,0,0,0,0,0,0,0
103,2034,7,27.85355648535565,57.0,49.347524157501475,3.2473720558371175,28.81355648535565,0.0,0.0,0.0,aucun,aucun,0.0,0.5218889855352236,0.7836693034465063,0.2194979079497908,truck,nominal,0,0,0,0,0,0,0,0,0,0
104,2034,8,26.120254935390175,58.33974596215561,44.15338692968835,3.6499999999999995,27.187434612362622,0.0,0.0,0.0,aucun,aucun,0.0,0.5017970311094215,0.774232112811333,0.22066945606694563,truck,nominal,0,0,0,0,0,0,0,0,0,0
105,2034,9,21.370292887029294,61.99999999999999,46.42072718600717,4.2,21.370292887029294,0.0,0.0,0.0,aucun,aucun,0.0,0.4863590120403001,0.7673870773584247,0.22184100418410044,truck,nominal,0,0,0,0,0,0,0,0,0,0
106,2034,10,13.919062761506277,76.59598326359833,124.31322632493207,11.333116683400423,13.919062761506277,0.0,0.0,0.36662333668008457,tempete / inondation,desorganisation logistique,6.197759999999999,0.6027634185240217,0.7943290482562559,0.28900475290367045,truck,tendu,0,0,1,0,0,0,0,0,0,0
107,2034,11,7.424920502092048,81.62108786610878,138.02433273561866,12.844767031631623,7.424920502092048,0.0,0.0,0.6689534063263245,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,8.258598193262365,0.952516072122304,0.8869587187229016,0.34459571355714846,truck,crise,0,0,1,1,0,0,1,1,0,0
108,2034,12,3.6370672403420494,75.66025403784438,83.3886260061224,5.300000000000001,3.6370672403420494,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.9258165565631998,0.8983545057923622,0.22535564853556486,truck,tendu,0,0,0,0,0,0,1,0,0,0
109,2035,1,1.9037656903765692,77.0,94.65247584249853,5.152627944162883,1.9037656903765692,0.0,0.0,0.0,aucun,aucun,0.0,0.5235815542004875,0.8226367251930344,0.2265271966527197,truck,nominal,0,0,0,0,0,0,0,0,0,0
