day,campaign_id,node_id,output_item_id,event_type,reason,desired_qty,planned_qty_after_lot_rule,actual_qty,shortfall_vs_desired_qty,shortfall_vs_lot_plan_qty,binding_input_item_id,planned_qty_before,planned_qty_after,lot_policy_mode,lot_fixed_qty,lot_min_qty,lot_max_qty,lot_multiple_qty,max_lots_per_week,started_lots_this_week,requested_lot_starts,actual_lot_starts,campaign_requested_qty,campaign_started_qty,campaign_remaining_start_qty,campaign_remaining_end_qty,next_expected_receipt_day,notes
42,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,6744.384529,107800.0,0.0,6744.384529,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
43,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,6559.472824,107800.0,0.0,6559.472824,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
44,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,6251.372116,107800.0,0.0,6251.372116,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
45,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,5918.633607,107800.0,0.0,5918.633607,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
46,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,5580.967538,107800.0,0.0,5580.967538,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
47,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,5242.315957,107800.0,0.0,5242.315957,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
48,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,4903.467273,107800.0,0.0,4903.467273,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
49,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,4564.579169,107800.0,0.0,4564.579169,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
50,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,4734.385222,107800.0,0.0,4734.385222,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
51,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,5005.930106,107800.0,0.0,5005.930106,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
52,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,5297.822756,107800.0,0.0,5297.822756,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
53,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,5593.78496,107800.0,0.0,5593.78496,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
54,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,5890.561074,107800.0,0.0,5890.561074,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
55,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,6187.49997,107800.0,0.0,6187.49997,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
56,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,6484.471423,107800.0,0.0,6484.471423,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
57,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,6254.412652,107800.0,0.0,6254.412652,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
58,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,5918.947837,107800.0,0.0,5918.947837,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
59,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,5562.401812,107800.0,0.0,5562.401812,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
60,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,5201.639546,107800.0,0.0,5201.639546,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
61,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,4840.034032,107800.0,0.0,4840.034032,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
62,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,4478.259868,107800.0,0.0,4478.259868,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
63,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,4116.451974,107800.0,0.0,4116.451974,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
64,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,4290.359782,107800.0,0.0,4290.359782,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
65,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,4571.410732,107800.0,0.0,4571.410732,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
66,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,4873.89031,107800.0,0.0,4873.89031,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
67,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,5180.655613,107800.0,0.0,5180.655613,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
68,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,5488.278061,107800.0,0.0,5488.278061,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
69,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,delay_input_shortage,input_shortage,5796.071939,107800.0,0.0,5796.071939,107800.0,item:344135,107800.0,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,107800.0,70.0,lot_policy_enabled
70,CMP-00000001-M-1430-item:268967-D0,M-1430,item:268967,run_campaign_complete,none,6103.900102,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,107800.0,0.0,,lot_policy_enabled
167,CMP-00000010-M-1430-item:268967-D167,M-1430,item:268967,start_campaign,none,16555.314286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
168,CMP-00000011-M-1430-item:268967-D168,M-1430,item:268967,start_campaign,none,22259.977143,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
169,CMP-00000012-M-1430-item:268967-D169,M-1430,item:268967,start_campaign,none,20810.068898,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,2,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
308,CMP-00000038-M-1430-item:268967-D308,M-1430,item:268967,start_campaign,none,6159.542857,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
329,CMP-00000040-M-1430-item:268967-D329,M-1430,item:268967,start_campaign,none,5491.542857,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
349,CMP-00000045-M-1430-item:268967-D349,M-1430,item:268967,start_campaign,none,5553.012245,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
388,CMP-00000055-M-1430-item:268967-D388,M-1430,item:268967,start_campaign,none,3358.563265,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
405,CMP-00000063-M-1430-item:268967-D405,M-1430,item:268967,start_campaign,none,4792.04898,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
421,CMP-00000067-M-1430-item:268967-D421,M-1430,item:268967,start_campaign,none,5246.971429,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
452,CMP-00000072-M-1430-item:268967-D452,M-1430,item:268967,start_campaign,none,3716.42449,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
510,CMP-00000083-M-1430-item:268967-D510,M-1430,item:268967,start_campaign,none,759.15102,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
526,CMP-00000084-M-1430-item:268967-D526,M-1430,item:268967,start_campaign,none,2193.714286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
529,CMP-00000086-M-1430-item:268967-D529,M-1430,item:268967,start_campaign,none,9374.514286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,2,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
530,CMP-00000087-M-1430-item:268967-D530,M-1430,item:268967,start_campaign,none,13643.017143,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,3,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
532,CMP-00000088-M-1430-item:268967-D532,M-1430,item:268967,start_campaign,none,16555.314286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
533,CMP-00000089-M-1430-item:268967-D533,M-1430,item:268967,start_campaign,none,22259.977143,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,2,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
534,CMP-00000091-M-1430-item:268967-D534,M-1430,item:268967,start_campaign,none,20810.068898,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,3,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
535,CMP-00000092-M-1430-item:268967-D535,M-1430,item:268967,start_campaign,none,17929.246432,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,4,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
674,CMP-00000115-M-1430-item:268967-D674,M-1430,item:268967,start_campaign,none,5718.481632,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
709,CMP-00000121-M-1430-item:268967-D709,M-1430,item:268967,start_campaign,none,4128.359183,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
