day,node_id,item_id,bb_qty,bb_demand_signal_qty,bb_demand_signal_raw_qty,bb_backlog_qty,gross_requirement_basis,mrp_demand_signal_source,mrp_demand_signal_smoothing_days,safety_floor_qty,soft_safety_target_qty,coverage_target_qty,target_stock_qty,backlog_target_qty,target_with_backlog_qty,stock_proj_qty,recv_prev_today_qty,recv_prev_future_qty,inventory_position_qty,bn_qty,planned_release_qty,planned_receipt_qty,planned_order_count,planned_receipt_min_day,planned_receipt_max_day,review_period_days,safety_time_days,safety_stock_qty,has_mrp_snapshot_policy
0,SDC-VD0520132A,item:038005,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,75456.446912,0.0,75456.446912,67015.431744,21558.984832,431179.69664,498195.128384,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0520132A,item:049371,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,8561.63868,0.0,8561.63868,1407.82116,2446.18248,48923.6496,50331.47076,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0525412A,item:333362,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,4312000.0,0.0,4312000.0,3884000.0,1232000.0,24640000.0,28524000.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0901566A,item:338928,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,5699400.0,0.0,5699400.0,5650650.0,1250.0,25000.0,5675650.0,23750.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0910216A,item:001893,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,23920.0,0.0,23920.0,12561.4776,12561.4776,254369.9214,266931.399,0.0,3140.3694,3140.3694,1,4,4,1,0.0,0.0,0
0,SDC-VD0910216A,item:002612,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,22500.0,0.0,22500.0,25805.652,3305.652,66113.04,91918.692,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0914320A,item:055703,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,300.0,0.0,300.0,164.571429,164.571429,3126.857143,3291.428571,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0914360C,item:338929,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,5699400.0,0.0,5699400.0,5427800.0,1628400.0,32568000.0,37995800.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0914690A,item:042342,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,250902036.0,0.0,250902036.0,325243380.0,74341344.0,1412485536.0,1737728916.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0949099A,item:021081,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,20000.0,0.0,20000.0,20584.474886,584.474886,11689.497717,32273.972603,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0951020A,item:001757,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,9255.8256,0.0,9255.8256,11900.3472,2644.5216,52890.432,64790.7792,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0951020A,item:001848,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,6000.0,0.0,6000.0,1983.3912,1983.3912,39667.824,41651.2152,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0951020A,item:007923,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,4627.9128,0.0,4627.9128,9916.956,5289.0432,31734.2592,41651.2152,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0956464A,item:007923,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,4627.9128,0.0,4627.9128,9916.956,5289.0432,31734.2592,41651.2152,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0960508A,item:021081,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,20000.0,0.0,20000.0,20584.474886,584.474886,11689.497717,32273.972603,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0964290A,item:055703,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,300.0,0.0,300.0,164.571429,164.571429,3291.428571,3456.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0972460A,item:021081,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,20000.0,0.0,20000.0,20584.474886,584.474886,11689.497717,32273.972603,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0975221A,item:021081,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,20000.0,0.0,20000.0,20584.474886,584.474886,11689.497717,32273.972603,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0989480A,item:426331,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,62693.4,0.0,62693.4,80605.8,17912.4,358248.0,438853.8,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0990780A,item:002612,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,23750.0,0.0,23750.0,27055.652,3305.652,66113.04,93168.692,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0993480A,item:344135,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,4312000.0,0.0,4312000.0,3744000.0,1232000.0,24640000.0,28384000.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD1091642A,item:001893,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,20900.0,0.0,20900.0,12561.4776,12561.4776,254369.9214,266931.399,0.0,3140.3694,3140.3694,1,4,4,1,0.0,0.0,0
0,SDC-VD1091642A,item:002612,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,22500.0,0.0,22500.0,25805.652,3305.652,66113.04,91918.692,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD1095770A,item:734545,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,33264.0,0.0,33264.0,24220.0,9856.0,187264.0,211484.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD1096202A,item:039668,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,450.0,0.0,450.0,614.571429,164.571429,3291.428571,3906.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,C-XXXXX,item:268091,3800.0,1900.0,1900.0,1900.0,propagated_demand,demand,1,0.0,0.0,26600.0,26600.0,0.0,26600.0,24700.0,28500.0,1900.0,26600.0,0.0,1900.0,1900.0,1,4,4,1,0.0,0.0,0
1,C-XXXXX,item:268967,5125.714286,2562.857143,2562.857143,2562.857143,propagated_demand,demand,1,0.0,0.0,35880.000002,35880.000002,0.0,35880.000002,33317.142859,38442.857145,2562.857143,35880.000002,0.0,2562.857143,2562.857143,1,3,3,1,0.0,0.0,0
1,DC-1920,item:268091,1900.0,1900.0,1900.0,0.0,propagated_demand,demand,1,38000.0,28500.0,49400.0,430538.0,0.0,430538.0,403938.0,1900.0,20100.0,424038.0,6500.0,14400.0,14400.0,1,3,3,1,20.0,0.0,0
1,DC-1920,item:268967,2562.857143,2562.857143,2562.857143,0.0,propagated_demand,demand,1,64071.428575,48053.571431,79448.571433,1101534.0,0.0,1101534.0,1065653.999998,2562.857143,33317.142859,1098971.142857,2562.857143,25628.57143,25628.57143,1,5,5,1,25.0,0.0,0
1,M-1430,item:038005,2694.873104,2694.873104,0.0,0.0,static_requirement,demand,1,53897.46208,40423.09656,816546.550512,816546.550512,0.0,816546.550512,41101.867535,2694.873104,784564.46912,825666.336655,0.0,0.0,0.0,0,,,1,20.0,0.0,0
1,M-1430,item:042342,9292668.0,9292668.0,0.0,0.0,static_requirement,demand,1,46463340.0,34847505.0,418170060.0,418170060.0,0.0,418170060.0,90830464.4,9292668.0,343828716.0,434659180.4,0.0,0.0,0.0,0,,,1,5.0,0.0,0
1,M-1430,item:268967,2562.857143,2562.857143,2562.857143,0.0,propagated_demand,demand,1,0.0,0.0,17940.000001,17940.000001,0.0,17940.000001,82171.42857,0.0,0.0,82171.42857,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,M-1430,item:333362,154000.0,154000.0,0.0,0.0,static_requirement,demand,1,1540000.0,1155000.0,18634000.0,18634000.0,0.0,18634000.0,342450.0,154000.0,18292000.0,18634450.0,0.0,0.0,0.0,0,,,1,10.0,110000.0,0
1,M-1430,item:344135,154000.0,154000.0,0.0,0.0,static_requirement,demand,1,1540000.0,1155000.0,11550000.0,11550000.0,0.0,11550000.0,231000.0,154000.0,11348000.0,11579000.0,0.0,0.0,0.0,0,,,1,10.0,0.0,0
1,M-1430,item:708073,1221.22,1221.22,0.0,0.0,static_requirement,demand,1,12212.2,9159.15,76936.86,76936.86,0.0,76936.86,11914.466,1221.22,66061.0,77975.466,0.0,0.0,0.0,0,,,1,10.0,2000.0,0
1,M-1430,item:730384,32648.0,32648.0,0.0,0.0,static_requirement,demand,1,326480.0,244860.0,3721872.0,3721872.0,0.0,3721872.0,110829.4,32648.0,3667448.0,3778277.4,0.0,0.0,0.0,0,,,1,10.0,23500.0,0
1,M-1430,item:734545,1232.0,1232.0,0.0,0.0,static_requirement,demand,1,12320.0,9240.0,61600.0,61600.0,0.0,61600.0,3242.6,1232.0,64484.0,67726.6,0.0,0.0,0.0,0,,,1,10.0,0.0,0
1,M-1430,item:773474,1486826.572,1486826.572,0.0,0.0,static_requirement,demand,1,29736531.44,22302398.58,59473062.88,59473062.88,0.0,59473062.88,16525874.5436,1486826.572,38076051.724,54601926.2676,4871136.6124,3200000.0,3200000.0,19,14,32,1,20.0,0.0,0
1,M-1810,item:001757,330.5652,330.5652,0.0,0.0,static_requirement,demand,1,6611.304,4958.478,57848.91,57848.91,0.0,57848.91,9137.3988,330.5652,50245.9104,59383.3092,0.0,0.0,0.0,0,,,1,20.0,0.0,0
1,M-1810,item:001848,247.9239,247.9239,0.0,0.0,static_requirement,demand,1,4958.478,3718.8585,30742.5636,30742.5636,0.0,30742.5636,10740.9546,247.9239,23933.32318,34674.27778,0.0,0.0,0.0,0,,,1,20.0,0.0,0
1,M-1810,item:001893,1570.1847,1570.1847,0.0,0.0,static_requirement,demand,1,23552.7705,17664.577875,186851.9793,186851.9793,0.0,186851.9793,12812.7878,1570.1847,185908.10047,198720.88827,0.0,23920.0,23920.0,1,24,24,1,15.0,0.0,0
1,M-1810,item:002612,413.2065,413.2065,0.0,0.0,static_requirement,demand,1,8264.13,6198.0975,35122.5525,153521.636719,0.0,153521.636719,154318.817719,413.2065,25370.8791,179689.696819,0.0,0.0,0.0,0,,,1,20.0,0.0,0
1,M-1810,item:007923,661.1304,661.1304,0.0,0.0,static_requirement,demand,1,9916.956,7437.717,14544.8688,55018.98,0.0,55018.98,56294.4696,661.1304,2644.5216,58938.9912,0.0,0.0,0.0,0,,,1,15.0,0.0,0
1,M-1810,item:016332,99.16956,99.16956,0.0,0.0,static_requirement,demand,1,694.18692,520.64019,9718.61688,9718.61688,0.0,9718.61688,1074.34344,99.16956,8726.92128,9801.26472,0.0,0.0,0.0,0,,,1,7.0,0.0,0
1,M-1810,item:029313,8.26413,8.26413,0.0,0.0,static_requirement,demand,1,57.84891,43.386683,917.31843,917.31843,0.0,917.31843,242.77362,8.26413,834.67713,1077.45075,0.0,0.0,0.0,0,,,1,7.0,0.0,0
1,M-1810,item:039668,8.26413,8.26413,0.0,0.0,static_requirement,demand,1,57.84891,43.386683,595.01736,595.01736,0.0,595.01736,475.63862,8.26413,512.37606,988.01468,0.0,0.0,0.0,0,,,1,7.0,0.0,0
1,M-1810,item:049371,305.77281,305.77281,0.0,0.0,static_requirement,demand,1,12230.9124,9173.1843,94789.5711,94789.5711,0.0,94789.5711,4728.84394,305.77281,91241.34027,95970.18421,0.0,0.0,0.0,0,,,1,40.0,888.0,0
1,M-1810,item:055703,16.52826,16.52826,0.0,0.0,static_requirement,demand,1,495.8478,371.88585,1785.05208,1785.05208,0.0,1785.05208,601.692241,16.52826,1399.967784,2001.660025,0.0,0.0,0.0,0,,,1,30.0,0.0,0
1,M-1810,item:099439,413.2065,413.2065,0.0,0.0,static_requirement,demand,1,2892.4455,2169.334125,29750.868,29750.868,0.0,29750.868,5769.797,413.2065,25618.803,31388.6,0.0,0.0,0.0,0,,,1,7.0,0.0,0
1,M-1810,item:268091,1900.0,1900.0,1900.0,0.0,propagated_demand,demand,1,0.0,0.0,13300.0,13300.0,0.0,13300.0,0.0,0.0,0.0,0.0,13300.0,0.0,0.0,0,,,1,0.0,0.0,0
1,M-1810,item:338928,203550.0,203550.0,0.0,0.0,static_requirement,demand,1,2035500.0,1526625.0,28293450.0,28293450.0,0.0,28293450.0,796765.0,203550.0,25747300.0,26544065.0,1749385.0,50000.0,50000.0,2,49,176,1,10.0,0.0,0
1,M-1810,item:338929,203550.0,203550.0,0.0,0.0,static_requirement,demand,1,2035500.0,1526625.0,17912400.0,17912400.0,0.0,17912400.0,746700.0,203550.0,17166250.0,17912950.0,0.0,0.0,0.0,0,,,1,10.0,0.0,0
1,M-1810,item:426331,2239.05,2239.05,0.0,0.0,static_requirement,demand,1,15673.35,11755.0125,134343.0,134343.0,0.0,134343.0,28478.7,2239.05,111952.5,140431.2,0.0,0.0,0.0,0,,,1,7.0,0.0,0
1,M-1810,item:693055,82641.3,82641.3,0.0,0.0,static_requirement,demand,1,1652826.0,1239619.5,12313553.7,12313553.7,0.0,12313553.7,1169436.2,82641.3,11144117.8,12313554.0,0.0,0.0,0.0,0,,,1,20.0,0.0,0
1,SDC-1450,item:021081,0.0,0.0,0.0,0.0,none,demand,1,900000.0,900000.0,0.0,1142100.0,0.0,1142100.0,1113492.0,0.0,40000.0,1153492.0,0.0,40000.0,40000.0,2,77,228,1,0.0,900000.0,0
1,SDC-1450,item:693055,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,1800000.0,0.0,1800000.0,1068686.0,0.0,0.0,1068686.0,731314.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-1450,item:773474,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,9600000.0,0.0,9600000.0,0.0,0.0,0.0,0.0,9600000.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-VD0500655A,item:002612,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,21600.0,0.0,21600.0,28211.304,3305.652,62807.388,91018.692,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-VD0505677A,item:099439,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,11569.782,0.0,11569.782,18181.086,3305.652,62807.388,80988.474,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-VD0508918A,item:730384,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,914144.0,0.0,914144.0,1066512.0,261184.0,4962496.0,6029008.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-VD0514881A,item:016332,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,2776.74768,0.0,2776.74768,4363.46064,793.35648,15073.77312,19437.23376,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-VD0518684A,item:001893,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,22800.0,0.0,22800.0,25122.9552,12561.4776,238668.0744,263791.0296,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-VD0519670A,item:001848,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,4000.0,0.0,4000.0,3966.7824,1983.3912,35785.93622,39752.71862,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-VD0519670A,item:029313,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,300.0,0.0,300.0,629.142857,164.571429,3126.857143,3756.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-VD0520115A,item:708073,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,34194.16,0.0,34194.16,48733.68,9769.76,185625.44,234359.12,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-VD0520132A,item:038005,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,75456.446912,0.0,75456.446912,88574.416576,21558.984832,409620.711808,498195.128384,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-VD0520132A,item:049371,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,8561.63868,0.0,8561.63868,3854.00364,2446.18248,46477.46712,50331.47076,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-VD0525412A,item:333362,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,4312000.0,0.0,4312000.0,5116000.0,1232000.0,23408000.0,28524000.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-VD0901566A,item:338928,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,5699400.0,0.0,5699400.0,5601900.0,1250.0,23750.0,5625650.0,73750.0,0.0,0.0,0,,,1,0.0,0.0,0
1,SDC-VD0910216A,item:001893,0.0,0.0,0.0,0.0,none,demand,1,0.0,0.0,0.0,23920.0,0.0,23920.0,1202.9552,12561.4776,241808.4438,243011.399,0.0,0.0,0.0,0,,,1,0.0,0.0,0
