policy_name,policy_label,week,demand,capacity,grid_factor,main_inbound,backup_inbound,main_order_requested,main_order,main_order_shortfall,backup_order_requested,backup_order,backup_order_shortfall,main_supply_availability,backup_supply_availability,raw_stock_end,raw_stock_main_end,raw_stock_backup_end,fg_stock_end,fg_stock_main_end,fg_stock_backup_end,backlog_start,backlog_end,planned_input_units,main_consumed_raw_units,backup_consumed_raw_units,good_output_units,good_output_main_units,good_output_backup_units,scrap_units,scrap_main_units,scrap_backup_units,capacity_utilization,outbound_shipments,shipped_main_units,shipped_backup_units,outbound_mode,air_trigger_reason,carbon_aware_active,same_week_served_units,same_week_service_level,base_capacity,base_grid_factor,base_main_supply_availability,base_backup_supply_availability,climate_event,operational_feedback_event,combined_event_context,backup_raw_share_end,classical_reconstructed_weekly_total,classical_weekly_total
baseline,Reference,11,12,28.0,0.95,11.0,0.0,11.0,6.82,4.18,0.0,0.0,0.0,0.62,1.0,15.0,15.0,0.0,16.0,16.0,0.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.42857142857142855,12.0,12.0,0.0,truck,none,False,12.0,1.0,28.0,0.95,0.62,1.0,aucun,aucun,aucun,0.0,356.7429230769231,356.7429230769231
baseline,Reference,12,12,28.0,0.917,11.0,0.0,16.18,10.0316,6.1484000000000005,0.0,0.0,0.0,0.62,1.0,14.0,14.0,0.0,16.0,16.0,0.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.42857142857142855,12.0,12.0,0.0,truck,none,False,12.0,1.0,28.0,0.917,0.62,1.0,aucun,aucun,aucun,0.0,356.7129230769231,356.7129230769231
baseline,Reference,13,12,17.0,0.793,11.0,0.0,18.148400000000002,11.252008000000002,6.8963920000000005,0.0,0.0,0.0,0.62,1.0,13.0,13.0,0.0,16.0,16.0,0.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.7058823529411765,12.0,12.0,0.0,truck,none,False,12.0,1.0,17.0,0.793,0.62,1.0,secheresse et penurie matieres,aucun,secheresse et penurie matieres,0.0,356.6829230769231,356.6829230769231
baseline,Reference,14,12,17.0,0.777,6.82,0.0,18.896392,11.715763039999999,7.18062896,0.0,0.0,0.0,0.62,1.0,7.82,7.82,0.0,16.0,16.0,0.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.7058823529411765,12.0,12.0,0.0,truck,none,False,12.0,1.0,17.0,0.777,0.62,1.0,secheresse et penurie matieres,aucun,secheresse et penurie matieres,0.0,356.5275230769231,356.5275230769231
baseline,Reference,15,14,17.0,0.771,10.0316,0.0,19.18062896,11.8919899552,7.2886390048,0.0,0.0,0.0,0.62,1.0,3.8515999999999995,3.8515999999999995,0.0,16.0,16.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.8235294117647058,14.0,14.0,0.0,truck,none,False,14.0,1.0,17.0,0.771,0.62,1.0,secheresse et penurie matieres,aucun,secheresse et penurie matieres,0.0,415.6306249230769,415.6306249230769
baseline,Reference,16,14,17.0,0.773,11.252008000000002,0.0,21.288639004800004,13.198956182976003,8.089682821824,0.0,0.0,0.0,0.62,1.0,1.1036080000000013,1.1036080000000013,0.0,16.0,16.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.8235294117647058,14.0,14.0,0.0,truck,none,False,14.0,1.0,17.0,0.773,0.62,1.0,secheresse et penurie matieres,aucun,secheresse et penurie matieres,0.0,415.5481851630769,415.5481851630769
baseline,Reference,17,14,25.0,0.781,11.715763039999999,0.0,22.089682821824,22.089682821824,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.81937104,14.81937104,0.0,0.0,0.0,12.81937104,12.81937104,0.0,12.81937104,12.81937104,0.0,0.0,0.0,0.0,0.5127748416,14.0,14.0,0.0,truck,none,False,14.0,1.0,25.0,0.781,1.0,1.0,aucun,aucun,aucun,0.0,382.703672590043,382.703672590043
baseline,Reference,18,14,25.0,0.793,11.8919899552,0.0,12.819371039999993,12.819371039999993,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.7113609952,12.7113609952,0.0,0.0,0.0,11.8919899552,11.8919899552,0.0,11.8919899552,11.8919899552,0.0,0.0,0.0,0.0,0.475679598208,14.0,14.0,0.0,truck,none,False,14.0,1.0,25.0,0.793,1.0,1.0,aucun,aucun,aucun,0.0,356.8595591027271,356.8595591027271
baseline,Reference,19,14,25.0,0.805,13.198956182976003,0.0,11.891989955200003,11.891989955200003,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.910317178176003,11.910317178176003,0.0,0.0,0.0,13.198956182976003,13.198956182976003,0.0,13.198956182976003,13.198956182976003,0.0,0.0,0.0,0.0,0.5279582473190402,14.0,14.0,0.0,truck,none,False,14.0,1.0,25.0,0.805,1.0,1.0,aucun,aucun,aucun,0.0,393.05558015134403,393.05558015134403
baseline,Reference,20,14,25.0,0.814,22.089682821824,0.0,13.198956182976005,13.198956182976005,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,16.0,16.0,0.0,0.0,0.0,18.089682821824,18.089682821824,0.0,18.089682821824,18.089682821824,0.0,0.0,0.0,0.0,0.72358731287296,14.0,14.0,0.0,truck,none,False,14.0,1.0,25.0,0.814,1.0,1.0,aucun,aucun,aucun,0.0,529.0479588009961,529.0479588009961
baseline,Reference,21,16,25.0,0.816,12.819371039999993,0.0,18.089682821824,18.089682821824,0.0,0.0,0.0,0.0,1.0,1.0,0.819371039999993,0.819371039999993,0.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.64,16.0,16.0,0.0,truck,none,False,16.0,1.0,25.0,0.816,1.0,1.0,aucun,aucun,aucun,0.0,474.76181190043076,474.76181190043076
baseline,Reference,22,16,25.0,0.81,11.891989955200003,0.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.711360995199996,12.711360995199996,0.0,0.0,0.0,12.711360995199996,12.711360995199996,0.0,12.711360995199996,12.711360995199996,0.0,0.0,0.0,0.0,0.5084544398079999,16.0,16.0,0.0,truck,none,False,16.0,1.0,25.0,0.81,1.0,1.0,aucun,aucun,aucun,0.0,383.34114635344696,383.34114635344696
baseline,Reference,23,16,25.0,0.794,13.198956182976005,0.0,12.711360995199996,12.711360995199996,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.910317178176001,9.910317178176001,0.0,0.0,0.0,13.198956182976005,13.198956182976005,0.0,13.198956182976005,13.198956182976005,0.0,0.0,0.0,0.0,0.5279582473190402,16.0,16.0,0.0,truck,none,False,16.0,1.0,25.0,0.794,1.0,1.0,aucun,aucun,aucun,0.0,396.69481092057487,396.69481092057487
baseline,Reference,24,16,14.0,0.849,18.089682821824,0.0,13.198956182976005,6.3354989678284825,6.863457215147522,0.0,0.0,0.0,0.48,0.84,4.089682821823999,4.089682821823999,0.0,6.510317178176001,6.510317178176001,0.0,0.0,0.0,14.0,14.0,0.0,12.6,12.6,0.0,1.4000000000000001,1.4000000000000001,0.0,1.0,16.0,16.0,0.0,truck,none,False,16.0,1.0,14.0,0.849,0.48,0.84,tempete logistique et congestion portuaire,aucun,tempete logistique et congestion portuaire,0.0,380.0035710538068,380.0035710538068
baseline,Reference,25,16,11.8272,0.837,16.0,0.0,20.86345721514752,10.014459463270809,10.848997751876711,0.0,0.0,0.0,0.48,0.84,8.262482821824,8.262482821824,0.0,1.1547971781760005,1.1547971781760005,0.0,0.0,0.0,11.8272,11.8272,0.0,10.64448,10.64448,0.0,1.18272,1.18272,0.0,1.0,16.0,16.0,0.0,truck,none,False,16.0,1.0,14.0,0.817,0.48,0.84,tempete logistique et congestion portuaire,maintenance corrective + recalage qualite,tempete logistique et congestion portuaire / maintenance corrective + recalage qualite,0.0,325.5779961861145,325.5779961861145
baseline,Reference,26,16,11.8272,0.8,12.711360995199996,0.0,22.676197751876714,10.884574920900823,11.791622830975891,0.0,0.0,0.0,0.48,0.84,9.146643817023996,9.146643817023996,0.0,0.0,0.0,0.0,0.0,4.200722821824,11.8272,11.8272,0.0,10.64448,10.64448,0.0,1.18272,1.18272,0.0,1.0,11.799277178176,11.799277178176,0.0,truck,none,False,11.799277178176,0.737454823636,14.0,0.78,0.48,0.84,tempete logistique et congestion portuaire,maintenance corrective + recalage qualite,tempete logistique et congestion portuaire / maintenance corrective + recalage qualite,0.0,317.6394899428746,317.6394899428746
baseline,Reference,27,17,11.8272,0.76,6.3354989678284825,0.0,23.618822830975887,11.337034958868426,12.281787872107461,0.0,0.0,0.0,0.48,0.84,3.654942784852479,3.654942784852479,0.0,0.0,0.0,0.0,4.200722821824,10.556242821824002,11.8272,11.8272,0.0,10.64448,10.64448,0.0,1.18272,1.18272,0.0,1.0,10.64448,10.64448,0.0,air,backlog_start_and_end,False,10.64448,0.6261458823529411,14.0,0.74,0.48,0.84,tempete logistique et congestion portuaire,maintenance corrective + recalage qualite,tempete logistique et congestion portuaire / maintenance corrective + recalage qualite,0.0,315.30416436969944,315.30416436969944
baseline,Reference,28,17,21.12,0.683,10.014459463270809,0.0,24.108987872107463,11.109421611467118,12.999566260640345,0.0,0.0,0.0,0.4608,0.8148,0.0,0.0,0.0,0.0,0.0,0.0,10.556242821824002,13.886840573700713,13.669402248123287,13.669402248123287,0.0,13.669402248123287,13.669402248123287,0.0,0.0,0.0,0.0,0.6472254852331102,13.669402248123287,13.669402248123287,0.0,air,backlog_start_and_end,False,13.669402248123287,0.8040824851837227,25.0,0.623,0.48,0.84,aucun,maintenance corrective + recalage qualite + congestion logistique,maintenance corrective + recalage qualite + congestion logistique,0.0,404.7657214616592,404.7657214616592
baseline,Reference,29,17,25.0,0.631,10.884574920900823,0.0,26.668968508763633,12.289060688838282,14.379907819925352,0.0,0.0,0.0,0.4608,0.8148,0.0,0.0,0.0,0.0,0.0,0.0,13.886840573700713,20.002265652799892,10.884574920900823,10.884574920900823,0.0,10.884574920900823,10.884574920900823,0.0,0.0,0.0,0.0,0.43538299683603293,10.884574920900823,10.884574920900823,0.0,air,backlog_start_and_end,False,10.884574920900823,0.640269112994166,25.0,0.591,0.48,0.84,aucun,congestion logistique,congestion logistique,0.0,322.30398525778816,322.30398525778816
baseline,Reference,30,17,23.25,0.6359999999999999,11.337034958868426,0.0,25.264482740826175,11.641873646972702,13.622609093853473,0.0,0.0,0.0,0.4608,0.8148,0.0,0.0,0.0,0.0,0.0,0.0,20.002265652799892,25.665230693931466,11.337034958868426,11.337034958868426,0.0,11.337034958868426,11.337034958868426,0.0,0.0,0.0,0.0,0.4876144068330506,11.337034958868426,11.337034958868426,0.0,air,backlog_start_and_end,False,11.337034958868426,0.6668844093452015,25.0,0.566,0.48,0.84,aucun,congestion logistique + overtime et energie d'urgence,congestion logistique + overtime et energie d'urgence,0.0,335.70181424666515,335.70181424666515
baseline,Reference,31,15,14.88,0.6200000000000001,11.109421611467118,0.0,24.9596440527219,23.96125829061302,0.9983857621088781,0.0,0.0,0.0,0.96,0.97,0.0,0.0,0.0,0.0,0.0,0.0,25.665230693931466,29.555809082464343,11.109421611467118,11.109421611467118,0.0,11.109421611467118,11.109421611467118,0.0,0.0,0.0,0.0,0.7466009147491343,11.109421611467118,11.109421611467118,0.0,air,backlog_start_and_end,False,11.109421611467118,0.7406281074311412,16.0,0.55,1.0,1.0,retard de remise en route fournisseurs,congestion logistique + overtime et energie d'urgence,retard de remise en route fournisseurs / congestion logistique + overtime et energie d'urgence,0.0,328.96193790804597,328.96193790804597
baseline,Reference,32,15,14.88,0.6140000000000001,12.289060688838282,0.0,12.107807373575994,11.623495078632955,0.48431229494303984,0.0,0.0,0.0,0.96,0.97,0.0,0.0,0.0,0.0,0.0,0.0,29.555809082464343,32.26674839362606,12.289060688838282,12.289060688838282,0.0,12.289060688838282,12.289060688838282,0.0,0.0,0.0,0.0,0.8258777344649383,12.289060688838282,12.289060688838282,0.0,air,backlog_start_and_end,False,12.289060688838282,0.8192707125892188,16.0,0.544,1.0,1.0,retard de remise en route fournisseurs,congestion logistique + overtime et energie d'urgence,retard de remise en route fournisseurs / congestion logistique + overtime et energie d'urgence,0.0,363.892321369551,363.892321369551
baseline,Reference,33,15,14.88,0.6160000000000001,11.641873646972702,0.0,12.773372983781329,12.262438064430075,0.5109349193512536,0.0,0.0,0.0,0.96,0.97,0.0,0.0,0.0,0.0,0.0,0.0,32.26674839362606,35.62487474665336,11.641873646972702,11.641873646972702,0.0,11.641873646972702,11.641873646972702,0.0,0.0,0.0,0.0,0.7823839816513912,11.641873646972702,11.641873646972702,0.0,air,backlog_start_and_end,False,11.641873646972702,0.77612490979818,16.0,0.546,1.0,1.0,retard de remise en route fournisseurs,congestion logistique + overtime et energie d'urgence,retard de remise en route fournisseurs / congestion logistique + overtime et energie d'urgence,0.0,344.7284160892507,344.7284160892507
baseline,Reference,34,15,23.25,0.625,23.96125829061302,0.0,12.152808566323955,11.666696223670996,0.4861123426529588,0.0,0.0,0.0,0.96,0.97,0.7112582906130207,0.7112582906130207,0.0,0.0,0.0,0.0,35.62487474665336,29.69987474665336,23.25,23.25,0.0,20.925,20.925,0.0,2.325,2.325,0.0,1.0,20.925,20.925,0.0,air,backlog_start_and_end,False,15.0,1.0,25.0,0.555,1.0,1.0,aucun,congestion logistique + overtime et energie d'urgence,congestion logistique + overtime et energie d'urgence,0.0,619.6331223641029,619.6331223641029
baseline,Reference,35,15,19.6416,0.6569999999999999,11.623495078632955,0.0,23.73611234265295,22.786667848946834,0.9494444937061175,0.0,0.0,0.0,0.96,0.97,0.0,0.0,0.0,0.0,0.0,0.0,29.69987474665336,32.36512137740739,12.334753369245975,12.334753369245975,0.0,12.334753369245975,12.334753369245975,0.0,0.0,0.0,0.0,0.6279912720575704,12.334753369245975,12.334753369245975,0.0,air,backlog_start_and_end,False,12.334753369245975,0.8223168912830651,25.0,0.567,1.0,1.0,aucun,maintenance corrective + recalage qualite + congestion logistique + overtime et energie d'urgence,maintenance corrective + recalage qualite + congestion logistique + overtime et energie d'urgence,0.0,365.24533084392476,365.24533084392476
baseline,Reference,36,15,23.25,0.649,12.262438064430075,0.0,13.284197862952098,12.752829948434014,0.5313679145180839,0.0,0.0,0.0,0.96,0.97,0.0,0.0,0.0,0.0,0.0,0.0,32.36512137740739,35.10268331297732,12.262438064430075,12.262438064430075,0.0,12.262438064430075,12.262438064430075,0.0,0.0,0.0,0.0,0.5274166909432291,12.262438064430075,12.262438064430075,0.0,air,backlog_start_and_end,False,12.262438064430075,0.817495870962005,25.0,0.579,1.0,1.0,aucun,congestion logistique + overtime et energie d'urgence,congestion logistique + overtime et energie d'urgence,0.0,363.10399679030536,363.10399679030536
baseline,Reference,37,13,23.25,0.657,11.666696223670996,0.0,12.793805978948157,12.28205373979023,0.5117522391579268,0.0,0.0,0.0,0.96,0.97,0.0,0.0,0.0,0.0,0.0,0.0,35.10268331297732,36.43598708930632,11.666696223670996,11.666696223670996,0.0,11.666696223670996,11.666696223670996,0.0,0.0,0.0,0.0,0.501793385964344,11.666696223670996,11.666696223670996,0.0,air,backlog_start_and_end,False,11.666696223670996,0.897438171051615,25.0,0.587,1.0,1.0,aucun,congestion logistique + overtime et energie d'urgence,congestion logistique + overtime et energie d'urgence,0.0,345.46343931729285,345.46343931729285
baseline,Reference,38,13,23.25,0.659,22.786667848946834,0.0,12.178448462828925,11.691310524315767,0.48713793851315756,0.0,0.0,0.0,0.96,0.97,0.0,0.0,0.0,0.0,0.0,0.0,36.43598708930632,28.92798602525417,22.786667848946834,22.786667848946834,0.0,20.508001064052152,20.508001064052152,0.0,2.2786667848946833,2.2786667848946833,0.0,0.9800717354385735,20.508001064052152,20.508001064052152,0.0,air,backlog_start_and_end,False,13.0,1.0,25.0,0.589,1.0,1.0,aucun,congestion logistique + overtime et energie d'urgence,congestion logistique + overtime et energie d'urgence,0.0,607.2639970461917,607.2639970461917
baseline,Reference,39,13,19.6416,0.6729999999999999,12.752829948434014,0.0,23.27380578745999,22.34285355596159,0.9309522314984022,0.0,0.0,0.0,0.96,0.97,0.0,0.0,0.0,0.0,0.0,0.0,28.92798602525417,29.17515607682016,12.752829948434014,12.752829948434014,0.0,12.752829948434014,12.752829948434014,0.0,0.0,0.0,0.0,0.6492765328911094,12.752829948434014,12.752829948434014,0.0,air,backlog_start_and_end,False,12.752829948434014,0.9809869191103088,25.0,0.583,1.0,1.0,aucun,maintenance corrective + recalage qualite + congestion logistique + overtime et energie d'urgence,maintenance corrective + recalage qualite + congestion logistique + overtime et energie d'urgence,0.0,377.6250285899987,377.6250285899987
baseline,Reference,40,13,13.950000000000001,0.637,12.28205373979023,0.0,13.683782179932415,9.458230242769284,4.2255519371631305,0.0,0.0,0.0,0.6911999999999999,0.873,0.0,0.0,0.0,0.0,0.0,0.0,29.17515607682016,29.89310233702993,12.28205373979023,12.28205373979023,0.0,12.28205373979023,12.28205373979023,0.0,0.0,0.0,0.0,0.8804339598415934,12.28205373979023,12.28205373979023,0.0,air,backlog_start_and_end,False,12.28205373979023,0.9447733645992484,15.0,0.567,0.72,0.9,inondation fournisseur et reseau degrade,congestion logistique + overtime et energie d'urgence,inondation fournisseur et reseau degrade / congestion logistique + overtime et energie d'urgence,0.0,363.684838062293,363.684838062293
baseline,Reference,41,13,13.950000000000001,0.673,11.691310524315767,0.0,16.50760567695336,11.410057043910161,5.0975486330432,0.0,0.0,0.0,0.6911999999999999,0.873,0.0,0.0,0.0,0.0,0.0,0.0,29.89310233702993,31.201791812714163,11.691310524315767,11.691310524315767,0.0,11.691310524315767,11.691310524315767,0.0,0.0,0.0,0.0,0.8380867759366141,11.691310524315767,11.691310524315767,0.0,air,backlog_start_and_end,False,11.691310524315767,0.8993315787935205,15.0,0.603,0.72,0.9,inondation fournisseur et reseau degrade,congestion logistique + overtime et energie d'urgence,inondation fournisseur et reseau degrade / congestion logistique + overtime et energie d'urgence,0.0,346.19229526709296,346.19229526709296
baseline,Reference,42,13,13.950000000000001,0.6399999999999999,22.34285355596159,0.0,16.788859157358964,11.604459449566514,5.1843997077924495,0.0,0.0,0.0,0.6911999999999999,0.873,8.392853555961588,8.392853555961588,0.0,0.0,0.0,0.0,31.201791812714163,31.646791812714163,13.950000000000001,13.950000000000001,0.0,12.555000000000001,12.555000000000001,0.0,1.3950000000000002,1.3950000000000002,0.0,1.0,12.555000000000001,12.555000000000001,0.0,air,backlog_start_and_end,False,12.555000000000001,0.9657692307692309,15.0,0.57,0.72,0.9,inondation fournisseur et reseau degrade,congestion logistique + overtime et energie d'urgence,inondation fournisseur et reseau degrade / congestion logistique + overtime et energie d'urgence,0.0,372.0188563759096,372.0188563759096
baseline,Reference,43,11,11.78496,0.623,9.458230242769284,0.0,19.134399707792454,13.225697078026142,5.908702629766312,0.0,0.0,0.0,0.6911999999999999,0.873,6.066123798730873,6.066123798730873,0.0,0.0,0.0,0.0,31.646791812714163,32.04032781271417,11.78496,11.78496,0.0,10.606463999999999,10.606463999999999,0.0,1.178496,1.178496,0.0,1.0,10.606463999999999,10.606463999999999,0.0,air,backlog_start_and_end,False,10.606463999999999,0.9642239999999999,15.0,0.533,0.72,0.9,inondation fournisseur et reseau degrade,maintenance corrective + recalage qualite + congestion logistique + overtime et energie d'urgence,inondation fournisseur et reseau degrade / maintenance corrective + recalage qualite + congestion logistique + overtime et energie d'urgence,0.0,314.250805099808,314.250805099808
baseline,Reference,44,11,19.6416,0.524,11.410057043910161,0.0,17.693662629766308,12.22985960969447,5.463803020071838,0.0,0.0,0.0,0.6911999999999999,0.97,0.0,0.0,0.0,0.0,0.0,0.0,32.04032781271417,25.564146970073132,17.476180842641035,17.476180842641035,0.0,17.476180842641035,17.476180842641035,0.0,0.0,0.0,0.0,0.8897534234808282,17.476180842641035,17.476180842641035,0.0,air,backlog_start_and_end,False,11.0,1.0,25.0,0.434,0.72,1.0,aucun,maintenance corrective + recalage qualite + congestion logistique + overtime et energie d'urgence,maintenance corrective + recalage qualite + congestion logistique + overtime et energie d'urgence,0.0,517.488535253047,517.488535253047
baseline,Reference,45,11,23.25,0.466,11.604459449566514,0.0,22.93998386271287,15.856116845907135,7.083867016805737,0.0,0.0,0.0,0.6911999999999999,0.97,0.0,0.0,0.0,0.0,0.0,0.0,25.564146970073132,24.95968752050662,11.604459449566514,11.604459449566514,0.0,11.604459449566514,11.604459449566514,0.0,0.0,0.0,0.0,0.4991165354652264,11.604459449566514,11.604459449566514,0.0,air,backlog_start_and_end,False,11.0,1.0,25.0,0.396,0.72,1.0,aucun,congestion logistique + overtime et energie d'urgence,congestion logistique + overtime et energie d'urgence,0.0,343.6205414118409,343.6205414118409
baseline,Reference,46,11,23.25,0.434,13.225697078026142,0.0,18.688326466372253,12.9173712535565,5.770955212815753,0.0,0.0,0.0,0.6911999999999999,0.97,0.0,0.0,0.0,0.0,0.0,0.0,24.95968752050662,22.733990442480476,13.225697078026142,13.225697078026142,0.0,13.225697078026142,13.225697078026142,0.0,0.0,0.0,0.0,0.5688471861516621,13.225697078026142,13.225697078026142,0.0,air,backlog_start_and_end,False,11.0,1.0,25.0,0.364,0.72,1.0,aucun,congestion logistique + overtime et energie d'urgence,congestion logistique + overtime et energie d'urgence,0.0,391.6271335387457,391.6271335387457
baseline,Reference,47,11,23.25,0.40900000000000003,12.22985960969447,0.0,18.996652290841894,18.23678619920822,0.7598660916336755,0.0,0.0,0.0,0.96,0.97,0.0,0.0,0.0,0.0,0.0,0.0,22.733990442480476,21.504130832786004,12.22985960969447,12.22985960969447,0.0,12.22985960969447,12.22985960969447,0.0,0.0,0.0,0.0,0.5260154670836331,12.22985960969447,12.22985960969447,0.0,air,backlog_start_and_end,False,11.0,1.0,25.0,0.339,1.0,1.0,pic de demande hivernal,congestion logistique + overtime et energie d'urgence,pic de demande hivernal / congestion logistique + overtime et energie d'urgence,0.0,362.13931366109443,362.13931366109443
baseline,Reference,48,11,23.25,0.394,15.856116845907135,0.0,12.989725701328148,12.470136673275022,0.5195890280531259,0.0,0.0,0.0,0.96,0.97,0.0,0.0,0.0,0.0,0.0,0.0,21.504130832786004,16.64801398687887,15.856116845907135,15.856116845907135,0.0,15.856116845907135,15.856116845907135,0.0,0.0,0.0,0.0,0.6819835202540703,15.856116845907135,15.856116845907135,0.0,air,backlog_start_and_end,False,11.0,1.0,25.0,0.324,1.0,1.0,pic de demande hivernal,congestion logistique + overtime et energie d'urgence,pic de demande hivernal / congestion logistique + overtime et energie d'urgence,0.0,469.516695625452,469.516695625452
