case_id,case_input,case_output_dir,guard::backlog_days,guard::max_daily_backlog_qty,guard::min_daily_service_rate,guard::raw_material_max_safety_floor_gap_qty,guard::raw_material_max_target_gap_qty,guard::raw_material_safety_floor_breach_days,guard::raw_material_safety_floor_breach_pairs,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_production,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_open_order_qty,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_production_cost,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter_group,parameter_key,parameter_label,safe_direction,status
supplier_capacity_scale_0_25,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_scale_0_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_scale_0_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.25,supplier_capacity_global,supplier_capacity_scale,Capacite fournisseur globale,lower_is_riskier,ok
supplier_capacity_scale_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_scale_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_scale_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.5,supplier_capacity_global,supplier_capacity_scale,Capacite fournisseur globale,lower_is_riskier,ok
supplier_capacity_scale_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_scale_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_scale_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.75,supplier_capacity_global,supplier_capacity_scale,Capacite fournisseur globale,lower_is_riskier,ok
supplier_capacity_scale_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_scale_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_scale_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,1.0,supplier_capacity_global,supplier_capacity_scale,Capacite fournisseur globale,lower_is_riskier,ok
external_procurement_enabled_0_01,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_enabled_0_01\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_enabled_0_01\simulation_output,955.0,9399357.000025,0.0,7263350.6084,20793472.4136,1110.0,8.0,234583716.2465,0.174572,0.099755,0.3,0.131609,0.069614,0.22445,12810127.9999,172001658.9038,0.502754,25762139.9999,0.0,348340818.3047,36624346.2259,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,0.0,0.0,0.0,0.0,0.0,6393589.8598,18267399.5994,3653479.9199,20816965.8607,68338188.0,0.0,57474225.0,10987303.8678,4820076.4974,12952012.0,280002630.3047,0.0,2549566.2612,0.0,8220329.8197,0.0,0.01,external_market,external_procurement_enabled,External market active,lower_is_riskier,ok
external_procurement_enabled_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_enabled_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_enabled_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,1.0,external_market,external_procurement_enabled,External market active,lower_is_riskier,ok
external_procurement_daily_cap_days_scale_0_25,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_daily_cap_days_scale_0_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_daily_cap_days_scale_0_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,659266712.7954,0.127398,0.072799,0.3,0.244933,0.091071,0.163798,0.0,484561141.3992,1.0,25762139.9999,0.0,888210020.1141,60860990.5649,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,575720383.9513,415348389.2942,415348389.2942,14656404139.7044,43449251.0018,7753593.1519,22153123.2911,4430624.6582,27695809.0148,68338188.0,0.0,106327600.0,18258297.1695,14906884.3807,25762139.9999,823050758.808,0.0,5542685.7237,0.0,9968905.481,0.0,0.25,external_market,external_procurement_daily_cap_days_scale,Capacite external market,lower_is_riskier,ok
external_procurement_daily_cap_days_scale_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_daily_cap_days_scale_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_daily_cap_days_scale_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,662471809.8592,0.127104,0.072631,0.3,0.246116,0.09073,0.163419,0.0,532305028.9967,1.0,25762139.9999,0.0,888510020.1141,61090256.7546,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,623759271.5488,531704137.833,531704137.833,6936856546.3668,52013127.4319,7764809.5954,22185170.2726,4437034.0545,27727864.5976,68338188.0,0.0,106327600.0,18327077.0264,15035315.1307,25762139.9999,823645758.808,0.0,5542694.325,0.0,9983326.6227,0.0,0.5,external_market,external_procurement_daily_cap_days_scale,Capacite external market,lower_is_riskier,ok
external_procurement_daily_cap_days_scale_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_daily_cap_days_scale_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_daily_cap_days_scale_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,663642097.6873,0.127083,0.072619,0.3,0.24624,0.090665,0.163393,0.0,576962151.0838,1.0,25762139.9999,0.0,888545020.1141,61134108.3199,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,668466393.6359,546115399.7133,546115399.7133,3657794265.4564,53049843.5849,7769131.2613,22197517.8895,4439503.5779,27740213.4433,68338188.0,0.0,106327600.0,18340232.496,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9988883.0503,0.0,0.75,external_market,external_procurement_daily_cap_days_scale,Capacite external market,lower_is_riskier,ok
external_procurement_daily_cap_days_scale_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_daily_cap_days_scale_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_daily_cap_days_scale_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,1.0,external_market,external_procurement_daily_cap_days_scale,Capacite external market,lower_is_riskier,ok
external_procurement_lead_days_scale_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_lead_days_scale_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_lead_days_scale_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,1.0,external_market,external_procurement_lead_days_scale,Delai external market,higher_is_riskier,ok
external_procurement_lead_days_scale_1_5,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_lead_days_scale_1_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_lead_days_scale_1_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,125.0,8.0,778497749.292,0.132517,0.075724,0.3,0.22995,0.091428,0.17038,0.0,577364191.2794,1.0,25762139.9999,0.0,998604638.5469,60592487.7056,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,676783309.8074,785480112.5559,785480112.5559,4915590733.8826,76298884.7413,8029562.5654,22941607.3298,4588321.466,28481484.4981,68338188.0,0.0,106154800.0,18177746.3117,13933256.8959,25762139.9999,935958569.5469,0.0,5539877.1683,0.0,10323723.2984,0.0,1.5,external_market,external_procurement_lead_days_scale,Delai external market,higher_is_riskier,ok
external_procurement_lead_days_scale_2_0,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_lead_days_scale_2_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\external_procurement_lead_days_scale_2_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,118.0,8.0,882983331.0371,0.132975,0.075986,0.3,0.231222,0.088849,0.170968,0.0,605648195.2431,1.0,25762139.9999,0.0,1026860228.4687,61342942.9575,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,760745630.1013,983192753.1415,983192753.1415,9402161298.9585,96944285.5538,8157084.525,23305955.7857,4661191.1571,28756200.8678,68338188.0,0.0,106327600.0,18402882.8872,14183859.2024,25762139.9999,1021684159.4687,0.0,5450245.0821,0.0,10487680.1036,0.0,2.0,external_market,external_procurement_lead_days_scale,Delai external market,higher_is_riskier,ok
supplier_stock_node_SDC-VD0914690A_0_01,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0914690A_0_01\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0914690A_0_01\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208013024.9465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.01,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0914690A_0_25,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0914690A_0_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0914690A_0_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012981.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.25,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0914690A_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0914690A_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0914690A_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012936.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.5,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0914690A_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0914690A_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0914690A_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012891.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.75,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,lower_is_riskier,ok
