week_index,supplier_id,supplier_name,dst_node_id,item_id,shipped_qty,pulled_qty,shipment_count,mrp_order_count,mrp_release_qty,mrp_planned_receipt_qty,lead_days_avg_week,lead_days_q50,lead_days_q90,lead_days_q95,lead_interval_width_days,reliability_avg_week,capacity_qty_week,capacity_used_qty_week,capacity_utilization_avg_week,capacity_utilization_max_week,stock_end_of_week,stock_min_of_week,stock_coverage_days,trailing_4w_shipped_qty,trailing_12w_avg_shipped_qty,flow_velocity_4w,flow_cv_12w,capacity_utilization_trailing_4w,capacity_utilization_acceleration_4w,criticality_score,local_criticality_score,mono_source_score,performance_distance_score,performance_score_current,stock_pressure,capacity_pressure,lead_time_pressure,flow_exposure_pressure,flow_volatility_pressure,dynamic_pressure,change_point_score,change_point_flag,early_warning_score,early_warning_flag,resilience_score,performance_drop_proxy,time_to_recover_weeks_proxy,sensitivity_external_qty_delta,sensitivity_external_qty_delta_pressure,sensitivity_fill_rate_drop,sensitivity_fill_rate_drop_pressure,sensitivity_lowest_acceptable_scale,sensitivity_first_unacceptable_level,sensitivity_pressure,lead_uncertainty_pressure,lead_observation_count,capacity_observations,stock_observations,active_week_count,data_quality_lead_score,data_quality_capacity_score,data_quality_stock_score,data_quality_criticality_score,data_quality_active_score,uncertainty_pressure,data_quality_score,risk_signal,risk_probability_proxy_4w,risk_probability_low_proxy_4w,risk_probability_high_proxy_4w,action_priority_score,expected_exposure_qty_4w_proxy,cvar_exposure_qty_4w_proxy,action_level,decision_zone,recommended_action,robust_decision
272,SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,M-1810,item:001757,0.0,0.0,0,0,0.0,0.0,84.0,84.0,88.0,91.75,4.0,1.0,0.0,0.0,0.0,0.0,35192.489,35192.489,,0.0,0.0,0.0,0.0,0.0,0.0,0.06875,0.125,0.0,0.09009,0.90991,0.0,0.0,0.36036,0.530431,0.0,0.0,0.0,0,0.009048,0,0.938679,0.122643,2.0603,421150.3178,0.943407,0.0,0.0,0.01,0.01,0.613214,0.047619,416,1825,1825,43,1.0,1.0,1.0,1.0,1.0,0.019048,1.0,0.142421,0.09213,0.047178,0.137083,0.035889,63.0171,265.3352,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD1096202A,Supplier of Raw Materials - VD1096202A,M-1810,item:039668,0.0,0.0,0,0,0.0,0.0,35.0,35.0,35.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,494.4337,494.4337,,0.0,0.0,0.0,0.0,0.0,0.0,0.06875,0.125,1.0,0.035831,0.964169,0.0,0.0,0.143325,0.0,0.0,0.0,0.0,0,0.020677,0,0.815538,0.0,3.1976,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,2,1825,1825,2,0.2,1.0,1.0,1.0,0.076923,0.206769,0.655385,0.180489,0.109335,0.015575,0.203095,0.035363,0.7704,0.811,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0914690A,Supplier of Raw Materials - VD0914690A,M-1430,item:042342,0.0,0.0,0,0,0.0,0.0,45.0,45.0,47.3,48.0,2.3,1.0,0.0,0.0,0.0,0.0,260194704.0,260194704.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.06875,0.125,1.0,0.048423,0.951577,0.0,0.0,0.193694,0.0,0.0,0.0,0.0,0,0.019403,0,0.833846,0.0,3.0499,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.051111,18,1825,1825,5,1.0,1.0,1.0,1.0,0.192308,0.117368,0.838462,0.180161,0.109175,0.03866,0.179691,0.035311,461595.5345,485890.0363,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0514881A,Supplier of Raw Materials - VD0514881A,M-1810,item:016332,0.0,0.0,0,0,0.0,0.0,49.0,49.0,49.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,6061.754,6061.754,,0.0,0.0,0.0,0.0,0.0,0.0,0.06875,0.125,1.0,0.050164,0.949836,0.0,0.0,0.200655,0.0,0.0,0.0,0.0,0,0.009231,0,0.834615,0.0,3.0405,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,11,1825,1825,6,1.0,1.0,1.0,1.0,0.230769,0.092308,0.846154,0.179354,0.108783,0.044783,0.172783,0.035185,10.306,10.8484,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0505677A,Supplier of Raw Materials - VD0505677A,M-1810,item:099439,0.0,0.0,0,0,0.0,0.0,35.0,35.0,35.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,17354.673,17354.673,,0.0,0.0,0.0,0.0,0.0,0.0,0.06875,0.125,1.0,0.035831,0.964169,0.0,0.0,0.143325,0.0,0.0,0.0,0.0,0,0.009231,0,0.834615,0.0,3.0176,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,10,1825,1825,6,1.0,1.0,1.0,1.0,0.230769,0.092308,0.846154,0.173621,0.106035,0.042035,0.170035,0.034296,34.8693,36.7045,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,M-1810,item:007923,0.0,0.0,0,0,0.0,0.0,3.0,3.0,11.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,3305.652,3305.652,,0.0,0.0,0.0,0.0,0.0,0.0,0.06875,0.125,0.0,0.011261,0.988739,0.0,0.0,0.045045,0.378483,0.0,0.0,0.0,0,0.19,0,0.938679,0.122643,1.9769,421150.3178,0.943407,0.0,0.0,0.01,0.01,0.613214,1.0,422,1825,1825,104,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.12159,0.083781,0.0,0.227781,0.032637,7.3402,30.906,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,M-1810,item:001848,0.0,0.0,0,0,0.0,0.0,56.0,56.0,71.2,73.1,15.2,1.0,0.0,0.0,0.0,0.0,7809.6029,7809.6029,,0.0,0.0,0.0,0.0,0.0,0.0,0.06875,0.125,0.0,0.072891,0.927109,0.0,0.0,0.291564,0.0,0.0,0.0,0.0,0,0.071048,0,0.906217,0.122643,2.1909,421150.3178,0.943407,0.0,0.0,0.01,0.01,0.613214,0.271429,3,1825,1825,2,0.3,1.0,1.0,1.0,0.076923,0.303341,0.675385,0.110164,0.079499,0.0,0.198367,0.030969,11.2041,11.7937,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,M-1430,item:001848,0.0,0.0,0,0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,7809.6029,7809.6029,,0.0,0.0,0.0,0.0,0.0,0.0,0.06875,0.125,0.0,0.020475,0.979525,0.0,0.0,0.0819,0.0,0.0,0.0,0.0,0,0.022338,0,0.901448,0.122643,2.126,421150.3178,0.943407,0.0,0.0,0.01,0.01,0.613214,0.0,1,1825,1825,1,0.1,1.0,1.0,1.0,0.038462,0.223385,0.627692,0.0844,0.070568,0.0,0.168648,0.02749,3.8677,4.0712,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0956464A,Supplier of Raw Materials - VD0956464A,M-1810,item:007923,0.0,0.0,0,0,0.0,0.0,3.0,3.0,7.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,3305.652,3305.652,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007166,0.992834,0.0,0.0,0.028665,0.443774,0.0,0.0,0.0,0,0.1972,0,0.923,0.13,2.0908,915875.922,1.0,0.0,0.0,0.01,0.01,0.65,1.0,423,1825,1825,104,1.0,1.0,1.0,0.4,1.0,0.472,0.88,0.118688,0.082674,0.0,0.245394,0.026404,25.8849,65.6409,green,vert,standard_monitoring,routine_monitoring
272,SDC-1450,SDC-1450,M-1810,item:693055,0.0,0.0,0,0,0.0,0.0,70.0,70.0,73.0,73.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,5604.5833,0.0,2.802371,0.0,0.0,0.0,0.0,0.0,0.244734,0.755266,0.0,0.0,0.298935,0.960506,1.0,0.2,0.0,0,0.339343,0,0.783,0.04,3.3059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.042857,15544,0,0,54,1.0,0.0,0.0,0.4,1.0,0.329143,0.48,0.142483,0.092156,0.0,0.217733,0.024191,19527.7255,78110.9019,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0949099A,Supplier of Raw Materials - VD0949099A,SDC-1450,item:021081,0.0,0.0,0,0,0.0,0.0,230.0,230.0,244.2,245.6,14.2,1.0,0.0,0.0,0.0,0.0,40512.8205,40512.8205,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.032869,0,0.964769,0.0,1.7385,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.061739,8,1825,1825,1,0.8,1.0,1.0,0.4,0.038462,0.23608,0.647692,0.114165,0.080975,0.0,0.182356,0.021256,177.9665,177.9665,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0960508A,Supplier of Raw Materials - VD0960508A,SDC-1450,item:021081,0.0,0.0,0,0,0.0,0.0,232.0,232.0,243.0,245.0,11.0,1.0,0.0,0.0,0.0,0.0,40512.8205,40512.8205,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248771,0.751229,0.0,0.0,0.995086,0.0,0.0,0.0,0.0,0,0.028024,0,0.968308,0.0,1.7018,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.047414,9,1825,1825,3,0.9,1.0,1.0,0.4,0.115385,0.209119,0.683077,0.112056,0.080193,0.0,0.174565,0.021051,481.7483,481.7483,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0972460A,Supplier of Raw Materials - VD0972460A,SDC-1450,item:021081,0.0,0.0,0,0,0.0,0.0,228.0,228.0,231.2,231.6,3.2,1.0,0.0,0.0,0.0,0.0,40512.8205,40512.8205,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236691,0.763309,0.0,0.0,0.946765,0.0,0.0,0.0,0.0,0,0.029805,0,0.954769,0.0,1.807,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.014035,3,1825,1825,1,0.3,1.0,1.0,0.4,0.038462,0.276999,0.547692,0.111296,0.079914,0.0,0.191934,0.020977,58.545,58.545,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0975221A,Supplier of Raw Materials - VD0975221A,SDC-1450,item:021081,0.0,0.0,0,0,0.0,0.0,231.0,231.0,231.8,231.9,0.8,1.0,0.0,0.0,0.0,0.0,40512.8205,40512.8205,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237305,0.762695,0.0,0.0,0.949222,0.0,0.0,0.0,0.0,0,0.027796,0,0.954769,0.0,1.807,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.003463,3,1825,1825,1,0.3,1.0,1.0,0.4,0.038462,0.27277,0.547692,0.111288,0.079911,0.0,0.190831,0.020977,58.5428,58.5428,green,vert,standard_monitoring,routine_monitoring
272,SDC-1450,SDC-1450,M-1430,item:773474,0.0,0.0,0,0,0.0,0.0,10.0,10.0,12.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012285,0.987715,0.0,0.0,0.04914,0.987154,0.0,0.0,0.0,0,0.0692,0,0.823,0.0,2.8456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,504,0,0,60,1.0,0.0,0.0,0.4,1.0,0.392,0.48,0.107406,0.078495,0.0,0.220415,0.020605,55648.4899,95312.5636,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0519670A,Supplier of Raw Materials - VD0519670A,M-1810,item:029313,0.0,0.0,0,0,0.0,0.0,56.0,56.0,56.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,520.6402,520.6402,,0.0,0.0,0.0,0.0,0.0,0.0,0.06875,0.125,0.0,0.05733,0.94267,0.0,0.0,0.22932,0.0,0.0,0.0,0.0,0,0.019015,0,0.968308,0.0,1.4459,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3,1825,1825,3,0.3,1.0,1.0,1.0,0.115385,0.190154,0.683077,0.048091,0.05955,0.0,0.14899,0.019261,0.4196,0.4417,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0518550B,Supplier of Raw Materials - VD0518550B,M-1810,item:049371,0.0,0.0,0,0,0.0,0.0,159.0,159.0,160.0,160.5,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1638,0.8362,0.0,0.0,0.655201,0.0,0.0,0.0,0.0,0,0.043933,0,0.803769,0.0,2.9351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006289,11,0,0,1,1.0,0.0,0.0,0.4,0.038462,0.4299,0.287692,0.091314,0.072869,0.0,0.224643,0.019128,10.57,10.57,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0519670A,Supplier of Raw Materials - VD0519670A,M-1810,item:001848,0.0,0.0,0,0,0.0,0.0,21.0,21.0,21.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,4086.3736,4086.3736,,0.0,0.0,0.0,0.0,0.0,0.0,0.06875,0.125,0.0,0.021499,0.978501,0.0,0.0,0.085995,0.0,0.0,0.0,0.0,0,0.020677,0,0.965538,0.0,1.4147,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,2,1825,1825,2,0.2,1.0,1.0,1.0,0.076923,0.206769,0.655385,0.034756,0.055924,0.0,0.149684,0.018088,3.5029,3.6873,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0914320A,Supplier of Raw Materials - VD0914320A,M-1810,item:055703,0.0,0.0,0,0,0.0,0.0,21.0,21.0,36.2,38.1,15.2,1.0,0.0,0.0,0.0,0.0,306.478,306.478,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03706,0.96294,0.0,0.0,0.148239,0.0,0.0,0.0,0.0,0,0.164201,0,0.952686,0.005706,1.5805,0.8267,0.04389,0.0,0.0,0.01,0.0,0.028529,0.72381,3,1825,1825,2,0.3,1.0,1.0,0.4,0.076923,0.556293,0.555385,0.050484,0.060223,0.0,0.24486,0.015959,0.3971,0.3971,green,jaune,standard_monitoring,watch_collect_data_and_confirm_supplier_status
272,SDC-VD0525906A,Supplier of Raw Materials - VD0525906A,M-1430,item:734545,0.0,0.0,0,0,0.0,0.0,21.0,21.0,21.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021499,0.978501,0.0,0.0,0.085995,0.0,0.0,0.0,0.0,0,0.053538,0,0.785769,0.0,2.8767,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0.1,0.0,0.0,0.4,0.038462,0.535385,0.107692,0.040723,0.05752,0.0,0.23672,0.015099,2.6969,2.6969,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0518684A,Supplier of Raw Materials - VD0518684A,M-1810,item:001893,0.0,0.0,0,0,0.0,0.0,56.0,56.0,56.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,32973.8787,32973.8787,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05733,0.94267,0.0,0.0,0.22932,0.0,0.0,0.0,0.0,0,0.027877,0,0.953538,0.0,1.5303,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,2,1825,1825,2,0.2,1.0,1.0,0.4,0.076923,0.278769,0.535385,0.039658,0.057232,0.0,0.169712,0.015023,19.1192,19.1192,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0910216A,Supplier of Raw Materials - VD0910216A,M-1810,item:002612,0.0,0.0,0,0,0.0,0.0,45.0,45.0,46.6,46.8,1.6,1.0,0.0,0.0,0.0,0.0,22500.0,22500.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047707,0.952293,0.0,0.0,0.190827,0.0,0.0,0.0,0.0,0,0.033894,0,0.954769,0.0,1.5067,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.035556,3,1825,1825,1,0.3,1.0,1.0,0.4,0.038462,0.285607,0.547692,0.036219,0.056311,0.0,0.170569,0.014782,27.8462,27.8462,green,vert,standard_monitoring,routine_monitoring
272,SDC-VD0964290A,Supplier of Raw Materials - VD0964290A,M-1810,item:055703,0.0,0.0,0,0,0.0,0.0,42.0,42.0,42.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,404.9424,404.9424,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042998,0.957002,0.0,0.0,0.17199,0.0,0.0,0.0,0.0,0,0.027877,0,0.953538,0.0,1.5074,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,2,1825,1825,2,0.2,1.0,1.0,0.4,0.076923,0.278769,0.535385,0.033925,0.055705,0.0,0.168185,0.014622,0.2449,0.2449,green,vert,standard_monitoring,routine_monitoring
272,SDC-1450,SDC-1450,SDC-1450,item:773474,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0552,0,0.783,0.0,2.8685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.4,0.0,0.552,0.08,0.03312,0.055493,0.0,0.239013,0.014567,1300.9424,1300.9424,green,jaune,standard_monitoring,watch_collect_data_and_confirm_supplier_status
272,SDC-1450,SDC-1450,SDC-1450,item:693055,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0552,0,0.783,0.0,2.8685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.4,0.0,0.552,0.08,0.03312,0.055493,0.0,0.239013,0.014567,243.9267,243.9267,green,jaune,standard_monitoring,watch_collect_data_and_confirm_supplier_status
272,SDC-VD1091642A,Supplier of Raw Materials - VD1091642A,M-1810,item:001893,0.0,0.0,0,0,0.0,0.0,42.0,42.0,42.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,25646.3501,25646.3501,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042998,0.957002,0.0,0.0,0.17199,0.0,0.0,0.0,0.0,0,0.026215,0,0.956308,0.0,1.4813,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3,1825,1825,3,0.3,1.0,1.0,0.4,0.115385,0.262154,0.563077,0.032928,0.055443,0.0,0.163603,0.014554,25.4673,25.4673,green,vert,standard_monitoring,routine_monitoring
