capacity_node::M-1430,capacity_node::M-1810,capacity_node::SDC-1450,demand_item::item:268091,demand_item::item:268967,error,factor::capacity_scale,factor::demand_scale,factor::external_procurement_cost_multiplier_scale,factor::external_procurement_daily_cap_days_scale,factor::external_procurement_lead_days_scale,factor::external_procurement_transport_cost_scale,factor::fg_target_days_scale,factor::holding_cost_scale,factor::lead_time_scale,factor::production_gap_gain_scale,factor::production_smoothing_scale,factor::production_stock_scale,factor::purchase_cost_floor_scale,factor::review_period_scale,factor::safety_stock_days_scale,factor::supplier_reliability_scale,factor::supplier_stock_scale,factor::transport_cost_scale,is_baseline,is_corner_case,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,run_id,status
0.940249,0.933061,0.860583,1.074633,1.116124,,1.068897,0.75732,1.409215,0.845399,1.756602,1.05903,0.943385,0.82345,0.887111,0.875799,1.423542,1.05155,1.139264,4.0,0.647653,0.902086,0.647731,0.865052,False,False,880769.3601,0.989832,0.001811,0.008357,657.154,867611.6905,0.467442,8160.0424,872073.268,1233.9587,14353.0371,19821.9851,19821.9851,55372.0779,1769.8964,863205.6256,870493.509,891494.0112,1788.9495,1579.759,576.8047,17482.728,7287.8834,1897.606,full_run_0343,ok
1.135323,0.932664,1.070574,1.167565,1.013259,,1.152856,1.091551,0.941236,0.877479,1.176737,1.099666,1.239526,1.178722,0.89735,1.630241,1.553525,1.339563,1.365843,4.0,1.97224,0.906729,0.699054,0.984843,False,False,1196631.1941,0.992302,0.001057,0.006641,1116.0592,1186893.7148,0.36963,10763.3908,1691416.0549,1770.4825,22997.2757,26671.6158,26671.6158,39063.1296,2173.4041,1678394.886,1689627.62,1205330.6281,2664.6602,1788.4349,654.4233,23362.0428,11232.734,2403.1448,full_run_0344,ok
1.077233,1.018208,0.993753,0.860267,1.17253,,0.85536,1.166799,1.281528,0.821759,1.510564,1.594669,2.005038,1.214352,1.373825,1.401275,0.745156,1.029514,0.950717,2.0,0.953174,0.942836,1.616963,1.113881,False,False,982414.3636,0.985529,0.001511,0.01296,954.3025,958217.6727,0.459035,5908.9863,1442993.3597,1764.075,27000.2705,34339.2471,34339.2471,121283.7209,3735.3372,1422111.2585,1440812.3154,997702.9299,2856.3204,2181.0443,809.7725,32796.9351,18701.0569,1988.4731,full_run_0345,ok
0.999182,0.833227,1.242011,0.906859,1.031777,,1.21738,1.208826,1.221376,1.364331,1.13691,1.087332,0.952872,1.385917,0.964946,1.158578,0.864601,1.322743,1.17217,7.0,0.784472,0.915946,0.599834,1.447654,False,False,1573089.1618,0.994015,0.00059,0.005395,1314.8392,1560323.51,0.245628,7309.1076,2613575.3475,1742.9585,17065.7717,22377.1486,22377.1486,10835.3603,2390.6499,2597933.5478,2612033.6373,1581162.9758,1760.2942,1541.7102,428.1193,19809.1747,14100.0895,1817.8368,full_run_0346,ok
1.120798,1.222357,1.046041,1.123411,0.904364,,1.019384,1.014588,1.193211,0.939574,1.792956,1.329918,2.046666,0.902857,1.289901,1.138418,1.021721,0.954934,1.032069,2.0,0.92802,0.872452,0.990875,1.384915,False,False,1236956.7397,0.978583,0.002228,0.019189,829.3353,1217719.8551,0.458007,5677.5125,1360485.3388,1530.1587,38402.7757,48863.7863,48863.7863,57267.5852,5681.5326,1331347.9906,1357454.4978,1251705.9535,2554.8132,3030.841,700.8234,36947.2448,26106.5072,5401.4974,full_run_0347,ok
1.001725,0.959184,1.037722,1.136994,0.657367,,0.996474,1.022332,1.547571,1.348701,1.172286,1.000432,0.672034,1.427958,0.85941,0.648275,1.400707,1.126044,1.259657,3.0,1.988368,0.942104,0.831697,1.267264,False,False,949477.8011,0.988305,0.00166,0.010035,531.5432,941339.0828,0.610408,11952.6228,1634321.87,1364.3593,26279.607,30458.4221,30458.4221,3035.4803,3470.083,1615208.8538,1631609.1611,956346.1692,1904.186,2712.7089,832.8161,27050.1497,16400.3073,1662.3382,full_run_0348,ok
1.117623,0.919359,0.967285,0.86286,1.038378,,1.015915,1.094535,0.89381,1.597001,0.827134,0.940977,2.233654,1.18045,1.120325,0.605559,1.359187,0.557499,1.386996,3.0,0.522197,0.875688,1.070184,1.071729,False,False,1143805.7645,0.984789,0.001701,0.01351,749.3205,1123063.2752,0.515856,9739.4598,1637740.5942,1547.7226,42471.5524,48035.4368,48035.4368,29.0879,3647.0948,1612828.8973,1634955.2154,1164238.8863,1690.6962,2785.3788,798.4021,42063.8173,22126.3181,5971.3474,full_run_0349,ok
1.140103,0.831016,1.00857,1.188503,1.057999,,1.06152,0.979894,1.19366,0.316654,0.913985,1.142144,1.629768,1.108532,1.003021,0.746527,0.996509,0.836049,0.836081,4.0,1.807744,0.972143,1.699215,1.115336,False,False,1157743.8567,0.994849,0.000524,0.004627,830.5579,1137264.782,0.492709,6773.2761,1538214.0991,1637.242,8092.8374,9321.0012,9321.0012,105389.6651,754.8685,1530291.1301,1537408.7787,1169748.1259,1837.4003,805.3203,806.6841,14437.7673,7117.6486,413.7178,full_run_0350,ok
0.90805,1.127481,0.964666,0.766426,0.841831,,0.791549,0.79453,1.388874,1.137831,1.637888,1.115571,1.32742,0.991395,0.890804,0.64624,1.527818,0.987596,1.615861,6.0,0.70607,0.977399,1.45803,1.333135,False,False,745194.5777,0.992288,0.001036,0.006676,537.0198,733724.6686,0.434936,2757.8143,885415.1108,950.37,7947.2255,10511.0463,10511.0463,26208.1707,1133.4733,878586.544,884497.4196,746694.4436,1217.6269,917.6912,413.3502,9268.8019,5910.8756,214.3282,full_run_0351,ok
0.953073,1.197071,0.978806,1.442239,1.021222,,1.077176,1.229786,0.80749,0.955812,1.675782,1.028056,1.168395,1.246819,0.964269,1.390392,0.970516,1.424099,1.60069,6.0,1.246005,0.805566,0.801609,1.236722,False,False,1105054.5322,0.995683,0.000612,0.003706,1796.5975,1090681.294,0.202651,4104.5124,1646192.0463,2253.2128,10731.2981,13913.6531,13913.6531,37480.5566,1234.8209,1639084.682,1645184.6847,1113593.0614,2290.3264,1007.3616,456.6154,10897.8591,6100.0028,2630.3423,full_run_0352,ok
1.016898,0.971013,0.768754,0.859733,1.001984,,1.072755,1.100525,1.025678,0.866262,1.11427,0.927327,1.426123,0.869614,1.148783,1.279655,0.953697,1.182238,0.741406,2.0,0.721509,0.95229,1.170207,0.85211,False,False,967270.3658,0.980716,0.002123,0.017161,627.7942,948067.7603,0.588019,11593.5724,1021055.1626,1523.8442,36772.3884,42880.7502,42880.7502,45342.1565,2567.2897,1001365.5367,1018887.6109,983976.1805,2967.448,2167.5517,896.05,42210.1752,17522.0742,2114.7418,full_run_0353,ok
0.995231,0.817668,0.912852,0.99558,0.989354,,0.9292,0.972621,1.188249,0.647135,1.052034,0.85708,1.95356,0.91398,0.79294,1.649335,1.132796,0.938884,1.061789,2.0,1.11132,0.97763,0.959216,1.134107,False,False,712331.9775,0.977434,0.002399,0.020167,573.1207,701531.097,0.600856,13163.8453,794055.833,1435.8752,23548.251,27397.4067,27397.4067,83617.8272,2141.5684,776137.0028,792150.6579,724787.7086,2700.3996,1905.1751,862.7545,29553.3505,16013.6551,676.2358,full_run_0354,ok
1.220147,1.22497,0.929043,0.868899,0.936312,,0.934176,0.927561,1.060247,1.784607,0.868951,1.738204,1.714405,1.284337,1.12568,0.96282,0.966453,0.731271,1.448386,3.0,2.098495,0.938841,0.85652,1.131658,False,False,1028604.0545,0.98709,0.001419,0.01149,604.5836,1013301.6087,0.514534,7149.5965,1592833.4102,1245.3672,28319.8154,31838.2717,31838.2717,0.0,3896.6882,1572270.6593,1590572.5075,1042190.374,1719.0711,2260.9027,640.7836,31294.8685,18301.8481,2038.6443,full_run_0355,ok
1.108214,0.971377,0.999791,1.128215,1.214578,,1.118256,1.107747,1.145595,1.015581,1.56464,1.040172,1.366649,1.107104,1.047374,1.11258,1.224658,0.933622,1.596638,2.0,1.117157,0.930059,0.896958,1.121434,False,False,1236248.9858,0.980843,0.002678,0.016479,809.8898,1217098.0306,0.580411,12675.9904,1666273.8947,1930.1963,45376.3714,57560.5309,57560.5309,75728.7299,5705.3071,1634352.7901,1661810.8016,1260459.5485,2694.7811,4463.0931,1120.3065,49532.3678,27458.0115,3724.8641,full_run_0356,ok
1.051743,0.952788,1.047929,0.77491,1.177555,,0.815385,1.079585,1.224099,0.919529,1.940093,1.314168,1.253336,1.103581,0.911141,1.512264,1.233764,1.175251,1.370855,3.0,2.328848,0.90181,1.2558,1.170673,False,False,826452.5637,0.987708,0.001613,0.010679,946.6837,814300.0496,0.396138,7115.6969,1099639.6308,1567.7149,18235.6618,23294.6114,23294.6114,100203.7565,2503.338,1086122.6996,1097865.9607,837475.9042,2573.6015,1773.6701,621.0312,19859.563,11743.2611,2162.3296,full_run_0357,ok
0.837182,0.973634,1.217,0.952404,0.694035,,1.221444,0.796448,1.268677,0.950489,1.673578,1.19415,1.258481,1.121071,1.500828,1.092575,1.139499,1.148349,1.101634,1.0,1.160573,0.871973,1.009812,1.182669,False,False,1683451.0016,0.990771,0.001136,0.008093,458.1169,1668834.5788,0.530272,7636.4268,2273505.4218,975.2816,30093.1045,30340.1434,30340.1434,13865.6435,3368.384,2252522.2154,2270922.6704,1687835.4024,2571.7356,2582.7514,517.1647,31747.6103,18400.455,4661.327,full_run_0358,ok
0.877205,0.869778,1.018527,1.414884,0.896325,,0.892967,0.856124,1.352143,1.478966,1.472337,0.953176,1.522659,1.279844,1.411335,0.955292,0.941782,0.977144,0.89488,3.0,1.223762,0.908728,0.950254,0.895582,False,False,1046487.4134,0.991042,0.00127,0.007688,928.5142,1032780.721,0.369063,7763.6283,1611543.6548,1471.6444,25728.2511,31761.3023,31761.3023,6538.5832,2442.2817,1597107.238,1609496.8199,1056109.3245,1989.9584,2046.8349,543.1302,28666.4077,12389.5819,2879.2338,full_run_0359,ok
0.986983,0.91731,1.142757,0.859433,0.942571,,0.978898,1.292155,0.899207,1.413241,0.750127,1.592046,1.366616,0.935716,0.904536,1.002748,1.245857,1.076018,1.333145,4.0,0.591787,0.856518,0.846257,1.033189,False,False,1072937.7468,0.98584,0.001649,0.012511,1115.2443,1058754.1883,0.35602,12156.8049,1215295.6659,1731.7984,27296.636,31705.4217,31705.4217,35009.7933,3244.8298,1198086.7407,1213291.1425,1086747.4454,2129.8421,2004.5235,616.5541,28824.4309,15204.4018,4828.6049,full_run_0360,ok
0.857531,0.962808,0.882854,1.030821,0.988028,,0.950253,1.036352,0.967184,0.611972,1.056442,1.368706,1.53764,0.851271,1.134667,0.939703,1.166805,1.04558,0.910245,4.0,1.802419,0.96631,1.164202,1.133486,False,False,976537.9193,0.990575,0.000914,0.008512,900.2282,957845.7808,0.421485,5736.0973,999967.9993,1556.1022,10480.9158,12102.7024,12102.7024,81296.7538,1119.6012,990543.0273,999054.4858,987860.6816,2016.3564,913.5135,655.874,16156.6205,8511.4585,563.2939,full_run_0361,ok
0.99659,0.821987,0.774531,0.986816,1.231581,,0.996876,1.080532,1.189729,1.744838,1.281934,1.35977,0.659904,0.892001,1.171117,0.983089,0.578926,1.028255,1.396751,2.0,0.820445,0.911036,1.789779,1.162325,False,False,905811.87,0.970359,0.003764,0.025877,991.7131,898160.882,0.443734,19255.888,992427.3441,1782.8052,44688.5091,55451.9124,55451.9124,14541.4768,6028.1191,963010.5984,988691.765,918218.1242,2456.9233,3735.5791,791.0921,42636.9179,25681.1666,4163.5575,full_run_0362,ok
1.125108,1.08844,0.93149,1.43217,0.792015,,0.986911,1.141342,1.395578,1.434933,0.703987,1.232054,0.777685,1.291087,0.941813,0.77246,1.316386,0.790008,1.053567,4.0,1.599407,0.92779,1.10654,0.972416,False,False,943961.7273,0.987798,0.001674,0.010528,1095.1411,929912.8664,0.419962,13422.9585,1470169.2692,1888.0509,28552.6146,33409.753,33409.753,1186.5883,3229.833,1452230.3207,1467707.6527,954310.4591,1910.2883,2461.6165,792.9098,32678.3962,15477.332,2543.3632,full_run_0363,ok
1.011865,0.941366,1.069196,0.955378,0.918105,,1.267021,1.386127,0.984091,0.64777,0.954554,0.85215,1.360685,1.154687,1.025404,0.977399,1.251533,0.968546,0.934038,2.0,1.65931,0.965906,1.36342,1.006899,False,False,1456412.8504,0.989578,0.001075,0.009347,786.4839,1437451.5499,0.592798,14803.8335,2029988.0184,1931.4335,32760.7613,38124.0075,38124.0075,135187.3588,2494.6217,2008830.6832,2027805.5824,1477443.4172,2682.6749,2182.436,1144.9496,39903.2719,18974.8992,1408.483,full_run_0364,ok
0.91993,0.973058,0.985234,1.020684,1.063928,,0.830922,0.946495,1.443148,1.279244,1.782675,1.351236,2.346155,1.331081,0.927013,1.428153,0.787189,1.099562,0.987043,4.0,2.157556,0.979846,1.67715,1.323105,False,False,815428.0091,0.988177,0.001096,0.010726,873.4729,801761.9548,0.404778,6967.5082,1307438.517,1467.4744,15647.1939,21950.1157,21950.1157,36628.9204,2388.7345,1291981.1967,1306005.3845,820006.2302,2106.6953,1433.1325,594.0015,21264.0643,14024.1879,437.3707,full_run_0365,ok
0.895277,0.919856,1.124221,0.880034,0.993283,,1.192951,1.079712,0.857159,1.222478,1.112437,1.222023,0.455822,1.218822,1.331812,1.315336,1.272774,0.872978,1.109663,6.0,1.090239,0.887183,1.090238,0.858542,False,False,1567891.1858,0.996749,0.000395,0.002857,1178.7302,1559740.6091,0.216447,5967.496,2285752.6676,1504.3406,17363.2975,17363.2975,17363.2975,10725.9347,1188.6352,2278320.9058,2284850.7164,1574258.1948,1496.2671,901.9512,325.6104,15363.9891,6529.8106,1953.7335,full_run_0366,ok
1.189957,0.922089,1.050653,1.103136,0.839232,,1.060959,0.966324,1.363737,1.725149,0.949798,0.926817,1.195271,1.050723,1.096771,0.784173,1.415237,0.914572,0.714935,2.0,0.646973,0.962306,1.068393,1.115972,False,False,1297398.3705,0.986922,0.001459,0.01162,504.4317,1281254.5262,0.638656,9771.023,1647348.4548,1395.9866,30348.5832,38171.2622,38171.2622,33.2846,3162.6934,1625803.7161,1644945.3855,1310594.9528,2078.5768,2403.0693,891.555,35710.9299,19141.6694,1398.8147,full_run_0367,ok
0.854245,0.812912,0.962588,1.426991,0.989914,,0.934503,0.929307,1.370934,1.241033,0.596369,1.512395,1.533899,0.889285,0.985665,0.526572,1.062354,0.945164,0.973209,2.0,1.526984,0.94414,0.828011,1.372079,False,False,923511.9019,0.974996,0.002223,0.022781,926.5072,915254.0753,0.44537,9846.3424,1005660.8042,1670.4973,29908.692,30311.8278,30311.8278,0.0,3960.6505,980515.4194,1003424.8964,937408.4588,1625.7658,2235.9078,743.9901,33525.0901,22909.477,1983.5104,full_run_0368,ok
0.824915,0.834476,1.088908,1.12444,1.248968,,1.098067,1.125434,0.942973,1.29316,1.443705,1.125485,0.824258,1.165271,0.802413,1.101236,0.57422,0.761849,1.098065,2.0,1.61821,0.994059,1.448188,0.990869,False,False,999038.8387,0.986716,0.001488,0.011796,1041.472,1004044.4276,0.475762,20480.9995,1410347.2385,1986.6411,33956.7721,34384.4155,34384.4155,20740.6413,2713.8904,1391612.131,1408249.2071,1009016.2267,2090.4356,2098.0314,945.1691,34590.2275,16637.0761,206.7287,full_run_0369,ok
1.164443,1.209672,0.998462,0.926183,0.74016,,0.92328,1.061003,1.201488,0.859071,1.29719,1.427459,1.388208,1.313402,0.991935,1.320551,1.232633,0.764415,1.251727,3.0,0.725812,0.935743,0.952136,1.459125,False,False,988962.4145,0.987125,0.001233,0.011642,604.8481,977765.4229,0.540021,7428.3506,1567825.4361,1314.9462,24066.7728,27061.129,27061.129,20609.1685,3477.0953,1547639.3611,1565891.9835,997337.1863,1926.5919,1933.4527,710.0982,24921.0675,18252.6224,1711.3171,full_run_0370,ok
1.105249,1.00199,1.041432,0.71974,0.747543,,1.251408,0.853871,0.862289,1.357085,0.629187,1.020633,1.33398,1.24205,1.052049,0.987358,1.22577,1.394399,1.599797,2.0,2.043778,0.972479,1.099584,1.131729,False,False,1466490.7172,0.992101,0.000874,0.007025,334.0687,1457656.4244,0.641489,9037.9839,2184547.0516,931.8224,25002.3034,28377.9601,28377.9601,0.0,2323.913,2167292.2654,2182638.3367,1470885.4655,2349.8116,1908.715,597.7537,27513.0715,15346.0713,778.6155,full_run_0371,ok
0.802093,0.824572,0.979655,1.151405,1.237151,,1.037109,1.026227,0.860577,1.454241,1.521822,1.374124,0.905993,1.02641,1.007766,1.353214,1.105627,1.018629,1.232707,2.0,0.991278,0.921464,0.731469,1.198724,False,False,1063092.8862,0.980353,0.001857,0.01779,1002.1184,1052486.1239,0.450316,12580.6456,1329155.683,1823.0805,36447.907,37345.4161,37345.4161,13617.3206,3822.9551,1303041.8902,1326686.9484,1078280.1672,2677.386,2468.7346,820.9621,39580.9415,23645.0581,3373.4675,full_run_0372,ok
1.113665,0.921261,0.807224,1.179288,0.702802,,0.846628,1.008776,1.02501,0.627528,1.689674,1.615733,2.115294,1.211687,1.115541,1.095674,1.324928,1.139902,0.934729,4.0,1.540775,0.847059,1.281696,0.988978,False,False,823023.277,0.993868,0.000738,0.005394,1002.5829,808883.4611,0.29,3610.769,1191960.8413,1412.0891,9768.2295,13574.5867,13574.5867,48766.2087,1263.8222,1184651.6986,1191081.0023,827416.7838,1989.7313,879.839,409.5062,13572.5464,6429.3038,2450.5953,full_run_0373,ok
1.188684,1.139836,1.016302,0.971312,0.832445,,0.999883,1.116188,1.008999,0.451823,1.85874,1.171323,0.760084,0.948333,1.096007,1.134319,1.263054,0.924337,1.142555,3.0,1.331964,0.871116,1.047275,0.844253,False,False,1194106.9798,0.994736,0.000836,0.004429,857.4451,1176653.2466,0.427383,5589.9387,1356466.584,1497.4156,12785.6288,16257.364,16257.364,106983.5409,1229.403,1349325.5466,1355333.183,1206427.5467,2190.1469,1133.401,639.9705,15234.7621,6007.6364,2254.0248,full_run_0374,ok
1.016374,0.737874,0.890055,1.235767,0.943261,,1.075616,1.244775,1.166107,1.712499,0.762538,1.03408,1.247574,1.27495,1.205538,1.480655,0.841429,0.956211,1.67211,2.0,0.984624,0.896412,0.957353,1.040053,False,False,1108096.2606,0.983958,0.00244,0.013603,1285.3898,1087295.6444,0.362832,6892.8265,1712331.4115,2017.3472,47542.7574,51896.0467,51896.0467,468.3225,5017.1164,1684861.3785,1708153.4073,1126455.9442,2831.847,4178.0042,731.9574,45057.6952,23292.0287,5206.7984,full_run_0375,ok
1.13514,1.078412,0.836788,0.622942,1.1073,,0.998002,1.050523,1.600448,0.906293,1.806258,1.747586,1.631391,1.035571,0.94866,0.899165,0.564387,1.048165,0.977289,2.0,1.653674,0.977542,1.05333,1.148633,False,False,852110.7345,0.975085,0.002969,0.021947,480.9914,839015.9423,0.644207,10214.934,1077203.6066,1351.8839,36552.8901,46446.6217,46446.6217,110630.0001,6058.6112,1050364.6684,1074005.5503,868439.7439,2169.7831,3198.0563,870.8925,38303.8975,23640.8819,879.9918,full_run_0376,ok
1.219746,0.906443,0.916745,1.059,0.995719,,1.072179,1.037161,1.516215,0.570986,0.865395,0.870833,1.270058,1.48278,0.908654,1.242219,0.992057,1.461008,0.867385,5.0,0.742365,0.977143,0.697311,1.076259,False,False,987117.2912,0.995054,0.000598,0.004348,972.3682,975718.4334,0.386513,7394.2584,1745538.3314,1584.9866,12906.2314,12906.2314,12906.2314,34571.0308,1057.499,1736904.8936,1744495.1237,994321.6797,2211.1198,1043.2077,612.6184,15224.2047,7590.2301,356.1195,full_run_0377,ok
0.868436,1.062281,1.123222,0.908874,0.807771,,0.921251,0.9572,0.984567,1.086033,2.174276,1.051738,1.356248,1.063036,1.254298,0.817831,0.82687,0.898784,1.077318,2.0,0.706767,0.96177,1.275373,1.197995,False,False,1178369.5537,0.986831,0.001368,0.011801,449.127,1161240.0879,0.632499,4499.9995,1515426.8326,1222.1096,27771.9824,39116.9308,39116.9308,75218.9236,3285.3424,1495470.197,1513353.1228,1188665.3058,1955.7704,2073.7098,772.9827,30038.7014,17882.9257,1194.0272,full_run_0378,ok
1.125263,1.243983,0.853391,0.824333,0.665609,,0.911375,1.108668,1.163732,1.326607,0.999853,1.49509,0.972547,1.032877,0.727012,1.70153,0.642139,0.713557,1.105692,3.0,1.075426,0.947327,0.961591,1.302341,False,False,623161.1642,0.978713,0.002171,0.019115,658.8892,615078.1519,0.463692,6948.2529,781899.8398,1228.5642,22705.4655,26157.552,26157.552,473.8423,3082.3392,765255.9202,780202.1171,628408.6438,1858.2473,1697.7227,569.675,22406.5836,14946.1969,1245.8443,full_run_0379,ok
0.966645,0.772848,1.061208,1.062105,1.216731,,0.915842,1.177803,1.162918,0.890964,0.706631,0.955961,1.9458,1.373598,0.98587,1.03919,0.789335,1.043012,1.412487,1.0,1.731985,0.810886,1.192112,1.15319,False,False,995459.0206,0.985107,0.001849,0.013044,1411.3855,986689.7003,0.292978,13726.7802,1657495.138,1996.2398,40415.1174,40500.8215,40500.8215,6180.3034,3733.087,1632810.2996,1654430.1425,1007686.387,2457.7301,3064.9955,584.8543,38419.5471,21619.8429,8960.1673,full_run_0380,ok
1.256327,1.101871,0.954244,1.20163,1.196159,,0.778974,0.890498,1.214862,0.735928,1.911746,1.307166,1.139035,0.974845,0.893064,1.116418,0.699089,1.258571,0.91281,2.0,1.40474,0.880263,0.926504,0.924791,False,False,711449.7069,0.98241,0.002429,0.015161,825.5955,700635.6997,0.480128,13415.8389,839923.6828,1588.0746,23809.129,33079.6409,33079.6409,148541.6755,2878.0998,825149.7263,837883.9233,726407.5485,2776.8168,2039.7595,762.4791,27420.7147,12734.197,3729.8786,full_run_0381,ok
1.177962,0.800317,1.274516,0.909758,1.212473,,0.879908,1.04288,0.897617,1.973361,2.220607,1.332111,1.664773,1.09591,1.043949,0.695152,1.706152,0.940671,1.347033,2.0,1.035235,0.97695,1.080618,1.382849,False,False,1225178.4399,0.978406,0.002014,0.019579,660.9804,1221752.4297,0.598455,4530.5447,1639381.0231,1646.0915,58859.966,59866.3264,59866.3264,40514.0991,6603.8149,1603980.7871,1636078.6687,1240999.3416,1924.2441,3302.3544,985.1111,44442.015,32097.8816,1048.5577,full_run_0382,ok
0.935859,0.997117,0.827461,1.269201,1.021985,,1.133086,0.914654,0.970945,1.113711,1.355154,1.875132,1.524051,1.197884,1.296525,1.5009,0.635404,1.216471,1.585178,4.0,0.871048,0.965307,0.980232,1.26923,False,False,1111891.977,0.98861,0.001229,0.010161,1004.7568,1099796.5142,0.355361,4960.7952,1601322.8383,1558.6341,23204.2765,27011.3661,27011.3661,16881.4236,3723.1925,1583083.2164,1599354.9789,1117488.6111,2295.6944,1967.8594,553.8773,24456.5708,16271.7624,878.9658,full_run_0383,ok
0.966847,0.834855,0.933062,0.966732,1.338338,,0.89043,0.921022,1.574407,1.362709,1.821356,1.773563,1.799639,1.127527,0.895844,0.95862,0.619346,1.297387,1.530106,4.0,0.805483,0.979848,0.521078,1.094315,False,False,795648.0667,0.984487,0.002495,0.013018,785.5571,780365.8174,0.502496,7575.1674,1084273.0233,1578.9963,19797.2641,27338.5089,27338.5089,57745.703,4045.5118,1067452.9293,1081567.8374,809863.0818,2132.737,2705.1859,793.4392,24634.7717,14114.908,506.6499,full_run_0384,ok
0.965496,1.267921,1.220836,1.348193,1.34806,,1.048708,0.869277,0.922858,0.8647,1.533302,1.406266,2.026568,1.128866,0.851001,1.329332,0.880925,1.359754,0.940554,6.0,0.868503,0.949699,1.334722,1.43355,False,False,1176719.0484,0.993546,0.000499,0.005955,1236.1619,1164590.9372,0.290864,7279.0286,1591555.9432,1743.1944,9288.7834,12132.872,12132.872,25886.3257,1299.5703,1581283.8416,1590761.4637,1181774.8131,1992.7057,794.4795,507.0324,13697.1701,9477.6221,725.4734,full_run_0385,ok
0.810467,0.914938,0.83945,0.908993,0.899724,,1.020356,0.782464,1.616137,1.276217,1.459475,1.151837,0.947608,1.351149,1.111567,1.66463,0.830343,0.832337,0.871113,2.0,2.05342,0.95702,1.616242,1.393507,False,False,993742.8725,0.987601,0.001247,0.011152,502.004,982312.0235,0.52308,9721.2384,1620064.054,1052.5966,20682.876,30951.4511,30951.4511,9410.4923,3330.1595,1599977.4238,1618043.9175,997760.0574,2307.8031,2020.1365,550.5926,25752.5315,18066.4936,1156.5524,full_run_0386,ok
0.874983,0.959966,1.080358,1.352514,0.763439,,0.997917,0.716403,1.042598,0.525794,1.81977,1.058901,1.219528,1.188985,0.992906,1.423985,1.197512,1.259742,0.931682,3.0,1.101052,0.826368,1.62074,1.219994,False,False,1137144.8119,0.995016,0.000542,0.004442,722.6665,1127321.7522,0.359015,4658.2795,1618676.9047,1127.4321,10215.5388,13139.332,13139.332,44415.9133,1035.7496,1610608.8635,1617799.5242,1135634.4678,2395.4775,877.3805,404.7656,12756.1726,7190.6608,2680.2584,full_run_0387,ok
0.794522,1.022365,1.130217,0.918352,0.892434,,0.994776,1.043872,1.407519,1.261728,1.586827,1.022679,1.910698,0.935581,1.352764,0.819558,0.756549,1.06048,0.950389,6.0,0.597614,0.847403,1.150224,0.858551,False,False,1303230.253,0.99582,0.000675,0.003505,990.5761,1289327.7068,0.295394,5303.0063,1460086.3106,1405.8577,10216.9481,13453.7461,13453.7461,25567.3876,1048.6452,1453983.5867,1459101.1495,1311272.44,1606.3011,985.1611,415.2816,12743.6676,5117.5628,2294.8296,full_run_0388,ok
0.957861,0.983266,0.9177,0.857987,1.273002,,1.031744,0.879594,0.88853,1.041029,1.491595,1.230171,1.006416,0.98854,0.97991,0.730778,1.396912,1.088916,1.071832,1.0,0.901588,0.84911,0.937558,1.044039,False,False,973817.8552,0.980508,0.002009,0.017483,671.7926,965605.6229,0.518114,14777.4914,1171395.5901,1394.0888,40205.4493,40851.8517,40851.8517,32945.2237,3464.5756,1148562.2315,1169042.2914,988153.753,2127.1378,2353.2987,722.2962,39421.0718,20480.0599,7005.2708,full_run_0389,ok
0.819214,1.167712,1.073229,1.269228,1.014529,,1.055346,1.012981,1.584022,0.976421,1.319552,1.173726,2.196228,1.306794,0.900827,1.146789,1.118638,1.148031,1.400246,3.0,0.72862,0.926446,0.700164,0.96928,False,False,1069278.6306,0.991439,0.001633,0.006928,853.4644,1057066.4656,0.503971,10085.7035,1681851.7221,1720.5931,22923.0792,25699.1929,25699.1929,68137.2828,3068.3841,1667452.9858,1679105.6453,1082709.6475,2551.518,2746.0768,867.1287,25073.9662,11652.6595,1990.7156,full_run_0390,ok
1.175707,0.809828,0.964306,0.904695,1.299655,,0.847142,1.026621,1.303864,0.991812,2.409489,1.535609,2.203891,1.041988,1.355609,1.353681,0.786393,1.064267,1.698444,2.0,1.62544,0.991159,1.220894,1.271737,False,False,947934.2523,0.977158,0.003041,0.019801,796.8009,922774.406,0.526596,5912.8303,1204230.8297,1683.1301,28817.5686,44561.9908,44561.9908,145009.3449,6019.0521,1176723.6581,1200568.5566,966380.4793,2814.4518,3662.273,886.3291,35521.0965,23844.8985,316.8432,full_run_0391,ok
