case_id,case_input,case_output_dir,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,level,parameter_group,parameter_key,parameter_label,realism_focus,status
supplier_reliability_node_SDC-VD0914690A_0_85,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0914690A_0_85/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0914690A_0_85/simulation_output,8253327.4775,0.995578,0.000717,0.003705,850.3687,8024613.2302,0.951128,156883.7006,19256039.4597,17400.0,49567.7253,0.0,47942.1321,0.0,0.0,0.0,0.0,0.0,19170883.1676,19242223.5485,8523781.9898,94368.8905,13815.9112,16549.6313,160159.8412,0.0,71340.3809,486.0,0.85,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0914690A_0_9,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0914690A_0_9/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0914690A_0_9/simulation_output,8253388.6655,0.995573,0.000718,0.00371,847.9823,8024607.6278,0.951265,157055.5763,19256134.9284,17400.0,49568.5169,0.0,47942.8295,0.0,0.0,0.0,0.0,0.0,19170882.2173,19242314.3251,8523781.9898,94394.3102,13820.6033,16552.0177,160350.4456,0.0,71432.1079,324.0,0.9,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0914690A_0_95,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0914690A_0_95/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0914690A_0_95/simulation_output,8253449.8535,0.995568,0.000718,0.003714,845.5959,8024602.0254,0.951403,157227.452,19256230.3972,17400.0,49569.3085,0.0,47943.5269,0.0,0.0,0.0,0.0,0.0,19170881.2669,19242405.1018,8523781.9898,94419.7299,13825.2954,16554.4041,160541.05,0.0,71523.8348,162.0,0.95,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0914690A_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0914690A_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0914690A_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,supplier_reliability,ok
supplier_stock_node_SDC-VD0525412A_0_6,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0525412A_0_6/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0525412A_0_6/simulation_output,8252992.4312,0.9956,0.000701,0.003699,748.2095,8023449.5629,0.956999,156393.9918,19255529.3084,17400.0,48346.1006,0.0,46793.1541,0.0,0.0,0.0,0.0,0.0,19170809.489,19242033.2498,8523781.9898,94445.1964,13496.0586,16651.7905,159555.1548,0.0,71223.7608,0.0,0.6,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,supplier_buffer,ok
supplier_stock_node_SDC-VD0525412A_0_8,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0525412A_0_8/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0525412A_0_8/simulation_output,8253183.0591,0.995579,0.00071,0.003711,792.7266,8024002.354,0.954441,157125.5939,19255908.0157,17400.0,48959.0468,0.0,47369.0079,0.0,0.0,0.0,0.0,0.0,19170784.9038,19242241.2966,8523781.9898,94473.463,13666.7191,16607.2734,160202.8789,0.0,71456.3928,0.0,0.8,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,supplier_buffer,ok
supplier_stock_node_SDC-VD0525412A_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0525412A_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0525412A_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,supplier_buffer,ok
supplier_stock_node_SDC-VD0525412A_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0525412A_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0525412A_1_2/simulation_output,8253651.6371,0.995542,0.000727,0.003731,771.9595,8024820.0037,0.955635,157716.9326,19256624.0256,17400.0,50182.1006,0.0,48521.1541,0.0,0.0,0.0,0.0,0.0,19170782.0775,19242626.591,8523781.9898,94445.1964,13997.4346,16628.0405,161367.4048,0.0,71844.5135,0.0,1.2,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,supplier_buffer,ok
supplier_stock_node_SDC-VD0525412A_1_4,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0525412A_1_4/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0525412A_1_4/simulation_output,8253913.595,0.995521,0.000736,0.003744,843.2095,8025407.2128,0.95154,158501.6966,19257141.3006,17400.0,50794.1006,0.0,49097.1315,0.0,0.0,0.0,0.0,0.0,19170886.113,19242975.7664,8523781.9898,94448.1773,14165.5342,16556.7905,162035.6699,0.0,72089.6534,0.0,1.4,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,supplier_buffer,ok
supplier_capacity_node_SDC-VD0525412A_0_6,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0525412A_0_6/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0525412A_0_6/simulation_output,8253511.4264,0.995563,0.000718,0.003719,843.2095,8024599.3728,0.95154,157402.2775,19256325.8869,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3376,19242495.8994,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,4.9364,71615.5618,0.0,0.6,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0525412A_0_8,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0525412A_0_8/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0525412A_0_8/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.8,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0525412A_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0525412A_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0525412A_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0525412A_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0525412A_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0525412A_1_2/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.2,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0525412A_1_4,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0525412A_1_4/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0525412A_1_4/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.4,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,supplier_capacity,ok
supplier_lead_time_node_SDC-VD0525412A_0_7,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0525412A_0_7/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0525412A_0_7/simulation_output,8247028.5952,0.995563,0.000718,0.003719,843.2095,8018107.8581,0.95154,157510.7629,19255971.652,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170526.1028,19242141.6646,8517181.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.7,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0525412A_0_85,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0525412A_0_85/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0525412A_0_85/simulation_output,8250367.8512,0.995563,0.000718,0.003719,843.2095,8021482.2581,0.95154,157485.1629,19256154.1157,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170708.5664,19242324.1282,8520581.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.85,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0525412A_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0525412A_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0525412A_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0525412A_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0525412A_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0525412A_1_2/simulation_output,8255445.3584,0.995563,0.000718,0.003719,843.2095,8026565.0447,0.95154,157367.9494,19256431.5608,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170986.0115,19242601.5734,8525781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.2,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0525412A_1_5,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0525412A_1_5/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0525412A_1_5/simulation_output,8255360.2057,0.995563,0.000718,0.003719,843.2095,8026407.3029,0.95154,157210.2077,19256426.9079,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170981.3586,19242596.9204,8525781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.5,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,supplier_lead_time,ok
supplier_reliability_node_SDC-VD0525412A_0_85,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0525412A_0_85/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0525412A_0_85/simulation_output,8253394.655,0.995575,0.000712,0.003714,819.4595,8024237.6957,0.952905,157343.2085,19256110.338,17400.0,49570.9355,0.0,47945.0079,0.0,0.0,0.0,0.0,0.0,19170894.0262,19242402.8219,8523781.9898,94464.293,13707.5162,16580.5405,160355.7969,0.0,71508.7957,459.0,0.85,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0525412A_0_9,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0525412A_0_9/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0525412A_0_9/simulation_output,8253452.8387,0.99557,0.000714,0.003716,819.4595,8024354.6957,0.952905,157460.2085,19256208.4247,17400.0,49570.9355,0.0,47945.0079,0.0,0.0,0.0,0.0,0.0,19170897.2055,19242459.1074,8523781.9898,94464.293,13749.3173,16580.5405,160508.7969,0.0,71561.902,306.0,0.9,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0525412A_0_95,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0525412A_0_95/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0525412A_0_95/simulation_output,8253511.0129,0.995565,0.000716,0.003719,819.4595,8024471.6957,0.952905,157577.2085,19256306.5109,17400.0,49570.9355,0.0,47945.0079,0.0,0.0,0.0,0.0,0.0,19170900.3842,19242515.3925,8523781.9898,94464.293,13791.1184,16580.5405,160661.7969,0.0,71615.0083,153.0,0.95,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0525412A_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0525412A_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-VD0525412A_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,supplier_reliability,ok
supplier_stock_node_SDC-VD0901566A_0_6,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0901566A_0_6/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0901566A_0_6/simulation_output,8253044.8206,0.995614,0.000709,0.003677,748.2095,8023523.1385,0.956999,156467.5674,19255291.7619,17400.0,48346.1006,0.0,46793.1541,0.0,0.0,0.0,0.0,0.0,19170842.0793,19241634.2577,8523781.9898,94445.1964,13657.5042,16651.7905,159555.1548,0.0,70792.1784,0.0,0.6,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,supplier_buffer,ok
supplier_stock_node_SDC-VD0901566A_0_8,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0901566A_0_8/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0901566A_0_8/simulation_output,8253251.1185,0.995586,0.000714,0.0037,792.7266,8023985.6342,0.954441,157108.8741,19255820.1038,17400.0,48959.0468,0.0,47369.0079,0.0,0.0,0.0,0.0,0.0,19170832.0603,19242072.6619,8523781.9898,94473.463,13747.4419,16607.2734,160202.8789,0.0,71240.6016,0.0,0.8,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,supplier_buffer,ok
supplier_stock_node_SDC-VD0901566A_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0901566A_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0901566A_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,supplier_buffer,ok
supplier_stock_node_SDC-VD0901566A_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0901566A_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0901566A_1_2/simulation_output,8253622.8359,0.995535,0.000723,0.003742,771.9595,8024852.8517,0.955635,157749.7806,19256739.4176,17400.0,50182.1006,0.0,48521.1541,0.0,0.0,0.0,0.0,0.0,19170762.4011,19242822.7058,8523781.9898,94445.1964,13916.7118,16628.0405,161367.4048,0.0,72060.3047,0.0,1.2,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,supplier_buffer,ok
supplier_stock_node_SDC-VD0901566A_1_4,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0901566A_1_4/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0901566A_1_4/simulation_output,8253926.634,0.995507,0.000727,0.003766,843.2095,8025372.4225,0.95154,158466.9063,19257425.9788,17400.0,50794.1006,0.0,49097.1315,0.0,0.0,0.0,0.0,0.0,19170900.6544,19243421.8902,8523781.9898,94448.1773,14004.0886,16556.7905,162035.6699,0.0,72521.2358,0.0,1.4,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,supplier_buffer,ok
supplier_capacity_node_SDC-VD0901566A_0_6,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0901566A_0_6/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0901566A_0_6/simulation_output,8253492.6662,0.995559,0.000718,0.003722,798.6784,8024324.088,0.954099,157451.1513,19256367.522,17400.0,49561.2104,0.0,47935.4288,0.0,0.0,0.0,0.0,0.0,19170855.4737,19242534.8869,8523781.9898,94461.3385,13832.6351,16601.3216,160819.901,196.4446,71679.4132,0.0,0.6,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0901566A_0_8,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0901566A_0_8/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0901566A_0_8/simulation_output,8253513.1298,0.995563,0.000718,0.003719,843.2095,8024591.7381,0.95154,157394.6429,19256325.9249,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3756,19242495.9374,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,27.1946,71615.5618,0.0,0.8,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0901566A_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0901566A_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0901566A_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0901566A_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0901566A_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0901566A_1_2/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.2,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0901566A_1_4,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0901566A_1_4/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0901566A_1_4/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.4,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,supplier_capacity,ok
supplier_lead_time_node_SDC-VD0901566A_0_7,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0901566A_0_7/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0901566A_0_7/simulation_output,8246057.3457,0.995563,0.000718,0.003719,843.2095,8017205.1359,0.95154,157608.0406,19256115.2095,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170669.6602,19242285.2221,8516181.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.7,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0901566A,Lead time fournisseur SDC-VD0901566A,supplier_lead_time,ok
