avg_inventory_max,avg_inventory_min,baseline_avg_inventory,baseline_backlog,baseline_external_procured_qty,baseline_fill_rate,baseline_total_cost,ending_backlog_cross_threshold_at,ending_backlog_max,ending_backlog_min,ending_backlog_monotonicity,external_procured_qty_max,external_procured_qty_min,fill_rate_cross_service_threshold_at,fill_rate_cross_soft_threshold_at,fill_rate_max,fill_rate_min,fill_rate_monotonicity,levels,max_backlog_increase,max_fill_rate_drop,max_total_cost_increase,parameter_group,parameter_key,parameter_label,realism_focus,safe_band_high,safe_band_low,steepest_fill_segment,total_cost_cross_threshold_at,total_cost_max,total_cost_min,total_cost_monotonicity
8253511.0415,8253511.0415,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,843.2095,flat,0.0,0.0,,,0.95154,0.95154,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,19256325.8659,19256325.8659,flat
8253511.0415,8253511.0415,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,843.2095,flat,0.0,0.0,,,0.95154,0.95154,flat,"[0.6, 0.8, 1.0, 1.2, 1.5]",0.0,0.0,0.0,global,external_procurement_lead_days_scale,Delai appro externe,model_protection,1.5,0.6,"[0.6, 0.8]",,19256325.8659,19256325.8659,flat
8253511.0415,8253031.2912,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,768.9766,increasing,0.0,0.0,,,0.955806,0.95154,decreasing,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,2084.5060000009835,supplier_reliability_node,supplier_reliability_node::SDC-1450,Fiabilite fournisseur SDC-1450,supplier_reliability,1.0,0.85,"[0.9, 0.95]",,19258410.3719,19256325.8659,decreasing
8253511.0415,8253394.655,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,819.4595,increasing,0.0,0.0,,,0.952905,0.95154,decreasing,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,supplier_reliability,1.0,0.85,"[0.95, 1.0]",,19256325.8659,19256110.338,increasing
8253516.6419,8253415.2535,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,819.4595,increasing,0.0,0.0,,,0.952905,0.95154,decreasing,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0901566A,Fiabilite fournisseur SDC-VD0901566A,supplier_reliability,1.0,0.85,"[0.95, 1.0]",,19256325.8659,19256016.2139,increasing
8272700.195,8227995.6806,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,843.2095,flat,0.0,0.0,,,0.95154,0.95154,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,16502.672000002116,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,19272828.5379,19234382.6555,increasing
8255445.3584,8247028.5952,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,843.2095,flat,0.0,0.0,,,0.95154,0.95154,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,105.69490000233054,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,19256431.5608,19255971.652,non_monotonic
8255834.0222,8246057.3457,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,843.2095,flat,0.0,0.0,,,0.95154,0.95154,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,65.65210000053048,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0901566A,Lead time fournisseur SDC-VD0901566A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,19256391.518,19256115.2095,non_monotonic
8258058.2415,8251245.0649,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,843.2095,flat,0.0,0.0,,,0.95154,0.95154,flat,"[0.25, 0.5, 0.75, 1.0, 1.25, 1.5, 2.0]",0.0,0.0,3910.592000000179,global,safety_stock_days_scale,Safety stock global,buffer_policy,2.0,0.25,"[0.25, 0.5]",,19260236.4579,19254080.44,increasing
8254908.4566,8251922.7137,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,745.2266,non_monotonic,0.0,0.0,,,0.957171,0.95154,non_monotonic,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,1310.198400001973,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,supplier_buffer,1.4,0.6,"[1.0, 1.2]",,19257636.0643,19254818.3683,increasing
8253913.595,8252992.4312,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,748.2095,non_monotonic,0.0,0.0,,,0.956999,0.95154,non_monotonic,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,815.4347000010312,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,supplier_buffer,1.4,0.6,"[1.0, 1.2]",,19257141.3006,19255529.3084,increasing
8253926.634,8253044.8206,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,748.2095,non_monotonic,0.0,0.0,,,0.956999,0.95154,non_monotonic,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,1100.1129000000656,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,supplier_buffer,1.4,0.6,"[1.0, 1.2]",,19257425.9788,19255291.7619,increasing
8258833.5399,8248242.667,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,760.0276,non_monotonic,0.0,0.0,,,0.95632,0.95154,non_monotonic,"[0.5, 0.75, 1.0, 1.25, 1.5]",0.0,0.0,8722.381000000983,global,supplier_stock_scale,Stock fournisseur global,buffer_policy,1.5,0.5,"[1.0, 1.25]",,19265048.2469,19247485.2996,increasing
8255226.4566,8251712.7325,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,745.2266,non_monotonic,0.0,0.0,,,0.957171,0.95154,non_monotonic,"[0.5, 0.75, 1.0, 1.25, 1.5]",0.0,0.0,1583.67840000242,global,production_stock_scale,Stock production global,buffer_policy,1.5,0.5,"[1.0, 1.25]",,19257909.5443,19254467.1703,increasing
8253511.0415,8253511.0415,8253511.0415,843.2095,0.0,0.95154,19256325.8659,,843.2095,843.2095,flat,0.0,0.0,,,0.95154,0.95154,flat,"[0.7, 1.0, 1.5, 2.0, 3.0]",0.0,0.0,0.0,global,external_procurement_cost_multiplier_scale,Surcout appro externe,economic_penalty,3.0,0.7,"[0.7, 1.0]",,19256325.8659,19256325.8659,flat
