week_index,supplier_id,supplier_name,dst_node_id,item_id,shipped_qty,pulled_qty,shipment_count,mrp_order_count,mrp_release_qty,mrp_planned_receipt_qty,lead_days_avg_week,lead_days_q50,lead_days_q90,lead_days_q95,lead_interval_width_days,reliability_avg_week,capacity_qty_week,capacity_used_qty_week,capacity_utilization_avg_week,capacity_utilization_max_week,stock_end_of_week,stock_min_of_week,stock_coverage_days,trailing_4w_shipped_qty,trailing_12w_avg_shipped_qty,flow_velocity_4w,flow_cv_12w,capacity_utilization_trailing_4w,capacity_utilization_acceleration_4w,criticality_score,local_criticality_score,mono_source_score,performance_distance_score,performance_score_current,stock_pressure,capacity_pressure,lead_time_pressure,flow_exposure_pressure,flow_volatility_pressure,dynamic_pressure,change_point_score,change_point_flag,early_warning_score,early_warning_flag,resilience_score,performance_drop_proxy,time_to_recover_weeks_proxy,sensitivity_pressure,uncertainty_pressure,data_quality_score,risk_signal,risk_probability_proxy_4w,risk_probability_low_proxy_4w,risk_probability_high_proxy_4w,action_priority_score,expected_exposure_qty_4w_proxy,cvar_exposure_qty_4w_proxy,action_level,decision_zone,recommended_action,robust_decision
271,SDC-VD0949099A,Supplier of Raw Materials - VD0949099A,SDC-1450,item:021081,0.0,0.0,0,0,0.0,0.0,230.0,230.0,244.2,245.6,14.2,1.0,0.0,0.0,0.0,0.0,41794.8718,41794.8718,,0.0,0.0,0.0,0.0,0.0,0.0,0.120096,0.218356,0.0,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.025669,0,0.976769,0.0,1.7213,0.0,0.16408,0.767692,0.133864,0.088614,0.005953,0.171275,0.032694,218.9468,238.1538,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0972460A,Supplier of Raw Materials - VD0972460A,SDC-1450,item:021081,0.0,0.0,0,0,0.0,0.0,228.0,228.0,231.2,231.6,3.2,1.0,0.0,0.0,0.0,0.0,41794.8718,41794.8718,,0.0,0.0,0.0,0.0,0.0,0.0,0.109339,0.198797,0.0,0.236691,0.763309,0.0,0.0,0.946765,0.0,0.0,0.0,0.0,0,0.022605,0,0.966769,0.0,1.7812,0.0,0.204999,0.667692,0.128844,0.086608,0.0,0.179907,0.031128,70.6449,76.3418,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0975221A,Supplier of Raw Materials - VD0975221A,SDC-1450,item:021081,0.0,0.0,0,0,0.0,0.0,231.0,231.0,231.8,231.9,0.8,1.0,0.0,0.0,0.0,0.0,41794.8718,41794.8718,,0.0,0.0,0.0,0.0,0.0,0.0,0.109339,0.198797,0.0,0.237305,0.762695,0.0,0.0,0.949222,0.0,0.0,0.0,0.0,0,0.020596,0,0.966769,0.0,1.7812,0.0,0.20077,0.667692,0.128836,0.086604,0.0,0.178805,0.031127,70.6423,76.339,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0956464A,SDC-VD0956464A,M-1810,item:007923,0.0,0.0,0,0,0.0,0.0,3.0,3.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,4627.9128,4627.9128,5135.7476,0.0,6.3078,0.0,3.316625,0.0,0.0,0.0,0.0,0.0,0.174095,0.825905,0.0,0.0,0.01638,0.431293,1.0,0.2,0.0,0,0.370533,0,0.883,0.17,2.4018,0.65,0.205333,0.88,0.116461,0.081833,0.0,0.17522,0.026136,25.4486,61.9096,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0519670A,Supplier of Raw Materials - VD0519670A,M-1810,item:029313,0.0,0.0,0,0,0.0,0.0,56.0,56.0,56.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,520.6402,520.6402,,0.0,0.0,0.0,0.0,0.0,0.0,0.13231,0.240564,0.0,0.05733,0.94267,0.0,0.0,0.22932,0.0,0.0,0.0,0.0,0,0.019015,0,0.968308,0.0,1.4968,0.0,0.190154,0.683077,0.060803,0.063211,0.0,0.152651,0.024006,0.4737,0.5189,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0519670A,Supplier of Raw Materials - VD0519670A,M-1810,item:001848,0.0,0.0,0,0,0.0,0.0,21.0,21.0,21.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,4395.6044,4395.6044,,0.0,0.0,0.0,0.0,0.0,0.0,0.13231,0.240564,0.0,0.021499,0.978501,0.0,0.0,0.085995,0.0,0.0,0.0,0.0,0,0.020677,0,0.965538,0.0,1.4656,0.0,0.206769,0.655385,0.047468,0.059376,0.0,0.153136,0.022549,3.9548,4.3329,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0910216A,Supplier of Raw Materials - VD0910216A,M-1810,item:002612,0.0,0.0,0,0,0.0,0.0,45.0,45.0,46.6,46.8,1.6,1.0,0.0,0.0,0.0,0.0,22500.0,22500.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.112546,0.20463,0.0,0.047707,0.952293,0.0,0.0,0.190827,0.0,0.0,0.0,0.0,0,0.026694,0,0.966769,0.0,1.4835,0.0,0.213607,0.667692,0.054408,0.061344,0.0,0.156881,0.022222,33.8729,36.6765,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0518684A,Supplier of Raw Materials - VD0518684A,M-1810,item:001893,0.0,0.0,0,0,0.0,0.0,56.0,56.0,56.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,33354.234,33354.234,,0.0,0.0,0.0,0.0,0.0,0.0,0.101826,0.185139,0.0,0.05733,0.94267,0.0,0.0,0.22932,0.0,0.0,0.0,0.0,0,0.020677,0,0.965538,0.0,1.4985,0.0,0.206769,0.655385,0.055703,0.061718,0.0,0.155478,0.021771,22.8007,24.5247,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0910216A,Supplier of Raw Materials - VD0910216A,M-1810,item:001893,0.0,0.0,0,0,0.0,0.0,28.0,28.0,29.6,29.8,1.6,1.0,0.0,0.0,0.0,0.0,29146.2185,29146.2185,,0.0,0.0,0.0,0.0,0.0,0.0,0.112546,0.20463,0.0,0.030303,0.969697,0.0,0.0,0.121212,0.0,0.0,0.0,0.0,0,0.029873,0,0.968308,0.0,1.4432,0.0,0.213011,0.683077,0.047411,0.05936,0.0,0.154743,0.021503,34.846,37.7302,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD1091642A,Supplier of Raw Materials - VD1091642A,M-1810,item:001893,0.0,0.0,0,0,0.0,0.0,42.0,42.0,42.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,23780.3335,23780.3335,,0.0,0.0,0.0,0.0,0.0,0.0,0.105153,0.191186,0.0,0.042998,0.957002,0.0,0.0,0.17199,0.0,0.0,0.0,0.0,0,0.020677,0,0.965538,0.0,1.4782,0.0,0.206769,0.655385,0.050636,0.060266,0.0,0.154026,0.021437,20.4708,22.0644,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD1091642A,Supplier of Raw Materials - VD1091642A,M-1810,item:002612,0.0,0.0,0,0,0.0,0.0,35.0,35.0,35.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,22500.0,22500.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.105153,0.191186,0.0,0.035831,0.964169,0.0,0.0,0.143325,0.0,0.0,0.0,0.0,0,0.022338,0,0.962769,0.0,1.4929,0.0,0.223385,0.627692,0.048766,0.059739,0.0,0.157819,0.021249,10.9226,11.7729,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0990780A,Supplier of Raw Materials - VD0990780A,M-1810,item:002612,0.0,0.0,0,0,0.0,0.0,35.0,35.0,35.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,23750.0,23750.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.095575,0.173772,0.0,0.035831,0.964169,0.0,0.0,0.143325,0.0,0.0,0.0,0.0,0,0.022338,0,0.962769,0.0,1.4852,0.0,0.223385,0.627692,0.046851,0.059203,0.0,0.157283,0.020556,11.327,12.1354,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0914320A,Supplier of Raw Materials - VD0914320A,M-1810,item:055703,0.0,0.0,0,0,0.0,0.0,20.0,20.0,36.0,38.0,16.0,1.0,0.0,0.0,0.0,0.0,313.1868,313.1868,,0.0,0.0,0.0,0.0,0.0,0.0,0.064697,0.117631,0.0,0.036855,0.963145,0.0,0.0,0.14742,0.0,0.0,0.0,0.0,0,0.171477,0,0.964686,0.005706,1.5259,0.028529,0.514769,0.675385,0.06085,0.063225,0.0,0.237065,0.020414,0.4455,0.4676,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0500655A,Supplier of Raw Materials - VD0500655A,M-1810,item:002612,0.0,0.0,0,0,0.0,0.0,28.0,28.0,28.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,21600.0,21600.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.094675,0.172137,0.0,0.028665,0.971335,0.0,0.0,0.11466,0.0,0.0,0.0,0.0,0,0.022338,0,0.962769,0.0,1.4731,0.0,0.223385,0.627692,0.043804,0.058361,0.0,0.156441,0.020217,10.1466,10.8646,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0518550B,SDC-VD0518550B,M-1810,item:049371,0.0,0.0,0,0,0.0,0.0,159.0,159.0,160.0,160.5,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1638,0.8362,0.0,0.0,0.655201,0.0,0.0,0.0,0.0,0,0.043933,0,0.803769,0.0,2.9351,0.0,0.4299,0.287692,0.091314,0.072869,0.0,0.224643,0.019128,10.6089,10.6089,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0964290A,Supplier of Raw Materials - VD0964290A,M-1810,item:055703,0.0,0.0,0,0,0.0,0.0,42.0,42.0,42.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,404.9424,404.9424,,0.0,0.0,0.0,0.0,0.0,0.0,0.06079,0.110528,0.0,0.042998,0.957002,0.0,0.0,0.17199,0.0,0.0,0.0,0.0,0,0.020677,0,0.965538,0.0,1.4427,0.0,0.206769,0.655385,0.041763,0.057802,0.0,0.151562,0.018288,0.2705,0.2832,green,vert,standard_monitoring,routine_monitoring
271,SDC-VD0525906A,SDC-VD0525906A,M-1430,item:734545,0.0,0.0,0,0,0.0,0.0,21.0,21.0,21.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021499,0.978501,0.0,0.0,0.085995,0.0,0.0,0.0,0.0,0,0.053538,0,0.785769,0.0,2.8767,0.0,0.535385,0.107692,0.040723,0.05752,0.0,0.23672,0.015099,2.7068,2.7068,green,vert,standard_monitoring,routine_monitoring
