active_days,avg_capacity_utilization,avg_stock_end_of_day,capacity_metric_mode,dest_nodes_count,destinations_preview,first_shipment_day,initial_stock_total,items_supplied_count,last_shipment_day,local_criticality_score,max_capacity_utilization,min_stock_end_of_day,observed_sourcing_share,overall_criticality_score,rank,shared_source_pairs,shortage_supported_events,shortage_supported_qty,sole_source_pairs,standard_backlog_impact,standard_best_driver,standard_fill_impact,structural_backlog_impact,structural_best_driver,structural_fill_impact,supplier_id,supplier_name,system_criticality_score,target_sourcing_share,top_items_preview,total_shipped_qty
365,7.7e-05,125150.5055,sourcing_share,1,SDC-1450,0,180.0,1,364,0.333494,7.7e-05,125150.5056,0.2,0.406361,16,1,0,0.0,0,731.4689,lead time sortant local,0.959867,0.0,,0.0,SDC-VD0960508A,Supplier of Raw Materials - VD0960508A,0.495421,0.2,021081,157.5216
365,0.000476,194.5147,sourcing_share,1,M-1810,0,180.0,1,364,0.326973,0.000581,192.4083,1.0,0.402711,17,0,0,0.0,1,728.5,stock fournisseur local,0.959867,0.0,,0.0,SDC-VD0514881A,Supplier of Raw Materials - VD0514881A,0.495279,1.0,016332,4.2386
365,0.003328,179.5135,sourcing_share,1,M-1810,0,360.0,2,364,0.308041,0.006438,177.0078,0.699998,0.392298,18,2,0,0.0,0,728.5,stock fournisseur local,0.959867,0.0,,0.0,SDC-VD0910216A,Supplier of Raw Materials - VD0910216A,0.495279,0.7,"001893, 002612",59.341
365,1.9e-05,125157.6264,sourcing_share,1,SDC-1450,0,180.0,1,364,0.297457,1.9e-05,125157.6264,0.05,0.386541,19,1,0,0.0,0,731.4689,lead time sortant local,0.959867,0.0,,0.0,SDC-VD0972460A,Supplier of Raw Materials - VD0972460A,0.495421,0.05,021081,39.3802
365,1.9e-05,125157.6264,sourcing_share,1,SDC-1450,0,180.0,1,364,0.297457,1.9e-05,125157.6264,0.05,0.386541,20,1,0,0.0,0,731.4689,lead time sortant local,0.959867,0.0,,0.0,SDC-VD0975221A,Supplier of Raw Materials - VD0975221A,0.495421,0.05,021081,39.3802
365,3.9e-05,202.4574,sourcing_share,1,M-1810,0,180.0,1,364,0.291303,4.8e-05,202.2818,1.0,0.383092,21,0,0,0.0,1,728.5,stock fournisseur local,0.959867,0.0,,0.0,SDC-VD1096202A,Supplier of Raw Materials - VD1096202A,0.495279,1.0,039668,0.3531
365,0.000802,190.3529,sourcing_share,1,M-1810,0,360.0,2,364,0.271892,0.001839,179.1451,0.168749,0.372416,22,2,0,0.0,0,728.5,stock fournisseur local,0.959867,0.0,,0.0,SDC-VD1091642A,Supplier of Raw Materials - VD1091642A,0.495279,0.168749,"001893, 002612",14.3054
365,0.000753,179.5955,sourcing_share,1,M-1810,0,180.0,1,364,0.253828,0.00092,179.5725,0.100001,0.362481,23,1,0,0.0,0,728.5,stock fournisseur local,0.959867,0.0,,0.0,SDC-VD0518684A,Supplier of Raw Materials - VD0518684A,0.495279,0.1,001893,6.7113
365,0.000396,196.8043,sourcing_share,1,M-1810,0,180.0,1,364,0.239823,0.000484,195.0489,0.200001,0.354778,24,1,0,0.0,0,728.5,stock fournisseur local,0.959867,0.0,,0.0,SDC-VD0990780A,Supplier of Raw Materials - VD0990780A,0.495279,0.2,002612,3.5323
365,9.9e-05,201.5148,sourcing_share,1,M-1810,0,180.0,1,364,0.216679,0.000121,201.076,0.050006,0.342049,25,1,0,0.0,0,728.5,stock fournisseur local,0.959867,0.0,,0.0,SDC-VD0500655A,Supplier of Raw Materials - VD0500655A,0.495279,0.05,002612,0.8832
365,5.5e-05,201.0192,sourcing_share,1,M-1810,0,180.0,1,364,0.210588,6.8e-05,200.7735,0.699863,0.338699,26,1,0,0.0,0,728.5,stock fournisseur local,0.959867,0.0,,0.0,SDC-VD0914320A,Supplier of Raw Materials - VD0914320A,0.495279,0.7,055703,0.4945
365,2.4e-05,202.6708,sourcing_share,1,M-1810,0,180.0,1,364,0.205068,2.9e-05,202.5655,0.300137,0.335663,27,1,0,0.0,0,728.5,stock fournisseur local,0.959867,0.0,,0.0,SDC-VD0964290A,Supplier of Raw Materials - VD0964290A,0.495279,0.3,055703,0.2121
