record_index,system,component,mass_kg,role_hint,primary_supplier,primary_country,primary_region,primary_distance_to_downstream_km,alternate_supplier,alternate_country,alternate_region,alternate_distance_to_downstream_km,distance_delta_vs_primary_km,downstream_supplier,downstream_role,locality_gain_flag,distance_gain_flag,coordinate_status
9,Stowage assemblé avec porte,Silicone,0.0007,tier2_second_transformation,Silicone Engineering,"Blackburn, United Kingdom",Outside_Europe,1065.622,Plastiservice Charleroi,Belgium,Europe_non_FR,728.681,-336.941,MGA Villeneuve St Lot,tier1,yes,yes,ok
74,Commande actionnement ECU,Commande actionnement ECU,0.75,tier1,Liebherr Aerospace,"Lindenberg im Allgau, Germany",Outside_Europe,603.257,Thales,France,France,585.247,-18.011,Safran Seats / Safran internal group,oem,yes,yes,ok
103,Capot NFC,kydex,0.069,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,Bayer,Germany,Europe_non_FR,9041.338,7000.815,Toray Industries,tier3_first_transformation,yes,no,ok
104,Coussin ottoman,kydex,0.037,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,Bayer,Germany,Europe_non_FR,9041.338,7000.815,Toray Industries,tier3_first_transformation,yes,no,ok
105,Ens. Stowage latéral,kydex,1.161,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,Bayer,Germany,Europe_non_FR,9041.338,7000.815,Toray Industries,tier3_first_transformation,yes,no,ok
106,Ensemble porte,kydex,1.384,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,Bayer,Germany,Europe_non_FR,9041.338,7000.815,Toray Industries,tier3_first_transformation,yes,no,ok
107,Ens. Tablette cocktail,kydex,0.715,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,Bayer,Germany,Europe_non_FR,9041.338,7000.815,Toray Industries,tier3_first_transformation,yes,no,ok
108,Ens. Tablette repas,kydex,0.059,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,Bayer,Germany,Europe_non_FR,9041.338,7000.815,Toray Industries,tier3_first_transformation,yes,no,ok
109,Stowage assemblé avec porte,kydex,0.226,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,Bayer,Germany,Europe_non_FR,9041.338,7000.815,Toray Industries,tier3_first_transformation,yes,no,ok
103,Capot NFC,kydex,0.069,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,BASF,Germany,Europe_non_FR,9402.013,7361.49,Toray Industries,tier3_first_transformation,yes,no,ok
104,Coussin ottoman,kydex,0.037,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,BASF,Germany,Europe_non_FR,9402.013,7361.49,Toray Industries,tier3_first_transformation,yes,no,ok
105,Ens. Stowage latéral,kydex,1.161,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,BASF,Germany,Europe_non_FR,9402.013,7361.49,Toray Industries,tier3_first_transformation,yes,no,ok
106,Ensemble porte,kydex,1.384,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,BASF,Germany,Europe_non_FR,9402.013,7361.49,Toray Industries,tier3_first_transformation,yes,no,ok
107,Ens. Tablette cocktail,kydex,0.715,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,BASF,Germany,Europe_non_FR,9402.013,7361.49,Toray Industries,tier3_first_transformation,yes,no,ok
108,Ens. Tablette repas,kydex,0.059,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,BASF,Germany,Europe_non_FR,9402.013,7361.49,Toray Industries,tier3_first_transformation,yes,no,ok
109,Stowage assemblé avec porte,kydex,0.226,tier4_raw_material,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,BASF,Germany,Europe_non_FR,9402.013,7361.49,Toray Industries,tier3_first_transformation,yes,no,ok
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,0.0001731,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Bayer,Germany,Europe_non_FR,9041.338,9040.433,Toray Industries,tier3_first_transformation,yes,no,ok
79,Accoudoir allée,Ertalon,0.01,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Bayer,Germany,Europe_non_FR,9041.338,9040.433,Toray Industries,tier3_first_transformation,yes,no,ok
80,Ens. Stowage latéral,Ertalon,0.003,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Bayer,Germany,Europe_non_FR,9041.338,9040.433,Toray Industries,tier3_first_transformation,yes,no,ok
82,Ensemble porte,Ertalon,0.002,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Bayer,Germany,Europe_non_FR,9041.338,9040.433,Toray Industries,tier3_first_transformation,yes,no,ok
83,Ens. Tablette repas,Ertalon,0.007,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Bayer,Germany,Europe_non_FR,9041.338,9040.433,Toray Industries,tier3_first_transformation,yes,no,ok
84,Stowage assemblé avec porte,Ertalon,0.02,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Bayer,Germany,Europe_non_FR,9041.338,9040.433,Toray Industries,tier3_first_transformation,yes,no,ok
85,Structure ottoman horizontale,Ertalon,0.0002725,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Bayer,Germany,Europe_non_FR,9041.338,9040.433,Toray Industries,tier3_first_transformation,yes,no,ok
125,Ens. Palette optimisée,Polychloroprene,0.0049932,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Bayer,Germany,Europe_non_FR,9041.338,9040.433,Toray Industries,tier3_first_transformation,yes,no,ok
127,Ens. Coque,SIMAPRO : extrusion and thermoforming - traitement par AER Film Schneider,0.392,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Bayer,Germany,Europe_non_FR,9041.338,9040.433,Toray Industries,tier3_first_transformation,yes,no,ok
130,Remote extender unit,télécommande,0.07,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Bayer,Germany,Europe_non_FR,9041.338,9040.433,Toray Industries,tier3_first_transformation,yes,no,ok
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,0.0001731,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
79,Accoudoir allée,Ertalon,0.01,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
80,Ens. Stowage latéral,Ertalon,0.003,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
82,Ensemble porte,Ertalon,0.002,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
83,Ens. Tablette repas,Ertalon,0.007,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
84,Stowage assemblé avec porte,Ertalon,0.02,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
85,Structure ottoman horizontale,Ertalon,0.0002725,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),8.439,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
111,Ceinture de sécurité,nylon,0.18,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
112,Support clamps,nylon,1.284,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
113,Ens. Stowage latéral,nylon,0.016416667,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
114,Ens. Palette optimisée,nylon,0.0021875,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
115,Ensemble porte,nylon,0.0004003,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
117,Ens. Tablette cocktail,nylon,0.002,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
118,Ens. Tablette repas,nylon,0.0002,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
119,Ens. Têtière,nylon,0.003,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
120,Stowage assemblé avec porte,nylon,0.000375,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
125,Ens. Palette optimisée,Polychloroprene,0.0049932,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
127,Ens. Coque,SIMAPRO : extrusion and thermoforming - traitement par AER Film Schneider,0.392,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
130,Remote extender unit,télécommande,0.07,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
139,Ens. Structure fixe,nylon,0.0145416,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
159,Siége,Moulage plastique,6.69155662,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
163,Siége,11% Moulage plastique,12.756301898,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
172,Siége,Moulage plastique,6.69155662,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
173,Siége,Moulage plastique,6.69155662,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,BASF,Germany,Europe_non_FR,9402.013,9401.108,Toray Industries,tier3_first_transformation,yes,no,ok
111,Ceinture de sécurité,nylon,0.18,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Total,France,France,9715.996,9715.091,Toray Industries,tier3_first_transformation,yes,no,ok
112,Support clamps,nylon,1.284,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Total,France,France,9715.996,9715.091,Toray Industries,tier3_first_transformation,yes,no,ok
113,Ens. Stowage latéral,nylon,0.016416667,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Total,France,France,9715.996,9715.091,Toray Industries,tier3_first_transformation,yes,no,ok
114,Ens. Palette optimisée,nylon,0.0021875,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Total,France,France,9715.996,9715.091,Toray Industries,tier3_first_transformation,yes,no,ok
115,Ensemble porte,nylon,0.0004003,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Total,France,France,9715.996,9715.091,Toray Industries,tier3_first_transformation,yes,no,ok
117,Ens. Tablette cocktail,nylon,0.002,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Total,France,France,9715.996,9715.091,Toray Industries,tier3_first_transformation,yes,no,ok
118,Ens. Tablette repas,nylon,0.0002,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Total,France,France,9715.996,9715.091,Toray Industries,tier3_first_transformation,yes,no,ok
119,Ens. Têtière,nylon,0.003,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Total,France,France,9715.996,9715.091,Toray Industries,tier3_first_transformation,yes,no,ok
120,Stowage assemblé avec porte,nylon,0.000375,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Total,France,France,9715.996,9715.091,Toray Industries,tier3_first_transformation,yes,no,ok
139,Ens. Structure fixe,nylon,0.0145416,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Total,France,France,9715.996,9715.091,Toray Industries,tier3_first_transformation,yes,no,ok
111,Ceinture de sécurité,nylon,0.18,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Arkema S.A,France,France,9875.708,9874.803,Toray Industries,tier3_first_transformation,yes,no,ok
112,Support clamps,nylon,1.284,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Arkema S.A,France,France,9875.708,9874.803,Toray Industries,tier3_first_transformation,yes,no,ok
113,Ens. Stowage latéral,nylon,0.016416667,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Arkema S.A,France,France,9875.708,9874.803,Toray Industries,tier3_first_transformation,yes,no,ok
114,Ens. Palette optimisée,nylon,0.0021875,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Arkema S.A,France,France,9875.708,9874.803,Toray Industries,tier3_first_transformation,yes,no,ok
115,Ensemble porte,nylon,0.0004003,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Arkema S.A,France,France,9875.708,9874.803,Toray Industries,tier3_first_transformation,yes,no,ok
117,Ens. Tablette cocktail,nylon,0.002,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Arkema S.A,France,France,9875.708,9874.803,Toray Industries,tier3_first_transformation,yes,no,ok
118,Ens. Tablette repas,nylon,0.0002,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Arkema S.A,France,France,9875.708,9874.803,Toray Industries,tier3_first_transformation,yes,no,ok
119,Ens. Têtière,nylon,0.003,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Arkema S.A,France,France,9875.708,9874.803,Toray Industries,tier3_first_transformation,yes,no,ok
120,Stowage assemblé avec porte,nylon,0.000375,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Arkema S.A,France,France,9875.708,9874.803,Toray Industries,tier3_first_transformation,yes,no,ok
139,Ens. Structure fixe,nylon,0.0145416,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,0.905,Arkema S.A,France,France,9875.708,9874.803,Toray Industries,tier3_first_transformation,yes,no,ok
124,Ens. Structure fixe,caoutchouc,0.01,tier4_raw_material,Halcyon Hevecam,Cameroun,Outside_Europe,13270.061,"Shandong Loyal Chemical Co., Ltd.",China,Outside_Europe,2040.523,-11229.538,Toray Industries,tier3_first_transformation,no,yes,ok
124,Ens. Structure fixe,caoutchouc,0.01,tier4_raw_material,Halcyon Hevecam,Cameroun,Outside_Europe,13270.061,ChemChina,China,Outside_Europe,2107.379,-11162.682,Toray Industries,tier3_first_transformation,no,yes,ok
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,0.039,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,9234.979,Huddersfield Textiles,"Huddersfield, United Kingdom",Outside_Europe,219.02,-9015.959,MGR Foamtex Ltd,tier2_second_transformation,no,yes,ok
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,0.039,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,9234.979,Huddersfield Textiles,"Huddersfield, United Kingdom",Outside_Europe,219.02,-9015.959,MGR Foamtex Ltd,tier2_second_transformation,no,yes,ok
160,Siége,"autre (silicium, cuirs synthétique)",0.099,tier4_raw_material,BASF,Germany,Europe_non_FR,8876.891,Zijin Mining Group,China,Outside_Europe,723.861,-8153.03,"Zhejiang Yuxin Textile Co.,Ltd.",tier3_first_transformation,no,yes,ok
164,Siége,"8% autre (silicium, cuirs synthétique)",9.277310471,tier4_raw_material,BASF,Germany,Europe_non_FR,8876.891,Zijin Mining Group,China,Outside_Europe,723.861,-8153.03,"Zhejiang Yuxin Textile Co.,Ltd.",tier3_first_transformation,no,yes,ok
165,Siége,"16 % Tissu, mousse",18.554620942,tier4_raw_material,BASF,Germany,Europe_non_FR,8876.891,Zijin Mining Group,China,Outside_Europe,723.861,-8153.03,"Zhejiang Yuxin Textile Co.,Ltd.",tier3_first_transformation,no,yes,ok
170,Siége,"autre (silicium, cuirs synthétique)",0.099,tier4_raw_material,BASF,Germany,Europe_non_FR,8876.891,Zijin Mining Group,China,Outside_Europe,723.861,-8153.03,"Zhejiang Yuxin Textile Co.,Ltd.",tier3_first_transformation,no,yes,ok
171,Siége,"autre (silicium, cuirs synthétique)",0.099,tier4_raw_material,BASF,Germany,Europe_non_FR,8876.891,Zijin Mining Group,China,Outside_Europe,723.861,-8153.03,"Zhejiang Yuxin Textile Co.,Ltd.",tier3_first_transformation,no,yes,ok
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,0.039,tier4_raw_material,BASF,Germany,Europe_non_FR,8876.891,Aluminium Corporation of China / Chalco,China,Outside_Europe,1104.467,-7772.424,"Zhejiang Yuxin Textile Co.,Ltd.",tier3_first_transformation,no,yes,ok
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,0.039,tier4_raw_material,BASF,Germany,Europe_non_FR,8876.891,Aluminium Corporation of China / Chalco,China,Outside_Europe,1104.467,-7772.424,"Zhejiang Yuxin Textile Co.,Ltd.",tier3_first_transformation,no,yes,ok
124,Ens. Structure fixe,caoutchouc,0.01,tier4_raw_material,Halcyon Hevecam,Cameroun,Outside_Europe,13270.061,Halcyon PT Remco Jambi,Indonésie,Outside_Europe,5591.028,-7679.033,Toray Industries,tier3_first_transformation,no,yes,ok
11,Coussin ottoman,tissu,0.339,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Huddersfield Textiles,"Huddersfield, United Kingdom",Outside_Europe,5563.123,-6466.42,DuPont de Nemours,tier2_second_transformation,no,yes,ok
131,Coussin têtière,tissu,0.191,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Huddersfield Textiles,"Huddersfield, United Kingdom",Outside_Europe,5563.123,-6466.42,DuPont de Nemours,tier2_second_transformation,no,yes,ok
132,Ens. Coussin assise,tissu,0.42,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Huddersfield Textiles,"Huddersfield, United Kingdom",Outside_Europe,5563.123,-6466.42,DuPont de Nemours,tier2_second_transformation,no,yes,ok
