output_dir,case_dir,size_bytes,size_mb,file_count,keep,sim_days,fill_rate,ending_backlog,total_cost,total_produced,lot_count,archive_destination,action
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914320A_0_5\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914320A_0_5,47451596,45.253,20,False,1825,1.0,0,61416195.5118,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914320A_0_75\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914320A_0_75,47415445,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914320A_1_0\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914320A_1_0,47415441,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_0_01\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_0_01,47408121,45.212,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_0_05\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_0_05,47411775,45.215,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_0_1\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_0_1,47411780,45.215,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_0_25\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_0_25,47415443,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_0_5\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_0_5,47415442,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_0_75\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_0_75,47415445,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_1_0\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914360C_1_0,47415441,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_0_01\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_0_01,47408281,45.212,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_0_05\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_0_05,47411769,45.215,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_0_1\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_0_1,47411767,45.215,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_0_25\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_0_25,47411771,45.215,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_0_5\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_0_5,47415441,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_0_75\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_0_75,47415442,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_1_0\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0914690A_1_0,47415441,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_0_01\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_0_01,47415437,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_0_05\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_0_05,47415440,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_0_1\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_0_1,47415438,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_0_25\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_0_25,47415440,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_0_5\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_0_5,47415441,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_0_75\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_0_75,47415443,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_1_0\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0949099A_1_0,47415441,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_0_01\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_0_01,47401119,45.205,20,False,1825,1.0,0,61526138.0236,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_0_05\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_0_05,47426427,45.229,20,False,1825,1.0,0,61448107.1954,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_0_1\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_0_1,47433078,45.236,20,False,1825,1.0,0,61427004.3942,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_0_25\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_0_25,47416624,45.22,20,False,1825,1.0,0,61416142.4103,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_0_5\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_0_5,47411507,45.215,20,False,1825,1.0,0,61416138.4902,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_0_75\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_0_75,47414095,45.218,20,False,1825,1.0,0,61416144.3647,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_1_0\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0951020A_1_0,47415441,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_0_01\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_0_01,47417174,45.221,20,False,1825,1.0,0,61595775.2637,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_0_05\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_0_05,47388012,45.193,20,False,1825,1.0,0,61479382.6402,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_0_1\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_0_1,47401879,45.206,20,False,1825,1.0,0,61382141.5008,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_0_25\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_0_25,47411186,45.215,20,False,1825,1.0,0,61462487.8346,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_0_5\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_0_5,47405059,45.209,20,False,1825,1.0,0,61416196.561,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_0_75\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_0_75,47411732,45.215,20,False,1825,1.0,0,61416168.3569,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_1_0\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0956464A_1_0,47415441,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_0_01\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_0_01,47415437,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_0_05\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_0_05,47415440,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_0_1\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_0_1,47415438,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_0_25\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_0_25,47415440,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_0_5\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_0_5,47415441,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_0_75\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_0_75,47415443,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_1_0\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0960508A_1_0,47415441,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_0_01\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_0_01,47430010,45.233,20,False,1825,1.0,0,61416200.7919,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_0_05\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_0_05,47447885,45.25,20,False,1825,1.0,0,61416200.7415,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_0_1\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_0_1,47412034,45.216,20,False,1825,1.0,0,61416154.1189,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_0_25\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_0_25,47415449,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_0_5\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_0_5,47415443,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_0_75\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_0_75,47415445,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_1_0\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0964290A_1_0,47415441,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_0_01\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_0_01,47415437,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_0_05\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_0_05,47415440,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_0_1\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_0_1,47415438,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_0_25\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_0_25,47415440,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_0_5\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_0_5,47415441,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_0_75\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_0_75,47415443,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_1_0\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0972460A_1_0,47415441,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0975221A_0_01\simulation_output,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_node_SDC-VD0975221A_0_01,47415437,45.219,20,False,1825,1.0,0,61416154.1416,106327600.0,,,deleted
