product_code,alignment,metric_id,metric_label,comparison_role,observed_count,matched_count,observed_mean_eur,observed_median_eur,observed_min_eur,observed_max_eur,simulated_snapshot_mean_eur,simulated_snapshot_median_eur,simulated_snapshot_min_eur,simulated_snapshot_max_eur,simulated_daily_mean_eur,mean_gap_eur,mean_gap_pct,mae_eur,mae_pct,sim_above_observed_snapshots,mean_component_count,mean_priced_component_count
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,52,52,930695.2119230769,927498.18,606978.55,1435465.25,222128.28834132463,232203.00900594002,146505.98052594002,232333.38372594002,191117.49921543043,-708566.9235817523,-76.13307928356639,708566.9235817523,76.13307928356639,0,15.0,14.0
268967,previous_day,stock_total_value_without_internal_rollup,Stock composant valorise hors PFI/flux internes,direct_real_like,52,52,259678.4,250117.69,181337.72,382653.99,1038815.4706345564,1145570.6099117398,422500.19442500005,1285852.14591174,865288.4218841804,779137.0706345564,300.0392295372108,779137.0706345564,300.0392295372108,52,8.0,7.0
268967,same_day,stock_total_value_without_internal_rollup,Stock composant valorise hors PFI/flux internes,direct_real_like,52,52,259678.4,250117.69,181337.72,382653.99,1045266.6603653256,1154719.326082065,425229.410425,1285852.14591174,865288.4218841804,785588.2603653256,302.52352924437525,785588.2603653256,302.52352924437525,52,8.0,7.0
268967,previous_day,excess_vs_mrp_target,"Diagnostic: excedent au-dessus cible MRP, hors PFI/flux internes",diagnostic,52,52,259678.4,250117.69,181337.72,382653.99,359915.6025002564,421231.653143835,30279.917200000004,485304.00128679007,159731.7427857084,100237.20250025638,38.60051606150391,148775.883701461,57.292359973513776,42,8.0,7.0
268967,previous_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,52,52,259678.4,250117.69,181337.72,382653.99,511511.1762446546,536609.638668163,30279.917200000004,812197.2536825308,315737.419442549,251832.77624465458,96.97871530502906,289659.2592844054,111.54538047230936,42,8.0,7.0
268967,previous_day,excess_over_90d,"Diagnostic: excedent au-dessus couverture 90j, hors PFI/flux internes",diagnostic,52,52,259678.4,250117.69,181337.72,382653.99,0.0,0.0,0.0,0.0,0.0,-259678.4,-100.0,259678.4,100.0,0,8.0,7.0
268967,previous_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,52,52,259678.4,250117.69,181337.72,382653.99,0.0,0.0,0.0,0.0,0.0,-259678.4,-100.0,259678.4,100.0,0,8.0,7.0
268967,previous_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,52,52,259678.4,250117.69,181337.72,382653.99,4301622.395914678,4536025.743401162,2004344.911925,4756098.425415531,4206475.32023279,4041943.995914678,1556.5191390253012,4041943.995914678,1556.5191390253012,52,8.0,7.0
268967,same_day,excess_vs_mrp_target,"Diagnostic: excedent au-dessus cible MRP, hors PFI/flux internes",diagnostic,52,52,259678.4,250117.69,181337.72,382653.99,365403.71213871794,432678.76327414,30279.917200000004,485304.00128679007,159731.7427857084,105725.31213871791,40.71394160573922,150318.5432937687,57.886425399174016,42,8.0,7.0
268967,same_day,excess_over_90d,"Diagnostic: excedent au-dessus couverture 90j, hors PFI/flux internes",diagnostic,52,52,259678.4,250117.69,181337.72,382653.99,0.0,0.0,0.0,0.0,0.0,-259678.4,-100.0,259678.4,100.0,0,8.0,7.0
268967,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,52,52,259678.4,250117.69,181337.72,382653.99,0.0,0.0,0.0,0.0,0.0,-259678.4,-100.0,259678.4,100.0,0,8.0,7.0
268967,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,52,52,259678.4,250117.69,181337.72,382653.99,521278.0177878912,536609.638668163,30279.917200000004,812197.2536825308,315737.419442549,261599.6177878912,100.7398450498352,296572.206019642,114.20749897551819,43,8.0,7.0
268967,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,52,52,259678.4,250117.69,181337.72,382653.99,4314744.2010300625,4551052.293401163,2007074.1279249997,4756098.425415531,4206475.32023279,4055065.8010300626,1561.572237440643,4055065.8010300626,1561.572237440643,52,8.0,7.0
