scope,record_index,system,component,material_family,path_status,logical_path,mappable_path,present_roles,mappable_roles,missing_roles,unpositioned_roles,gap_action_classes,gap_count,primary_t4,primary_t3,primary_t2,primary_t1,all_t4_count,all_t3_count,all_t2_count,all_t1_count,all_switchability_note
primary,14,Ens. Palette optimisée,35NC6 (nickel-chrome),steel,complete_direct,T4=Saarstahl > T3=Euralliage Ile de France > T2=SUMPAR - internal machining/forming process > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Euralliage Ile de France > T2=SUMPAR - internal machining/forming process > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary_assumed_material_certificate],Euralliage Ile de France [baseline_primary],SUMPAR - internal machining/forming process [baseline_primary_assumed_internalized_process],SUMPAR [baseline_primary],1,1,1,3,T1 alternates=2; validate qualification/capacity/share before stress-test activation
primary,15,Ens. Equipements latéraux,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,16,Stowage assemblé avec porte,35NC6 (nickel-chrome),steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=ETS Gattefin - internal machining/forming process > T1=ETS Gattefin > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=ETS Gattefin - internal machining/forming process > T1=ETS Gattefin > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary_assumed_material_certificate],Aubert & Duval [baseline_primary_assumed_material_processor],ETS Gattefin - internal machining/forming process [baseline_primary_assumed_internalized_process],ETS Gattefin [baseline_primary],1,1,1,3,T1 alternates=2; validate qualification/capacity/share before stress-test activation
primary,17,Accoudoir allée,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,18,Ens. Stowage latéral,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,19,Ens. Palette optimisée,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,20,Ens. Tablette cocktail,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,21,Ens. Tablette repas,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,22,Ens. Têtière,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,24,Support écran,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,25,Accoudoir allée,A2024 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,9,T4 alternates=2; T3 alternates=4; T1 alternates=8; validate qualification/capacity/share before stress-test activation
primary,26,Ens. Tablette cocktail,A2024 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,9,T4 alternates=2; T3 alternates=4; T1 alternates=8; validate qualification/capacity/share before stress-test activation
primary,27,Ens. Tablette repas,A2024 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,9,T4 alternates=2; T3 alternates=4; T1 alternates=8; validate qualification/capacity/share before stress-test activation
primary,28,Ens. Têtière,A2024 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,9,T4 alternates=2; T3 alternates=4; T1 alternates=8; validate qualification/capacity/share before stress-test activation
primary,29,Accoudoir allée,A5086 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],ESPACE - internal machining/forming process [baseline_primary_assumed_internalized_process],ESPACE [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,30,Bumper version porte,A5086 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],ESPACE - internal machining/forming process [baseline_primary_assumed_internalized_process],ESPACE [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,31,Ens. Stowage latéral,A5086 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],ESPACE - internal machining/forming process [baseline_primary_assumed_internalized_process],ESPACE [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",textile_leather,complete_direct,T4=DuPont de Nemours - fiber/polymer source assumption > T3=Yamazaki Velvet Co. > T2=Lelièvre Paris > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=DuPont de Nemours - fiber/polymer source assumption > T3=Yamazaki Velvet Co. > T2=Lelièvre Paris > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,DuPont de Nemours - fiber/polymer source assumption [baseline_primary_assumed_material_source],Yamazaki Velvet Co. [baseline_primary_assumed_textile_processor],Lelièvre Paris [baseline_primary],ESPACE [baseline_primary],1,3,1,3,T3 alternates=2; T1 alternates=2; validate qualification/capacity/share before stress-test activation
primary,33,Ens. Structure fauteuil,4140 (acier),steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],Senior Aerospace Thailand - internal machining/forming process [baseline_primary_assumed_internalized_process],Senior Aerospace Thailand [baseline_primary],4,4,1,4,T4 alternates=3; T3 alternates=3; T1 alternates=3; validate qualification/capacity/share before stress-test activation
primary,34,Habillage sous fauteuil,A5086 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],ESPACE - internal machining/forming process [baseline_primary_assumed_internalized_process],ESPACE [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,35,Manchette acc. Mobile,A5086 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],ESPACE - internal machining/forming process [baseline_primary_assumed_internalized_process],ESPACE [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,36,Manchette équipée,A5086 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],ESPACE - internal machining/forming process [baseline_primary_assumed_internalized_process],ESPACE [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,37,Renfort tubulaire,A5086 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],ESPACE - internal machining/forming process [baseline_primary_assumed_internalized_process],ESPACE [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,38,Stowage assemblé avec porte,A5086 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],ESPACE - internal machining/forming process [baseline_primary_assumed_internalized_process],ESPACE [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,39,Structure ottoman horizontale,A5086 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],ESPACE - internal machining/forming process [baseline_primary_assumed_internalized_process],ESPACE [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,40,Support écran,A5086 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=ESPACE - internal machining/forming process > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],ESPACE - internal machining/forming process [baseline_primary_assumed_internalized_process],ESPACE [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
