role,supplier,family,path_count,switch_ready_topology,candidate_requires_validation,blocked_until_transport_fixed,blocked,components,status_examples,best_verdict,issue_codes
T4,Alcoa,aluminium,1459,0,1459,0,0,167:A2024 - Aluminium | 17:A2017 - Aluminium | 18:A2017 - Aluminium | 19:A2017 - Aluminium | 1:A5086 - Aluminium | 20:A2017 - Aluminium | 21:A2017 - Aluminium | 22:A2017 - Aluminium | 23:A2017 - Aluminium | 24:A2017 - Aluminium | 25:A2024 - Aluminium | 26:A2024 - Aluminium | 27:A2024 - Aluminium | 28:A2024 - Aluminium | 29:A5086 - Aluminium | 30:A5086 - Aluminium | 31:A5086 - Aluminium | 34:A5086 - Aluminium | 35:A5086 - Aluminium | 36:A5086 - Aluminium | 37:A5086 - Aluminium | 38:A5086 - Aluminium | 39:A5086 - Aluminium | 40:A5086 - Aluminium | 41:A5086 - Aluminium | 42:A5086 - Aluminium | 43:A5086 - Aluminium | 44:A6060 - Aluminium | 54:A2017 - Aluminium | 55:A2024 - Aluminium,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=1459;baseline_node_is_assumption=1459
T4,Aluminium Corporation of China / Chalco,aluminium,1586,0,1586,0,0,123:Alu | 161:65% aluminium | 167:A2024 - Aluminium | 17:A2017 - Aluminium | 18:A2017 - Aluminium | 19:A2017 - Aluminium | 1:A5086 - Aluminium | 20:A2017 - Aluminium | 21:A2017 - Aluminium | 22:A2017 - Aluminium | 23:A2017 - Aluminium | 24:A2017 - Aluminium | 25:A2024 - Aluminium | 26:A2024 - Aluminium | 27:A2024 - Aluminium | 28:A2024 - Aluminium | 29:A5086 - Aluminium | 30:A5086 - Aluminium | 31:A5086 - Aluminium | 34:A5086 - Aluminium | 35:A5086 - Aluminium | 36:A5086 - Aluminium | 37:A5086 - Aluminium | 38:A5086 - Aluminium | 39:A5086 - Aluminium | 40:A5086 - Aluminium | 41:A5086 - Aluminium | 42:A5086 - Aluminium | 43:A5086 - Aluminium | 44:A6060 - Aluminium,alternate_requires_allocation_source | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=1586;baseline_node_is_assumption=1586;material_certificate_required=1586;lca_mass_requires_review=45
T4,ArcelorMittal,steel,1772,0,1772,0,0,"100:inox | 101:inox | 102:inox | 122:acier | 138:inox | 13:30NCD6 (nickel-chrome- molibdene) | 154:de: aluminium cast part machining glo: steel sheet stamping and bending | 155:de: aluminium cast part machining glo: steel sheet stamping and bending | 15:acier | 2:15CDV6 (chrome, molibdene, vanadium) | 33:4140 (acier) | 45:acier | 46:acier | 47:acier | 48:acier | 49:acier | 50:de: aluminium cast part machining + tth compris dans le steel tinplated | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier | 72:acier",alternate_requires_allocation_source | baseline_primary_assumed_steel_source_requires_certificate,switch_possible_after_validation,inactive_alternate_requires_allocation=1772;material_certificate_required=1772;baseline_node_is_assumption=463
T4,ArcelorMittal,general,12,0,12,0,0,71:cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,alternate_requires_allocation_source,switch_possible_after_validation,inactive_alternate_requires_allocation=12;baseline_node_is_assumption=12;material_certificate_required=12
T4,Arkema S.A,polymer_plastic,62,0,62,0,0,124:caoutchouc | 97:GLO: moulage par injection plastique,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=62;baseline_node_is_assumption=15
T4,Arkema S.A,textile_leather,560,0,560,0,0,111:nylon | 112:nylon | 113:nylon | 114:nylon | 115:nylon | 117:nylon | 118:nylon | 119:nylon | 120:nylon | 139:nylon,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=560;lca_mass_requires_review=168
T4,Aurubis - copper source assumption,copper,11,0,11,0,0,5:alliage Cu,baseline_primary_assumed_material_source,switch_possible_after_validation,inactive_alternate_requires_allocation=11;baseline_node_is_assumption=11
T4,BASF,polymer_plastic,1173,0,1173,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex | 110:NIDA - GLO (moulage par injection plastique) | 124:caoutchouc | 125:Polychloroprene | 159:Moulage plastique | 163:11% Moulage plastique | 172:Moulage plastique | 173:Moulage plastique | 3:Ertalon par moulage par injection plastique | 79:Ertalon | 80:Ertalon | 82:Ertalon | 83:Ertalon | 84:Ertalon | 85:Ertalon | 97:GLO: moulage par injection plastique,alternate | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=1173;lca_mass_low_confidence=120;baseline_node_is_assumption=42;lca_mass_requires_review=8
T4,BASF,adhesive_composite,14,0,14,0,0,128:Résine BR623 - composite | 4:FILM DECOR AERFILM - Ep0.33 714g-m2,baseline_primary | baseline_primary_assumed_material_source,switch_possible_after_validation,inactive_alternate_requires_allocation=14;baseline_node_is_assumption=14
T4,BASF,textile_leather,1683,0,1683,0,0,"111:nylon | 112:nylon | 113:nylon | 114:nylon | 115:nylon | 117:nylon | 118:nylon | 119:nylon | 120:nylon | 12:FRMC55:EU28 polyuréthane flexible traité UL | 137:ULTRA LEATHER SMOKE | 139:nylon | 152:FRMC55:EU28 polyuréthane flexible traité UL | 158:Tissu, mousse, polyéthylène | 160:autre (silicium, cuirs synthétique) | 162:16 % Tissu, mousse, polyéthylène | 164:8% autre (silicium, cuirs synthétique) | 165:16 % Tissu, mousse | 168:Tissu, mousse, polyéthylène | 169:Tissu, mousse, polyéthylène | 170:autre (silicium, cuirs synthétique) | 171:autre (silicium, cuirs synthétique)",alternate | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=1683;lca_mass_low_confidence=919;lca_mass_requires_review=326;baseline_node_is_assumption=40
T4,BASF - PU chemistry source candidate,textile_leather,157,0,157,0,0,86:FRMC55 (C55 = % de carbone) et FMR = ? | 87:FRMC55 (C55 = % de carbone) et FMR = ? | 88:FRMC55 (C55 = % de carbone) et FMR = ? | 89:FRMC55 (C55 = % de carbone) et FMR = ? | 90:FRMC55 (C55 = % de carbone) et FMR = ? | 91:FRMC55 (C55 = % de carbone) et FMR = ? | 92:FRMC55 (C55 = % de carbone) et FMR = ? | 93:FRMC55 (C55 = % de carbone) et FMR = ?,baseline_primary_assumed_material_source_requires_grade_certificate,switch_possible_after_validation,inactive_alternate_requires_allocation=157;baseline_node_is_assumption=157
T4,Bayer,polymer_plastic,1006,0,1006,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex | 125:Polychloroprene | 3:Ertalon par moulage par injection plastique | 79:Ertalon | 80:Ertalon | 82:Ertalon | 83:Ertalon | 84:Ertalon | 85:Ertalon | 97:GLO: moulage par injection plastique,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=1006;baseline_node_is_assumption=9
T4,Bayer,textile_leather,1134,0,1134,0,0,"12:FRMC55:EU28 polyuréthane flexible traité UL | 152:FRMC55:EU28 polyuréthane flexible traité UL | 158:Tissu, mousse, polyéthylène | 160:autre (silicium, cuirs synthétique) | 162:16 % Tissu, mousse, polyéthylène | 164:8% autre (silicium, cuirs synthétique) | 165:16 % Tissu, mousse | 168:Tissu, mousse, polyéthylène | 169:Tissu, mousse, polyéthylène | 170:autre (silicium, cuirs synthétique) | 171:autre (silicium, cuirs synthétique)",alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=1134;lca_mass_low_confidence=924;lca_mass_requires_review=162;baseline_node_is_assumption=42
T4,Billerud,general,6,0,6,0,0,8:AIRVOLT LAMINAT,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=6
T4,COTS electronics component market basket,electronics_cots,8,0,8,0,0,10:System IFE boitier ref FJKL1-3K1100-01ATAB | 73:Clavier | 7:lightning,alternate_demoted_by_researched_correction | baseline_primary_assumed_non_switchable_cots,switch_possible_after_validation,inactive_alternate_requires_allocation=8;baseline_node_is_assumption=8
T4,ChemChina,polymer_plastic,618,0,618,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex | 124:caoutchouc,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=618;baseline_node_is_assumption=15
T4,China Baowu / Baosteel,steel,1747,0,1747,0,0,"100:inox | 101:inox | 102:inox | 122:acier | 138:inox | 13:30NCD6 (nickel-chrome- molibdene) | 151:Z10CNT18 | 15:acier | 2:15CDV6 (chrome, molibdene, vanadium) | 33:4140 (acier) | 46:acier | 47:acier | 48:acier | 49:acier | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier | 72:acier | 81:inox | 94:inox | 95:inox",alternate | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=1747;material_certificate_required=1747;baseline_node_is_assumption=455
T4,China Baowu / Baosteel,general,12,0,12,0,0,71:cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=12;baseline_node_is_assumption=12;material_certificate_required=12
T4,DuPont de Nemours - fiber/polymer source assumption,textile_leather,1358,0,1358,0,0,"11:tissu | 131:tissu | 132:tissu | 133:tissu | 134:tissu | 135:tissu | 136:tissu | 140:velcro | 141:velcro | 142:velcro | 143:velcro | 144:velours | 145:velours | 146:velours | 147:velours | 148:velours | 149:velcro | 150:velours | 32:velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",baseline_primary_assumed_material_source,switch_possible_after_validation,inactive_alternate_requires_allocation=1358;baseline_node_is_assumption=1358;raw_material_source_missing=415;lca_mass_requires_review=166;lca_mass_low_confidence=83
T4,Gascogne Papier,general,6,0,6,0,0,8:AIRVOLT LAMINAT,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=6
T4,Gruppo Mastrotto - hide/raw leather source assumption,textile_leather,15,0,15,0,0,6:cuir | 76:cuir | 77:cuir,baseline_primary_assumed_material_source,switch_possible_after_validation,inactive_alternate_requires_allocation=15;baseline_node_is_assumption=15
T4,Halcyon Hevecam,polymer_plastic,29,0,29,0,0,124:caoutchouc,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=29;baseline_node_is_assumption=14
T4,Halcyon PT Remco Jambi,polymer_plastic,30,0,30,0,0,124:caoutchouc,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=30;baseline_node_is_assumption=15
T4,Halcyon SDCI-A,polymer_plastic,30,0,30,0,0,124:caoutchouc,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=30;baseline_node_is_assumption=15
T4,Hindalco Industries,aluminium,1592,0,1592,0,0,123:Alu | 161:65% aluminium | 167:A2024 - Aluminium | 17:A2017 - Aluminium | 18:A2017 - Aluminium | 19:A2017 - Aluminium | 1:A5086 - Aluminium | 20:A2017 - Aluminium | 21:A2017 - Aluminium | 22:A2017 - Aluminium | 23:A2017 - Aluminium | 24:A2017 - Aluminium | 25:A2024 - Aluminium | 26:A2024 - Aluminium | 27:A2024 - Aluminium | 28:A2024 - Aluminium | 29:A5086 - Aluminium | 30:A5086 - Aluminium | 31:A5086 - Aluminium | 34:A5086 - Aluminium | 35:A5086 - Aluminium | 36:A5086 - Aluminium | 37:A5086 - Aluminium | 38:A5086 - Aluminium | 39:A5086 - Aluminium | 40:A5086 - Aluminium | 41:A5086 - Aluminium | 42:A5086 - Aluminium | 43:A5086 - Aluminium | 44:A6060 - Aluminium,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=1592;baseline_node_is_assumption=1592;lca_mass_requires_review=48
T4,Klabin S.A.,general,5,0,5,0,0,8:AIRVOLT LAMINAT,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=5
T4,Liebherr Aerospace - COTS electronics component market basket,electronics_cots,1,0,1,0,0,74:Commande actionnement ECU,baseline_primary_non_switchable_cots_placeholder,switch_possible_after_validation,inactive_alternate_requires_allocation=1;baseline_node_is_assumption=1;raw_material_source_missing=1
T4,Mitsubishi Chemical,polymer_plastic,511,0,511,0,0,110:NIDA - GLO (moulage par injection plastique) | 125:Polychloroprene | 159:Moulage plastique | 163:11% Moulage plastique | 172:Moulage plastique | 173:Moulage plastique | 3:Ertalon par moulage par injection plastique | 79:Ertalon | 80:Ertalon | 82:Ertalon | 83:Ertalon | 84:Ertalon | 85:Ertalon,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=511;lca_mass_low_confidence=117;baseline_node_is_assumption=24;lca_mass_requires_review=7
T4,Mitsubishi Chemical,textile_leather,550,0,550,0,0,111:nylon | 112:nylon | 113:nylon | 114:nylon | 115:nylon | 117:nylon | 118:nylon | 119:nylon | 120:nylon | 139:nylon,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=550;lca_mass_requires_review=165
T4,Mitsubishi Chemical,general,2,0,2,0,0,130:télécommande,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2;site_is_fallback_or_centroid=2
T4,Nordic Paper,general,6,0,6,0,0,8:AIRVOLT LAMINAT,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=6
T4,Nucor Corp,steel,1716,0,1716,0,0,"100:inox | 101:inox | 102:inox | 122:acier | 138:inox | 13:30NCD6 (nickel-chrome- molibdene) | 15:acier | 2:15CDV6 (chrome, molibdene, vanadium) | 46:acier | 47:acier | 48:acier | 49:acier | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier | 72:acier | 81:inox | 94:inox | 95:inox | 96:inox | 98:inox",alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=1716;material_certificate_required=1716;baseline_node_is_assumption=424
T4,Nucor Corp,general,12,0,12,0,0,71:cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=12;baseline_node_is_assumption=12;material_certificate_required=12
T4,Orbia / Mexichem,polymer_plastic,618,0,618,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex | 124:caoutchouc,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=618;baseline_node_is_assumption=15
T4,Rio Tinto Alma Works,textile_leather,48,0,48,0,0,12:FRMC55:EU28 polyuréthane flexible traité UL | 152:FRMC55:EU28 polyuréthane flexible traité UL,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=48
T4,Rio Tinto Alma Works,aluminium,102,0,102,0,0,123:Alu | 161:65% aluminium | 66:Alu | 67:Alu | 68:Alu | 70:Alu,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=102;baseline_node_is_assumption=102;lca_mass_requires_review=48
T4,Rio Tinto Fer et Titane,textile_leather,48,0,48,0,0,12:FRMC55:EU28 polyuréthane flexible traité UL | 152:FRMC55:EU28 polyuréthane flexible traité UL,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=48
T4,Rio Tinto Fer et Titane,aluminium,102,0,102,0,0,123:Alu | 161:65% aluminium | 66:Alu | 67:Alu | 68:Alu | 70:Alu,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=102;baseline_node_is_assumption=102;lca_mass_requires_review=48
T4,Saarstahl,steel,1725,0,1725,0,0,"100:inox | 101:inox | 102:inox | 116:35NC6 (nickel-chrome) | 122:acier | 138:inox | 13:30NCD6 (nickel-chrome- molibdene) | 14:35NC6 (nickel-chrome) | 15:acier | 16:35NC6 (nickel-chrome) | 2:15CDV6 (chrome, molibdene, vanadium) | 33:4140 (acier) | 45:acier | 46:acier | 47:acier | 48:acier | 49:acier | 51:35NC6 (nickel-chrome) | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier",baseline_primary | baseline_primary_assumed_material_certificate,switch_possible_after_validation,inactive_alternate_requires_allocation=1725;baseline_node_is_assumption=436;material_certificate_required=9
T4,Saarstahl,general,12,0,12,0,0,71:cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,alternate_demoted_by_researched_correction,switch_possible_after_validation,inactive_alternate_requires_allocation=12;baseline_node_is_assumption=12
T4,"Shandong Loyal Chemical Co., Ltd.",polymer_plastic,611,0,611,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex | 124:caoutchouc,alternate | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=611;baseline_node_is_assumption=15
T4,Shin-Etsu Silicones,rubber_silicone,34,0,34,0,0,129:Silicone50 shore | 9:Silicone,baseline_primary_assumed_material_source,switch_possible_after_validation,inactive_alternate_requires_allocation=34;baseline_node_is_assumption=34
T4,Socfin LAC Liberia,polymer_plastic,30,0,30,0,0,124:caoutchouc,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=30;baseline_node_is_assumption=15
T4,Socfin Okomu,polymer_plastic,30,0,30,0,0,124:caoutchouc,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=30;baseline_node_is_assumption=15
T4,Socfin SRC Weala,polymer_plastic,30,0,30,0,0,124:caoutchouc,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=30;baseline_node_is_assumption=15
T4,TE Connectivity - COTS electronics component market basket,general,11,0,11,0,0,71:cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,baseline_primary_non_switchable_cots_placeholder,switch_possible_after_validation,inactive_alternate_requires_allocation=11;baseline_node_is_assumption=11
T4,Tata Steel,steel,1748,0,1748,0,0,"100:inox | 101:inox | 102:inox | 122:acier | 138:inox | 13:30NCD6 (nickel-chrome- molibdene) | 151:Z10CNT18 | 15:acier | 2:15CDV6 (chrome, molibdene, vanadium) | 33:4140 (acier) | 46:acier | 47:acier | 48:acier | 49:acier | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier | 72:acier | 81:inox | 94:inox | 95:inox",alternate | alternate_requires_allocation_source,switch_possible_after_validation,inactive_alternate_requires_allocation=1748;material_certificate_required=1748;baseline_node_is_assumption=456
T4,Tata Steel,general,12,0,12,0,0,71:cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=12;baseline_node_is_assumption=12;material_certificate_required=12
T4,Thales - COTS electronics component market basket,electronics_cots,16,0,16,0,0,"121:Display, liquid crystal, 17 pouces | 126:powerbox | 153:Display, liquid crystal, 17 pouces | 73:Clavier | 78:Display, liquid crystal, 17 pouces",baseline_primary_non_switchable_cots_placeholder,switch_possible_after_validation,inactive_alternate_requires_allocation=16;baseline_node_is_assumption=16;lca_mass_low_confidence=4
T4,Total,textile_leather,560,0,560,0,0,111:nylon | 112:nylon | 113:nylon | 114:nylon | 115:nylon | 117:nylon | 118:nylon | 119:nylon | 120:nylon | 139:nylon,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=560;lca_mass_requires_review=168
