day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
14,40.0,69.3121,252.8724,178.0374,283.7638,349.0727,8503769.1039,52525.656,157.0176,34.6642,0.0,0.0,0.0,92.9754,75.0709,0.0,0.0
15,47.5,54.7499,245.6225,362.5795,279.2342,410.8548,8502208.259,52525.0337,186.8402,34.802,0.0,0.0,0.0,83.1571,66.9822,0.0,0.0
16,52.5,20.6226,277.4999,523.9735,280.3834,481.3965,8500586.8639,52525.071,223.1651,35.6488,0.0,0.0,0.0,92.8974,75.1084,0.0,0.0
17,60.0,27.825,309.6749,321.805,290.2667,500.3609,8498482.3728,52524.4983,220.0828,36.9416,0.0,0.0,0.0,102.6825,83.2297,0.0,0.0
18,55.0,74.0625,290.6124,74.5435,298.0788,424.4371,8496280.6934,52523.4992,179.7997,37.0289,0.0,0.0,0.0,114.68,94.5979,0.0,0.0
19,50.0,52.238,288.3744,1335.4966,300.8839,436.4526,8495524.4013,52525.5068,199.4429,37.4418,0.0,0.0,0.0,100.1446,90.3756,0.0,0.0
20,45.0,51.1899,282.1845,186.5667,296.8587,405.2511,8493831.1248,52524.9934,189.4804,36.6741,0.0,0.0,0.0,92.2522,83.0351,0.0,0.0
21,40.0,20.6226,301.5619,175.6467,286.557,574.1748,8492344.5936,52524.589,276.9829,37.2208,0.0,0.0,0.0,83.6261,255.2492,0.0,0.0
22,47.5,52.2495,296.8124,390.3335,281.2554,492.0947,8490828.3771,52524.4822,223.2173,47.843,0.0,0.0,0.0,254.8093,160.5929,0.0,0.0
23,52.5,25.6249,323.6875,904.62,281.846,565.1415,8489608.3207,52525.4655,257.9835,50.4548,0.0,0.0,0.0,171.6469,183.0984,0.0,0.0
24,60.0,103.1376,280.5499,829.1979,291.3251,628.688,8487929.1927,52525.8375,282.3736,53.7101,0.0,0.0,0.0,193.6299,203.7908,0.0,0.0
25,55.0,97.1256,238.4243,392.8158,298.8446,624.6206,8485960.6599,52525.3921,281.9588,56.5973,0.0,0.0,0.0,217.4321,231.9598,0.0,0.0
26,50.0,23.113,265.3113,617.1874,301.4381,541.9275,8484541.901,52525.9017,237.3522,55.2619,0.0,0.0,0.0,228.4542,222.0188,0.0,0.0
27,45.0,77.8744,232.4369,345.1585,297.2597,548.1586,8482959.3492,52525.6542,256.3039,53.4954,0.0,0.0,0.0,214.8497,204.3627,0.0,0.0
28,40.0,74.3144,198.1225,632.4035,286.8472,470.3882,8481909.7809,52526.289,216.8105,50.091,0.0,0.0,0.0,196.2682,185.073,0.0,0.0
29,47.5,0.0,245.6225,98.9495,281.4654,407.6373,8480184.5546,52525.7097,179.2612,38.4831,0.0,0.0,0.0,176.6476,106.052,0.0,0.0
30,47.5,82.515,210.6075,670.3482,277.9979,413.7281,8478886.3955,52526.2126,186.2974,34.6986,0.0,0.0,0.0,115.0146,92.7458,0.0,0.0
31,47.5,23.113,234.9945,179.6108,276.7731,372.5022,8477198.9586,52525.8144,156.4727,34.153,0.0,0.0,0.0,94.6394,102.5878,0.0,0.0
32,47.5,71.5721,210.9224,464.8111,276.4751,441.5844,8475691.0892,52525.7263,203.621,34.8114,0.0,0.0,0.0,95.9942,116.3511,0.0,0.0
33,47.5,0.0,258.4224,936.6495,276.4688,420.6062,8474742.2947,52527.009,189.301,34.6009,0.0,0.0,0.0,97.4827,111.3555,0.0,0.0
34,47.5,0.0,305.9224,336.2964,276.5313,396.6009,8473208.3587,52526.9645,173.113,34.3677,0.0,0.0,0.0,96.9689,102.562,0.0,0.0
35,47.5,67.4721,285.9503,349.1089,276.597,395.4843,8471611.3235,52526.3595,172.8956,34.3637,0.0,0.0,0.0,96.0547,92.9533,0.0,0.0
36,47.5,46.7379,286.7124,399.516,276.6506,489.563,8469981.6277,52526.1005,238.9141,35.3104,0.0,0.0,0.0,95.0603,83.1794,0.0,0.0
37,47.5,71.219,262.9934,242.3847,276.6911,419.3654,8468250.2969,52525.5347,189.5135,34.6128,0.0,0.0,0.0,94.0498,92.9197,0.0,0.0
38,47.5,23.6249,286.8685,223.054,276.7208,396.6307,8466573.2916,52525.1186,173.1326,34.3887,0.0,0.0,0.0,95.0659,96.2177,0.0,0.0
39,47.5,23.75,310.6185,577.3514,276.7425,396.2783,8465251.7441,52525.5867,173.0858,34.3876,0.0,0.0,0.0,96.0814,97.1292,0.0,0.0
40,47.5,23.75,334.3686,832.2405,276.7583,386.2275,8464184.8954,52526.5309,171.704,34.2888,0.0,0.0,0.0,95.7288,86.8726,0.0,0.0
41,47.5,118.7438,263.1248,215.4061,276.7697,409.9776,8462381.939,52525.7551,188.2278,34.5276,0.0,0.0,0.0,85.678,86.332,0.0,0.0
42,47.5,71.2498,239.375,780.5668,276.7779,613.7277,8461167.2358,52526.4302,288.4693,36.566,0.0,0.0,0.0,85.6781,265.6722,0.0,0.0
43,47.5,0.0,286.875,302.6436,276.7839,409.9778,8459568.932,52526.1899,188.2289,34.5291,0.0,0.0,0.0,265.6782,84.9893,0.0,0.0
44,47.5,71.25,263.125,555.7527,276.7882,521.8478,8458129.3331,52526.3117,240.5334,47.6557,0.0,0.0,0.0,85.6782,173.7008,0.0,0.0
45,47.5,0.0,310.625,56.5232,276.7914,511.3158,8456286.1603,52525.5523,229.3779,49.3518,0.0,0.0,0.0,173.7983,187.5714,0.0,0.0
46,47.5,0.0,358.125,379.7655,276.7936,522.7715,8454767.1676,52525.5099,234.0297,51.0276,0.0,0.0,0.0,187.0163,199.9626,0.0,0.0
47,47.5,142.5,263.125,525.8559,276.7953,538.2806,8453251.4938,52525.5211,240.3273,53.2962,0.0,0.0,0.0,198.4719,215.1984,0.0,0.0
48,47.5,23.75,286.875,453.909,276.7964,556.3204,8451758.3187,52525.4666,254.5317,52.6986,0.0,0.0,0.0,213.981,208.9327,0.0,0.0
49,47.5,71.25,263.125,537.3487,276.7973,546.3664,8450300.4203,52525.6142,250.4899,51.2428,0.0,0.0,0.0,208.2709,198.315,0.0,0.0
50,47.5,71.25,239.375,201.2715,276.7979,488.0636,8448553.261,52525.021,213.0577,49.1878,0.0,0.0,0.0,198.3169,186.8277,0.0,0.0
51,47.5,95.0,191.875,503.8026,276.7984,465.2136,8447037.956,52524.9723,215.9198,38.5521,0.0,0.0,0.0,187.5141,117.0506,0.0,0.0
52,47.5,23.75,215.625,173.9319,276.7987,419.3665,8445287.8738,52524.3863,189.5219,34.6246,0.0,0.0,0.0,117.1641,95.0466,0.0,0.0
53,47.5,0.0,263.125,336.8728,276.7989,396.6316,8443748.2466,52524.3391,173.1387,34.3973,0.0,0.0,0.0,95.0669,96.0756,0.0,0.0
54,47.5,95.0,215.625,212.7112,276.7991,374.3027,8442013.2103,52523.7797,156.8114,34.174,0.0,0.0,0.0,96.0821,97.499,0.0,0.0
55,47.5,23.75,239.375,386.6791,276.7992,445.0249,8440452.1429,52523.5636,206.3074,34.8813,0.0,0.0,0.0,97.5031,96.9721,0.0,0.0
56,47.5,71.25,215.625,435.9187,276.7993,396.6073,8438940.3161,52523.5206,173.1354,34.3971,0.0,0.0,0.0,96.9753,96.0553,0.0,0.0
57,47.5,23.75,239.375,245.4633,276.7994,490.6118,8437190.5344,52522.9231,239.0899,35.3371,0.0,0.0,0.0,96.0578,95.0604,0.0,0.0
58,47.5,0.0,286.875,903.5926,276.7994,370.8507,8436241.3826,52524.1431,156.3364,34.1395,0.0,0.0,0.0,95.0622,94.0498,0.0,0.0
59,47.5,95.0,239.375,256.5936,276.7995,419.3665,8434502.7322,52523.5709,189.5219,34.6247,0.0,0.0,0.0,94.0511,95.066,0.0,0.0
60,47.5,47.5,239.375,148.7211,276.7995,444.1316,8432679.9596,52522.8029,206.1845,34.8724,0.0,0.0,0.0,95.0669,96.0814,0.0,0.0
61,47.5,23.75,263.125,638.087,276.7995,443.7788,8431370.3032,52523.2977,206.1359,34.8688,0.0,0.0,0.0,96.0821,95.7288,0.0,0.0
62,47.5,142.5,168.125,855.7083,276.7995,362.4779,8430230.7681,52523.9636,155.1843,34.0558,0.0,0.0,0.0,95.7293,85.678,0.0,0.0
63,47.5,23.75,191.875,511.5145,276.7995,542.4779,8428865.7895,52523.7307,238.9023,35.8558,0.0,0.0,0.0,85.6784,265.6781,0.0,0.0
64,47.5,0.0,239.375,160.7133,276.7995,409.9779,8427126.2596,52523.2135,188.2301,34.5308,0.0,0.0,0.0,265.6784,85.6782,0.0,0.0
65,47.5,0.0,286.875,226.0847,276.7995,409.9779,8425452.1013,52522.7993,188.2301,34.5308,0.0,0.0,0.0,85.6784,85.6782,0.0,0.0
66,47.5,23.75,310.625,179.734,276.7995,521.8479,8423684.0922,52522.2042,240.5343,47.6569,0.0,0.0,0.0,85.6784,173.7983,0.0,0.0
67,47.5,95.0,263.125,449.2936,276.7995,487.5659,8422161.8929,52522.1485,212.8557,49.1152,0.0,0.0,0.0,173.7984,187.0163,0.0,0.0
68,47.5,23.75,286.875,345.2504,276.7995,546.5215,8420559.4003,52521.9077,250.553,51.2657,0.0,0.0,0.0,187.0164,198.4719,0.0,0.0
69,47.5,47.5,286.875,401.822,276.7995,538.2806,8419013.4793,52521.8484,240.3277,53.2966,0.0,0.0,0.0,198.472,213.981,0.0,0.0
70,47.5,71.25,263.125,765.7267,276.7995,532.5705,8417807.713,52522.5292,238.009,52.4614,0.0,0.0,0.0,213.9811,208.2709,0.0,0.0
71,47.5,71.25,239.375,736.6047,276.7996,570.1164,8416525.3248,52523.0247,267.0129,51.4805,0.0,0.0,0.0,208.2709,198.3169,0.0,0.0
72,47.5,0.0,286.875,279.4711,276.7996,488.0636,8414928.303,52522.7831,213.0578,49.188,0.0,0.0,0.0,198.3169,187.5141,0.0,0.0
73,47.5,95.0,239.375,563.6628,276.7996,465.2137,8413472.9729,52522.9423,215.9199,38.5523,0.0,0.0,0.0,187.5141,117.1641,0.0,0.0
74,47.5,47.5,239.375,422.5518,276.7996,419.3665,8411947.7818,52522.9301,189.5219,34.6247,0.0,0.0,0.0,117.1641,95.0669,0.0,0.0
75,47.5,71.25,215.625,387.0712,276.7996,420.3816,8410363.3601,52522.7173,189.6616,34.6349,0.0,0.0,0.0,95.0669,96.0821,0.0,0.0
76,47.5,47.5,215.625,402.5561,276.7996,421.8027,8408818.1733,52522.659,189.8572,34.6491,0.0,0.0,0.0,96.0821,97.5031,0.0,0.0
77,47.5,47.5,215.625,1162.4254,276.7996,373.7749,8408080.3558,52524.4443,156.7388,34.1688,0.0,0.0,0.0,97.5031,96.9753,0.0,0.0
78,47.5,47.5,215.625,440.3101,276.7996,420.3573,8406572.9231,52524.4115,189.6583,34.6346,0.0,0.0,0.0,96.9753,96.0578,0.0,0.0
79,47.5,0.0,263.125,212.2312,276.7996,490.6118,8404813.6613,52523.8478,239.0899,35.3372,0.0,0.0,0.0,96.0578,95.0622,0.0,0.0
80,47.5,23.75,286.875,318.2885,276.7996,394.6007,8403231.7068,52523.6257,172.8593,34.3771,0.0,0.0,0.0,95.0622,94.0511,0.0,0.0
81,47.5,142.5,191.875,731.6433,276.7996,395.6165,8401944.3573,52524.1115,172.9991,34.3872,0.0,0.0,0.0,94.0511,95.0669,0.0,0.0
82,47.5,23.75,215.625,214.8046,276.7996,396.6316,8400258.9189,52523.5426,173.1387,34.3974,0.0,0.0,0.0,95.0669,96.0821,0.0,0.0
83,47.5,23.75,239.375,665.1964,276.7996,443.7788,8398976.3724,52524.0582,206.1359,34.8688,0.0,0.0,0.0,96.0821,95.7293,0.0,0.0
84,47.5,47.5,239.375,494.4591,276.7996,613.7279,8397499.3385,52524.0367,288.4709,36.5683,0.0,0.0,0.0,95.7293,265.6784,0.0,0.0
85,47.5,23.75,263.125,340.3776,276.7996,362.4779,8395963.2232,52523.9988,155.1843,34.0558,0.0,0.0,0.0,265.6784,85.6784,0.0,0.0
86,47.5,71.25,239.375,736.244,276.7996,409.9779,8394727.9743,52524.546,188.2301,34.5308,0.0,0.0,0.0,85.6784,85.6784,0.0,0.0
87,47.5,23.75,263.125,517.9126,276.7996,457.4779,8393274.3941,52524.7089,221.2758,35.0058,0.0,0.0,0.0,85.6784,85.6784,0.0,0.0
88,47.5,47.5,263.125,649.2317,276.7996,498.0979,8391975.8829,52525.2336,224.0114,47.4194,0.0,0.0,0.0,85.6784,173.7984,0.0,0.0
89,47.5,71.25,239.375,475.0995,276.7996,535.0659,8390455.7395,52525.1918,245.9015,49.5902,0.0,0.0,0.0,173.7984,187.0164,0.0,0.0
90,47.5,0.0,286.875,572.8519,276.7996,499.0215,8389152.0985,52525.7096,217.5073,50.7907,0.0,0.0,0.0,187.0164,198.472,0.0,0.0
91,47.5,47.5,286.875,291.0838,276.7996,514.5306,8387519.1893,52524.967,223.8048,53.0591,0.0,0.0,0.0,198.472,213.9811,0.0,0.0
92,47.5,95.0,239.375,537.7782,276.7996,508.8205,8386085.4746,52524.989,221.4862,52.2239,0.0,0.0,0.0,213.9811,208.2709,0.0,0.0
93,47.5,23.75,263.125,276.4104,276.7996,522.6164,8384437.8921,52524.6094,233.9672,51.0055,0.0,0.0,0.0,208.2709,198.3169,0.0,0.0
94,47.5,47.5,263.125,203.8842,276.7996,511.8136,8382694.0334,52524.0353,229.5807,49.4255,0.0,0.0,0.0,198.3169,187.5141,0.0,0.0
95,47.5,47.5,263.125,281.8955,276.7996,441.4637,8381028.186,52523.4733,199.397,38.3148,0.0,0.0,0.0,187.5141,117.1641,0.0,0.0
96,47.5,95.0,215.625,222.9525,276.7996,443.1165,8379232.1456,52522.7462,206.0448,34.8622,0.0,0.0,0.0,117.1641,95.0669,0.0,0.0
97,47.5,0.0,263.125,417.3322,276.7996,420.3816,8377749.2348,52522.733,189.6616,34.6349,0.0,0.0,0.0,95.0669,96.0821,0.0,0.0
98,47.5,71.25,239.375,591.2118,276.7996,445.5527,8376345.2037,52522.8887,206.38,34.8866,0.0,0.0,0.0,96.0821,97.5031,0.0,0.0
99,47.5,0.0,286.875,512.039,276.7996,397.5249,8374980.7498,52523.2041,173.2617,34.4063,0.0,0.0,0.0,97.5031,96.9753,0.0,0.0
100,47.5,47.5,286.875,276.011,276.7996,420.3573,8373309.0178,52522.6396,189.6583,34.6346,0.0,0.0,0.0,96.9753,96.0578,0.0,0.0
101,47.5,23.75,310.625,313.0651,276.7996,371.8618,8371745.59,52522.4492,156.4755,34.1497,0.0,0.0,0.0,96.0578,95.0622,0.0,0.0
102,47.5,118.75,239.375,856.1662,276.7996,465.8507,8370535.2632,52523.1317,222.4279,35.0896,0.0,0.0,0.0,95.0622,94.0511,0.0,0.0
103,47.5,0.0,286.875,451.8277,276.7996,371.8665,8369134.348,52523.3511,156.4762,34.1497,0.0,0.0,0.0,94.0511,95.0669,0.0,0.0
104,47.5,71.25,263.125,775.3323,276.7996,444.1316,8367914.4374,52523.8762,206.1845,34.8724,0.0,0.0,0.0,95.0669,96.0821,0.0,0.0
105,47.5,71.25,239.375,459.781,276.7996,600.0288,8366402.7254,52523.8424,273.3311,36.4313,0.0,0.0,0.0,96.0821,275.7293,0.0,0.0
106,47.5,23.75,263.125,462.3392,276.7996,457.4779,8364893.5718,52523.8083,221.2758,35.0058,0.0,0.0,0.0,275.7293,85.6784,0.0,0.0
107,47.5,23.75,286.875,685.0988,276.7996,433.7279,8363630.9277,52524.3065,204.7529,34.7683,0.0,0.0,0.0,85.6784,85.6784,0.0,0.0
108,47.5,23.75,310.625,290.1535,276.7996,362.4779,8362044.5882,52524.0972,155.1843,34.0558,0.0,0.0,0.0,85.6784,85.6784,0.0,0.0
109,47.5,95.0,263.125,393.0121,276.7996,433.7279,8360418.6074,52523.731,204.7529,34.7683,0.0,0.0,0.0,85.6784,85.6784,0.0,0.0
110,47.5,71.25,239.375,231.298,276.7996,498.0979,8358678.4125,52523.1523,224.0114,47.4194,0.0,0.0,0.0,85.6784,173.7984,0.0,0.0
111,47.5,47.5,239.375,439.1652,276.7996,511.3159,8357169.8348,52523.1443,229.3786,49.3527,0.0,0.0,0.0,173.7984,187.0164,0.0,0.0
112,47.5,71.25,215.625,386.2797,276.7996,499.0215,8355608.3715,52522.9287,217.5073,50.7907,0.0,0.0,0.0,187.0164,198.472,0.0,0.0
113,47.5,23.75,239.375,487.4621,276.7996,514.5306,8354195.5907,52523.1221,223.8048,53.0591,0.0,0.0,0.0,198.472,213.9811,0.0,0.0
114,47.5,23.75,263.125,585.6629,276.7996,580.0705,8352809.7607,52523.4456,271.0548,52.9364,0.0,0.0,0.0,213.9811,208.2709,0.0,0.0
115,47.5,47.5,263.125,412.2552,276.7996,498.8664,8351298.0229,52522.8863,217.4443,50.768,0.0,0.0,0.0,208.2709,198.3169,0.0,0.0
116,47.5,0.0,310.625,496.9094,276.7996,511.8136,8349894.6894,52523.0199,229.5807,49.4255,0.0,0.0,0.0,198.3169,187.5141,0.0,0.0
117,47.5,118.75,239.375,891.9684,276.7996,417.7137,8348791.4148,52523.9656,182.8741,38.0773,0.0,0.0,0.0,187.5141,117.1641,0.0,0.0
118,47.5,0.0,286.875,150.2858,276.7996,419.3665,8347041.4578,52523.3811,189.5219,34.6247,0.0,0.0,0.0,117.1641,95.0669,0.0,0.0
119,47.5,71.25,263.125,896.8487,276.7996,420.3816,8345966.8135,52524.4485,189.6616,34.6349,0.0,0.0,0.0,95.0669,96.0821,0.0,0.0
120,47.5,47.5,263.125,574.9101,276.7996,445.5527,8344570.2307,52524.5889,206.38,34.8866,0.0,0.0,0.0,96.0821,97.5031,0.0,0.0
121,47.5,118.75,191.875,507.2002,276.7996,397.5249,8343082.188,52524.397,173.2617,34.4063,0.0,0.0,0.0,97.5031,96.9753,0.0,0.0
122,47.5,0.0,239.375,465.66,276.7996,444.1073,8341623.8551,52524.4026,206.1811,34.8721,0.0,0.0,0.0,96.9753,96.0578,0.0,0.0
123,47.5,0.0,286.875,156.669,276.7996,419.3618,8339880.2812,52523.8177,189.5213,34.6247,0.0,0.0,0.0,96.0578,95.0622,0.0,0.0
124,47.5,95.0,239.375,496.6495,276.7996,442.1007,8338357.9378,52523.7594,205.905,34.8521,0.0,0.0,0.0,95.0622,94.0511,0.0,0.0
125,47.5,47.5,239.375,514.6658,276.7996,395.6165,8336948.6107,52523.9104,172.9991,34.3872,0.0,0.0,0.0,94.0511,95.0669,0.0,0.0
126,47.5,23.75,263.125,392.5626,276.7996,624.1316,8335393.4303,52523.6985,289.9025,36.6724,0.0,0.0,0.0,95.0669,276.0821,0.0,0.0
127,47.5,71.25,239.375,167.7543,276.7996,420.0288,8333589.6917,52522.9812,189.6131,34.6313,0.0,0.0,0.0,276.0821,95.7293,0.0,0.0
128,47.5,47.5,239.375,903.128,276.7996,409.9779,8332545.0768,52523.6793,188.2301,34.5308,0.0,0.0,0.0,95.7293,85.6784,0.0,0.0
129,47.5,71.25,215.625,429.3243,276.7996,386.2279,8331026.6582,52523.6719,171.7072,34.2933,0.0,0.0,0.0,85.6784,85.6784,0.0,0.0
130,47.5,47.5,215.625,333.1182,276.7996,457.4779,8329364.5335,52523.3445,221.2758,35.0058,0.0,0.0,0.0,85.6784,85.6784,0.0,0.0
131,47.5,23.75,239.375,281.172,276.7996,362.4779,8327769.2126,52523.1773,155.1843,34.0558,0.0,0.0,0.0,85.6784,85.6784,0.0,0.0
132,47.5,71.25,215.625,382.3748,276.7996,521.8479,8326156.3445,52522.8395,240.5343,47.6569,0.0,0.0,0.0,85.6784,173.7984,0.0,0.0
133,47.5,23.75,239.375,123.6227,276.7996,535.0659,8324332.2242,52522.0965,245.9015,49.5902,0.0,0.0,0.0,173.7984,187.0164,0.0,0.0
134,47.5,95.0,191.875,935.3005,276.7996,475.2715,8323319.7818,52522.8139,200.9844,50.5532,0.0,0.0,0.0,187.0164,198.472,0.0,0.0
135,47.5,47.5,191.875,664.5646,276.7996,562.0306,8322012.8535,52523.1375,256.8505,53.5341,0.0,0.0,0.0,198.472,213.9811,0.0,0.0
136,47.5,0.0,239.375,356.5297,276.7996,532.5705,8320469.1402,52523.0914,238.009,52.4614,0.0,0.0,0.0,213.9811,208.2709,0.0,0.0
137,47.5,23.75,263.125,252.4585,276.7996,475.1164,8318845.1058,52522.7347,200.9214,50.5305,0.0,0.0,0.0,208.2709,198.3169,0.0,0.0
138,47.5,47.5,263.125,249.2044,276.7996,511.8136,8317146.5673,52522.2116,229.5807,49.4255,0.0,0.0,0.0,198.3169,187.5141,0.0,0.0
139,47.5,23.75,286.875,640.3191,276.7996,441.4637,8315862.8935,52522.7187,199.397,38.3148,0.0,0.0,0.0,187.5141,117.1641,0.0,0.0
140,47.5,71.25,263.125,481.2974,276.7996,443.1165,8314348.948,52522.6763,206.0448,34.8622,0.0,0.0,0.0,117.1641,95.0669,0.0,0.0
141,47.5,0.0,310.625,314.1957,276.7996,396.6316,8312786.6507,52522.4832,173.1387,34.3974,0.0,0.0,0.0,95.0669,96.0821,0.0,0.0
142,47.5,71.25,286.875,599.1685,276.7996,421.8027,8311414.3263,52522.6336,189.8572,34.6491,0.0,0.0,0.0,96.0821,97.5031,0.0,0.0
143,47.5,23.75,310.625,515.301,276.7996,492.5249,8309934.3843,52522.6837,239.3532,35.3563,0.0,0.0,0.0,97.5031,96.9753,0.0,0.0
144,47.5,71.25,286.875,666.9308,276.7996,396.6073,8308653.5722,52523.1913,173.1354,34.3971,0.0,0.0,0.0,96.9753,96.0578,0.0,0.0
145,47.5,47.5,286.875,409.6691,276.7996,419.3618,8307115.4984,52523.1562,189.5213,34.6247,0.0,0.0,0.0,96.0578,95.0622,0.0,0.0
146,47.5,0.0,334.375,421.9027,276.7996,442.1007,8305613.4081,52523.2053,205.905,34.8521,0.0,0.0,0.0,95.0622,94.0511,0.0,0.0
147,47.5,118.75,263.125,238.5747,276.7996,575.6165,8303856.7399,52522.6554,256.7171,36.1872,0.0,0.0,0.0,94.0511,275.0669,0.0,0.0
148,47.5,118.75,191.875,686.8236,276.7996,396.6316,8302548.3205,52523.1617,173.1387,34.3974,0.0,0.0,0.0,275.0669,96.0821,0.0,0.0
149,47.5,23.75,215.625,214.7147,276.7996,443.7788,8300815.2923,52522.6164,206.1359,34.8688,0.0,0.0,0.0,96.0821,95.7293,0.0,0.0
150,47.5,23.75,239.375,109.9107,276.7996,433.7279,8298977.4601,52521.8951,204.7529,34.7683,0.0,0.0,0.0,95.7293,85.6784,0.0,0.0
151,47.5,23.75,263.125,393.1107,276.7996,362.4779,8297494.0779,52521.8737,155.1843,34.0558,0.0,0.0,0.0,85.6784,85.6784,0.0,0.0
152,47.5,95.0,215.625,505.5607,276.7996,409.9779,8296004.3957,52521.8389,188.2301,34.5308,0.0,0.0,0.0,85.6784,85.6784,0.0,0.0
153,47.5,23.75,239.375,408.9663,276.7996,409.9779,8294489.3691,52521.787,188.2301,34.5308,0.0,0.0,0.0,85.6784,85.6784,0.0,0.0
154,47.5,23.75,263.125,437.634,276.7996,521.8479,8292979.2601,52521.7603,240.5343,47.6569,0.0,0.0,0.0,85.6784,173.7984,0.0,0.0
155,47.5,23.75,286.875,485.44,276.7996,535.0659,8291516.9572,52521.8988,245.9015,49.5902,0.0,0.0,0.0,173.7984,187.0164,0.0,0.0
156,47.5,118.75,215.625,246.1044,276.7996,499.0215,8289767.8187,52521.3147,217.5073,50.7907,0.0,0.0,0.0,187.0164,198.472,0.0,0.0
157,47.5,23.75,239.375,628.8043,276.7996,538.2806,8288472.63,52521.845,240.3277,53.2966,0.0,0.0,0.0,198.472,213.9811,0.0,0.0
158,47.5,47.5,239.375,560.7716,276.7996,508.8205,8287109.4087,52522.1705,221.4862,52.2239,0.0,0.0,0.0,213.9811,208.2709,0.0,0.0
159,47.5,23.75,263.125,435.4001,276.7996,498.8664,8285644.5659,52522.3145,217.4443,50.768,0.0,0.0,0.0,208.2709,198.3169,0.0,0.0
160,47.5,95.0,215.625,276.8004,276.7996,535.5636,8283902.3734,52521.7408,246.1035,49.663,0.0,0.0,0.0,198.3169,187.5141,0.0,0.0
161,47.5,0.0,263.125,308.401,276.7996,417.7137,8282334.2815,52521.5468,182.8741,38.0773,0.0,0.0,0.0,187.5141,117.1641,0.0,0.0
162,47.5,71.25,239.375,575.873,276.7996,395.6165,8280962.4116,52521.8589,172.9991,34.3872,0.0,0.0,0.0,117.1641,95.0669,0.0,0.0
163,47.5,23.75,263.125,257.6375,276.7996,444.1316,8279272.3062,52521.4672,206.1845,34.8724,0.0,0.0,0.0,95.0669,96.0821,0.0,0.0
164,47.5,0.0,310.625,434.1137,276.7996,445.5527,8277782.427,52521.4232,206.38,34.8866,0.0,0.0,0.0,96.0821,97.5031,0.0,0.0
165,47.5,71.25,286.875,318.539,276.7996,445.0249,8276105.723,52521.0766,206.3074,34.8813,0.0,0.0,0.0,97.5031,96.9753,0.0,0.0
166,47.5,23.75,310.625,507.9722,276.7996,396.6073,8274713.4523,52521.3771,173.1354,34.3971,0.0,0.0,0.0,96.9753,96.0578,0.0,0.0
