product_code,rule,observed_mean_eur,simulated_mean_eur,bias_eur,bias_pct,mae_eur,mae_pct,corr,stock_mean_eur,candidate_useful_mean_eur,implied_useful_mean_eur,useful_bias_eur,useful_mae_eur,component_count_mean
268091,excess_vs_future_need_14d,930695.2119230769,1393185.8414923458,462490.6295692688,49.693027711363605,467664.52128184005,50.2489445836424,0.49671238224212866,1423061.8982661304,29876.05677378461,494028.2676090006,-464152.210835216,466002.94001589285,14.0
268091,excess_vs_future_need_7d,930695.2119230769,1408123.869879238,477428.6579561611,51.29806749189779,482338.15978577855,51.82557658045031,0.5061821078431689,1423061.8982661304,14938.028386892307,494028.2676090006,-479090.23922210827,480676.5785198313,14.0
268091,physical_stock_value,930695.2119230769,1423061.8982661304,492366.6863430534,52.903107272431974,495689.8488749479,53.26016965862689,0.5241129449482307,1423061.8982661304,0.0,494028.2676090006,-494028.2676090006,494028.2676090006,14.0
268091,excess_vs_demand_90d,930695.2119230769,221623.21133209387,-709072.0005909831,-76.18734807132421,709072.0005909831,76.18734807132421,0.4272140522462093,1423061.8982661304,1201438.6869340364,494028.2676090006,707410.4193250359,707410.4193250359,14.0
268091,excess_vs_demand_180d,930695.2119230769,149654.26721670924,-781040.9447063678,-83.92016362612617,781040.9447063678,83.92016362612617,0.5286432524242413,1423061.8982661304,1273407.6310494212,494028.2676090006,779379.3634404205,779379.3634404205,14.0
268967,excess_vs_max_safety_coverage,259678.40000000002,359915.6025002564,100237.20250025639,38.60051606150392,148775.88370146096,57.292359973513754,0.2870485714373179,1038815.4706345563,678899.8681343,779137.0706345564,-100237.2025002564,148775.883701461,6.0
268967,excess_vs_target_stock,259678.40000000002,359915.6025002564,100237.20250025639,38.60051606150392,148775.88370146096,57.292359973513754,0.2870485714373179,1038815.4706345563,678899.8681343,779137.0706345564,-100237.2025002564,148775.883701461,6.0
268967,excess_vs_future_need_365d,259678.40000000002,477390.85336533014,217712.45336533024,83.83926170421961,220943.05219752097,85.08333854395319,0.03927121076662204,1038815.4706345563,561424.6172692262,779137.0706345564,-217712.4533653303,220943.05219752106,6.0
268967,excess_vs_demand_180d,259678.40000000002,0.0,-259678.40000000002,-100.0,259678.40000000002,100.0,,1038815.4706345563,1038815.4706345563,779137.0706345564,259678.40000000002,259678.40000000002,6.0
268967,excess_vs_demand_90d,259678.40000000002,0.0,-259678.40000000002,-100.0,259678.40000000002,100.0,,1038815.4706345563,1038815.4706345563,779137.0706345564,259678.40000000002,259678.40000000002,6.0
268967,excess_vs_safety_plus_coverage,259678.40000000002,535081.8704533656,275403.4704533656,106.05559432489017,294024.0266795117,113.22621622726868,0.3190530609537073,1038815.4706345563,503733.6001811907,779137.0706345564,-275403.4704533656,294024.02667951176,6.0
268967,excess_vs_coverage,259678.40000000002,553747.2515633656,294068.85156336555,113.24347791859681,311461.66921258863,119.94130786872863,0.3533710114200776,1038815.4706345563,485068.2190711908,779137.0706345564,-294068.8515633656,311461.6692125887,6.0
268967,excess_vs_future_need_270d,259678.40000000002,598486.5731925173,338808.17319251725,130.47221994302075,338808.17319251725,130.47221994302075,0.12562030667550064,1038815.4706345563,440328.89744203904,779137.0706345564,-338808.1731925174,338808.1731925174,6.0
268967,excess_vs_future_need_180d,259678.40000000002,782758.7791136173,523080.3791136171,201.43391946100138,523080.3791136171,201.43391946100138,0.14341842638889585,1038815.4706345563,256056.69152093926,779137.0706345564,-523080.3791136171,523080.3791136171,6.0
268967,excess_vs_future_need_120d,259678.40000000002,884279.011868098,624600.6118680979,240.52851984150314,624600.6118680979,240.52851984150314,0.2745104386044746,1038815.4706345563,154536.4587664585,779137.0706345564,-624600.6118680979,624600.6118680979,6.0
268967,excess_vs_future_need_90d,259678.40000000002,926234.3197893364,666555.9197893364,256.68516125689945,666555.9197893364,256.68516125689945,0.35046561460955156,1038815.4706345563,112581.15084522002,779137.0706345564,-666555.9197893364,666555.9197893364,6.0
268967,excess_vs_future_need_60d,259678.40000000002,964141.8883670548,704463.4883670547,271.2830517929311,704463.4883670547,271.2830517929311,0.37641522485133466,1038815.4706345563,74673.58226750174,779137.0706345564,-704463.4883670547,704463.4883670547,6.0
268967,excess_vs_future_need_45d,259678.40000000002,987961.1484016204,728282.7484016203,280.4556514525737,728282.7484016203,280.4556514525737,0.39882825782214715,1038815.4706345563,50854.32223293597,779137.0706345564,-728282.7484016203,728282.7484016203,6.0
268967,excess_vs_future_need_30d,259678.40000000002,1008522.8337723817,748844.4337723816,288.3737861032653,748844.4337723816,288.3737861032653,0.3966916767628269,1038815.4706345563,30292.636862174615,779137.0706345564,-748844.4337723816,748844.4337723816,6.0
268967,excess_vs_future_need_21d,259678.40000000002,1016095.9929879252,756417.5929879254,291.29014696175165,756417.5929879254,291.29014696175165,0.4062474912375443,1038815.4706345563,22719.477646630963,779137.0706345564,-756417.5929879254,756417.5929879254,6.0
268967,excess_vs_future_need_14d,259678.40000000002,1023669.1522034688,763990.752203469,294.206507820238,763990.752203469,294.206507820238,0.41764326605996666,1038815.4706345563,15146.318431087308,779137.0706345564,-763990.752203469,763990.752203469,6.0
268967,excess_vs_future_need_7d,259678.40000000002,1031242.3114190126,771563.9114190127,297.1228686787244,771563.9114190127,297.1228686787244,0.42399481737967626,1038815.4706345563,7573.159215543654,779137.0706345564,-771563.9114190125,771563.9114190125,6.0
268967,physical_stock_value,259678.40000000002,1038815.4706345563,779137.0706345564,300.03922953721076,779137.0706345564,300.03922953721076,0.4267912982319595,1038815.4706345563,0.0,779137.0706345564,-779137.0706345564,779137.0706345564,6.0
