day,campaign_id,node_id,output_item_id,event_type,reason,desired_qty,planned_qty_after_lot_rule,actual_qty,shortfall_vs_desired_qty,shortfall_vs_lot_plan_qty,binding_input_item_id,planned_qty_before,planned_qty_after,campaign_remaining_start_qty,campaign_remaining_end_qty,next_expected_receipt_day,notes
10,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5435.216994,107800.0,0.0,5435.216994,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
10,CMP-00000020-M-1810-item:268091-D10,M-1810,item:268091,start_campaign,none,5991.536525,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
10,CMP-00000021-SDC-1450-item:773474-D10,SDC-1450,item:773474,start_campaign,none,3886776.82062,6400000.0,6400000.0,0.0,0.0,,6400000.0,0.0,6400000.0,0.0,,lot_policy_enabled
11,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5138.422991,107800.0,0.0,5138.422991,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
11,CMP-00000022-M-1810-item:268091-D11,M-1810,item:268091,start_campaign,none,6315.058326,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
11,CMP-00000023-SDC-1450-item:773474-D11,SDC-1450,item:773474,start_campaign,none,3886816.621724,6400000.0,6400000.0,0.0,0.0,,6400000.0,0.0,6400000.0,0.0,,lot_policy_enabled
12,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4840.566231,107800.0,0.0,4840.566231,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
12,,SDC-1450,item:773474,delay_weekly_lot_limit,weekly_lot_limit,3886824.581945,0.0,0.0,3886824.581945,0.0,,0.0,0.0,0.0,0.0,,lot_policy_enabled
13,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4542.49692,107800.0,0.0,4542.49692,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
13,CMP-00000024-M-1810-item:268091-D13,M-1810,item:268091,start_campaign,none,5634.040816,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
13,,SDC-1450,item:773474,delay_weekly_lot_limit,weekly_lot_limit,3886826.173989,0.0,0.0,3886826.173989,0.0,,0.0,0.0,0.0,0.0,,lot_policy_enabled
14,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4244.385098,107800.0,0.0,4244.385098,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
14,CMP-00000025-M-1810-item:268091-D14,M-1810,item:268091,start_campaign,none,7019.493878,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
14,CMP-00000026-SDC-1450-item:773474-D14,SDC-1450,item:773474,start_campaign,none,3886826.492398,6400000.0,6400000.0,0.0,0.0,,6400000.0,0.0,6400000.0,0.0,,lot_policy_enabled
15,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4154.90151,107800.0,0.0,4154.90151,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
15,CMP-00000027-M-1810-item:268091-D15,M-1810,item:268091,start_campaign,none,7788.682449,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
15,CMP-00000028-SDC-1450-item:773474-D15,SDC-1450,item:773474,start_campaign,none,3301001.15608,6400000.0,6400000.0,0.0,0.0,,6400000.0,0.0,6400000.0,0.0,,lot_policy_enabled
16,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4107.143567,107800.0,0.0,4107.143567,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
16,CMP-00000029-M-1810-item:268091-D16,M-1810,item:268091,start_campaign,none,8434.618123,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
17,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4067.730755,107800.0,0.0,4067.730755,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
17,CMP-00000030-M-1810-item:268091-D17,M-1810,item:268091,start_campaign,none,9055.903217,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
18,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4029.986967,107800.0,0.0,4029.986967,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
18,CMP-00000031-M-1810-item:268091-D18,M-1810,item:268091,start_campaign,none,9672.258195,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
19,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,3992.576986,107800.0,0.0,3992.576986,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
19,CMP-00000032-M-1810-item:268091-D19,M-1810,item:268091,start_campaign,none,10287.627149,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
20,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,3955.233765,107800.0,0.0,3955.233765,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
20,CMP-00000033-M-1810-item:268091-D20,M-1810,item:268091,start_campaign,none,10902.798899,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
21,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,3917.903896,107800.0,0.0,3917.903896,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
21,CMP-00000034-M-1810-item:268091-D21,M-1810,item:268091,start_campaign,none,11517.931209,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
22,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4026.290984,107800.0,0.0,4026.290984,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
22,CMP-00000035-M-1810-item:268091-D22,M-1810,item:268091,start_campaign,none,11488.239303,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
23,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4163.821462,107800.0,0.0,4163.821462,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
24,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4307.180619,107800.0,0.0,4307.180619,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
25,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4451.705512,107800.0,0.0,4451.705512,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
26,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4596.463551,107800.0,0.0,4596.463551,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
27,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4741.26822,107800.0,0.0,4741.26822,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
28,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4886.082215,107800.0,0.0,4886.082215,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
29,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4790.767463,107800.0,0.0,4790.767463,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
30,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4647.426962,107800.0,0.0,4647.426962,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
31,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4494.481311,107800.0,0.0,4494.481311,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
32,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4339.614629,107800.0,0.0,4339.614629,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
33,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4184.363742,107800.0,0.0,4184.363742,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
34,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4029.036014,107800.0,0.0,4029.036014,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
35,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,3873.692917,107800.0,0.0,3873.692917,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
36,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4187.456951,107800.0,0.0,4187.456951,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
37,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4595.042411,107800.0,0.0,4595.042411,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
38,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5021.392156,107800.0,0.0,5021.392156,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
39,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5451.494758,107800.0,0.0,5451.494758,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
40,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5882.347931,107800.0,0.0,5882.347931,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
41,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6313.351219,107800.0,0.0,6313.351219,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
42,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6744.384529,107800.0,0.0,6744.384529,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
43,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6559.472824,107800.0,0.0,6559.472824,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
44,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6251.372116,107800.0,0.0,6251.372116,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
45,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5918.633607,107800.0,0.0,5918.633607,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
46,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5580.967538,107800.0,0.0,5580.967538,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
47,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5242.315957,107800.0,0.0,5242.315957,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
48,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4903.467273,107800.0,0.0,4903.467273,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
49,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4564.579169,107800.0,0.0,4564.579169,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
50,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4734.385222,107800.0,0.0,4734.385222,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
51,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5005.930106,107800.0,0.0,5005.930106,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
52,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5297.822756,107800.0,0.0,5297.822756,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
53,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5593.78496,107800.0,0.0,5593.78496,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
54,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5890.561074,107800.0,0.0,5890.561074,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
55,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6187.49997,107800.0,0.0,6187.49997,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
56,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6484.471423,107800.0,0.0,6484.471423,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
57,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6254.412652,107800.0,0.0,6254.412652,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
58,CMP-00000006-M-1430-item:268967-D3,M-1430,item:268967,run_campaign_complete,none,5918.947837,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
59,CMP-00000036-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,5562.401812,107800.0,0.0,5562.401812,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,60,lot_policy_enabled
60,CMP-00000036-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,5201.639546,107800.0,0.0,5201.639546,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,61,lot_policy_enabled
61,CMP-00000036-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4840.034032,107800.0,0.0,4840.034032,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,62,lot_policy_enabled
62,CMP-00000036-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4478.259868,107800.0,0.0,4478.259868,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,63,lot_policy_enabled
63,CMP-00000036-M-1430-item:268967-D59,M-1430,item:268967,run_campaign_complete,none,4116.451974,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
64,CMP-00000037-M-1430-item:268967-D64,M-1430,item:268967,start_campaign,none,4290.359782,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
65,CMP-00000038-M-1430-item:268967-D65,M-1430,item:268967,start_campaign,none,4571.410732,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
67,CMP-00000039-M-1430-item:268967-D67,M-1430,item:268967,start_campaign,none,4205.877551,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
159,CMP-00000040-M-1430-item:268967-D159,M-1430,item:268967,start_campaign,none,1566.938775,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
164,CMP-00000041-M-1430-item:268967-D164,M-1430,item:268967,start_campaign,none,9374.514286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
168,CMP-00000042-M-1430-item:268967-D168,M-1430,item:268967,start_campaign,none,18948.914286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
169,CMP-00000043-M-1430-item:268967-D169,M-1430,item:268967,start_campaign,none,20147.856326,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
170,CMP-00000044-M-1430-item:268967-D170,M-1430,item:268967,start_campaign,none,17796.803918,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
171,CMP-00000045-M-1430-item:268967-D171,M-1430,item:268967,start_campaign,none,14735.75262,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
233,CMP-00000046-M-1810-item:268091-D233,M-1810,item:268091,start_campaign,none,5612.506122,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
235,CMP-00000047-M-1810-item:268091-D235,M-1810,item:268091,start_campaign,none,6976.097959,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
237,CMP-00000048-M-1810-item:268091-D237,M-1810,item:268091,start_campaign,none,8339.689796,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
238,CMP-00000049-M-1810-item:268091-D238,M-1810,item:268091,start_campaign,none,10689.423674,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
239,CMP-00000050-M-1810-item:268091-D239,M-1810,item:268091,start_campaign,none,10959.043918,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
240,CMP-00000051-M-1810-item:268091-D240,M-1810,item:268091,start_campaign,none,10812.641437,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
241,CMP-00000052-M-1810-item:268091-D241,M-1810,item:268091,start_campaign,none,10583.03441,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
242,CMP-00000053-M-1810-item:268091-D242,M-1810,item:268091,start_campaign,none,10336.786474,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
243,CMP-00000054-M-1810-item:268091-D243,M-1810,item:268091,start_campaign,none,10087.210356,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
244,CMP-00000055-M-1810-item:268091-D244,M-1810,item:268091,start_campaign,none,9836.968602,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
245,CMP-00000056-M-1810-item:268091-D245,M-1810,item:268091,start_campaign,none,9586.59372,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
249,CMP-00000057-M-1810-item:268091-D249,M-1810,item:268091,start_campaign,none,7420.865306,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
251,CMP-00000058-M-1810-item:268091-D251,M-1810,item:268091,start_campaign,none,7321.697959,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
252,CMP-00000059-M-1810-item:268091-D252,M-1810,item:268091,start_campaign,none,8736.453877,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
254,CMP-00000060-M-1810-item:268091-D254,M-1810,item:268091,start_campaign,none,7511.461224,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
255,CMP-00000061-M-1810-item:268091-D255,M-1810,item:268091,start_campaign,none,9133.426939,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
256,CMP-00000062-M-1810-item:268091-D256,M-1810,item:268091,start_campaign,none,9577.493551,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
257,CMP-00000063-M-1810-item:268091-D257,M-1810,item:268091,start_campaign,none,9785.980343,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
258,CMP-00000064-M-1810-item:268091-D258,M-1810,item:268091,start_campaign,none,9947.35117,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
259,CMP-00000065-M-1810-item:268091-D259,M-1810,item:268091,start_campaign,none,10099.298805,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
260,CMP-00000066-M-1810-item:268091-D260,M-1810,item:268091,start_campaign,none,10479.843434,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
261,CMP-00000067-M-1810-item:268091-D261,M-1810,item:268091,start_campaign,none,10906.107462,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
262,CMP-00000068-M-1810-item:268091-D262,M-1810,item:268091,start_campaign,none,11341.51537,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
263,CMP-00000069-M-1810-item:268091-D263,M-1810,item:268091,start_campaign,none,11778.752053,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
264,CMP-00000070-M-1810-item:268091-D264,M-1810,item:268091,start_campaign,none,12216.354492,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
265,CMP-00000071-M-1810-item:268091-D265,M-1810,item:268091,start_campaign,none,12654.030082,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
266,CMP-00000072-M-1810-item:268091-D266,M-1810,item:268091,start_campaign,none,13091.720302,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
