snapshot,sim_day,product_code,component_item_id,stock_value_eur,future_pf_demand_qty,dc_stock_qty,net_pf_demand_qty,horizon_working_days,horizon_calendar_days,gross_need_value_eur,net_need_value_eur,safety_value_eur,immobilized_gross_rule_eur,immobilized_net_rule_eur
2025-01-13,11,268091,item:049371,60318.420388,2492326.510206001,265327.224485,2226999.2857210007,187.0,262,54849.20274520082,49010.085490697784,13009200.0,0.0,0.0
2025-01-13,11,268091,item:055703,19774.307197775,771855.7959169999,265327.224485,506528.5714319999,51.0,72,2179.5123666047098,1430.299923009681,0.0,17594.79483117029,18344.00727476532
2025-01-13,11,268091,item:099439,45330.83128,625167.7959159999,265327.224485,359840.5714309999,42.0,59,11637.56103775593,6698.468221245206,0.0,33693.27024224407,38632.363058754796
2025-01-13,11,268091,item:338928,55063.56115,1118108.244897,265327.224485,852781.020412,80.0,112,157999.87608639506,120506.48599441971,0.0,0.0,0.0
2025-01-13,11,268091,item:338929,73302.65999999999,784158.6530599999,265327.224485,518831.4285749999,52.0,73,169260.64526300097,111989.76385791373,0.0,0.0,0.0
2025-01-13,11,268091,item:426331,12094.622358,518011.46938599995,265327.224485,252684.24490099994,35.0,49,2871.4567174445565,1400.6868868625697,0.0,9223.165640555444,10693.93547113743
2025-01-20,18,268091,item:001757,46026.137412,1427098.7346939999,176999.632649,1250099.1020449998,104.0,146,12584.613314126791,11023.773913545461,0.0,33441.5240978732,35002.363498454535
2025-01-20,18,268091,item:001848,29608.358652,631857.489792,176999.632649,454857.857143,41.0,58,2224.1510012176363,1601.108754300503,0.0,27384.207650782362,28007.249897699498
2025-01-20,18,268091,item:001893,44880.021376,666924.918364,176999.632649,489925.285715,43.0,61,23871.216926005916,17535.876154585567,0.0,21008.80444999408,27344.14522141443
2025-01-20,18,268091,item:002612,193400.42994594,750562.2857120001,176999.632649,573562.6530630001,48.0,68,1919.7882143941533,1467.0585540045413,0.0,191480.64173154585,191933.37139193548
2025-01-20,18,268091,item:007923,109944.4176,448971.40815999993,176999.632649,271971.77551099996,29.0,41,2916.5182674073594,1766.7286537194557,0.0,107027.89933259264,108177.68894628054
2025-01-20,18,268091,item:016332,24195.2393184,846854.9183670001,176999.632649,669855.285718,56.0,79,11395.672722228477,9013.883537473983,0.0,12799.566596171522,15181.355780926016
2025-01-20,18,268091,item:029313,468.3278952,950246.7551010001,176999.632649,773247.122452,63.0,89,79.86063779219825,64.98523466511098,0.0,388.46725740780175,403.34266053488903
2025-01-20,18,268091,item:039668,5605.7374956,643444.346935,176999.632649,466444.714286,42.0,59,318.97209232869983,231.22877243414166,0.0,5286.765403271301,5374.508723165859
2025-01-20,18,268091,item:049371,60318.420388,2495904.346941001,176999.632649,2318904.714292001,187.0,262,54927.941021130406,51032.66939550836,13009200.0,0.0,0.0
2025-01-20,18,268091,item:055703,19774.307197775,791015.061223,176999.632649,614015.428574,51.0,72,2233.6129588272215,1733.8137861272608,0.0,17540.694238947777,18040.493411647738
2025-01-20,18,268091,item:099439,45330.83128,643444.346935,176999.632649,466444.714286,42.0,59,11977.78086262972,8682.915000905317,0.0,33353.05041737028,36647.91627909468
2025-01-20,18,268091,item:338928,106646.37438,1100922.183673,176999.632649,923922.5510239999,80.0,112,155571.31377483162,130559.49568520141,0.0,0.0,0.0
2025-01-20,18,268091,item:338929,85735.62,799911.775509,176999.632649,622912.14286,52.0,73,172660.95674361766,134455.586036331,0.0,0.0,0.0
2025-01-20,18,268091,item:426331,12094.622358,538995.979588,176999.632649,361996.34693899995,35.0,49,2987.778683931589,2006.6290102426726,0.0,9106.843674068412,10087.993347757329
2025-01-27,25,268091,item:001757,45899.15360399999,1424119.7959169997,120279.551018,1303840.2448989996,104.0,146,12558.344078730795,11497.680508397745,0.0,33340.8095252692,34401.47309560225
2025-01-27,25,268091,item:001848,29557.670364,637165.8367309999,120279.551018,516886.2857129999,41.0,58,2242.8364886098543,1819.450063435474,0.0,27314.833875390148,27738.220300564528
2025-01-27,25,268091,item:001893,44364.60275199999,672614.6326499999,120279.551018,552335.0816319999,43.0,61,24074.86864185614,19769.707483450908,0.0,20289.73411014385,24594.895268549084
2025-01-27,25,268091,item:002612,193363.59762594,738837.9591819999,120279.551018,618558.4081639999,48.0,68,1889.799731995719,1582.1486964018786,0.0,191473.79789394428,191781.4489295381
2025-01-27,25,268091,item:007923,109850.8752,450733.10203599994,120279.551018,330453.55101799994,29.0,41,2927.962230825856,2146.6262674129275,0.0,106922.91296917414,107704.24893258707
2025-01-27,25,268091,item:016332,24001.466236800003,835004.6938759999,120279.551018,714725.1428579999,56.0,79,11236.210602973415,9617.673154763535,0.0,12765.255633826588,14383.793082036467
2025-01-27,25,268091,item:029313,467.1176904,938174.4489749998,120279.551018,817894.8979569998,63.0,89,78.84605704075693,68.73752301410218,0.0,388.2716333592431,398.38016738589783
2025-01-27,25,268091,item:039668,5598.5990412,649468.6938739999,120279.551018,529189.1428559999,42.0,59,321.9585177393825,262.3328170314334,0.0,5276.640523460617,5336.266224168567
2025-01-27,25,268091,item:049371,60001.516276,2486839.551024,120279.551018,2366560.000006,187.0,262,54728.44997248191,52081.43022893205,13009200.0,0.0,0.0
2025-01-27,25,268091,item:055703,19733.645485775,768907.2653049999,120279.551018,648627.7142869999,51.0,72,2171.186512259687,1831.54953566363,0.0,17562.458973515313,17902.09595011137
2025-01-27,25,268091,item:099439,45062.77384,649468.6938739999,120279.551018,529189.1428559999,42.0,59,12089.924683333895,9850.908813178723,0.0,32972.84915666611,35211.86502682128
2025-01-27,25,268091,item:338928,104611.51038,1092650.4897959998,120279.551018,972370.9387779998,80.0,112,154402.44071307272,137405.73735871914,0.0,0.0,0.0
2025-01-27,25,268091,item:338929,82627.37999999999,775658.2653049999,120279.551018,655378.7142869999,52.0,73,167425.8365660842,141463.49547884893,0.0,0.0,0.0
2025-01-27,25,268091,item:426331,12014.799846,531605.9999949998,120279.551018,411326.44897699985,35.0,49,2946.814327352283,2280.0771117627746,0.0,9067.985518647718,9734.722734237224
2025-02-03,32,268091,item:001757,56759.15360399999,1440289.204079,129467.981156,1310821.222923,104.0,146,12700.931094113927,11559.24100652635,0.0,44058.222509886065,45199.91259747364
2025-02-03,32,268091,item:001848,29557.670364,641419.367346,129467.981156,511951.38619000005,41.0,58,2257.8090014452673,1802.0791184165241,0.0,27299.861362554733,27755.591245583477
2025-02-03,32,268091,item:001893,44364.60275199999,667189.9183670001,129467.981156,537721.9372110001,43.0,61,23880.702060513297,19246.65978971584,0.0,20483.900691486695,25117.942962284153
2025-02-03,32,268091,item:002612,221713.59762594,720203.714286,129467.981156,590735.7331300001,48.0,68,1842.1370604007304,1510.9838581999138,0.0,219871.46056553925,220202.61376774008
2025-02-03,32,268091,item:007923,148130.8752,449240.979588,129467.981156,319772.998432,29.0,41,2918.269403403648,2077.245397814272,0.0,145212.60579659636,146053.62980218575
2025-02-03,32,268091,item:016332,24001.466236800003,841981.510202,129467.981156,712513.529046,56.0,79,11330.093880698849,9587.912653120455,0.0,12671.372356101154,14413.553583679548
2025-02-03,32,268091,item:029313,467.1176904,903026.816324,129467.981156,773558.8351680001,63.0,89,75.8921796975016,65.01143162518906,0.0,391.2255107024984,402.10625877481095
2025-02-03,32,268091,item:039668,5598.5990412,650316.081632,129467.981156,520848.10047600005,42.0,59,322.3785898831049,258.1979454565656,0.0,5276.220451316895,5340.401095743435
2025-02-03,32,268091,item:049371,139111.516276,2491852.3673520004,129467.981156,2362384.3861960005,187.0,262,54838.76817435997,51989.53653542422,13009200.0,0.0,0.0
2025-02-03,32,268091,item:055703,19733.645485775,763356.653061,129467.981156,633888.671905,51.0,72,2155.5130819479373,1789.9304595183053,0.0,17578.13240382706,17943.715026256694
2025-02-03,32,268091,item:099439,45062.77384,650316.081632,129467.981156,520848.10047600005,42.0,59,12105.698891187843,9695.639475170789,0.0,32957.07494881216,35367.13436482921
2025-02-03,32,268091,item:338928,104611.51038,1094404.2040849999,129467.981156,964936.2229289999,80.0,112,154650.25807925133,136355.13766209697,0.0,0.0,0.0
2025-02-03,32,268091,item:338929,82627.37999999999,776387.795918,129467.981156,646919.814762,52.0,73,167583.3057489003,139637.64201637768,0.0,0.0,0.0
2025-02-03,32,268091,item:426331,21690.255846,541218.938773,129467.981156,411750.95761700004,35.0,49,3000.1010579746567,2282.4302607912828,0.0,18690.154788025342,19407.825585208717
2025-02-10,39,268091,item:001757,56759.15360399999,1444577.102039,128903.507069,1315673.59497,104.0,146,12738.743150452554,11602.030775995849,0.0,44020.41045354744,45157.12282800414
2025-02-10,39,268091,item:001848,29557.670364,634171.551019,128903.507069,505268.04395,41.0,58,2232.2965430179006,1778.5536200648794,0.0,27325.373820982102,27779.116743935123
2025-02-10,39,268091,item:001893,44364.60275199999,657116.040815,128903.507069,528212.5337459999,43.0,61,23520.12816424966,18906.290091869225,0.0,20844.47458775033,25458.312660130767
2025-02-10,39,268091,item:002612,221713.59762594,737563.387753,128903.507069,608659.880684,48.0,68,1886.539633194623,1556.8302428135348,0.0,219827.05799274537,220156.76738312645
2025-02-10,39,268091,item:007923,148130.8752,466135.265302,128903.507069,337231.758233,29.0,41,3028.014683401792,2190.657501481568,0.0,145102.86051659822,145940.21769851845
2025-02-10,39,268091,item:016332,24001.466236800003,827040.122444,128903.507069,698136.6153749999,56.0,79,11129.03563422328,9394.450231875535,0.0,12872.430602576722,14607.016004924468
2025-02-10,39,268091,item:029313,467.1176904,873459.387753,128903.507069,744555.880684,63.0,89,73.40727386553762,62.57396532444472,0.0,393.7104165344624,404.5437250755553
2025-02-10,39,268091,item:039668,5598.5990412,640922.551019,128903.507069,512019.04395,42.0,59,317.7219725264448,253.82115258115772,0.0,5280.877068673555,5344.777888618843
2025-02-10,39,268091,item:049371,139111.516276,2492557.551023,128903.507069,2363654.043954,187.0,262,54854.2873135999,52017.47818572579,13009200.0,0.0,0.0
2025-02-10,39,268091,item:055703,30166.145485775,778893.836731,128903.507069,649990.329662,51.0,72,2199.3858935924263,1835.397193576479,0.0,27966.759592182574,28330.74829219852
2025-02-10,39,268091,item:099439,45062.77384,640922.551019,128903.507069,512019.04395,42.0,59,11930.837379473787,9531.285705033644,0.0,33131.936460526216,35531.488134966356
2025-02-10,39,268091,item:338928,104611.51038,1106098.3061229999,128903.507069,977194.7990539998,80.0,112,156302.7516382411,138087.3970543207,0.0,0.0,0.0
2025-02-10,39,268091,item:338929,82627.37999999999,787727.265302,128903.507069,658823.758233,52.0,73,170030.93021543667,142207.10821459303,0.0,0.0,0.0
2025-02-10,39,268091,item:426331,21690.255846,559078.489793,128903.507069,430174.98272400006,35.0,49,3099.1006569752512,2384.5588694851585,0.0,18591.15518902475,19305.696976514842
2025-02-17,46,268091,item:001757,78479.15360399999,1453323.469389,128509.678177,1324813.791212,104.0,146,12815.871416582406,11682.631951320602,0.0,65663.28218741759,66796.5216526794
2025-02-17,46,268091,item:001848,29557.670364,639565.55102,128509.678177,511055.872843,41.0,58,2251.283530901421,1798.9268935248172,0.0,27306.38683309858,27758.743470475183
2025-02-17,46,268091,item:001893,44364.60275199999,676859.959183,128509.678177,548350.281006,43.0,61,24226.82144463875,19627.07967403652,0.0,20137.78130736124,24737.523077963473
2025-02-17,46,268091,item:002612,221713.59762594,742735.306119,128509.678177,614225.6279419999,48.0,68,1899.7683659911777,1571.066311150047,0.0,219813.8292599488,220142.53131478996
2025-02-17,46,268091,item:007923,148130.8752,488018.571427,128509.678177,359508.89324999996,29.0,41,3170.168639989792,2335.369770552,0.0,144960.7065600102,145795.505429448
2025-02-17,46,268091,item:016332,24001.466236800003,796837.836733,128509.678177,668328.158556,56.0,79,10722.619663835494,8993.333805795108,0.0,13278.846572964509,15008.132431004895
2025-02-17,46,268091,item:029313,467.1176904,876577.7755110001,128509.678177,748068.097334,63.0,89,73.66934940949547,62.86913903614403,0.0,393.44834099050456,404.248551363856
2025-02-17,46,268091,item:039668,5598.5990412,652596.693877,128509.678177,524087.0157,42.0,59,323.5091486688697,259.8035599448982,0.0,5275.08989253113,5338.795481255102
2025-02-17,46,268091,item:049371,139111.516276,2494522.2653089995,128509.678177,2366012.5871319994,187.0,262,54897.52523277618,52069.383187908956,13009200.0,0.0,0.0
2025-02-17,46,268091,item:055703,30166.145485775,766336.693874,128509.678177,637827.015697,51.0,72,2163.9279125928297,1801.0512790340895,0.0,28002.21757318217,28365.09420674091
2025-02-17,46,268091,item:099439,45062.77384,652596.693877,128509.678177,524087.0157,42.0,59,12148.152716189743,9755.93220595707,0.0,32914.621123810255,35306.84163404293
2025-02-17,46,268091,item:338928,104611.51038,1107628.4489799999,128509.678177,979118.7708029998,80.0,112,156518.97612536378,138359.2735021719,0.0,0.0,0.0
2025-02-17,46,268091,item:338929,82627.37999999999,770607.551017,128509.678177,642097.87284,52.0,73,166335.63988701944,138596.82585251398,0.0,0.0,0.0
2025-02-17,46,268091,item:426331,21690.255846,559046.530612,128509.678177,430536.852435,35.0,49,3098.9234998843567,2386.564796523265,0.0,18591.332346115643,19303.691049476736
2025-02-24,53,268091,item:001757,78479.15360399999,1416640.673471,103349.34694,1313291.326531,104.0,146,12492.390783682788,11581.023170574847,0.0,65986.7628203172,66898.13043342515
2025-02-24,53,268091,item:001848,29557.670364,622500.816325,103349.34694,519151.469385,41.0,58,2191.215323480327,1827.423555264588,0.0,27366.455040519675,27730.246808735414
2025-02-24,53,268091,item:001893,44364.60275199999,647045.714283,103349.34694,543696.367343,43.0,61,23159.681369502847,19460.502328453305,0.0,21204.921382497145,24904.100423546686
2025-02-24,53,268091,item:002612,250063.59762594,683546.122447,103349.34694,580196.775507,48.0,68,1748.3742719949362,1484.0273123918043,0.0,248315.22335394507,248579.57031354817
2025-02-24,53,268091,item:007923,148130.8752,455686.346939,103349.34694,352336.999999,29.0,41,2960.138509715744,2288.781151993504,0.0,145170.73669028428,145842.09404800652
2025-02-24,53,268091,item:016332,24001.466236800003,749959.102042,103349.34694,646609.7551020001,56.0,79,10091.797658100502,8701.080891578882,0.0,13909.6685786995,15300.38534522112
2025-02-24,53,268091,item:029313,467.1176904,853483.7959220001,103349.34694,750134.4489820001,63.0,89,71.72848517687673,63.042799361345246,0.0,395.38920522312327,404.07489103865475
2025-02-24,53,268091,item:039668,5598.5990412,631334.244896,103349.34694,527984.8979560001,42.0,59,312.9687998853145,261.7358415241361,0.0,5285.630241314686,5336.863199675864
2025-02-24,53,268091,item:049371,139111.516276,2453810.530614999,103349.34694,2350461.183674999,187.0,262,54001.57272366634,51727.139875207955,13009200.0,0.0,0.0
2025-02-24,53,268091,item:055703,30166.145485775,701148.244897,103349.34694,597798.8979570001,51.0,72,1979.8533335630057,1688.0226821281196,0.0,28186.292152211994,28478.12280364688
2025-02-24,53,268091,item:099439,45062.77384,631334.244896,103349.34694,527984.8979560001,42.0,59,11752.35010216353,9828.491673940736,0.0,33310.42373783647,35234.28216605927
2025-02-24,53,268091,item:338928,104611.51038,1067221.081634,103349.34694,963871.734694,80.0,112,150809.01104570052,136204.71482960912,0.0,0.0,0.0
2025-02-24,53,268091,item:338929,82627.37999999999,705620.816326,103349.34694,602271.4693860001,52.0,73,152308.2532039671,130000.2966669681,0.0,0.0,0.0
2025-02-24,53,268091,item:426331,21690.255846,520505.163266,103349.34694,417155.816326,35.0,49,2885.279836170989,2312.390635732773,0.0,18804.97600982901,19377.865210267228
2025-03-03,60,268091,item:001757,78352.169796,1410615.714287,166047.551013,1244568.163274,104.0,146,12439.260765611338,10975.000325562378,0.0,65912.90903038866,67377.16947043763
2025-03-03,60,268091,item:001848,29506.982076,578454.32653,166047.551013,412406.775517,41.0,58,2036.1707984721306,1451.6800979553504,0.0,27470.81127752787,28055.30197804465
2025-03-03,60,268091,item:001893,43849.18412799999,591353.346939,166047.551013,425305.795926,43.0,61,21166.286692853748,15222.95334134748,0.0,22682.897435146246,28626.230786652515
2025-03-03,60,268091,item:002612,250026.76530594,624873.591839,166047.551013,458826.04082600004,48.0,68,1598.3016732057938,1173.5852472247427,0.0,248428.4636327342,248853.18005871525
2025-03-03,60,268091,item:007923,148037.3328,417972.73469699995,166047.551013,251925.18368399996,29.0,41,2715.1508845917115,1636.5059932112638,0.0,145322.1819154083,146400.82680678874
2025-03-03,60,268091,item:016332,23807.6931552,729973.897964,166047.551013,563926.346951,56.0,79,9822.867478892242,7588.454586397644,0.0,13984.825676307757,16219.238568802355
2025-03-03,60,268091,item:029313,465.9074855999999,837157.081638,166047.551013,671109.530625,63.0,89,70.35635545502079,56.401387172786244,0.0,395.55113014497914,409.50609842721366
2025-03-03,60,268091,item:039668,5591.460586800001,582725.183673,166047.551013,416677.63266,42.0,59,288.8720244014816,206.5579361280112,0.0,5302.58856239852,5384.902650671989
2025-03-03,60,268091,item:049371,165164.61216400002,2440240.183679001,166047.551013,2274192.632666001,187.0,262,53702.92697746603,50048.680331386204,13009200.0,0.0,0.0
2025-03-03,60,268091,item:055703,30125.483773775,657766.326534,166047.551013,491718.77552100003,51.0,72,1857.3545092238514,1388.4810580019132,0.0,28268.129264551146,28737.002715773084
2025-03-03,60,268091,item:099439,44794.7164,582725.183673,166047.551013,416677.63266,42.0,59,10847.48756659126,7756.495799729166,0.0,33947.228833408735,37038.22060027083
2025-03-03,60,268091,item:338928,102576.64638,1053125.4489820001,166047.551013,887077.8979690002,80.0,112,148817.15719564643,125352.9777619994,0.0,0.0,0.0
2025-03-03,60,268091,item:338929,79519.14,668073.183677,166047.551013,502025.63266400003,52.0,73,144203.59669668044,108362.2328105244,0.0,0.0,0.0
2025-03-03,60,268091,item:426331,21610.433334,510842.163267,166047.551013,344794.61225400004,35.0,49,2831.715604686532,1911.2758384847405,0.0,18778.71772931347,19699.15749551526
2025-03-10,67,268091,item:001757,78352.169796,1388827.6122499995,135742.938777,1253084.6734729996,104.0,146,12247.126309656414,11050.10163778042,0.0,66105.04348634358,67302.06815821958
2025-03-10,67,268091,item:001848,29506.982076,531228.653063,135742.938777,395485.71428599994,41.0,58,1869.9354833548214,1392.1176240010057,0.0,27637.04659264518,28114.864451998994
2025-03-10,67,268091,item:001893,43849.18412799999,547146.775513,135742.938777,411403.83673599997,43.0,61,19584.002650065788,14725.361072138177,0.0,24265.181477934206,29123.823055861816
2025-03-10,67,268091,item:002612,250026.76530594,610968.591841,135742.938777,475225.653064,48.0,68,1562.7354642109094,1215.532175407099,0.0,248464.0298417291,248811.2331305329
2025-03-10,67,268091,item:007923,148037.3328,422482.897962,135742.938777,286739.959185,29.0,41,2744.4489051611517,1862.66277486576,0.0,145292.88389483886,146174.67002513426
2025-03-10,67,268091,item:016332,23807.6931552,726892.938782,135742.938777,591150.000005,56.0,79,9781.40866257419,7954.788693667285,0.0,14026.28449262581,15852.904461532715
2025-03-10,67,268091,item:029313,465.9074855999999,825819.9795959999,135742.938777,690077.040819,63.0,89,69.40356272520702,57.99545466451039,0.0,396.5039228747929,407.9120309354895
2025-03-10,67,268091,item:039668,5591.460586800001,535701.224492,135742.938777,399958.28571499995,42.0,59,265.5610252125212,198.2697211443541,0.0,5325.899561587479,5393.190865655647
2025-03-10,67,268091,item:049371,191534.612164,2472487.938782001,135742.938777,2336745.0000050007,187.0,262,54412.61074100142,51425.28466646006,13009200.0,0.0,0.0
2025-03-10,67,268091,item:055703,30125.483773775,652247.081638,135742.938777,516504.142861,51.0,72,1841.7696518336693,1458.4682433208911,0.0,28283.714121941328,28667.015530454108
2025-03-10,67,268091,item:099439,44794.7164,535701.224492,135742.938777,399958.28571499995,42.0,59,9972.131864041028,7445.263484413295,0.0,34822.58453595897,37349.452915586706
2025-03-10,67,268091,item:338928,102576.64638,1061702.0000009998,135742.938777,925959.0612239998,80.0,112,150029.10962014127,130847.2749415634,0.0,0.0,0.0
2025-03-10,67,268091,item:338929,79519.14,662573.795924,135742.938777,526830.857147,52.0,73,143016.5538501954,113716.44051517994,0.0,0.0,0.0
2025-03-10,67,268091,item:426331,21610.433334,490230.408163,135742.938777,354487.469386,35.0,49,2717.4599054413866,1965.0055749245566,0.0,18892.973428558616,19645.427759075443
2025-03-17,74,268091,item:001757,78352.169796,1350220.6938839997,102351.041602,1247869.6522819998,104.0,146,11906.678149291152,11004.113912111403,0.0,66445.49164670885,67348.05588388859
2025-03-17,74,268091,item:001848,46846.982076,509481.83673899993,102351.041602,407130.7951369999,41.0,58,1793.3862549580147,1433.1085414981426,0.0,45053.595821041985,45413.87353450186
2025-03-17,74,268091,item:001893,43849.18412799999,540410.918372,102351.041602,438059.87677,43.0,61,19342.90638485226,15679.459646833538,0.0,24506.277743147733,28169.724481166457
2025-03-17,74,268091,item:002612,250026.76530594,613006.530619,102351.041602,510655.48901699996,48.0,68,1567.9481040172777,1306.1546098076822,0.0,248458.81720192273,248720.61069613232
2025-03-17,74,268091,item:007923,148037.3328,413446.489796,102351.041602,311095.448194,29.0,41,2685.7483977148163,2020.876031468224,0.0,145351.5844022852,146016.4567685318
2025-03-17,74,268091,item:016332,23807.6931552,728514.551026,102351.041602,626163.5094239999,56.0,79,9803.229829357533,8425.946722677718,0.0,14004.463325842466,15381.74643252228
2025-03-17,74,268091,item:029313,465.9074855999999,808906.816331,102351.041602,706555.7747289999,63.0,89,67.98214665808989,59.38036041977461,0.0,397.92533894191,406.5271251802253
2025-03-17,74,268091,item:039668,5591.460586800001,519788.69388199993,102351.041602,417437.6522799999,42.0,59,257.6727700633483,206.93469761415525,0.0,5333.7878167366525,5384.525889185846
2025-03-17,74,268091,item:049371,191534.612164,2489894.8367410013,102351.041602,2387543.795139001,187.0,262,54795.68834797167,52543.22543469689,13009200.0,0.0,0.0
2025-03-17,74,268091,item:055703,30125.483773775,656335.265313,102351.041602,553984.2237109999,51.0,72,1853.313578722277,1564.3018720194616,0.0,28272.17019505272,28561.181901755535
2025-03-17,74,268091,item:099439,44794.7164,519788.69388199993,102351.041602,417437.6522799999,42.0,59,9675.918515482816,7770.643640957426,0.0,35118.79788451718,37024.072759042574
2025-03-17,74,268091,item:338928,102576.64638,1057524.7551059998,102351.041602,955173.7135039998,80.0,112,149438.8231440288,134975.5974552502,0.0,0.0,0.0
2025-03-17,74,268091,item:338929,79519.14,667448.265313,102351.041602,565097.2237109999,52.0,73,144068.70806781104,121976.23573801933,0.0,0.0,0.0
2025-03-17,74,268091,item:426331,21610.433334,451812.28571599995,102351.041602,349461.24411399994,35.0,49,2504.4994165495023,1937.144052210048,0.0,19105.9339174505,19673.289281789952
2025-03-24,81,268091,item:001757,78352.169796,1303975.2449039998,127250.857144,1176724.3877599998,104.0,146,11498.87098164184,10376.73220307176,0.0,66853.29881435816,67975.43759292824
2025-03-24,81,268091,item:001848,46846.982076,500428.4285759999,127250.857144,373177.5714319999,41.0,58,1761.5180771560915,1313.5925149920686,0.0,45085.46399884391,45533.389561007934
2025-03-24,81,268091,item:001893,43849.18412799999,531745.551026,127250.857144,404494.69388199993,43.0,61,19032.747238051576,14478.062398330669,0.0,24816.436889948418,29371.121729669325
2025-03-24,81,268091,item:002612,250026.76530594,607611.6122499999,127250.857144,480360.7551059999,48.0,68,1554.1489818130494,1228.6667394101262,0.0,248472.61632412695,248798.09856652986
2025-03-24,81,268091,item:007923,148037.3328,366165.18367399997,127250.857144,238914.32652999996,29.0,41,2378.609033146304,1551.9874651388798,0.0,145658.7237668537,146485.34533486114
2025-03-24,81,268091,item:016332,23807.6931552,705093.8571459999,127250.857144,577843.0000019999,56.0,79,9488.070105306293,7775.723527178913,0.0,14319.623049893706,16031.969628021085
2025-03-24,81,268091,item:029313,465.9074855999999,799287.4081659999,127250.857144,672036.5510219999,63.0,89,67.17371235708696,56.47929582099091,0.0,398.73377324291295,409.428189779009
