record_index,system,component,family,mass_kg,lca_use_class,lca_confidence,lca_match_level,lca_equipment_match,lca_material_match,raw_materials_status,role,name,supplier_status,is_primary,allocation_share_pct,country_code,lat,lon,geocode_status,source_confidence,site_quality,node_issue_count,node_max_severity,node_issue_codes
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4,Hindalco Industries,alternate,False,0.0,IN,24.2236632,83.0306552,source_backed_industrial_site,medium_high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,False,0.0,CN,36.7653535,101.7640249,source_backed_industrial_site_candidate_requires_certificate,low,source_backed_or_medium_high,2,MEDIUM,inactive_alternate_requires_allocation;material_certificate_required
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4,Saarstahl,baseline_primary,True,100.0,DE,49.3593951,7.1714727,kept_from_source_json,,unknown_or_legacy,0,INFO,
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T3,Krupp,alternate,False,0.0,DE,51.3350109,7.5747349,kept_from_source_json,,unknown_or_legacy,1,MEDIUM,inactive_alternate_requires_allocation
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T2,MGA Villeneuve St Lot - internal machining/forming process,baseline_primary_assumed_internalized_process,True,100.0,FR,44.3974711,0.7316929,virtual_node_at_downstream_site,,unknown_or_legacy,1,MEDIUM,baseline_node_is_assumption
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T1,MGA Villeneuve St Lot,baseline_primary,True,100.0,FR,44.3974711,0.7316929,kept_from_source_json,,unknown_or_legacy,0,INFO,
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,OEM,Safran Seats / Safran internal group,baseline_primary,True,100.0,FR,48.8125,1.9495,source_backed_site,high,source_backed_or_medium_high,0,INFO,
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T1,Groupe LAUAK,alternate,False,0.0,FR,43.3833153,-1.3279615,source_backed_site,high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T1,ETS Gattefin,alternate,False,0.0,FR,47.1426393,2.2372016,source_backed_site,high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T3,thyssenkrupp Materials France,alternate,False,0.0,FR,48.758488,1.925304,source_backed_site,high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T3,Altec Etirage,alternate,False,0.0,FR,45.390391,5.353941,kept_from_source_json,,unknown_or_legacy,1,MEDIUM,inactive_alternate_requires_allocation
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T3,Aubert & Duval,baseline_primary,True,100.0,FR,45.9235016,2.8415731,source_backed_industrial_site,medium_high,source_backed_or_medium_high,0,INFO,
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4,ArcelorMittal,alternate_requires_allocation_source,False,0.0,FR,46.7897099,4.4493912,source_backed_industrial_site_candidate_requires_certificate,medium_high,source_backed_or_medium_high,2,MEDIUM,inactive_alternate_requires_allocation;material_certificate_required
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4,China Baowu / Baosteel,alternate,False,0.0,CN,31.4114498,121.4557873,source_backed_industrial_site_candidate_requires_certificate,medium,source_backed_or_medium_high,2,MEDIUM,inactive_alternate_requires_allocation;material_certificate_required
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4,Tata Steel,alternate,False,0.0,IN,22.7853607,86.1994836,source_backed_industrial_site_candidate_requires_certificate,medium_high,source_backed_or_medium_high,2,MEDIUM,inactive_alternate_requires_allocation;material_certificate_required
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4,Nucor Corp,alternate,False,0.0,US,33.007,-79.879,source_backed_industrial_site_candidate_requires_certificate,low,source_backed_or_medium_high,2,MEDIUM,inactive_alternate_requires_allocation;material_certificate_required
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T4,Mitsubishi Chemical,baseline_primary,True,100.0,BE,50.9997611,3.3450176,source_backed_industrial_site,low,source_backed_or_medium_high,0,INFO,
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T3,Toray Industries,baseline_primary,True,100.0,JP,35.08880103081,136.90424935333,source_backed_industrial_site_candidate,medium_high,source_backed_or_medium_high,0,INFO,
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T2,Krohne,alternate,False,0.0,DE,51.1498261,13.7978466,kept_from_source_json,,unknown_or_legacy,1,MEDIUM,inactive_alternate_requires_allocation
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T1,ESPACE,baseline_primary,True,100.0,FR,44.7776436,-0.6475364,kept_from_source_json,,unknown_or_legacy,0,INFO,
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,OEM,Safran Seats / Safran internal group,baseline_primary,True,100.0,FR,48.8125,1.9495,source_backed_site,high,source_backed_or_medium_high,0,INFO,
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T2,DuPont de Nemours,alternate,False,0.0,US,37.4520437,-77.4335412,source_backed_industrial_site,medium_high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T2,Ensinger,baseline_primary,True,100.0,DE,48.5010122,8.8201999,kept_from_source_json,,unknown_or_legacy,0,INFO,
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T2,Plastitek,alternate,False,0.0,FR,49.9370621,1.6266078,kept_from_source_json,,unknown_or_legacy,1,MEDIUM,inactive_alternate_requires_allocation
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T3,EXSTO / Baule-Exsto Polymere,alternate,False,0.0,FR,45.0506,5.0835,source_backed_site,high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T4,BASF,alternate,False,0.0,DE,49.481,8.435,source_backed_site,medium_high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T4,Bayer,alternate,False,0.0,DE,50.9431344,13.6228032,kept_from_source_json,,unknown_or_legacy,1,MEDIUM,inactive_alternate_requires_allocation
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,quantitative_ready,high,exact_equipment_material,ENSEMBLE PORTE,film decor aerfilm ep0 33 714g m2,provided,T4,BASF,baseline_primary_assumed_material_source,True,100.0,DE,49.481,8.435,source_backed_site,medium_high,source_backed_or_medium_high,1,MEDIUM,baseline_node_is_assumption
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,quantitative_ready,high,exact_equipment_material,ENSEMBLE PORTE,film decor aerfilm ep0 33 714g m2,provided,T3,EPODEX,baseline_primary,True,100.0,FR,48.845562,2.3249361,kept_from_source_json,,unknown_or_legacy,0,INFO,
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,quantitative_ready,high,exact_equipment_material,ENSEMBLE PORTE,film decor aerfilm ep0 33 714g m2,provided,T2,Sika,baseline_primary_inferred_after_business_review,True,0.0,US,40.6997868,-73.9244291,kept_from_source_json,,unknown_or_legacy,0,INFO,
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,quantitative_ready,high,exact_equipment_material,ENSEMBLE PORTE,film decor aerfilm ep0 33 714g m2,provided,T1,MGA Villeneuve St Lot,baseline_primary,True,100.0,FR,44.3974711,0.7316929,kept_from_source_json,,unknown_or_legacy,0,INFO,
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,quantitative_ready,high,exact_equipment_material,ENSEMBLE PORTE,film decor aerfilm ep0 33 714g m2,provided,OEM,Safran Seats / Safran internal group,baseline_primary,True,100.0,FR,48.8125,1.9495,source_backed_site,high,source_backed_or_medium_high,0,INFO,
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,quantitative_ready,high,exact_equipment_material,ENSEMBLE PORTE,film decor aerfilm ep0 33 714g m2,provided,T1,Adhetec,alternate,False,0.0,FR,43.2204471,0.0422628,kept_from_source_json,,unknown_or_legacy,1,MEDIUM,inactive_alternate_requires_allocation
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,quantitative_ready,high,exact_equipment_material,ENSEMBLE PORTE,film decor aerfilm ep0 33 714g m2,provided,T1,KEMKO Aerospace,alternate,False,0.0,US,38.563572,-90.4559651,source_backed_industrial_site,low,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,quantitative_ready,high,exact_equipment_material,ENSEMBLE PORTE,film decor aerfilm ep0 33 714g m2,provided,T3,Henkel,alternate,False,0.0,DE,50.987772,13.8462669,kept_from_source_json,,unknown_or_legacy,1,MEDIUM,inactive_alternate_requires_allocation
5,Bumper version porte,alliage Cu,copper,0.006,quantitative_ready,high,exact_equipment_material,BUMPER VERSION PORTE,alliage cu,provided,T4,Aurubis - copper source assumption,baseline_primary_assumed_material_source,True,100.0,DE,50.7584717,6.234312,kept_from_source_json,,unknown_or_legacy,1,MEDIUM,baseline_node_is_assumption
5,Bumper version porte,alliage Cu,copper,0.006,quantitative_ready,high,exact_equipment_material,BUMPER VERSION PORTE,alliage cu,provided,T3,Aurubis,baseline_primary,True,100.0,DE,50.7584717,6.234312,kept_from_source_json,,unknown_or_legacy,0,INFO,
5,Bumper version porte,alliage Cu,copper,0.006,quantitative_ready,high,exact_equipment_material,BUMPER VERSION PORTE,alliage cu,provided,T2,SUMPAR - internal machining/forming process,baseline_primary_assumed_internalized_process,True,100.0,FR,49.3892868,1.2085766,virtual_node_at_downstream_site,high,source_backed_or_medium_high,1,MEDIUM,baseline_node_is_assumption
5,Bumper version porte,alliage Cu,copper,0.006,quantitative_ready,high,exact_equipment_material,BUMPER VERSION PORTE,alliage cu,provided,T1,SUMPAR,baseline_primary,True,100.0,FR,49.3892868,1.2085766,source_backed_site,high,source_backed_or_medium_high,0,INFO,
5,Bumper version porte,alliage Cu,copper,0.006,quantitative_ready,high,exact_equipment_material,BUMPER VERSION PORTE,alliage cu,provided,OEM,Safran Seats / Safran internal group,baseline_primary,True,100.0,FR,48.8125,1.9495,source_backed_site,high,source_backed_or_medium_high,0,INFO,
5,Bumper version porte,alliage Cu,copper,0.006,quantitative_ready,high,exact_equipment_material,BUMPER VERSION PORTE,alliage cu,provided,T1,Groupe Segnere / SEGNERE Ade,alternate_requires_allocation_source,False,0.0,FR,43.1576,-0.0191,source_backed_site,medium_high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
5,Bumper version porte,alliage Cu,copper,0.006,quantitative_ready,high,exact_equipment_material,BUMPER VERSION PORTE,alliage cu,provided,T1,MGA Villeneuve St Lot,alternate,False,0.0,FR,44.3974711,0.7316929,kept_from_source_json,,unknown_or_legacy,1,MEDIUM,inactive_alternate_requires_allocation
5,Bumper version porte,alliage Cu,copper,0.006,quantitative_ready,high,exact_equipment_material,BUMPER VERSION PORTE,alliage cu,provided,T1,Senior Aerospace Thailand,alternate,False,0.0,TH,13.0914,101.0108,source_backed_site,high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
5,Bumper version porte,alliage Cu,copper,0.006,quantitative_ready,high,exact_equipment_material,BUMPER VERSION PORTE,alliage cu,provided,T3,Ampco Metal France,alternate,False,0.0,FR,45.6782426,4.9349071,kept_from_source_json,,unknown_or_legacy,1,MEDIUM,inactive_alternate_requires_allocation
5,Bumper version porte,alliage Cu,copper,0.006,quantitative_ready,high,exact_equipment_material,BUMPER VERSION PORTE,alliage cu,provided,T3,thyssenkrupp Materials France,alternate,False,0.0,FR,48.758488,1.925304,source_backed_site,high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
6,Ens. Stowage latéral,cuir,textile_leather,0.112,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,cuir 850,provided,T4,Gruppo Mastrotto - hide/raw leather source assumption,baseline_primary_assumed_material_source,True,100.0,IT,45.556,11.341,kept_from_source_json,,unknown_or_legacy,1,MEDIUM,baseline_node_is_assumption
6,Ens. Stowage latéral,cuir,textile_leather,0.112,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,cuir 850,provided,T3,Gruppo Mastrotto,baseline_primary_inferred_after_review,True,0.0,IT,45.556,11.341,kept_from_source_json,,unknown_or_legacy,0,INFO,
6,Ens. Stowage latéral,cuir,textile_leather,0.112,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,cuir 850,provided,T2,Maison Fichet,baseline_primary,True,100.0,FR,48.8706283,2.3633735,kept_from_source_json,,unknown_or_legacy,0,INFO,
6,Ens. Stowage latéral,cuir,textile_leather,0.112,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,cuir 850,provided,T1,MGA Villeneuve St Lot,baseline_primary,True,100.0,FR,44.3974711,0.7316929,kept_from_source_json,,unknown_or_legacy,0,INFO,
6,Ens. Stowage latéral,cuir,textile_leather,0.112,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,cuir 850,provided,OEM,Safran Seats / Safran internal group,baseline_primary,True,100.0,FR,48.8125,1.9495,source_backed_site,high,source_backed_or_medium_high,0,INFO,
6,Ens. Stowage latéral,cuir,textile_leather,0.112,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,cuir 850,provided,T1,ACH,alternate_requires_allocation_source,False,0.0,FR,46.5802,0.3404,source_backed_site,high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
6,Ens. Stowage latéral,cuir,textile_leather,0.112,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,cuir 850,provided,T1,Celso SAS,alternate,False,0.0,FR,43.9363,1.3228,source_backed_site,high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
6,Ens. Stowage latéral,cuir,textile_leather,0.112,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,cuir 850,provided,T2,MGR Foamtex Ltd,alternate,False,0.0,GB,51.739561,-0.966526,source_backed_site,high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
7,lightning,lightning,electronics_cots,0.8,quantitative_ready,high,exact_equipment_material,LIGHTING x3,diode cots,provided,T4,COTS electronics component market basket,baseline_primary_assumed_non_switchable_cots,True,100.0,CA,45.455,-73.735,virtual_node_at_downstream_site,high,source_backed_or_medium_high,1,MEDIUM,baseline_node_is_assumption
7,lightning,lightning,electronics_cots,0.8,quantitative_ready,high,exact_equipment_material,LIGHTING x3,diode cots,provided,T3,COTS electronics PCB/subassembly package,baseline_primary_assumed_non_switchable_cots,True,100.0,CA,45.455,-73.735,virtual_node_at_downstream_site,high,source_backed_or_medium_high,1,MEDIUM,baseline_node_is_assumption
7,lightning,lightning,electronics_cots,0.8,quantitative_ready,high,exact_equipment_material,LIGHTING x3,diode cots,provided,T2,e2ip technologies,baseline_primary_inferred_after_review,True,0.0,CA,45.455,-73.735,source_backed_site,high,source_backed_or_medium_high,0,INFO,
7,lightning,lightning,electronics_cots,0.8,quantitative_ready,high,exact_equipment_material,LIGHTING x3,diode cots,provided,T1,Thales,baseline_primary_inferred_after_review,True,0.0,FR,43.5638842,1.3821146,kept_from_source_json,,unknown_or_legacy,0,INFO,
7,lightning,lightning,electronics_cots,0.8,quantitative_ready,high,exact_equipment_material,LIGHTING x3,diode cots,provided,OEM,Safran Seats / Safran internal group,baseline_primary,True,100.0,FR,48.8125,1.9495,source_backed_site,high,source_backed_or_medium_high,0,INFO,
7,lightning,lightning,electronics_cots,0.8,quantitative_ready,high,exact_equipment_material,LIGHTING x3,diode cots,provided,T1,Madelec Aero,alternate,False,0.0,FR,48.6244007,1.8162547,kept_from_source_json,,unknown_or_legacy,1,MEDIUM,inactive_alternate_requires_allocation
7,lightning,lightning,electronics_cots,0.8,quantitative_ready,high,exact_equipment_material,LIGHTING x3,diode cots,provided,T1,SCHOTT Aviation,alternate,False,0.0,DE,51.7740052,7.8698781,kept_from_source_json,,unknown_or_legacy,1,MEDIUM,inactive_alternate_requires_allocation
7,lightning,lightning,electronics_cots,0.8,quantitative_ready,high,exact_equipment_material,LIGHTING x3,diode cots,provided,T2,MGR Foamtex Ltd,alternate,False,0.0,GB,51.739561,-0.966526,source_backed_site,high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
8,Padding (rembourrage),AIRVOLT LAMINAT,general,0.95,quantitative_ready,high,exact_equipment_material,PADDING,airvolt laminat,provided,T4,Klabin S.A.,baseline_primary,True,100.0,BR,-29.7858184,-51.1144326,kept_from_source_json,,unknown_or_legacy,0,INFO,
8,Padding (rembourrage),AIRVOLT LAMINAT,general,0.95,quantitative_ready,high,exact_equipment_material,PADDING,airvolt laminat,provided,T3,Daio Paper Corporation,alternate,False,0.0,JP,33.980744,133.5499338,source_backed_industrial_site_approx,medium_high,source_backed_or_medium_high,1,MEDIUM,inactive_alternate_requires_allocation
8,Padding (rembourrage),AIRVOLT LAMINAT,general,0.95,quantitative_ready,high,exact_equipment_material,PADDING,airvolt laminat,provided,T2,Glatfelter,baseline_primary_inferred_after_review,True,0.0,US,39.871164,-76.8640254,kept_from_source_json,,unknown_or_legacy,0,INFO,
8,Padding (rembourrage),AIRVOLT LAMINAT,general,0.95,quantitative_ready,high,exact_equipment_material,PADDING,airvolt laminat,provided,T1,Celso SAS,baseline_primary,True,100.0,FR,43.9363,1.3228,source_backed_site,high,source_backed_or_medium_high,0,INFO,
