record_index,system,component,edge,from,to,distance_km_haversine,modes,confidence,note
19,Ens. Palette optimisée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,Groupe LAUAK,695.5,internal,high,internal process colocated with downstream T1
19,Ens. Palette optimisée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,JAMCO Aircraft Interiors - Niigata,9463.9,internal,high,internal process colocated with downstream T1
19,Ens. Palette optimisée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,JAMCO Aircraft Interiors - Miyazaki,9721.4,internal,high,internal process colocated with downstream T1
19,Ens. Palette optimisée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,JAMCO Philippines Inc.,10703.8,internal,high,internal process colocated with downstream T1
19,Ens. Palette optimisée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,Senior Aerospace Thailand,9599.4,internal,high,internal process colocated with downstream T1
19,Ens. Palette optimisée,A2017 - Aluminium,T1->OEM,SUMPAR,Safran Seats / Safran internal group,83.8,truck,medium_high,regional lane under 800 km
19,Ens. Palette optimisée,A2017 - Aluminium,T1->OEM,Groupe Segnere / SEGNERE Ade,Safran Seats / Safran internal group,646.9,truck,medium_high,regional lane under 800 km
19,Ens. Palette optimisée,A2017 - Aluminium,T1->OEM,Figeac Aero,Safran Seats / Safran internal group,469.5,truck,medium_high,regional lane under 800 km
19,Ens. Palette optimisée,A2017 - Aluminium,T1->OEM,MGA Villeneuve St Lot,Safran Seats / Safran internal group,499.6,truck,medium_high,regional lane under 800 km
19,Ens. Palette optimisée,A2017 - Aluminium,T1->OEM,ETS Gattefin,Safran Seats / Safran internal group,186.9,truck,medium_high,regional lane under 800 km
19,Ens. Palette optimisée,A2017 - Aluminium,T1->OEM,Groupe LAUAK,Safran Seats / Safran internal group,654.3,truck,medium_high,regional lane under 800 km
19,Ens. Palette optimisée,A2017 - Aluminium,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,9489.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T1->OEM,JAMCO Aircraft Interiors - Miyazaki,Safran Seats / Safran internal group,9734.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T1->OEM,JAMCO Philippines Inc.,Safran Seats / Safran internal group,10691.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T1->OEM,Senior Aerospace Thailand,Safran Seats / Safran internal group,9564.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Alcoa,Constellium,7153.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Alcoa,AMAG Austria Metall,7635.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Alcoa,thyssenkrupp Materials France,6898.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Alcoa,Euralliage Ile de France,6921.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Alcoa,Aluminium France,7057.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Hindalco Industries,Constellium,7341.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Hindalco Industries,AMAG Austria Metall,6569.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Hindalco Industries,thyssenkrupp Materials France,7375.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Hindalco Industries,Euralliage Ile de France,7333.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Hindalco Industries,Aluminium France,7256.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Constellium,7767.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,AMAG Austria Metall,6975.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,thyssenkrupp Materials France,7662.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Euralliage Ile de France,7616.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Aluminium France,7592.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T3->T2,Constellium,MGA Villeneuve St Lot - internal machining/forming process,237.1,truck,medium_high,regional lane under 800 km
20,Ens. Tablette cocktail,A2017 - Aluminium,T3->T2,AMAG Austria Metall,MGA Villeneuve St Lot - internal machining/forming process,1035.0,truck|rail,medium,European long regional lane; rail/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T3->T2,thyssenkrupp Materials France,MGA Villeneuve St Lot - internal machining/forming process,493.4,truck,medium_high,regional lane under 800 km
20,Ens. Tablette cocktail,A2017 - Aluminium,T3->T2,Euralliage Ile de France,MGA Villeneuve St Lot - internal machining/forming process,526.7,truck,medium_high,regional lane under 800 km
20,Ens. Tablette cocktail,A2017 - Aluminium,T3->T2,Aluminium France,MGA Villeneuve St Lot - internal machining/forming process,462.8,truck,medium_high,regional lane under 800 km
20,Ens. Tablette cocktail,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,SUMPAR,556.2,internal,high,internal process colocated with downstream T1
20,Ens. Tablette cocktail,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,Groupe Segnere / SEGNERE Ade,150.5,internal,high,internal process colocated with downstream T1
20,Ens. Tablette cocktail,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,Figeac Aero,105.5,internal,high,internal process colocated with downstream T1
20,Ens. Tablette cocktail,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,MGA Villeneuve St Lot,0.0,internal,high,internal process colocated with downstream T1
20,Ens. Tablette cocktail,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,ETS Gattefin,326.8,internal,high,internal process colocated with downstream T1
20,Ens. Tablette cocktail,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,Groupe LAUAK,199.9,internal,high,internal process colocated with downstream T1
20,Ens. Tablette cocktail,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,JAMCO Aircraft Interiors - Niigata,9955.9,internal,high,internal process colocated with downstream T1
20,Ens. Tablette cocktail,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,JAMCO Aircraft Interiors - Miyazaki,10168.1,internal,high,internal process colocated with downstream T1
20,Ens. Tablette cocktail,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,JAMCO Philippines Inc.,11029.6,internal,high,internal process colocated with downstream T1
20,Ens. Tablette cocktail,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,Senior Aerospace Thailand,9789.1,internal,high,internal process colocated with downstream T1
20,Ens. Tablette cocktail,A2017 - Aluminium,T1->OEM,SUMPAR,Safran Seats / Safran internal group,83.8,truck,medium_high,regional lane under 800 km
20,Ens. Tablette cocktail,A2017 - Aluminium,T1->OEM,Groupe Segnere / SEGNERE Ade,Safran Seats / Safran internal group,646.9,truck,medium_high,regional lane under 800 km
20,Ens. Tablette cocktail,A2017 - Aluminium,T1->OEM,Figeac Aero,Safran Seats / Safran internal group,469.5,truck,medium_high,regional lane under 800 km
20,Ens. Tablette cocktail,A2017 - Aluminium,T1->OEM,MGA Villeneuve St Lot,Safran Seats / Safran internal group,499.6,truck,medium_high,regional lane under 800 km
20,Ens. Tablette cocktail,A2017 - Aluminium,T1->OEM,ETS Gattefin,Safran Seats / Safran internal group,186.9,truck,medium_high,regional lane under 800 km
20,Ens. Tablette cocktail,A2017 - Aluminium,T1->OEM,Groupe LAUAK,Safran Seats / Safran internal group,654.3,truck,medium_high,regional lane under 800 km
20,Ens. Tablette cocktail,A2017 - Aluminium,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,9489.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T1->OEM,JAMCO Aircraft Interiors - Miyazaki,Safran Seats / Safran internal group,9734.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T1->OEM,JAMCO Philippines Inc.,Safran Seats / Safran internal group,10691.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
20,Ens. Tablette cocktail,A2017 - Aluminium,T1->OEM,Senior Aerospace Thailand,Safran Seats / Safran internal group,9564.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Alcoa,Constellium,7153.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Alcoa,AMAG Austria Metall,7635.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Alcoa,thyssenkrupp Materials France,6898.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Alcoa,Euralliage Ile de France,6921.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Alcoa,Aluminium France,7057.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Hindalco Industries,Constellium,7341.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Hindalco Industries,AMAG Austria Metall,6569.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Hindalco Industries,thyssenkrupp Materials France,7375.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Hindalco Industries,Euralliage Ile de France,7333.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Hindalco Industries,Aluminium France,7256.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Constellium,7767.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,AMAG Austria Metall,6975.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,thyssenkrupp Materials France,7662.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Euralliage Ile de France,7616.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Aluminium France,7592.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T3->T2,Constellium,ETS Gattefin - internal machining/forming process,192.9,truck,medium_high,regional lane under 800 km
21,Ens. Tablette repas,A2017 - Aluminium,T3->T2,AMAG Austria Metall,ETS Gattefin - internal machining/forming process,816.6,truck|rail,medium,European long regional lane; rail/truck baseline
21,Ens. Tablette repas,A2017 - Aluminium,T3->T2,thyssenkrupp Materials France,ETS Gattefin - internal machining/forming process,181.2,truck,medium_high,regional lane under 800 km
21,Ens. Tablette repas,A2017 - Aluminium,T3->T2,Euralliage Ile de France,ETS Gattefin - internal machining/forming process,205.6,truck,medium_high,regional lane under 800 km
21,Ens. Tablette repas,A2017 - Aluminium,T3->T2,Aluminium France,ETS Gattefin - internal machining/forming process,148.4,truck,medium_high,regional lane under 800 km
21,Ens. Tablette repas,A2017 - Aluminium,T2->T1,ETS Gattefin - internal machining/forming process,SUMPAR,261.2,internal,high,internal process colocated with downstream T1
21,Ens. Tablette repas,A2017 - Aluminium,T2->T1,ETS Gattefin - internal machining/forming process,Groupe Segnere / SEGNERE Ade,477.1,internal,high,internal process colocated with downstream T1
21,Ens. Tablette repas,A2017 - Aluminium,T2->T1,ETS Gattefin - internal machining/forming process,Figeac Aero,284.2,internal,high,internal process colocated with downstream T1
21,Ens. Tablette repas,A2017 - Aluminium,T2->T1,ETS Gattefin - internal machining/forming process,MGA Villeneuve St Lot,326.8,internal,high,internal process colocated with downstream T1
21,Ens. Tablette repas,A2017 - Aluminium,T2->T1,ETS Gattefin - internal machining/forming process,ETS Gattefin,0.0,internal,high,internal process colocated with downstream T1
21,Ens. Tablette repas,A2017 - Aluminium,T2->T1,ETS Gattefin - internal machining/forming process,Groupe LAUAK,502.5,internal,high,internal process colocated with downstream T1
21,Ens. Tablette repas,A2017 - Aluminium,T2->T1,ETS Gattefin - internal machining/forming process,JAMCO Aircraft Interiors - Niigata,9635.0,internal,high,internal process colocated with downstream T1
21,Ens. Tablette repas,A2017 - Aluminium,T2->T1,ETS Gattefin - internal machining/forming process,JAMCO Aircraft Interiors - Miyazaki,9860.5,internal,high,internal process colocated with downstream T1
21,Ens. Tablette repas,A2017 - Aluminium,T2->T1,ETS Gattefin - internal machining/forming process,JAMCO Philippines Inc.,10770.2,internal,high,internal process colocated with downstream T1
21,Ens. Tablette repas,A2017 - Aluminium,T2->T1,ETS Gattefin - internal machining/forming process,Senior Aerospace Thailand,9593.2,internal,high,internal process colocated with downstream T1
21,Ens. Tablette repas,A2017 - Aluminium,T1->OEM,SUMPAR,Safran Seats / Safran internal group,83.8,truck,medium_high,regional lane under 800 km
21,Ens. Tablette repas,A2017 - Aluminium,T1->OEM,Groupe Segnere / SEGNERE Ade,Safran Seats / Safran internal group,646.9,truck,medium_high,regional lane under 800 km
21,Ens. Tablette repas,A2017 - Aluminium,T1->OEM,Figeac Aero,Safran Seats / Safran internal group,469.5,truck,medium_high,regional lane under 800 km
21,Ens. Tablette repas,A2017 - Aluminium,T1->OEM,MGA Villeneuve St Lot,Safran Seats / Safran internal group,499.6,truck,medium_high,regional lane under 800 km
21,Ens. Tablette repas,A2017 - Aluminium,T1->OEM,ETS Gattefin,Safran Seats / Safran internal group,186.9,truck,medium_high,regional lane under 800 km
21,Ens. Tablette repas,A2017 - Aluminium,T1->OEM,Groupe LAUAK,Safran Seats / Safran internal group,654.3,truck,medium_high,regional lane under 800 km
