record_index,system,component,family,mass_kg,source_mass_kg,fallback_path_count,best_fallback_class,fallback_class_counts,scenario_type,scenario_id,disrupted_role,disrupted_supplier,disrupted_edge,from_name,to_name,disrupted_mode
75,bumper version porte,copolymere lexan fst simapro: extrusion et thermoformage,polymer_plastic,0.151,0.151,0,no_topology_fallback,,lane_disruption,lane::T4->T3::SABIC->SABIC LEXAN FST sheet production,,,T4->T3,SABIC,SABIC LEXAN FST sheet production,
75,bumper version porte,copolymere lexan fst simapro: extrusion et thermoformage,polymer_plastic,0.151,0.151,0,no_topology_fallback,,lane_disruption,lane::T3->T2::SABIC LEXAN FST sheet production->JAMCO Aircraft Interiors - Niigata - thermoforming/finishing process,,,T3->T2,SABIC LEXAN FST sheet production,JAMCO Aircraft Interiors - Niigata - thermoforming/finishing process,
75,bumper version porte,copolymere lexan fst simapro: extrusion et thermoformage,polymer_plastic,0.151,0.151,0,no_topology_fallback,,lane_disruption,lane::T2->T1::JAMCO Aircraft Interiors - Niigata - thermoforming/finishing process->JAMCO Aircraft Interiors - Niigata,,,T2->T1,JAMCO Aircraft Interiors - Niigata - thermoforming/finishing process,JAMCO Aircraft Interiors - Niigata,
75,bumper version porte,copolymere lexan fst simapro: extrusion et thermoformage,polymer_plastic,0.151,0.151,0,no_topology_fallback,,lane_disruption,lane::T1->OEM::JAMCO Aircraft Interiors - Niigata->Safran Seats / Safran internal group,,,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),polymer_plastic,8.439,8.439,19,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=19,lane_disruption,lane::T1->OEM::JAMCO Aircraft Interiors - Niigata->Safran Seats / Safran internal group,,,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,
128,Ens. Coque,Résine BR623 - composite,adhesive_composite,0.488,0.488,9,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=9,lane_disruption,lane::T1->OEM::JAMCO Aircraft Interiors - Niigata->Safran Seats / Safran internal group,,,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,
159,Siége,Moulage plastique,polymer_plastic,0.0,6.69155662,79,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=79,lane_disruption,lane::T1->OEM::JAMCO Aircraft Interiors - Niigata->Safran Seats / Safran internal group,,,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,
161,Siége,65% aluminium,aluminium,0.0,75.378147576,47,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=36;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=2,lane_disruption,lane::T1->OEM::JAMCO Aircraft Interiors - Niigata->Safran Seats / Safran internal group,,,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,
162,Siége,"16 % Tissu, mousse, polyéthylène",textile_leather,0.0,18.554620942,167,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=167,lane_disruption,lane::T1->OEM::JAMCO Aircraft Interiors - Niigata->Safran Seats / Safran internal group,,,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,
163,Siége,11% Moulage plastique,polymer_plastic,0.0,12.756301898,15,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=15,lane_disruption,lane::T1->OEM::JAMCO Aircraft Interiors - Niigata->Safran Seats / Safran internal group,,,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,
164,Siége,"8% autre (silicium, cuirs synthétique)",textile_leather,0.0,9.277310471,71,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=71,lane_disruption,lane::T1->OEM::JAMCO Aircraft Interiors - Niigata->Safran Seats / Safran internal group,,,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,
165,Siége,"16 % Tissu, mousse",textile_leather,0.0,18.554620942,82,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=82,lane_disruption,lane::T1->OEM::JAMCO Aircraft Interiors - Niigata->Safran Seats / Safran internal group,,,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,
166,siege,titane fibre de carbone,titanium_carbon,0.0,8.927,0,no_topology_fallback,,lane_disruption,lane::T1->OEM::JAMCO Aircraft Interiors - Niigata->Safran Seats / Safran internal group,,,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,
172,Siége,Moulage plastique,polymer_plastic,0.0,6.69155662,79,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=79,lane_disruption,lane::T1->OEM::JAMCO Aircraft Interiors - Niigata->Safran Seats / Safran internal group,,,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,
173,Siége,Moulage plastique,polymer_plastic,0.0,6.69155662,79,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=79,lane_disruption,lane::T1->OEM::JAMCO Aircraft Interiors - Niigata->Safran Seats / Safran internal group,,,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,
78,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,1.928,1.928,4,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=4,lane_disruption,lane::T3->T2::Thales - COTS electronics subassembly/PCB package->Krohne,,,T3->T2,Thales - COTS electronics subassembly/PCB package,Krohne,
121,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",electronics_cots,0.0,2.378,4,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=4,lane_disruption,lane::T3->T2::Thales - COTS electronics subassembly/PCB package->Krohne,,,T3->T2,Thales - COTS electronics subassembly/PCB package,Krohne,
126,Powerbox,powerbox,electronics_cots,1.5,1.5,3,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=3,lane_disruption,lane::T3->T2::Thales - COTS electronics subassembly/PCB package->Krohne,,,T3->T2,Thales - COTS electronics subassembly/PCB package,Krohne,
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,0.45,0.45,4,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=4,lane_disruption,lane::T3->T2::Thales - COTS electronics subassembly/PCB package->Krohne,,,T3->T2,Thales - COTS electronics subassembly/PCB package,Krohne,
78,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,1.928,1.928,4,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=4,lane_disruption,lane::T2->T1::Krohne->Thales,,,T2->T1,Krohne,Thales,
121,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",electronics_cots,0.0,2.378,4,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=4,lane_disruption,lane::T2->T1::Krohne->Thales,,,T2->T1,Krohne,Thales,
126,Powerbox,powerbox,electronics_cots,1.5,1.5,3,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=3,lane_disruption,lane::T2->T1::Krohne->Thales,,,T2->T1,Krohne,Thales,
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,0.45,0.45,4,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=4,lane_disruption,lane::T2->T1::Krohne->Thales,,,T2->T1,Krohne,Thales,
79,Accoudoir allée,Ertalon,polymer_plastic,0.01,0.01,174,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=174,lane_disruption,lane::T2->T1::Ensinger->SUMPAR,,,T2->T1,Ensinger,SUMPAR,
80,Ens. Stowage latéral,Ertalon,polymer_plastic,0.003,0.003,174,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=174,lane_disruption,lane::T2->T1::Ensinger->SUMPAR,,,T2->T1,Ensinger,SUMPAR,
82,Ensemble porte,Ertalon,polymer_plastic,0.002,0.002,174,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=174,lane_disruption,lane::T2->T1::Ensinger->SUMPAR,,,T2->T1,Ensinger,SUMPAR,
83,Ens. Tablette repas,Ertalon,polymer_plastic,0.007,0.007,174,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=174,lane_disruption,lane::T2->T1::Ensinger->SUMPAR,,,T2->T1,Ensinger,SUMPAR,
84,Stowage assemblé avec porte,Ertalon,polymer_plastic,0.02,0.02,174,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=174,lane_disruption,lane::T2->T1::Ensinger->SUMPAR,,,T2->T1,Ensinger,SUMPAR,
85,Structure ottoman horizontale,Ertalon,polymer_plastic,0.000273,0.0002725,174,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=174,lane_disruption,lane::T2->T1::Ensinger->SUMPAR,,,T2->T1,Ensinger,SUMPAR,
125,Ens. Palette optimisée,Polychloroprene,polymer_plastic,0.004993,0.0049932,48,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=48,lane_disruption,lane::T2->T1::Ensinger->SUMPAR,,,T2->T1,Ensinger,SUMPAR,
86,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.005,1.005,0,no_topology_fallback,,lane_disruption,lane::T4->T3::BASF - PU chemistry source candidate->FRANKLIN - FRMC55 certified foam/fabric sourcing package,,,T4->T3,BASF - PU chemistry source candidate,FRANKLIN - FRMC55 certified foam/fabric sourcing package,
87,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.121,0.121,0,no_topology_fallback,,lane_disruption,lane::T4->T3::BASF - PU chemistry source candidate->FRANKLIN - FRMC55 certified foam/fabric sourcing package,,,T4->T3,BASF - PU chemistry source candidate,FRANKLIN - FRMC55 certified foam/fabric sourcing package,
88,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.871,0.871,0,no_topology_fallback,,lane_disruption,lane::T4->T3::BASF - PU chemistry source candidate->FRANKLIN - FRMC55 certified foam/fabric sourcing package,,,T4->T3,BASF - PU chemistry source candidate,FRANKLIN - FRMC55 certified foam/fabric sourcing package,
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.854,0.854,0,no_topology_fallback,,lane_disruption,lane::T4->T3::BASF - PU chemistry source candidate->FRANKLIN - FRMC55 certified foam/fabric sourcing package,,,T4->T3,BASF - PU chemistry source candidate,FRANKLIN - FRMC55 certified foam/fabric sourcing package,
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.091,1.091,0,no_topology_fallback,,lane_disruption,lane::T4->T3::BASF - PU chemistry source candidate->FRANKLIN - FRMC55 certified foam/fabric sourcing package,,,T4->T3,BASF - PU chemistry source candidate,FRANKLIN - FRMC55 certified foam/fabric sourcing package,
86,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.005,1.005,14,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14,lane_disruption,lane::T3->T2::FRANKLIN - FRMC55 certified foam/fabric sourcing package->FRANKLIN - internal cutting/gluing process,,,T3->T2,FRANKLIN - FRMC55 certified foam/fabric sourcing package,FRANKLIN - internal cutting/gluing process,
87,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.121,0.121,14,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14,lane_disruption,lane::T3->T2::FRANKLIN - FRMC55 certified foam/fabric sourcing package->FRANKLIN - internal cutting/gluing process,,,T3->T2,FRANKLIN - FRMC55 certified foam/fabric sourcing package,FRANKLIN - internal cutting/gluing process,
88,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.871,0.871,14,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14,lane_disruption,lane::T3->T2::FRANKLIN - FRMC55 certified foam/fabric sourcing package->FRANKLIN - internal cutting/gluing process,,,T3->T2,FRANKLIN - FRMC55 certified foam/fabric sourcing package,FRANKLIN - internal cutting/gluing process,
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.854,0.854,14,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14,lane_disruption,lane::T3->T2::FRANKLIN - FRMC55 certified foam/fabric sourcing package->FRANKLIN - internal cutting/gluing process,,,T3->T2,FRANKLIN - FRMC55 certified foam/fabric sourcing package,FRANKLIN - internal cutting/gluing process,
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.091,1.091,14,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14,lane_disruption,lane::T3->T2::FRANKLIN - FRMC55 certified foam/fabric sourcing package->FRANKLIN - internal cutting/gluing process,,,T3->T2,FRANKLIN - FRMC55 certified foam/fabric sourcing package,FRANKLIN - internal cutting/gluing process,
86,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.005,1.005,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T2->T1::FRANKLIN - internal cutting/gluing process->FRANKLIN,,,T2->T1,FRANKLIN - internal cutting/gluing process,FRANKLIN,
87,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.121,0.121,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T2->T1::FRANKLIN - internal cutting/gluing process->FRANKLIN,,,T2->T1,FRANKLIN - internal cutting/gluing process,FRANKLIN,
88,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.871,0.871,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T2->T1::FRANKLIN - internal cutting/gluing process->FRANKLIN,,,T2->T1,FRANKLIN - internal cutting/gluing process,FRANKLIN,
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.854,0.854,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T2->T1::FRANKLIN - internal cutting/gluing process->FRANKLIN,,,T2->T1,FRANKLIN - internal cutting/gluing process,FRANKLIN,
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.091,1.091,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T2->T1::FRANKLIN - internal cutting/gluing process->FRANKLIN,,,T2->T1,FRANKLIN - internal cutting/gluing process,FRANKLIN,
86,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.005,1.005,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T1->OEM::FRANKLIN->Safran Seats / Safran internal group,,,T1->OEM,FRANKLIN,Safran Seats / Safran internal group,
87,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.121,0.121,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T1->OEM::FRANKLIN->Safran Seats / Safran internal group,,,T1->OEM,FRANKLIN,Safran Seats / Safran internal group,
88,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.871,0.871,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T1->OEM::FRANKLIN->Safran Seats / Safran internal group,,,T1->OEM,FRANKLIN,Safran Seats / Safran internal group,
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.854,0.854,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T1->OEM::FRANKLIN->Safran Seats / Safran internal group,,,T1->OEM,FRANKLIN,Safran Seats / Safran internal group,
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.091,1.091,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T1->OEM::FRANKLIN->Safran Seats / Safran internal group,,,T1->OEM,FRANKLIN,Safran Seats / Safran internal group,
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.016,0.016,0,no_topology_fallback,,lane_disruption,lane::T4->T3::BASF - PU chemistry source candidate->MGA Villeneuve St Lot - FRMC55 certified foam/fabric sourcing package,,,T4->T3,BASF - PU chemistry source candidate,MGA Villeneuve St Lot - FRMC55 certified foam/fabric sourcing package,
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.016,0.016,12,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=12,lane_disruption,lane::T3->T2::MGA Villeneuve St Lot - FRMC55 certified foam/fabric sourcing package->MGA Villeneuve St Lot - internal FRMC55 integration process,,,T3->T2,MGA Villeneuve St Lot - FRMC55 certified foam/fabric sourcing package,MGA Villeneuve St Lot - internal FRMC55 integration process,
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.016,0.016,17,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=12;candidate_requires_t1_t2_pairing=5,lane_disruption,lane::T2->T1::MGA Villeneuve St Lot - internal FRMC55 integration process->MGA Villeneuve St Lot,,,T2->T1,MGA Villeneuve St Lot - internal FRMC55 integration process,MGA Villeneuve St Lot,
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,0.039,0,no_topology_fallback,,lane_disruption,lane::T4->T3::BASF - PU chemistry source candidate->MGR Foamtex Ltd - FRMC55 certified foam/fabric sourcing package,,,T4->T3,BASF - PU chemistry source candidate,MGR Foamtex Ltd - FRMC55 certified foam/fabric sourcing package,
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,0.039,0,no_topology_fallback,,lane_disruption,lane::T4->T3::BASF - PU chemistry source candidate->MGR Foamtex Ltd - FRMC55 certified foam/fabric sourcing package,,,T4->T3,BASF - PU chemistry source candidate,MGR Foamtex Ltd - FRMC55 certified foam/fabric sourcing package,
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,0.039,14,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14,lane_disruption,lane::T3->T2::MGR Foamtex Ltd - FRMC55 certified foam/fabric sourcing package->MGR Foamtex Ltd - internal foam/upholstery process,,,T3->T2,MGR Foamtex Ltd - FRMC55 certified foam/fabric sourcing package,MGR Foamtex Ltd - internal foam/upholstery process,
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,0.039,14,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14,lane_disruption,lane::T3->T2::MGR Foamtex Ltd - FRMC55 certified foam/fabric sourcing package->MGR Foamtex Ltd - internal foam/upholstery process,,,T3->T2,MGR Foamtex Ltd - FRMC55 certified foam/fabric sourcing package,MGR Foamtex Ltd - internal foam/upholstery process,
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,0.039,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T2->T1::MGR Foamtex Ltd - internal foam/upholstery process->MGR Foamtex Ltd,,,T2->T1,MGR Foamtex Ltd - internal foam/upholstery process,MGR Foamtex Ltd,
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,0.039,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T2->T1::MGR Foamtex Ltd - internal foam/upholstery process->MGR Foamtex Ltd,,,T2->T1,MGR Foamtex Ltd - internal foam/upholstery process,MGR Foamtex Ltd,
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,0.039,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T1->OEM::MGR Foamtex Ltd->Safran Seats / Safran internal group,,,T1->OEM,MGR Foamtex Ltd,Safran Seats / Safran internal group,
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,0.039,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14;candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T1->OEM::MGR Foamtex Ltd->Safran Seats / Safran internal group,,,T1->OEM,MGR Foamtex Ltd,Safran Seats / Safran internal group,
97,Ens. Structure fauteuil,GLO: moulage par injection plastique,polymer_plastic,0.081,0.081,80,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=80,lane_disruption,lane::T4->T3::BASF->Toray Industries,,,T4->T3,BASF,Toray Industries,
97,Ens. Structure fauteuil,GLO: moulage par injection plastique,polymer_plastic,0.081,0.081,90,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=90,lane_disruption,lane::T2->T1::Ensinger->Senior Aerospace Thailand,,,T2->T1,Ensinger,Senior Aerospace Thailand,
103,Capot NFC,kydex,polymer_plastic,0.069,0.069,378,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=378,lane_disruption,"lane::T4->T3::Shandong Loyal Chemical Co., Ltd.->Toray Industries",,,T4->T3,"Shandong Loyal Chemical Co., Ltd.",Toray Industries,
104,Coussin ottoman,kydex,polymer_plastic,0.037,0.037,378,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=378,lane_disruption,"lane::T4->T3::Shandong Loyal Chemical Co., Ltd.->Toray Industries",,,T4->T3,"Shandong Loyal Chemical Co., Ltd.",Toray Industries,
105,Ens. Stowage latéral,kydex,polymer_plastic,1.161,1.161,378,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=378,lane_disruption,"lane::T4->T3::Shandong Loyal Chemical Co., Ltd.->Toray Industries",,,T4->T3,"Shandong Loyal Chemical Co., Ltd.",Toray Industries,
106,Ensemble porte,kydex,polymer_plastic,1.384,1.384,378,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=378,lane_disruption,"lane::T4->T3::Shandong Loyal Chemical Co., Ltd.->Toray Industries",,,T4->T3,"Shandong Loyal Chemical Co., Ltd.",Toray Industries,
107,Ens. Tablette cocktail,kydex,polymer_plastic,0.715,0.715,378,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=378,lane_disruption,"lane::T4->T3::Shandong Loyal Chemical Co., Ltd.->Toray Industries",,,T4->T3,"Shandong Loyal Chemical Co., Ltd.",Toray Industries,
108,Ens. Tablette repas,kydex,polymer_plastic,0.059,0.059,378,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=378,lane_disruption,"lane::T4->T3::Shandong Loyal Chemical Co., Ltd.->Toray Industries",,,T4->T3,"Shandong Loyal Chemical Co., Ltd.",Toray Industries,
109,Stowage assemblé avec porte,kydex,polymer_plastic,0.226,0.226,378,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=378,lane_disruption,"lane::T4->T3::Shandong Loyal Chemical Co., Ltd.->Toray Industries",,,T4->T3,"Shandong Loyal Chemical Co., Ltd.",Toray Industries,
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),polymer_plastic,8.439,8.439,16,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=16,lane_disruption,lane::T2->T1::Ensinger->JAMCO Aircraft Interiors - Niigata,,,T2->T1,Ensinger,JAMCO Aircraft Interiors - Niigata,
128,Ens. Coque,Résine BR623 - composite,adhesive_composite,0.488,0.488,8,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=8,lane_disruption,lane::T2->T1::Ensinger->JAMCO Aircraft Interiors - Niigata,,,T2->T1,Ensinger,JAMCO Aircraft Interiors - Niigata,
159,Siége,Moulage plastique,polymer_plastic,0.0,6.69155662,76,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=76,lane_disruption,lane::T2->T1::Ensinger->JAMCO Aircraft Interiors - Niigata,,,T2->T1,Ensinger,JAMCO Aircraft Interiors - Niigata,
163,Siége,11% Moulage plastique,polymer_plastic,0.0,12.756301898,12,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=12,lane_disruption,lane::T2->T1::Ensinger->JAMCO Aircraft Interiors - Niigata,,,T2->T1,Ensinger,JAMCO Aircraft Interiors - Niigata,
172,Siége,Moulage plastique,polymer_plastic,0.0,6.69155662,76,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=76,lane_disruption,lane::T2->T1::Ensinger->JAMCO Aircraft Interiors - Niigata,,,T2->T1,Ensinger,JAMCO Aircraft Interiors - Niigata,
173,Siége,Moulage plastique,polymer_plastic,0.0,6.69155662,76,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=76,lane_disruption,lane::T2->T1::Ensinger->JAMCO Aircraft Interiors - Niigata,,,T2->T1,Ensinger,JAMCO Aircraft Interiors - Niigata,
111,Ceinture de sécurité,nylon,textile_leather,0.18,0.18,220,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=220,lane_disruption,lane::T2->T1::Ensinger->AmSafe,,,T2->T1,Ensinger,AmSafe,
112,Support clamps,nylon,textile_leather,1.284,1.284,220,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=220,lane_disruption,lane::T2->T1::Ensinger->AmSafe,,,T2->T1,Ensinger,AmSafe,
113,Ens. Stowage latéral,nylon,textile_leather,0.016417,0.016416667,220,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=220,lane_disruption,lane::T2->T1::Ensinger->AmSafe,,,T2->T1,Ensinger,AmSafe,
114,Ens. Palette optimisée,nylon,textile_leather,0.002188,0.0021875,220,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=220,lane_disruption,lane::T2->T1::Ensinger->AmSafe,,,T2->T1,Ensinger,AmSafe,
115,Ensemble porte,nylon,textile_leather,0.0004,0.0004003,220,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=220,lane_disruption,lane::T2->T1::Ensinger->AmSafe,,,T2->T1,Ensinger,AmSafe,
117,Ens. Tablette cocktail,nylon,textile_leather,0.002,0.002,220,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=220,lane_disruption,lane::T2->T1::Ensinger->AmSafe,,,T2->T1,Ensinger,AmSafe,
118,Ens. Tablette repas,nylon,textile_leather,0.0002,0.0002,220,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=220,lane_disruption,lane::T2->T1::Ensinger->AmSafe,,,T2->T1,Ensinger,AmSafe,
119,Ens. Têtière,nylon,textile_leather,0.003,0.003,220,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=220,lane_disruption,lane::T2->T1::Ensinger->AmSafe,,,T2->T1,Ensinger,AmSafe,
120,Stowage assemblé avec porte,nylon,textile_leather,0.000375,0.000375,220,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=220,lane_disruption,lane::T2->T1::Ensinger->AmSafe,,,T2->T1,Ensinger,AmSafe,
