record_index,system,component,family,mass_kg,lca_use_class,lca_confidence,lca_match_level,lca_equipment_match,lca_material_match,raw_materials_status,edge,from_name,to_name,distance_km,transport_segment_used,modes,transport_model_status,lane_issue_codes,lane_max_severity,path_use_count
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T2->T1,ESPACE - internal machining/forming process,MGA Villeneuve St Lot,117.1,transport_scenarios,internal,lane_specific_scenario,,INFO,15
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T1->OEM,MGA Villeneuve St Lot,Safran Seats / Safran internal group,499.6,transport_scenarios,truck,lane_specific_scenario,,INFO,15
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T2->T1,ESPACE - internal machining/forming process,Senior Aerospace Thailand,9881.2,transport_scenarios,internal,lane_specific_scenario,,INFO,15
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T1->OEM,Senior Aerospace Thailand,Safran Seats / Safran internal group,9564.8,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,15
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T2->T1,ESPACE - internal machining/forming process,L&P Aerospace,505.3,transport_scenarios,internal,lane_specific_scenario,,INFO,15
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T1->OEM,L&P Aerospace,Safran Seats / Safran internal group,18.8,transport_scenarios,truck,lane_specific_scenario,,INFO,15
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T2->T1,ESPACE - internal machining/forming process,JV Group,14.5,transport_scenarios,internal,lane_specific_scenario,,INFO,15
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T1->OEM,JV Group,Safran Seats / Safran internal group,477.9,transport_scenarios,truck,lane_specific_scenario,,INFO,15
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T2->T1,ESPACE - internal machining/forming process,Groupe LAUAK,164.3,transport_scenarios,internal,lane_specific_scenario,,INFO,15
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T1->OEM,Groupe LAUAK,Safran Seats / Safran internal group,654.3,transport_scenarios,truck,lane_specific_scenario,,INFO,15
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Alcoa,AMAG Austria Metall,7635.5,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T3->T2,AMAG Austria Metall,ESPACE - internal machining/forming process,1113.4,transport_scenarios,truck,lane_specific_scenario,,INFO,30
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Alcoa,thyssenkrupp Materials France,6898.4,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T3->T2,thyssenkrupp Materials France,ESPACE - internal machining/forming process,484.0,transport_scenarios,truck,lane_specific_scenario,,INFO,30
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Alcoa,Euralliage Ile de France,6921.2,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T3->T2,Euralliage Ile de France,ESPACE - internal machining/forming process,523.7,transport_scenarios,truck,lane_specific_scenario,,INFO,30
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Alcoa,Aluminium France,7057.7,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T3->T2,Aluminium France,ESPACE - internal machining/forming process,492.0,transport_scenarios,truck,lane_specific_scenario,,INFO,30
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Hindalco Industries,Constellium,7341.7,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Hindalco Industries,AMAG Austria Metall,6569.5,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Hindalco Industries,thyssenkrupp Materials France,7375.5,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Hindalco Industries,Euralliage Ile de France,7333.4,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Hindalco Industries,Aluminium France,7256.7,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Aluminium Corporation of China / Chalco,Constellium,7767.6,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Aluminium Corporation of China / Chalco,AMAG Austria Metall,6975.0,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Aluminium Corporation of China / Chalco,thyssenkrupp Materials France,7662.5,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Aluminium Corporation of China / Chalco,Euralliage Ile de France,7616.6,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,a5086,provided,T4->T3,Aluminium Corporation of China / Chalco,Aluminium France,7592.2,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,10
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,Saarstahl,Krupp,221.5,transport_scenarios,truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T3->T2,Krupp,MGA Villeneuve St Lot - internal machining/forming process,924.1,transport_scenarios,rail|truck,lane_specific_scenario,,INFO,15
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,MGA Villeneuve St Lot,0.0,transport_scenarios,internal,lane_specific_scenario,,INFO,20
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T1->OEM,MGA Villeneuve St Lot,Safran Seats / Safran internal group,499.6,transport_scenarios,truck,lane_specific_scenario,,INFO,20
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,Groupe LAUAK,199.9,transport_scenarios,internal,lane_specific_scenario,,INFO,20
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T1->OEM,Groupe LAUAK,Safran Seats / Safran internal group,654.3,transport_scenarios,truck,lane_specific_scenario,,INFO,20
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,ETS Gattefin,326.8,transport_scenarios,internal,lane_specific_scenario,,INFO,20
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T1->OEM,ETS Gattefin,Safran Seats / Safran internal group,186.9,transport_scenarios,truck,lane_specific_scenario,,INFO,20
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,Saarstahl,thyssenkrupp Materials France,388.0,transport_scenarios,truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T3->T2,thyssenkrupp Materials France,MGA Villeneuve St Lot - internal machining/forming process,493.4,transport_scenarios,truck,lane_specific_scenario,,INFO,15
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,Saarstahl,Altec Etirage,462.0,transport_scenarios,truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T3->T2,Altec Etirage,MGA Villeneuve St Lot - internal machining/forming process,380.4,transport_scenarios,truck,lane_specific_scenario,,INFO,15
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,Saarstahl,Aubert & Duval,501.0,transport_scenarios,truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T3->T2,Aubert & Duval,MGA Villeneuve St Lot - internal machining/forming process,237.0,transport_scenarios,truck,lane_specific_scenario,,INFO,15
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,ArcelorMittal,Krupp,554.2,transport_scenarios,truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,ArcelorMittal,thyssenkrupp Materials France,288.9,transport_scenarios,truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,ArcelorMittal,Altec Etirage,170.5,transport_scenarios,truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,ArcelorMittal,Aubert & Duval,156.5,transport_scenarios,truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,China Baowu / Baosteel,Krupp,8782.6,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,China Baowu / Baosteel,thyssenkrupp Materials France,9275.9,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,China Baowu / Baosteel,Altec Etirage,9322.4,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,China Baowu / Baosteel,Aubert & Duval,9432.7,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,Tata Steel,Krupp,7274.1,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,Tata Steel,thyssenkrupp Materials France,7716.9,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,Tata Steel,Altec Etirage,7533.0,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,Tata Steel,Aubert & Duval,7713.1,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,Nucor Corp,Krupp,7043.7,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,Nucor Corp,thyssenkrupp Materials France,6756.6,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,Nucor Corp,Altec Etirage,7128.0,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,high,exact_equipment_material,ENS STOWAGE LATERAL,15cdv6,provided,T4->T3,Nucor Corp,Aubert & Duval,6924.4,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T4->T3,Mitsubishi Chemical,Toray Industries,9421.3,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,4
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T3->T2,Toray Industries,Krohne,8936.5,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T2->T1,Krohne,ESPACE,1284.5,transport_scenarios,rail|truck,lane_specific_scenario,,INFO,6
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T1->OEM,ESPACE,Safran Seats / Safran internal group,490.2,transport_scenarios,truck,lane_specific_scenario,,INFO,24
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T3->T2,Toray Industries,DuPont de Nemours,11204.8,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T2->T1,DuPont de Nemours,ESPACE,6242.7,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,6
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T3->T2,Toray Industries,Ensinger,9394.3,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T2->T1,Ensinger,ESPACE,832.1,transport_scenarios,truck,lane_specific_scenario,,INFO,6
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T3->T2,Toray Industries,Plastitek,9588.4,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T2->T1,Plastitek,ESPACE,598.7,transport_scenarios,truck,lane_specific_scenario,,INFO,6
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T4->T3,Mitsubishi Chemical,EXSTO / Baule-Exsto Polymere,674.0,transport_scenarios,truck,lane_specific_scenario,,INFO,4
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T3->T2,EXSTO / Baule-Exsto Polymere,Krohne,936.2,transport_scenarios,rail|truck,lane_specific_scenario,,INFO,3
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T3->T2,EXSTO / Baule-Exsto Polymere,DuPont de Nemours,6646.6,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T3->T2,EXSTO / Baule-Exsto Polymere,Ensinger,477.5,transport_scenarios,truck,lane_specific_scenario,,INFO,3
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T3->T2,EXSTO / Baule-Exsto Polymere,Plastitek,602.1,transport_scenarios,truck,lane_specific_scenario,,INFO,3
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T4->T3,BASF,Toray Industries,9329.2,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,4
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T4->T3,BASF,EXSTO / Baule-Exsto Polymere,553.6,transport_scenarios,truck,lane_specific_scenario,,INFO,4
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T4->T3,Bayer,Toray Industries,8961.5,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,4
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,high,exact_equipment_material,ENSEMBLE EQUIPEMENTS LATERALES,ertalon,provided,T4->T3,Bayer,EXSTO / Baule-Exsto Polymere,911.6,transport_scenarios,rail|truck,lane_specific_scenario,,INFO,4
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,quantitative_ready,high,exact_equipment_material,ENSEMBLE PORTE,film decor aerfilm ep0 33 714g m2,provided,T4->T3,BASF,EPODEX,449.7,transport_scenarios,truck,lane_specific_scenario,,INFO,3
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,quantitative_ready,high,exact_equipment_material,ENSEMBLE PORTE,film decor aerfilm ep0 33 714g m2,provided,T3->T2,EPODEX,Sika,5831.2,transport_scenarios,ship|truck,lane_specific_scenario,,INFO,3
