ending_backlog__baseline,ending_backlog__high,ending_backlog__low,ending_backlog__normalized_sensitivity,ending_backlog__slope_dy_dx,fill_rate__baseline,fill_rate__high,fill_rate__low,fill_rate__normalized_sensitivity,fill_rate__slope_dy_dx,parameter,total_cost__baseline,total_cost__high,total_cost__low,total_cost__normalized_sensitivity,total_cost__slope_dy_dx
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_node_scale::SDC-1450,27920896.5609,27920930.4438,27920862.9254,1.5113769683952725e-06,42.19899999909103
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_node_scale::SDC-VD0508918A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_node_scale::SDC-VD0520115A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_node_scale::SDC-VD0525412A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_node_scale::SDC-VD0901566A,27920896.5609,27920860.7327,27920932.3811,-1.603825647244748e-06,-44.7802499984391
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_node_scale::SDC-VD0914360C,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_node_scale::SDC-VD0914690A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_node_scale::SDC-VD0964290A,27920896.5609,27921898.0809,27919895.0409,4.483738540661989e-05,1251.8999999994412
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_node_scale::SDC-VD0975221A,27920896.5609,27920751.5386,27921041.8306,-6.498090045350528e-06,-181.4324999996461
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_node_scale::SDC-VD0989480A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_node_scale::SDC-VD0993480A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_node_scale::SDC-VD1095770A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_node_scale::SDC-VD1096202A,27920896.5609,27921248.2089,27920544.9129,1.5743047471319706e-05,439.5600000000559
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,transport_cost_scale,27920896.5609,39088818.0252,18986559.3894,0.3999843429086988,11167921.464333333
