case_id,delta::kpi::avg_inventory,delta::kpi::cost_share_holding,delta::kpi::cost_share_inventory_risk,delta::kpi::cost_share_purchase,delta::kpi::cost_share_transport,delta::kpi::cost_share_warehouse_operating,delta::kpi::ending_backlog,delta::kpi::ending_inventory,delta::kpi::fill_rate,delta::kpi::measured_required_total,delta::kpi::measurement_starting_backlog,delta::kpi::total_arrived,delta::kpi::total_cost,delta::kpi::total_demand,delta::kpi::total_estimated_source_ordered_qty,delta::kpi::total_estimated_source_rejected_qty,delta::kpi::total_estimated_source_replenished_qty,delta::kpi::total_explicit_initialization_pipeline_qty,delta::kpi::total_explicit_initialization_stock_qty,delta::kpi::total_external_procured_arrived_qty,delta::kpi::total_external_procured_ordered_qty,delta::kpi::total_external_procured_qty,delta::kpi::total_external_procured_rejected_qty,delta::kpi::total_external_procurement_cost,delta::kpi::total_holding_cost,delta::kpi::total_inventory_cost_legacy_raw_holding,delta::kpi::total_inventory_risk_cost,delta::kpi::total_logistics_cost,delta::kpi::total_opening_stock_bootstrap_qty,delta::kpi::total_produced,delta::kpi::total_purchase_cost,delta::kpi::total_served,delta::kpi::total_shipped,delta::kpi::total_supplier_capacity_binding_qty,delta::kpi::total_transport_cost,delta::kpi::total_unreliable_loss_qty,delta::kpi::total_warehouse_operating_cost,delta::kpi::warmup_backlog_cleared_qty,delta_pct::kpi::avg_inventory,delta_pct::kpi::cost_share_holding,delta_pct::kpi::cost_share_inventory_risk,delta_pct::kpi::cost_share_purchase,delta_pct::kpi::cost_share_transport,delta_pct::kpi::cost_share_warehouse_operating,delta_pct::kpi::ending_backlog,delta_pct::kpi::ending_inventory,delta_pct::kpi::fill_rate,delta_pct::kpi::measured_required_total,delta_pct::kpi::measurement_starting_backlog,delta_pct::kpi::total_arrived,delta_pct::kpi::total_cost,delta_pct::kpi::total_demand,delta_pct::kpi::total_estimated_source_ordered_qty,delta_pct::kpi::total_estimated_source_rejected_qty,delta_pct::kpi::total_estimated_source_replenished_qty,delta_pct::kpi::total_explicit_initialization_pipeline_qty,delta_pct::kpi::total_explicit_initialization_stock_qty,delta_pct::kpi::total_external_procured_arrived_qty,delta_pct::kpi::total_external_procured_ordered_qty,delta_pct::kpi::total_external_procured_qty,delta_pct::kpi::total_external_procured_rejected_qty,delta_pct::kpi::total_external_procurement_cost,delta_pct::kpi::total_holding_cost,delta_pct::kpi::total_inventory_cost_legacy_raw_holding,delta_pct::kpi::total_inventory_risk_cost,delta_pct::kpi::total_logistics_cost,delta_pct::kpi::total_opening_stock_bootstrap_qty,delta_pct::kpi::total_produced,delta_pct::kpi::total_purchase_cost,delta_pct::kpi::total_served,delta_pct::kpi::total_shipped,delta_pct::kpi::total_supplier_capacity_binding_qty,delta_pct::kpi::total_transport_cost,delta_pct::kpi::total_unreliable_loss_qty,delta_pct::kpi::total_warehouse_operating_cost,delta_pct::kpi::warmup_backlog_cleared_qty,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter,value
supplier_reliability_node_SDC-VD0500655A_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,high,edge_src_reliability_scale::SDC-VD0500655A,1.0
supplier_reliability_node_SDC-VD0505677A_low,1601184.7101999968,0.016242000000000006,0.009280999999999998,-0.03539700000000001,-0.011006000000000016,0.02088200000000001,2279492.8265,1516781.9447000027,-0.42989399999999994,0.0,0.0,-16919292.2994,-2046240.0267999992,0.0,-14031190.943299994,-28206355.8413,-13767115.376699999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113398.20689999964,323994.8769000005,64798.97539999988,-779261.4633999988,0.0,-2408066.688100001,-1266978.5634000003,-2279492.8264,-18557790.739599988,-1226405.3171,-1103256.3400999997,9198.9856,145797.69460000005,464473.0881000003,8.100511051294724,10.831321605292294,10.83115488749883,-20.630628005245523,-2.75161006440258,10.831025218103928,384.0904079642814,8.007524698636322,-48.40739802381555,0.0,nan,-13.448027056056283,-7.328704586318774,0.0,-13.402188278264527,-100.0,-13.356768835270433,nan,0.0,nan,nan,nan,nan,nan,2.708434355223096,2.708434355591076,2.708434356449658,-3.3689979818979245,nan,-13.47566474143729,-26.44754604011572,-48.40741477534642,-14.60385341646879,-77.61712009161839,-9.878797443434129,nan,2.7084343554956742,21.79341597379796,21367650.0611,0.166196,0.094969,0.136178,0.388978,0.21368,2872971.0231,20458739.688,0.458181,5302452.7143,0.0,108893157.578,25874656.5341,5302452.7143,90662092.3622,0.0,89305083.7943,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4300252.7519,12286436.434,2457287.2868,22351101.5581,0.0,15461676.5439,3523554.976,2429481.6912,108516825.8727,353665.3112,10064665.1242,9198.9856,5528896.3953,2595727.2644,low,edge_src_reliability_scale::SDC-VD0505677A,0.2
supplier_reliability_node_SDC-VD0505677A_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,high,edge_src_reliability_scale::SDC-VD0505677A,1.0
supplier_reliability_node_SDC-VD0508918A_low,6555603.8433,0.06237999999999999,0.035646,-0.027616,-0.15061,0.08020200000000002,850262.1737,5666719.078000002,-0.16035299999999997,0.0,0.0,-61497196.834599994,-7715007.972199999,0.0,-53581669.6909,-53100.70930000022,-51089819.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103535.17489999998,295814.78539999947,59162.95709999977,-5833285.4309,0.0,-9165375.3758,-1881722.5413000002,-850262.1735999999,-64000983.375199996,-2280.130899999989,-6129100.216199999,419793.92,133116.65340000018,130085.88580000028,33.165281333425206,41.599423823305806,41.59975725889272,-16.095585021127786,-37.654006160246404,41.59897924252328,143.26763452660933,29.916227006706258,-18.056245249556625,0.0,nan,-48.88005669910008,-27.631662741818896,0.0,-51.17966310651097,-0.18825795717378593,-49.56702150231644,nan,0.0,nan,nan,nan,nan,nan,2.4728629520613064,2.4728629518313188,2.4728629526879353,-25.219169389939445,nan,-51.289910866694655,-39.28002018613735,-18.056206726583625,-50.364884098344085,-0.14430563160668236,-54.88129761471392,nan,2.47286295127173,6.103724616546587,26322069.1942,0.212334,0.121334,0.143959,0.249374,0.273,1443740.3703,24608676.8213,0.727722,5302452.7143,0.0,64315253.0428,20205888.5887,5302452.7143,51111613.6146,28153255.132,51982380.045,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4290389.7199,12258256.3425,2451651.2685,17297077.5906,0.0,8704367.8562,2908810.9981,3858712.344,63073633.2371,1577790.4974,5038821.2481,419793.92,5516215.3541,2261340.0621,low,edge_src_reliability_scale::SDC-VD0508918A,0.2
supplier_reliability_node_SDC-VD0508918A_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,high,edge_src_reliability_scale::SDC-VD0508918A,1.0
supplier_reliability_node_SDC-VD0514881A_low,1708691.2909999974,0.015278999999999987,0.008731000000000003,-0.032958000000000015,-0.01069500000000001,0.019644999999999996,2092745.2469000001,902967.0467000008,-0.39467499999999994,0.0,0.0,-16122648.2183,-1664444.8654999994,0.0,-12338809.157800004,-28206355.8413,-12067346.87120001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151582.74770000018,433093.56489999965,86618.71299999999,-513492.7958999984,0.0,-2125475.4762000013,-1150952.0695000002,-2092745.2468999997,-16441478.18509999,-1252953.6533,-946586.3607999999,2448.0,194892.10419999994,322848.0437000003,8.644394739609819,10.189124664897225,10.189291382690694,-19.209092233717044,-2.6738569542781736,10.189421052085601,352.6237794225986,4.767020700483777,-44.44162936688905,0.0,nan,-12.814827335459233,-5.96128731708015,0.0,-11.785674083594044,-100.0,-11.707664111425336,nan,0.0,nan,nan,nan,nan,nan,3.6204445621599732,3.6204445625312007,3.620444563397418,-2.219994538878182,nan,-11.894269820250326,-24.025550808358467,-44.44163456562086,-12.9384440602031,-79.29731942730018,-8.475940342398633,nan,3.620444562434957,15.148265621723548,21475156.6419,0.165233,0.094419,0.138617,0.389289,0.212443,2686223.4435,19844924.79,0.4934,5302452.7143,0.0,109689801.6591,26256451.6954,5302452.7143,92354474.1477,0.0,91004852.2998,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4338437.2927,12395535.122,2479107.0244,22616870.2256,0.0,15744267.7558,3639581.4699,2616229.2707,110633138.4272,327116.975,10221335.1035,2448.0,5577990.8049,2454102.22,low,edge_src_reliability_scale::SDC-VD0514881A,0.2
supplier_reliability_node_SDC-VD0514881A_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,high,edge_src_reliability_scale::SDC-VD0514881A,1.0
supplier_reliability_node_SDC-VD0518684A_low,-277740.86030000076,-0.0003670000000000062,-0.00021000000000000185,0.0006940000000000002,0.0003549999999999942,-0.0004720000000000002,-8092.106800000067,479039.3479000032,0.0015260000000000273,0.0,0.0,788591.1792000085,13663.043600000441,0.0,-9150.46250000596,13111644.1587,12818.866099998355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8204.534200000111,-23441.526300000027,-4688.305199999828,-8060.930999998003,0.0,-3579.579500000924,21723.974600000307,8092.106900000013,106345.00380000472,-1580070.6283,15380.595399999991,10006.4251,-10548.686800000258,-262417.34259999986,-1.4051114115218113,-0.24474172079438108,-0.2450751563812924,0.4044878333090486,0.08875355014200423,-0.2448158175914689,-1.3635053227497231,2.528985411074762,0.17183233398080425,0.0,nan,0.6267990011866585,0.048934831194260286,0.0,-0.008740257455967326,46.484715120490016,0.012436783345169004,nan,0.0,nan,nan,nan,nan,nan,-0.19595937981170328,-0.1959593799318243,-0.19595937742560576,-0.034849997782158686,nan,-0.020031510545662684,0.4534771423961509,0.17184435527853054,0.08368705461017399,-100.0,0.13772119950132583,nan,-0.19595937928146373,-12.312813061817616,19488724.4906,0.149587,0.085478,0.172269,0.400339,0.192326,585386.0898,19420997.0912,0.889601,5302452.7143,0.0,126601041.0566,27934559.6045,5302452.7143,104684132.843,41318000.0,103085018.0371,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4178650.0108,11939000.0308,2387800.0062,23122302.0905,0.0,17866163.6525,4812257.514,4717066.6245,127180961.6161,0.0,11183302.0597,10006.4251,5372550.0139,1868836.8337,low,edge_src_reliability_scale::SDC-VD0518684A,0.2
supplier_reliability_node_SDC-VD0518684A_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,high,edge_src_reliability_scale::SDC-VD0518684A,1.0
supplier_reliability_node_SDC-VD0519670A_low,352349.4375,0.0009139999999999981,0.0005219999999999947,-0.0016240000000000143,-0.0009859999999999869,0.0011750000000000094,14747.895399999921,-1065829.4170999974,-0.002781999999999951,0.0,0.0,-1304144.0500999987,-13865.272099997848,0.0,-321700.82410000265,-27798499.8391,-304835.2353000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23419.574300000444,66913.06939999945,13382.613899999764,33837.740100000054,0.0,-11599.43789999932,-47703.012199999765,-14747.895299999975,-293844.4633999914,3360597.8416999998,-33075.32919999957,2992.9532,30110.881199999712,247565.0438000001,1.7825616833611422,0.6095202528775479,0.6091868172906296,-0.9465248433629692,-0.2465098603944125,0.6094461560804622,2.4849936332100664,-5.626817626477887,-0.31326183036342103,0.0,nan,-1.0365778993818524,-0.04965912204773026,0.0,-0.30727933439747446,-98.55402801944797,-0.29574922991045655,nan,0.0,nan,nan,nan,nan,nan,0.5593596349786841,0.55935963474183,0.5593596355824505,0.14629143549778012,nan,-0.06491104964075692,-0.9957766041645212,-0.3131869846583171,-0.23123773357231533,212.68655853160635,-0.29616369801426357,nan,0.55935963418401,11.615932372261183,20118814.7884,0.150868,0.08621,0.169951,0.398998,0.193973,608226.092,17876128.3262,0.885293,5302452.7143,0.0,124508305.8273,27907031.2888,5302452.7143,104371582.4814,407856.0022,102767363.9357,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4210274.1193,12029354.6265,2405870.9253,23164200.7616,0.0,17858143.7941,4742830.5272,4694226.6223,126780772.1489,4940668.47,11134846.1351,2992.9532,5413209.5819,2378819.2201,low,edge_src_reliability_scale::SDC-VD0519670A,0.2
supplier_reliability_node_SDC-VD0519670A_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,high,edge_src_reliability_scale::SDC-VD0519670A,1.0
supplier_reliability_node_SDC-VD0520115A_low,6646513.097099997,0.06311900000000001,0.036068,-0.027854000000000018,-0.152486,0.081153,862359.4122,7185845.764800001,-0.16263399999999995,0.0,0.0,-62632294.611099996,-7590364.419799998,0.0,-54253946.2972,13111644.1587,-52742892.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145038.55929999985,414395.8837000001,82879.17680000002,-5721759.331999999,0.0,-9234979.437900001,-1868605.0878000003,-862359.4120999998,-64138292.9369,-1580070.6283,-6136155.215599999,15702.6688,186478.1475999998,-133577.79269999987,33.62519792542155,42.0922416207637,42.0922416207637,-16.234299868862024,-38.12302492099684,42.0922416207637,145.30599727848536,37.93613026795882,-18.313092925710098,0.0,nan,-49.782270889830905,-27.185246015450055,0.0,-51.82180230118908,46.484715120490016,-51.17082314940995,nan,0.0,nan,nan,nan,nan,nan,3.4641413438450335,3.4641413437380275,3.4641413462748343,-24.737006188279633,nan,-51.679418769501886,-39.0061998821542,-18.313104241207796,-50.472938378074026,-100.0,-54.944469615184666,nan,3.4641413425273218,-6.267567434490609,26412978.448,0.213073,0.121756,0.143721,0.247498,0.273951,1455837.6088,26127803.5081,0.725441,5302452.7143,0.0,63180155.2663,20330532.1411,5302452.7143,50439337.0083,41318000.0,50329306.417,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4331893.1043,12376837.4408,2475367.4882,17408603.6895,0.0,8634763.7941,2921928.4516,3846615.1055,62936323.6754,0.0,5031766.2487,15702.6688,5569576.8483,1997676.3836,low,edge_src_reliability_scale::SDC-VD0520115A,0.2
supplier_reliability_node_SDC-VD0520115A_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,high,edge_src_reliability_scale::SDC-VD0520115A,1.0
supplier_reliability_node_SDC-VD0520132A_low,8610402.548999999,0.09559199999999998,0.05462399999999999,-0.08309100000000001,-0.190029,0.12290500000000001,3162857.2779,12326727.444900002,-0.59649,0.0,0.0,-79659764.983,-9816972.537099998,0.0,-69149633.3897,-28206355.8413,-66177893.61970001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258499.1423000004,738568.9780000001,147713.79559999984,-6628349.894599998,0.0,-11788658.0905,-3188622.6426,-3162857.2779,-83922398.0291,-1395845.3392,-7366918.872399999,41458.4177,332356.04009999987,901252.1150000002,43.56065890459243,63.74754924843617,63.74754924843617,-48.428384088591,-47.50915036601464,63.748067926015835,532.9357162604817,65.07631160385266,-67.16662444050333,0.0,nan,-63.316281544970906,-35.15994737378003,0.0,-66.0497323289767,-100.0,-64.20537657289024,nan,0.0,nan,nan,nan,nan,nan,6.174065507212418,6.174065507234528,6.174065507286133,-28.656488825700027,nan,-65.9699355354453,-66.56090843274558,-67.16658300185489,-66.0418266577535,-88.34069276395523,-65.96499533014718,nan,6.17406550722879,42.28740640239515,28376867.8999,0.245546,0.140312,0.088484,0.209955,0.315703,3756335.4745,31268685.1882,0.291585,5302452.7143,0.0,46152684.8944,18103924.0238,5302452.7143,35543649.9158,0.0,36894305.5513,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4445353.6873,12701010.5351,2540202.107,16502013.1269,0.0,6081085.1415,1601910.8968,1546117.2397,43152218.5832,184225.2891,3801002.5919,41458.4177,5715454.7408,3032506.2913,low,edge_src_reliability_scale::SDC-VD0520132A,0.2
supplier_reliability_node_SDC-VD0520132A_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,high,edge_src_reliability_scale::SDC-VD0520132A,1.0
supplier_reliability_node_SDC-VD0525412A_low,6039662.633399997,0.06434499999999999,0.036768999999999996,-0.02831700000000001,-0.155525,0.08272900000000002,858050.2728,8109901.826000001,-0.1618219999999999,0.0,0.0,-62056826.03879999,-7842236.0253,0.0,-53187711.2411,198099.84690000117,-51299111.9816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115985.57529999968,331387.35789999925,66277.47159999982,-5928133.372099999,0.0,-9318697.9121,-1914102.6532,-858050.2727000001,-65349545.460099995,-10505.858899999876,-6259520.729899999,1980043.6364,149124.31110000052,132042.95990000013,30.5550968581492,42.909825679875155,42.91032583325553,-16.50415270289961,-38.88280531221249,42.90967748628099,144.57991510315242,42.81448589372222,-18.221659206711134,0.0,nan,-49.32486896111815,-28.087335978609474,0.0,-50.80336537530847,0.7023234338196273,-49.77007611576539,nan,0.0,nan,nan,nan,nan,nan,2.7702317826758818,2.770231781849858,2.770231782708964,-25.629227550772615,nan,-52.14791164661319,-39.95593888357863,-18.221595158202692,-51.42612049696681,-0.6648980565699865,-56.04911128637081,nan,2.7702317826832505,6.195551960359583,25806127.9843,0.214299,0.122457,0.143258,0.244459,0.275527,1451528.4694,27051859.5693,0.726253,5302452.7143,0.0,63755623.8386,20078660.5356,5302452.7143,51505572.0644,28404455.6882,51773087.1894,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4302840.1203,12293828.915,2458765.783,17202229.6494,0.0,8551045.3199,2876430.8862,3850924.2449,61725071.1522,1569564.7694,4908400.7344,1980043.6364,5532223.0118,2263297.1362,low,edge_src_reliability_scale::SDC-VD0525412A,0.2
supplier_reliability_node_SDC-VD0525412A_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,high,edge_src_reliability_scale::SDC-VD0525412A,1.0
