case_id,delta::kpi::avg_inventory,delta::kpi::cost_share_holding,delta::kpi::cost_share_inventory_risk,delta::kpi::cost_share_purchase,delta::kpi::cost_share_transport,delta::kpi::cost_share_warehouse_operating,delta::kpi::ending_backlog,delta::kpi::ending_inventory,delta::kpi::fill_rate,delta::kpi::measured_required_total,delta::kpi::measurement_starting_backlog,delta::kpi::total_arrived,delta::kpi::total_cost,delta::kpi::total_demand,delta::kpi::total_estimated_source_ordered_qty,delta::kpi::total_estimated_source_rejected_qty,delta::kpi::total_estimated_source_replenished_qty,delta::kpi::total_explicit_initialization_pipeline_qty,delta::kpi::total_explicit_initialization_stock_qty,delta::kpi::total_external_procured_arrived_qty,delta::kpi::total_external_procured_ordered_qty,delta::kpi::total_external_procured_qty,delta::kpi::total_external_procured_rejected_qty,delta::kpi::total_external_procurement_cost,delta::kpi::total_holding_cost,delta::kpi::total_inventory_cost_legacy_raw_holding,delta::kpi::total_inventory_risk_cost,delta::kpi::total_logistics_cost,delta::kpi::total_opening_stock_bootstrap_qty,delta::kpi::total_produced,delta::kpi::total_purchase_cost,delta::kpi::total_served,delta::kpi::total_shipped,delta::kpi::total_supplier_capacity_binding_qty,delta::kpi::total_transport_cost,delta::kpi::total_unreliable_loss_qty,delta::kpi::total_warehouse_operating_cost,delta::kpi::warmup_backlog_cleared_qty,delta_pct::kpi::avg_inventory,delta_pct::kpi::cost_share_holding,delta_pct::kpi::cost_share_inventory_risk,delta_pct::kpi::cost_share_purchase,delta_pct::kpi::cost_share_transport,delta_pct::kpi::cost_share_warehouse_operating,delta_pct::kpi::ending_backlog,delta_pct::kpi::ending_inventory,delta_pct::kpi::fill_rate,delta_pct::kpi::measured_required_total,delta_pct::kpi::measurement_starting_backlog,delta_pct::kpi::total_arrived,delta_pct::kpi::total_cost,delta_pct::kpi::total_demand,delta_pct::kpi::total_estimated_source_ordered_qty,delta_pct::kpi::total_estimated_source_rejected_qty,delta_pct::kpi::total_estimated_source_replenished_qty,delta_pct::kpi::total_explicit_initialization_pipeline_qty,delta_pct::kpi::total_explicit_initialization_stock_qty,delta_pct::kpi::total_external_procured_arrived_qty,delta_pct::kpi::total_external_procured_ordered_qty,delta_pct::kpi::total_external_procured_qty,delta_pct::kpi::total_external_procured_rejected_qty,delta_pct::kpi::total_external_procurement_cost,delta_pct::kpi::total_holding_cost,delta_pct::kpi::total_inventory_cost_legacy_raw_holding,delta_pct::kpi::total_inventory_risk_cost,delta_pct::kpi::total_logistics_cost,delta_pct::kpi::total_opening_stock_bootstrap_qty,delta_pct::kpi::total_produced,delta_pct::kpi::total_purchase_cost,delta_pct::kpi::total_served,delta_pct::kpi::total_shipped,delta_pct::kpi::total_supplier_capacity_binding_qty,delta_pct::kpi::total_transport_cost,delta_pct::kpi::total_unreliable_loss_qty,delta_pct::kpi::total_warehouse_operating_cost,delta_pct::kpi::warmup_backlog_cleared_qty,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter,value
supplier_stock_node_SDC-VD0949099A_high,6783.599399998784,-1.7000000000017e-05,-9.999999999996123e-06,4.000000000004e-06,4.599999999999049e-05,-2.1999999999994246e-05,0.0,0.0,0.0,0.0,0.0,-143563.49099999666,-4670.277499999851,0.0,-4306.5408000051975,-419776.27109999955,-4306.518600001931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1180.3352000000887,-3372.386299999431,-674.4772000000812,-3975.182799998671,0.0,0.0020000003278255463,-695.0946000004187,0.0,-4306.540799990296,0.0,-602.79649999924,0.0,-1517.573800000362,4208.571700000204,0.03431872760037957,-0.01133680995506422,-0.011670245541961678,0.002331341978728836,0.01150046001839836,-0.011410906752141748,0.0,0.0,0.0,0.0,nan,-0.11410912921566542,-0.01672681781479767,0.0,-0.004113483371649073,-1.48823291268757,-0.004178157286483508,nan,0.0,nan,nan,nan,nan,nan,-0.02819145464247525,-0.028191454761990774,-0.02819145225438535,-0.017185993995440893,nan,1.1192104451977087e-08,-0.014509753335063325,0.0,-0.003388985868931948,0.0,-0.005397571087208779,nan,-0.028191454111792934,0.19746925293099327,19773248.9503,0.149937,0.085678,0.171579,0.40003,0.192776,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125668886.3864,27916226.2834,5302452.7143,104688976.7647,27786579.5702,103067892.6524,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4185674.2098,11959069.1708,2391813.8342,23126387.8387,0.0,17869743.234,4789838.4448,4708974.5176,127070310.0715,1580070.6283,11167318.6678,0.0,5381581.1269,2135462.748,high,supplier_node_scale::SDC-VD0949099A,1.8
supplier_stock_node_SDC-VD0951020A_low,179577.95649999753,0.0006740000000000079,0.00038499999999999646,-0.0009520000000000084,-0.0009720000000000284,0.0008660000000000057,-8787.204400000046,172975.00560000166,0.0016570000000000196,0.0,0.0,795361.9948000014,-16021.940199997276,0.0,-285755.5980000049,-27087171.4363,-258898.25850000978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16391.004100000486,46831.44030000083,9366.288100000005,13299.225099999458,0.0,-11345.0428000018,-29321.16530000046,8787.204400000162,-264610.50479999185,3366000.1165000005,-33532.21509999968,0.0,21074.148099999875,123134.60730000027,0.9084980714157932,0.4494711711591608,0.4493044533656947,-0.5548593909369129,-0.24300972038882265,0.44917478397079097,-1.4806280079607639,0.9131844128476374,0.18658334037102942,0.0,nan,0.6321806749451703,-0.057383329955221274,0.0,-0.2729454927554009,-96.03215526565371,-0.25118146365586846,nan,0.0,nan,nan,nan,nan,nan,0.3914873068512698,0.39148730697208906,0.39148730864725445,0.05749682824968047,nan,-0.06348744160848276,-0.6120647117663818,0.18660547784146206,-0.20823238492019913,213.02845937472327,-0.30025475382496764,nan,0.39148730632153306,5.777565560658288,19946043.3074,0.150628,0.086073,0.170623,0.399012,0.193664,584690.9922,19114932.7489,0.889732,5302452.7143,0.0,126607811.8722,27904874.6207,5302452.7143,104407527.7075,1119184.405,102813300.9125,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4203245.5491,12009272.9974,2401854.5995,23143662.2466,0.0,17858398.1892,4761212.3741,4717761.722,126810006.1075,4946070.7448,11134389.2492,0.0,5404172.8488,2254388.7836,low,supplier_node_scale::SDC-VD0951020A,0.2
supplier_stock_node_SDC-VD0951020A_high,30992.38469999656,-0.0008770000000000167,-0.0005010000000000014,0.0010939999999999839,0.0014139999999999708,-0.0011279999999999901,2493.4011000000173,-133086.53009999916,-0.00046999999999997044,0.0,0.0,649774.9008000046,-73075.26459999755,0.0,-53440.711500003934,13111644.1587,-75474.94740000367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35395.89889999991,-101131.13969999924,-20226.227899999823,-90996.03029999882,0.0,-10996.749099999666,17920.76570000034,-2493.4011000003666,56081.77920000255,-1580070.6283,10135.109500000253,0.0,-45509.01289999951,-115707.15519999992,0.1567927504984366,-0.5848460194459745,-0.5846793016525085,0.6376220311816896,0.3535141405656153,-0.5850683098372339,0.42013356417886255,-0.7026017685372226,-0.05292345804126571,0.0,nan,0.516463117468254,-0.26172248602622256,0.0,-0.05104502391434356,46.484715120490016,-0.07322531973416845,nan,0.0,nan,nan,nan,nan,nan,-0.8454055071550118,-0.8454055070386151,-0.8454055053737817,-0.39340511091597097,nan,-0.0615383721927654,0.3740870521542129,-0.05294998073744442,0.04413295172166917,-100.0,0.09075197683292016,nan,-0.8454055076880099,-5.429064092246158,19797457.7356,0.149077,0.085187,0.172669,0.401398,0.19167,595971.5977,18808871.2132,0.887605,5302452.7143,0.0,126462224.7782,27847821.2963,5302452.7143,104639842.594,41318000.0,102996724.2236,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4151458.6461,11861310.4174,2372262.0835,23039366.9912,0.0,17858746.4829,4808454.3051,4706481.1165,127130698.3915,0.0,11178056.5738,0.0,5337589.6878,2015547.0211,high,supplier_node_scale::SDC-VD0951020A,1.8
supplier_stock_node_SDC-VD0960508A_low,98695.07879999653,0.00034000000000000696,0.00019399999999999973,-0.00023400000000001198,-0.0007369999999999877,0.00043799999999999395,-4937.224200000055,652452.6319000013,0.0009310000000000151,0.0,0.0,385248.02639999986,-14300.649199999869,0.0,-265361.6384000033,85823.46790000051,-260827.18180000782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7347.474799999967,20992.78519999981,4198.55709999986,-5304.717399999499,0.0,-41603.093600001186,-8995.93180000037,4937.224299999885,-285191.7529999912,-7356.131499999901,-26297.50249999948,0.0,9446.753299999982,-10418.805199999828,0.499305652517701,0.22673619910106227,0.22640276351414404,-0.1363835057555075,-0.1842573702948087,0.2271807798836056,-0.8319133252552676,3.444483620658386,0.10483348816260059,0.0,nan,0.3062081906642873,-0.05121844554241958,0.0,-0.2534657716538179,0.3042699609367369,-0.25305289292148253,nan,0.0,nan,nan,nan,nan,nan,0.1754891344093724,0.1754891348876859,0.17548913739699787,-0.02293399976069848,nan,-0.23281304638726433,-0.18778559269051862,0.10484712290429246,-0.22442857637737426,-0.4655571319564602,-0.23547356223862734,nan,0.1754891341444577,-0.48885793707100533,19865160.4297,0.150294,0.085882,0.171341,0.399247,0.193236,588540.9724,19594410.3752,0.889006,5302452.7143,0.0,126197697.9038,27906595.9117,5302452.7143,104427921.6671,28292179.3092,102811371.9892,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4194202.0198,11983434.3423,2396686.8685,23125058.3041,0.0,17828140.1384,4781537.6076,4713911.7419,126789424.8593,1572714.4968,11141623.9618,0.0,5392545.454,2120835.3711,low,supplier_node_scale::SDC-VD0960508A,0.2
supplier_stock_node_SDC-VD0960508A_high,6834.473199997097,-1.9999999999992246e-05,-1.1999999999998123e-05,7.000000000007001e-06,5.1999999999996493e-05,-2.5999999999998247e-05,0.0,0.0,0.0,0.0,0.0,-155708.89829999208,-5141.838199999183,0.0,-4306.5408000051975,-419776.27109999955,-4306.518600001931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1345.381500000134,-3843.947000000626,-768.7894000001252,-4446.743599999696,0.0,0.0020000003278255463,-695.0946000004187,0.0,-4306.540799990296,0.0,-602.79649999924,0.0,-1729.7761000003666,4208.571700000204,0.03457610189110473,-0.013337423476527633,-0.014004294650357255,0.004079848462775463,0.013000520020799955,-0.013485617070715591,0.0,0.0,0.0,0.0,nan,-0.12376271064725723,-0.01841573456921056,0.0,-0.004113483371649073,-1.48823291268757,-0.004178157286483508,nan,0.0,nan,nan,nan,nan,nan,-0.032133466437395286,-0.03213346524329851,-0.03213346524356713,-0.019224703027213127,nan,1.1192104451977087e-08,-0.014509753335063325,0.0,-0.003388985868931948,0.0,-0.005397571087208779,nan,-0.03213346431443719,0.19746925293099327,19773299.8241,0.149934,0.085676,0.171582,0.400036,0.192772,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125656740.9791,27915754.7227,5302452.7143,104688976.7647,27786579.5702,103067892.6524,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4185509.1635,11958597.6101,2391719.522,23125916.2779,0.0,17869743.234,4789838.4448,4708974.5176,127070310.0715,1580070.6283,11167318.6678,0.0,5381368.9246,2135462.748,high,supplier_node_scale::SDC-VD0960508A,1.8
supplier_stock_node_SDC-VD0964290A_low,-144.0,-7.000000000007001e-06,-4.000000000004e-06,6.0000000000060005e-06,1.4999999999987246e-05,-9.000000000009e-06,0.0,-144.0,0.0,0.0,0.0,0.0,-1001.519999999553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.53200000012293,-1001.519999999553,-200.30400000000373,-1001.519999999553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-450.6840000003576,0.0,-0.0007285065763841457,-0.004668098216791149,-0.004668098216791149,0.0034970129680932534,0.0037501500059970517,-0.004668098216791149,0.0,-0.0007602170902895957,0.0,0.0,nan,0.0,-0.0035869908325295917,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,-0.008372203911853903,-0.008372203911877225,-0.008372203911951105,-0.004329893132540228,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,-0.008372203911879829,0.0,19766321.3509,0.149947,0.085684,0.171581,0.399999,0.192789,593478.1966,18941813.7433,0.888075,5302452.7143,0.0,125812449.8774,27919895.0409,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186504.013,11961440.0371,2392288.0074,23129361.5015,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5382648.0167,2131254.1763,low,supplier_node_scale::SDC-VD0964290A,0.2
supplier_stock_node_SDC-VD0964290A_high,144.0,7.000000000007001e-06,4.000000000004e-06,-6.0000000000060005e-06,-1.4000000000014001e-05,9.000000000009e-06,0.0,144.0,0.0,0.0,0.0,0.0,1001.519999999553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.53200000012293,1001.519999999553,200.30400000000373,1001.519999999553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.6840000003576,0.0,0.0007285065763841457,0.004668098216791149,0.004668098216791149,-0.0034970129680932534,-0.0035001400056037246,0.004668098216791149,0.0,0.0007602170902895957,0.0,0.0,nan,0.0,0.0035869908325295917,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.008372203911853903,0.008372203911877225,0.008372203911951105,0.004329893132540228,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.008372203911879829,0.0,19766609.3509,0.149961,0.085692,0.171569,0.39997,0.192807,593478.1966,18942101.7433,0.888075,5302452.7143,0.0,125812449.8774,27921898.0809,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4187205.077,11963443.0771,2392688.6154,23131364.5415,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383549.3847,2131254.1763,high,supplier_node_scale::SDC-VD0964290A,1.8
supplier_stock_node_SDC-VD0972460A_low,222183.71169999987,-6.30000000000075e-05,-3.599999999999437e-05,0.0,0.00018000000000001348,-8.099999999999774e-05,-26546.641100000008,-370848.6584999971,0.005006000000000066,0.0,0.0,-397142.7514999956,6007.940600000322,0.0,28021.90070000291,-253654.5725999996,44893.24519999325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.3341999999247,-2449.5262000001967,-489.905199999921,4978.354800000787,0.0,5817.478000000119,1029.5859000002965,26546.64109999966,61714.31590001285,0.0,7427.881100000814,0.0,-1102.2867999998853,3968.7978000002913,1.1240437162422843,-0.042012883951083324,-0.04201288395107176,0.0,0.04500180007200625,-0.042012883951077155,-4.473060889529569,-1.9578158896018591,0.5636911296906305,0.0,nan,-0.3156625213856004,0.021517720918796536,0.0,0.026765710096447796,-0.8992816159136598,0.04355514441436721,nan,0.0,nan,nan,nan,nan,nan,-0.020476808802057985,-0.02047680808560643,-0.020476806413873165,0.02152302925541348,nan,0.032554905375375226,0.021492092509788566,0.5637456945409328,0.04856541577323894,0.0,0.06651086438730065,nan,-0.020476808271350247,0.18621888670690562,19988649.0626,0.149891,0.085652,0.171575,0.400164,0.192717,566931.5555,18571109.0848,0.893081,5302452.7143,0.0,125415307.1259,27926904.5015,5302452.7143,104721305.2062,27952701.2687,103117092.4162,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4185997.2108,11959992.0309,2391998.4062,23135341.3763,0.0,17875560.71,4791563.1253,4735521.1587,127136330.9282,1580070.6283,11175349.3454,0.0,5381996.4139,2135222.9741,low,supplier_node_scale::SDC-VD0972460A,0.2
supplier_stock_node_SDC-VD0972460A_high,107398.53479999676,0.00022199999999999998,0.0001270000000000021,-0.00010899999999999799,-0.0005240000000000244,0.00028600000000000847,12496.28509999998,-483085.7322999984,-0.0023569999999999425,0.0,0.0,-537401.9076000005,-28894.203899998218,0.0,-262763.1046999991,-26822.148699998856,-216569.57170000672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856.6016999999993,5304.576400000602,1060.9152999999933,-20882.479699999094,0.0,-42666.441700000316,-8011.724200000055,-12496.28509999998,-280109.3476999998,0.0,-26187.055999999866,0.0,2387.059399999678,-2332.064999999944,0.5433370756654109,0.1480454005895141,0.14821211838297324,-0.06352906892029607,-0.1310052402096145,0.1483417877778859,2.105601380402924,-2.550347428955023,-0.26540551192184697,0.0,nan,-0.42714525321117314,-0.10348594586486605,0.0,-0.25098372732589136,-0.0950925700962959,-0.2101144376872284,nan,0.0,nan,nan,nan,nan,nan,0.044343592070022565,0.04434359302555762,0.04434359386187275,-0.09028167729399031,nan,-0.23876359691389387,-0.1672407495763718,-0.26537168662294863,-0.22042903230202393,0.0,-0.23448460023390091,nan,0.044343593397038646,-0.10942219027336125,19873863.8857,0.150176,0.085815,0.171466,0.39946,0.193084,605974.4817,18458872.011,0.885718,5302452.7143,0.0,125275047.9698,27892002.357,5302452.7143,104430520.2008,28179533.6926,102855629.5993,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4188711.1467,11967746.1335,2393549.2267,23109480.5418,0.0,17827076.7903,4782521.8152,4696478.2325,126794507.2646,1580070.6283,11141734.4083,0.0,5385485.7601,2128922.1113,high,supplier_node_scale::SDC-VD0972460A,1.8
supplier_stock_node_SDC-VD0975221A_low,59.905099999159575,1.000000000001e-06,1.000000000001e-06,-1.000000000001e-06,-2.000000000002e-06,2.000000000002e-06,0.0,0.0,0.0,0.0,0.0,-309.3246999979019,145.26970000192523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.84440000029281,145.2697999998927,29.054000000003725,145.26970000192523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.3714000005275,0.0,0.0003030643007523446,0.0006668711738273071,0.0011670245541977873,-0.000582835494682209,-0.0005000200008005321,0.0010373551592869222,0.0,0.0,0.0,0.0,nan,-0.00024586175716260865,0.000520290240985165,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0012143818098723277,0.001214382526397143,0.0012143841983078424,0.0006280476439859375,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0012143823406401005,0.0,19766525.256,0.149955,0.085689,0.171574,0.399982,0.1928,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812140.5527,27921041.8306,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186905.3894,11962586.8269,2392517.3654,23130508.2912,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383164.0721,2131254.1763,low,supplier_node_scale::SDC-VD0975221A,0.2
supplier_stock_node_SDC-VD0975221A_high,-59.80300000309944,-1.000000000001e-06,-1.000000000001e-06,1.000000000001e-06,2.000000000002e-06,-1.000000000001e-06,0.0,0.0,0.0,0.0,0.0,308.16490000486374,-145.02229999750853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.7577999997884,-145.02229999937117,-29.004399999976158,-145.02229999750853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.25999999977648,0.0,-0.0003025477693733265,-0.0006668711738273071,-0.0011670245541977873,0.000582835494682209,0.0005000200008005321,-0.0005186775796434611,0.0,0.0,0.0,0.0,nan,0.00024493990881280833,-0.0005194041662709197,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,-0.00121231343134201,-0.0012123135507675431,-0.001212311042932695,-0.0006269780541823241,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,-0.0012123129005843845,0.0,19766405.5479,0.149953,0.085687,0.171576,0.399986,0.192797,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812758.0423,27920751.5386,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186803.7872,11962296.5348,2392459.307,23130217.9992,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383033.4407,2131254.1763,high,supplier_node_scale::SDC-VD0975221A,1.8
supplier_stock_node_SDC-VD0989480A_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,low,supplier_node_scale::SDC-VD0989480A,0.2
supplier_stock_node_SDC-VD0989480A_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,high,supplier_node_scale::SDC-VD0989480A,1.8
supplier_stock_node_SDC-VD0990780A_low,-32055.288600001484,0.0,0.0,0.0002889999999999837,-0.0002869999999999817,0.0,-26051.194000000018,-1441614.928799998,0.004913000000000056,0.0,0.0,-432031.9241999984,41925.73680000007,0.0,-87301.74400000274,11925234.424899999,-113612.23990000784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6272.733700000215,17922.096400000155,3584.4193000001833,26646.91330000013,0.0,-17770.027000002563,15278.82349999994,26051.194099999964,20546.429300010204,-631495.9347,8724.816899999976,0.0,8064.943400000222,-127027.84869999997,-0.16217005939578344,0.0,0.0,0.16843945796298046,-0.07175287011480001,0.0,-4.389578951551329,-7.610696572849841,0.553219041184591,0.0,nan,-0.34339361853377703,0.15015899188105672,0.0,-0.08338810403457506,42.27853641213362,-0.11022588128882511,nan,0.0,nan,nan,nan,nan,nan,0.14981971865946958,0.14981971961537363,0.14981972045258216,0.11520317807044986,nan,-0.09944198284942969,0.3189378254914288,0.5532243592024649,0.01616879109908835,-39.966310580649626,0.07812390987786055,nan,0.14981971998677052,-5.960239285983657,19734410.0623,0.149954,0.085688,0.171864,0.399697,0.192798,567427.0026,17500342.8145,0.892988,5302452.7143,0.0,125380417.9532,27962822.2977,5302452.7143,104605981.5615,40131590.2662,102958586.9311,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4193127.2787,11980363.6535,2396072.7307,23157009.9348,0.0,17851973.205,4805812.3629,4735025.7117,127095163.0416,948574.6936,11176646.2812,0.0,5391163.6441,2004226.3276,low,supplier_node_scale::SDC-VD0990780A,0.2
supplier_stock_node_SDC-VD0990780A_high,-140866.14990000054,-0.0005620000000000069,-0.00032100000000000184,0.00037199999999998346,0.0012340000000000129,-0.0007220000000000004,-16165.449699999997,-646760.4915999994,0.0030480000000000507,0.0,0.0,-509940.2716999948,-71416.50909999758,0.0,10759.374500006437,3571509.960900001,-28667.833499997854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26358.38739999989,-75309.67830000073,-15061.935599999968,-69514.9252000004,0.0,-569.4255000017583,-1901.5838999999687,16165.449800000526,42354.95600000024,0.0,5794.753100000322,0.0,-33889.35520000011,64307.57539999997,-0.7126521985560087,-0.3747815996905764,-0.3746148818971172,0.21681480402155526,0.30851234049362297,-0.3744852125022046,-2.723848962373152,-3.4144331877668055,0.3432142555527462,0.0,nan,-0.40531781409305234,-0.25578157543840546,0.0,0.010277043722671367,12.662075104613708,-0.027813351932500268,nan,0.0,nan,nan,nan,nan,nan,-0.6295510655242954,-0.629551065645981,-0.629551063143387,-0.30053538344982006,nan,-0.003186534314505803,-0.039694616149960955,0.3432902373878101,0.03333077614487216,0.0,0.0518874807503272,nan,-0.6295510649952091,3.0173583289648835,19625599.201,0.149392,0.085367,0.171947,0.401218,0.192076,577312.7469,18295197.2517,0.891123,5302452.7143,0.0,125302509.6057,27849480.0518,5302452.7143,104704042.68,31777865.8022,103043531.3375,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4160496.1576,11887131.8788,2377426.3758,23060848.0963,0.0,17869173.8065,4788631.9555,4725139.9674,127116971.5683,1580070.6283,11173716.2174,0.0,5349209.3455,2195561.7517,high,supplier_node_scale::SDC-VD0990780A,1.8
supplier_stock_node_SDC-VD0993480A_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,low,supplier_node_scale::SDC-VD0993480A,0.2
