avg_inventory_max,avg_inventory_min,baseline_avg_inventory,baseline_backlog,baseline_external_procured_qty,baseline_fill_rate,baseline_total_cost,ending_backlog_cross_threshold_at,ending_backlog_max,ending_backlog_min,ending_backlog_monotonicity,external_procured_qty_max,external_procured_qty_min,fill_rate_cross_service_threshold_at,fill_rate_cross_soft_threshold_at,fill_rate_max,fill_rate_min,fill_rate_monotonicity,levels,max_backlog_increase,max_fill_rate_drop,max_total_cost_increase,parameter_group,parameter_key,parameter_label,realism_focus,safe_band_high,safe_band_low,steepest_fill_segment,total_cost_cross_threshold_at,total_cost_max,total_cost_min,total_cost_monotonicity
4668955.8026,4648916.6871,4656606.0037,728.5,0.0,0.959867,13564426.5346,1.5,1044.75,512.75,increasing,0.0,0.0,1.5,,0.971413,0.943431,decreasing,"[0.7, 0.85, 1.0, 1.2, 1.5]",316.25,0.016436000000000006,21376.07639999874,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0520132A,Lead time fournisseur SDC-VD0520132A,supplier_lead_time,1.2,0.7,"[0.7, 0.85]",,13585802.611,13528989.2184,decreasing
4656606.0037,2378559.8526,4656606.0037,728.5,0.0,0.959867,13564426.5346,2.0,21477.9771,728.5,increasing,0.0,0.0,2.0,2.0,0.959867,0.135506,decreasing,"[1.0, 2.0, 3.0, 5.0, 7.0]",20749.4771,0.824361,126351014.41109999,global,review_period_scale,Periode de revue,planning_policy,1.0,1.0,"[1.0, 2.0]",2.0,139915440.9457,13564426.5346,non_monotonic
4669972.6174,4655306.8037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,860.0,728.5,increasing,0.0,0.0,,,0.959867,0.952964,decreasing,"[0.25, 0.5, 0.75, 1.0, 1.25, 1.5, 2.0]",131.5,0.0069029999999999925,0.0,global,safety_stock_days_scale,Safety stock global,buffer_policy,2.0,0.25,"[1.0, 1.25]",,13564426.5346,13531621.2289,non_monotonic
4656635.595,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,754.25,728.5,increasing,0.0,0.0,,,0.959867,0.958508,decreasing,"[0.7, 0.85, 1.0, 1.2, 1.5]",25.75,0.001358999999999999,6.605699999257922,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0951020A,Lead time fournisseur SDC-VD0951020A,supplier_lead_time,1.5,0.7,"[1.2, 1.5]",,13564433.1403,13564419.3109,non_monotonic
4662051.9803,4639325.1661,4656606.0037,728.5,0.0,0.959867,13564426.5346,,731.4689,728.5,non_monotonic,0.0,0.0,,,0.959867,0.959756,non_monotonic,"[0.6, 0.8, 1.0, 1.2, 1.4]",2.9688999999999623,0.00011099999999997223,13196.79139999859,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Debit fournisseur SDC-VD0949099A,supplier_capacity,1.4,0.6,"[1.0, 1.2]",,13577623.326,13521462.0069,increasing
4661973.0622,4640227.5783,4656606.0037,728.5,0.0,0.959867,13564426.5346,,731.4689,728.5,decreasing,0.0,0.0,,,0.959867,0.959756,increasing,"[0.6, 0.8, 1.0, 1.2, 1.4]",2.9688999999999623,0.00011099999999997223,13005.415199998766,supplier_capacity_node,supplier_capacity_node::SDC-VD0960508A,Debit fournisseur SDC-VD0960508A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13577431.9498,13523725.0242,increasing
4661091.1295,4642103.4914,4656606.0037,728.5,0.0,0.959867,13564426.5346,,731.4689,728.5,non_monotonic,0.0,0.0,,,0.959867,0.959756,non_monotonic,"[0.6, 0.8, 1.0, 1.2, 1.4]",2.9688999999999623,0.00011099999999997223,12567.438899999484,supplier_capacity_node,supplier_capacity_node::SDC-VD0972460A,Debit fournisseur SDC-VD0972460A,supplier_capacity,1.4,0.6,"[0.8, 1.0]",,13576993.9735,13528330.1609,non_monotonic
4663030.6618,4637529.8817,4656606.0037,728.5,0.0,0.959867,13564426.5346,,731.4689,728.5,non_monotonic,0.0,0.0,,,0.959867,0.959756,non_monotonic,"[0.6, 0.8, 1.0, 1.2, 1.4]",2.9688999999999623,0.00011099999999997223,17270.80480000004,supplier_capacity_node,supplier_capacity_node::SDC-VD0975221A,Debit fournisseur SDC-VD0975221A,supplier_capacity,1.4,0.6,"[0.8, 1.0]",,13581697.3394,13517239.1573,non_monotonic
4661489.3309,4655384.7226,4656606.0037,728.5,0.0,0.959867,13564426.5346,,731.4689,728.5,decreasing,0.0,0.0,,,0.959867,0.959756,non_monotonic,"[0.85, 0.9, 0.95, 1.0]",2.9688999999999623,0.00011099999999997223,12485.731999998912,supplier_reliability_node,supplier_reliability_node::SDC-VD0949099A,Fiabilite fournisseur SDC-VD0949099A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13576912.2666,13560522.6796,non_monotonic
4661527.3199,4655336.098,4656606.0037,728.5,0.0,0.959867,13564426.5346,,731.4689,728.5,decreasing,0.0,0.0,,,0.959867,0.959756,non_monotonic,"[0.85, 0.9, 0.95, 1.0]",2.9688999999999623,0.00011099999999997223,12577.855299999937,supplier_reliability_node,supplier_reliability_node::SDC-VD0960508A,Fiabilite fournisseur SDC-VD0960508A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13577004.3899,13560404.7649,non_monotonic
4661898.1536,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,731.4689,728.5,non_monotonic,0.0,0.0,,,0.959867,0.959756,non_monotonic,"[0.85, 0.9, 0.95, 1.0]",2.9688999999999623,0.00011099999999997223,13477.126999998465,supplier_reliability_node,supplier_reliability_node::SDC-VD0972460A,Fiabilite fournisseur SDC-VD0972460A,supplier_reliability,1.0,0.85,"[0.9, 0.95]",,13577903.6616,13564426.5346,non_monotonic
4661428.9567,4655153.262,4656606.0037,728.5,0.0,0.959867,13564426.5346,,731.4689,728.5,non_monotonic,0.0,0.0,,,0.959867,0.959756,non_monotonic,"[0.85, 0.9, 0.95, 1.0]",2.9688999999999623,0.00011099999999997223,12339.324399998412,supplier_reliability_node,supplier_reliability_node::SDC-VD0975221A,Fiabilite fournisseur SDC-VD0975221A,supplier_reliability,1.0,0.85,"[0.9, 0.95]",,13576765.859,13561541.4031,non_monotonic
4989927.7296,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,731.4689,728.5,increasing,0.0,0.0,,,0.959867,0.959756,decreasing,"[0.7, 0.85, 1.0, 1.2, 1.5]",2.9688999999999623,0.00011099999999997223,807327.0181999989,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0949099A,Lead time fournisseur SDC-VD0949099A,supplier_lead_time,1.5,0.7,"[1.0, 1.2]",,14371753.5528,13564426.5346,non_monotonic
4989927.7296,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,731.4689,728.5,increasing,0.0,0.0,,,0.959867,0.959756,decreasing,"[0.7, 0.85, 1.0, 1.2, 1.5]",2.9688999999999623,0.00011099999999997223,807327.0181999989,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0960508A,Lead time fournisseur SDC-VD0960508A,supplier_lead_time,1.5,0.7,"[1.0, 1.2]",,14371753.5528,13564426.5346,non_monotonic
4989927.7296,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,731.4689,728.5,increasing,0.0,0.0,,,0.959867,0.959756,decreasing,"[0.7, 0.85, 1.0, 1.2, 1.5]",2.9688999999999623,0.00011099999999997223,807321.1111999992,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0972460A,Lead time fournisseur SDC-VD0972460A,supplier_lead_time,1.5,0.7,"[1.0, 1.2]",,14371747.6458,13564426.5346,non_monotonic
4989927.7296,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,731.4689,728.5,increasing,0.0,0.0,,,0.959867,0.959756,decreasing,"[0.7, 0.85, 1.0, 1.2, 1.5]",2.9688999999999623,0.00011099999999997223,807321.1111999992,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0975221A,Lead time fournisseur SDC-VD0975221A,supplier_lead_time,1.5,0.7,"[1.0, 1.2]",,14371747.6458,13564426.5346,non_monotonic
4656758.9519,4636883.9585,4656606.0037,728.5,0.0,0.959867,13564426.5346,,730.5,728.5,increasing,0.0,0.0,,,0.959867,0.959761,decreasing,"[0.6, 0.8, 1.0, 1.2, 1.4]",2.0,0.0001060000000000505,282.264699999243,supplier_stock_node,supplier_stock_node::SDC-VD0520132A,Stock fournisseur SDC-VD0520132A,supplier_buffer,1.4,0.6,"[1.0, 1.2]",,13564708.7993,13518422.0167,increasing
4658504.9519,4634509.6976,4656606.0037,728.5,0.0,0.959867,13564426.5346,,730.5,728.5,increasing,0.0,0.0,,,0.959867,0.959761,decreasing,"[0.5, 0.75, 1.0, 1.25, 1.5]",2.0,0.0001060000000000505,3147.043399998918,global,supplier_stock_scale,Stock fournisseur global,buffer_policy,1.5,0.5,"[1.0, 1.25]",,13567573.578,13514034.6782,increasing
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.0, 1.0]",0.0,0.0,0.0,global,external_procurement_enabled,Appro externe activee,model_protection,1.0,0.0,"[0.0, 1.0]",,13564426.5346,13564426.5346,flat
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.25, 0.5, 0.75, 1.0, 1.25]",0.0,0.0,0.0,global,opening_stock_bootstrap_scale,Bootstrap stock initial,model_protection,1.25,0.25,"[0.25, 0.5]",,13564426.5346,13564426.5346,flat
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.4, 0.7, 1.0, 1.3, 1.6]",0.0,0.0,0.0,global,external_procurement_daily_cap_days_scale,Capacite appro externe,model_protection,1.6,0.4,"[0.4, 0.7]",,13564426.5346,13564426.5346,flat
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.5, 0.75, 1.0, 1.25, 1.5]",0.0,0.0,5314677.9575999975,global,holding_cost_scale,Cout de stock,economic_penalty,1.0,0.5,"[0.5, 0.75]",1.25,18879104.4922,8249748.5769,increasing
4656871.9905,4653957.7674,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,706.8931999988854,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13565133.4278,13564285.4086,non_monotonic
4656615.2377,4656596.7697,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,2.3269999995827675,supplier_capacity_node,supplier_capacity_node::SDC-VD0500655A,Debit fournisseur SDC-VD0500655A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564428.8616,13564424.2076,increasing
4656630.8099,4656581.3013,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,45.49459999985993,supplier_capacity_node,supplier_capacity_node::SDC-VD0505677A,Debit fournisseur SDC-VD0505677A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564472.0292,13564381.2305,increasing
4656606.0037,4656602.5479,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Debit fournisseur SDC-VD0508918A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564423.5626,increasing
4656615.2377,4656596.7697,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,51.00859999842942,supplier_capacity_node,supplier_capacity_node::SDC-VD0514881A,Debit fournisseur SDC-VD0514881A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564477.5432,13564375.526,increasing
4656608.1819,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,2.021399999037385,supplier_capacity_node,supplier_capacity_node::SDC-VD0518684A,Debit fournisseur SDC-VD0518684A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564428.556,13564426.5346,increasing
4656624.032,4656590.9887,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,8.90599999949336,supplier_capacity_node,supplier_capacity_node::SDC-VD0519670A,Debit fournisseur SDC-VD0519670A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564435.4406,13564419.3703,increasing
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0520115A,Debit fournisseur SDC-VD0520115A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656609.3239,4656603.0338,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,3.034699998795986,supplier_capacity_node,supplier_capacity_node::SDC-VD0520132A,Debit fournisseur SDC-VD0520132A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564429.5693,13564423.8202,non_monotonic
4659171.5101,4649716.5545,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,3500.297399999574,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13567926.832,13554316.6752,non_monotonic
4656617.115,4656603.3999,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,4.580199999734759,supplier_capacity_node,supplier_capacity_node::SDC-VD0910216A,Debit fournisseur SDC-VD0910216A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564431.1148,13564425.8784,increasing
4656614.798,4656597.2094,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,61.16419999860227,supplier_capacity_node,supplier_capacity_node::SDC-VD0914320A,Debit fournisseur SDC-VD0914320A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564487.6988,13564365.3703,increasing
4656606.0037,4654584.3614,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,6437.510499998927,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13570864.0451,13564422.7248,non_monotonic
4656628.3725,4656583.9843,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,13.106699999421835,supplier_capacity_node,supplier_capacity_node::SDC-VD0951020A,Debit fournisseur SDC-VD0951020A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564439.6413,13564413.8074,increasing
4656615.2377,4656596.7697,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,64.22249999828637,supplier_capacity_node,supplier_capacity_node::SDC-VD0964290A,Debit fournisseur SDC-VD0964290A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564490.7571,13564362.3121,increasing
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0989480A,Debit fournisseur SDC-VD0989480A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656615.2377,4656596.7697,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,2.3269999995827675,supplier_capacity_node,supplier_capacity_node::SDC-VD0990780A,Debit fournisseur SDC-VD0990780A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564428.8616,13564424.2076,increasing
4656617.871,4656596.7697,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,4.7706999983638525,supplier_capacity_node,supplier_capacity_node::SDC-VD1091642A,Debit fournisseur SDC-VD1091642A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564431.3053,13564424.2076,increasing
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD1095770A,Debit fournisseur SDC-VD1095770A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656615.2377,4656596.7697,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,22.549399999901652,supplier_capacity_node,supplier_capacity_node::SDC-VD1096202A,Debit fournisseur SDC-VD1096202A,supplier_capacity,1.4,0.6,"[0.6, 0.8]",,13564449.084,13564403.9852,increasing
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.5]",0.0,0.0,0.0,global,external_procurement_lead_days_scale,Delai appro externe,model_protection,1.5,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656606.0037,4656605.7266,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0500655A,Fiabilite fournisseur SDC-VD0500655A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564426.4648,increasing
4656606.0037,4656600.4658,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0505677A,Fiabilite fournisseur SDC-VD0505677A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564416.3781,increasing
4656606.0037,4656586.3856,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0508918A,Fiabilite fournisseur SDC-VD0508918A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564409.663,increasing
4656606.0037,4656604.4913,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0514881A,Fiabilite fournisseur SDC-VD0514881A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564418.1801,increasing
4656606.0037,4656605.9323,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0518684A,Fiabilite fournisseur SDC-VD0518684A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564426.4683,increasing
4656606.0037,4656603.052,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0519670A,Fiabilite fournisseur SDC-VD0519670A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564424.8504,increasing
4656606.0037,4656605.2698,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0520115A,Fiabilite fournisseur SDC-VD0520115A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564426.0077,increasing
4656606.0037,4656604.0555,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0520132A,Fiabilite fournisseur SDC-VD0520132A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564424.4737,increasing
