day,node_id,output_item_id,desired_qty,planned_qty_after_lot_rule,actual_qty,cap_qty,max_from_inputs_qty,binding_cause,binding_input_item_id,shortfall_vs_desired_qty,shortfall_vs_lot_plan_qty,lot_policy_mode,lot_fixed_qty,lot_min_qty,lot_max_qty,campaign_started_qty,campaign_remaining_start_qty,campaign_remaining_end_qty
114,SDC-1450,item:773474,3527.541156,3527.541156,3527.541156,2000000.0,430591622.348694,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
115,M-1430,item:268967,0.000112,0.000112,0.000112,5200.0,92228.215321,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
115,M-1810,item:268091,8840.144785,8840.144785,8840.144785,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
115,SDC-1450,item:773474,2552.658197,2552.658197,2552.658197,2000000.0,430592859.890991,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
116,M-1430,item:268967,2.2e-05,2.2e-05,2.2e-05,5200.0,97691.61138,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
116,M-1810,item:268091,8834.771814,8834.771814,8834.771814,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
116,SDC-1450,item:773474,1847.150183,1847.150183,1847.150183,2000000.0,430590307.232794,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
117,M-1430,item:268967,4e-06,4e-06,4e-06,5200.0,97691.611357,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
117,M-1810,item:268091,8833.69722,8833.69722,8833.69722,11900.0,74465.228186,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
117,SDC-1450,item:773474,1336.618587,1336.618587,1336.618587,2000000.0,430632307.168675,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
118,M-1430,item:268967,1e-06,1e-06,1e-06,5200.0,102891.625401,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
118,M-1810,item:268091,8833.482301,8833.482301,8833.482301,11900.0,74466.30278,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
118,SDC-1450,item:773474,967.188559,967.188559,967.188559,2000000.0,430710253.745734,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
119,M-1430,item:268967,0.0,0.0,0.0,5200.0,102891.976595,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
119,M-1810,item:268091,5183.382175,5183.382175,5183.382175,11900.0,74466.517699,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
119,SDC-1450,item:773474,699.864843,699.864843,699.864843,2000000.0,430719593.688045,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
120,M-1430,item:268967,0.0,0.0,0.0,5200.0,102891.976594,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
120,M-1810,item:268091,4453.362149,4453.362149,4453.362149,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
120,SDC-1450,item:773474,506.427132,506.427132,506.427132,2000000.0,430771573.682559,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
121,M-1430,item:268967,0.0,0.0,0.0,5200.0,102891.976594,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
121,M-1810,item:268091,4307.358144,4307.358144,4307.358144,11900.0,78846.637851,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
121,SDC-1450,item:773474,366.454163,366.454163,366.454163,2000000.0,430882235.000092,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
122,M-1430,item:268967,0.0,0.0,0.0,5200.0,103999.999298,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
122,M-1810,item:268091,4278.157343,4278.157343,4278.157343,11900.0,78992.641856,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
122,SDC-1450,item:773474,265.168737,265.168737,265.168737,2000000.0,430891031.317483,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
123,M-1810,item:268091,4272.317183,4272.317183,4272.317183,11900.0,79021.842657,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
123,SDC-1450,item:773474,191.877904,191.877904,191.877904,2000000.0,430914268.589437,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
124,M-1810,item:268091,4271.149151,4271.149151,4271.149151,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
124,SDC-1450,item:773474,138.844157,138.844157,138.844157,2000000.0,430933142.411284,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
125,M-1810,item:268091,4270.915545,4270.915545,4270.915545,11900.0,79028.850849,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
125,SDC-1450,item:773474,100.468576,100.468576,100.468576,2000000.0,431047295.878401,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
126,M-1430,item:268967,3986.171429,3986.171429,3986.171429,5200.0,103999.999433,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
126,M-1810,item:268091,4432.240252,4432.240252,4432.240252,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
126,SDC-1450,item:773474,72.699745,72.699745,72.699745,2000000.0,431061487.878322,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
127,M-1430,item:268967,4783.405715,4783.405715,4783.405715,5200.0,100013.828005,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
127,M-1810,item:268091,4464.505194,4464.505194,4464.505194,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
127,SDC-1450,item:773474,7749.678238,7749.678238,7749.678238,2000000.0,431069824.071649,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
128,M-1430,item:268967,4942.852572,4942.852572,4942.852572,5200.0,95230.42229,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
128,M-1810,item:268091,4470.958182,4470.958182,4470.958182,11900.0,78835.494806,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
128,SDC-1450,item:773474,16971.62494,16971.62494,16971.62494,2000000.0,431064047.454308,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
129,M-1430,item:268967,4974.741943,4974.741943,4974.741943,5200.0,90287.569719,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
129,M-1810,item:268091,4472.24878,4472.24878,4472.24878,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
129,SDC-1450,item:773474,24966.058832,24966.058832,24966.058832,2000000.0,431067618.726775,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
130,M-1430,item:268967,4981.119817,4981.119817,4981.119817,5200.0,85312.828337,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
130,M-1810,item:268091,4472.506899,4472.506899,4472.506899,11900.0,78827.75122,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
130,SDC-1450,item:773474,31177.67996,31177.67996,31177.67996,2000000.0,431064901.601123,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
131,M-1430,item:268967,4982.395392,4982.395392,4982.395392,5200.0,85115.114239,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
131,M-1810,item:268091,4472.558523,4472.558523,4472.558523,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
131,SDC-1450,item:773474,35802.729626,35802.729626,35802.729626,2000000.0,433559934.290176,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
132,M-1430,item:268967,4982.650507,4982.650507,4982.650507,5200.0,80132.718847,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
132,M-1810,item:268091,4472.568848,4472.568848,4472.568848,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
132,SDC-1450,item:773474,39187.91813,39187.91813,39187.91813,2000000.0,433542754.621085,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
133,M-1430,item:268967,7400.187245,7400.187245,5200.0,5200.0,75150.068339,capacity,,2200.187245,2200.187245,none,0.0,0.0,0.0,0.0,0.0,0.0
133,M-1810,item:268091,9139.999484,9139.999484,9139.999484,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
133,SDC-1450,item:773474,41648.589312,41648.589312,41648.589312,2000000.0,433503566.702955,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
134,M-1430,item:268967,7883.694592,7883.694592,5200.0,5200.0,69950.068339,capacity,,2683.694592,2683.694592,none,0.0,0.0,0.0,0.0,0.0,0.0
134,M-1810,item:268091,10073.485611,10073.485611,10073.485611,11900.0,74160.000516,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
134,SDC-1450,item:773474,43851.912406,43851.912406,43851.912406,2000000.0,435973722.247049,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
135,M-1430,item:268967,7980.396062,7980.396062,5200.0,5200.0,64750.068339,capacity,,2780.396062,2780.396062,none,0.0,0.0,0.0,0.0,0.0,0.0
135,M-1810,item:268091,10260.182837,10260.182837,10260.182837,11900.0,73226.514389,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
135,SDC-1450,item:773474,45563.101264,45563.101264,45563.101264,2000000.0,435966721.737633,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
136,M-1430,item:268967,7999.736356,7999.736356,5200.0,5200.0,68736.239768,capacity,,2799.736356,2799.736356,none,0.0,0.0,0.0,0.0,0.0,0.0
136,M-1810,item:268091,10297.522282,10297.522282,10297.522282,11900.0,73039.817163,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
136,SDC-1450,item:773474,46833.625503,46833.625503,46833.625503,2000000.0,435992039.516165,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
137,M-1430,item:268967,8003.604414,8003.604414,5200.0,5200.0,68518.63516,capacity,,2803.604414,2803.604414,none,0.0,0.0,0.0,0.0,0.0,0.0
137,M-1810,item:268091,10304.990171,10304.990171,10304.990171,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
137,SDC-1450,item:773474,47761.91197,47761.91197,47761.91197,2000000.0,435958394.695588,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
138,M-1430,item:268967,8004.378026,8004.378026,5200.0,5200.0,73274.496921,capacity,,2804.378026,2804.378026,none,0.0,0.0,0.0,0.0,0.0,0.0
138,M-1810,item:268091,10306.483749,10306.483749,10306.483749,11900.0,72995.009829,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
138,SDC-1450,item:773474,48436.093589,48436.093589,48436.093589,2000000.0,435945739.092737,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
139,M-1430,item:268967,8004.532748,8004.532748,5200.0,5200.0,68074.496921,capacity,,2804.532748,2804.532748,none,0.0,0.0,0.0,0.0,0.0,0.0
139,M-1810,item:268091,10306.782464,10306.782464,10306.782464,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
139,SDC-1450,item:773474,48924.617915,48924.617915,48924.617915,2000000.0,435898816.165752,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
140,M-1430,item:268967,4257.935121,4257.935121,4257.935121,5200.0,68074.496921,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
140,M-1810,item:268091,10322.727922,10322.727922,10322.727922,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
140,SDC-1450,item:773474,49278.305918,49278.305918,49278.305918,2000000.0,435875742.683505,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
141,M-1430,item:268967,3508.615595,3508.615595,3508.615595,5200.0,63816.5618,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
141,M-1810,item:268091,10325.917013,10325.917013,10325.917013,11900.0,72977.272078,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
141,SDC-1450,item:773474,47715.214905,47715.214905,47715.214905,2000000.0,435885823.121294,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
142,M-1430,item:268967,3358.75169,3358.75169,3358.75169,5200.0,60307.946205,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
142,M-1810,item:268091,10326.554831,10326.554831,10326.554831,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
142,SDC-1450,item:773474,44634.492551,44634.492551,44634.492551,2000000.0,435844887.263166,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
143,M-1430,item:268967,3328.778909,3328.778909,3328.778909,5200.0,61931.845022,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
143,M-1810,item:268091,10326.682395,10326.682395,10326.682395,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
143,SDC-1450,item:773474,41577.00965,41577.00965,41577.00965,2000000.0,435836678.434024,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
144,M-1430,item:268967,3322.784353,3322.784353,3322.784353,5200.0,63545.918684,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
144,M-1810,item:268091,10326.707908,10326.707908,10326.707908,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
144,SDC-1450,item:773474,39077.79547,39077.79547,39077.79547,2000000.0,435806771.43482,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
145,M-1430,item:268967,3321.585442,3321.585442,3321.585442,5200.0,75823.134331,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
145,M-1810,item:268091,10326.71301,10326.71301,10326.71301,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
145,SDC-1450,item:773474,37178.502721,37178.502721,37178.502721,2000000.0,435772105.05982,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
146,M-1430,item:268967,3321.34566,3321.34566,3321.34566,5200.0,72501.548889,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
146,M-1810,item:268091,10326.714031,10326.714031,10326.714031,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
146,SDC-1450,item:773474,35776.737778,35776.737778,35776.737778,2000000.0,435763409.020992,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
147,M-1430,item:268967,664.269132,664.269132,664.269132,5200.0,78638.138351,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
147,M-1810,item:268091,10955.742806,10955.742806,10955.742806,11900.0,72973.285969,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
147,SDC-1450,item:773474,34754.368378,34754.368378,34754.368378,2000000.0,435759305.610542,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
148,M-1430,item:268967,132.853826,132.853826,132.853826,5200.0,81332.620909,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
148,M-1810,item:268091,11081.548561,11081.548561,11081.548561,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
148,SDC-1450,item:773474,28881.687052,28881.687052,28881.687052,2000000.0,435831031.824959,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
149,M-1430,item:268967,26.570765,26.570765,26.570765,5200.0,81199.767083,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
149,M-1810,item:268091,11106.709712,11106.709712,11106.709712,11900.0,72218.451439,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
149,SDC-1450,item:773474,22187.346622,22187.346622,22187.346622,2000000.0,435841165.457936,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
150,M-1430,item:268967,5.314153,5.314153,5.314153,5200.0,86373.196317,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
150,M-1810,item:268091,11111.741942,11111.741942,11111.741942,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
150,SDC-1450,item:773474,16462.315861,16462.315861,16462.315861,2000000.0,435825107.218991,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
151,M-1430,item:268967,1.062831,1.062831,1.062831,5200.0,93205.276669,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
151,M-1810,item:268091,11112.748388,11112.748388,11112.748388,11900.0,72188.258058,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
151,SDC-1450,item:773474,12035.107866,12035.107866,12035.107866,2000000.0,435895936.208013,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
152,M-1430,item:268967,0.212566,0.212566,0.212566,5200.0,93204.213838,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
152,M-1810,item:268091,11112.949678,11112.949678,11112.949678,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
152,SDC-1450,item:773474,8744.69696,8744.69696,8744.69696,2000000.0,435918154.816884,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
153,M-1430,item:268967,0.042513,0.042513,0.042513,5200.0,96525.586714,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
153,M-1810,item:268091,11112.989936,11112.989936,11112.989936,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
153,SDC-1450,item:773474,6338.08584,6338.08584,6338.08584,2000000.0,435916112.196397,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
154,M-1430,item:268967,2133.379931,2133.379931,2133.379931,5200.0,96525.544201,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
154,M-1810,item:268091,9616.540844,9616.540844,9616.540844,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
154,SDC-1450,item:773474,4589.228539,4589.228539,4589.228539,2000000.0,435979198.883801,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
155,M-1430,item:268967,2560.047415,2560.047415,2560.047415,5200.0,94392.164269,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
155,M-1810,item:268091,9317.251026,9317.251026,9317.251026,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
155,SDC-1450,item:773474,7441.047696,7441.047696,7441.047696,2000000.0,435986333.982987,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
156,M-1430,item:268967,2645.380912,2645.380912,2645.380912,5200.0,99273.369825,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
156,M-1810,item:268091,9257.393062,9257.393062,9257.393062,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
156,SDC-1450,item:773474,11466.50916,11466.50916,11466.50916,2000000.0,436045377.909687,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
157,M-1430,item:268967,2662.447611,2662.447611,2662.447611,5200.0,96659.873832,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
157,M-1810,item:268091,9245.421469,9245.421469,9245.421469,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
157,SDC-1450,item:773474,15086.380962,15086.380962,15086.380962,2000000.0,436045132.242947,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
158,M-1430,item:268967,2665.860951,2665.860951,2665.860951,5200.0,96557.686202,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
158,M-1810,item:268091,9243.027151,9243.027151,9243.027151,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
158,SDC-1450,item:773474,17934.115305,17934.115305,17934.115305,2000000.0,436099444.428425,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
159,M-1430,item:268967,2666.543619,2666.543619,2666.543619,5200.0,93891.825251,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
159,M-1810,item:268091,9242.548287,9242.548287,9242.548287,11900.0,74056.972849,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
159,SDC-1450,item:773474,20064.466255,20064.466255,20064.466255,2000000.0,436121423.722206,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
160,M-1430,item:268967,2666.680153,2666.680153,2666.680153,5200.0,91225.281632,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
160,M-1810,item:268091,9242.452514,9242.452514,9242.452514,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
160,SDC-1450,item:773474,21626.588529,21626.588529,21626.588529,2000000.0,436145087.426849,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
161,M-1430,item:268967,6102.136031,6102.136031,5200.0,5200.0,88558.601479,capacity,,902.136031,902.136031,none,0.0,0.0,0.0,0.0,0.0,0.0
161,M-1810,item:268091,7413.976217,7413.976217,7413.976217,11900.0,74057.547486,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
161,SDC-1450,item:773474,22762.904252,22762.904252,22762.904252,2000000.0,436179399.219981,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
162,M-1430,item:268967,6789.227206,6789.227206,5200.0,5200.0,83359.66431,capacity,,1589.227206,1589.227206,none,0.0,0.0,0.0,0.0,0.0,0.0
162,M-1810,item:268091,7048.280958,7048.280958,7048.280958,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
162,SDC-1450,item:773474,28478.493266,28478.493266,28478.493266,2000000.0,436168190.324794,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
163,M-1430,item:268967,6926.645441,6926.645441,5200.0,5200.0,78159.706823,capacity,,1726.645441,1726.645441,none,0.0,0.0,0.0,0.0,0.0,0.0
163,M-1810,item:268091,6975.141906,6975.141906,6975.141906,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
163,SDC-1450,item:773474,33966.819136,33966.819136,33966.819136,2000000.0,436305972.952701,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
164,M-1430,item:268967,6954.129088,6954.129088,5200.0,5200.0,72959.706823,capacity,,1754.129088,1754.129088,none,0.0,0.0,0.0,0.0,0.0,0.0
164,M-1810,item:268091,6960.514096,6960.514096,6960.514096,11900.0,76324.858094,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
164,SDC-1450,item:773474,38312.027202,38312.027202,38312.027202,2000000.0,436289766.894997,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
165,M-1430,item:268967,6959.625818,6959.625818,5200.0,5200.0,70426.386976,capacity,,1759.625818,1759.625818,none,0.0,0.0,0.0,0.0,0.0,0.0
165,M-1810,item:268091,6957.588534,6957.588534,6957.588534,11900.0,76339.485904,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
165,SDC-1450,item:773474,41559.570095,41559.570095,41559.570095,2000000.0,436318361.358478,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
166,M-1430,item:268967,6960.725164,6960.725164,5200.0,5200.0,65226.386976,capacity,,1760.725164,1760.725164,none,0.0,0.0,0.0,0.0,0.0,0.0
166,M-1810,item:268091,6957.003421,6957.003421,6957.003421,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
166,SDC-1450,item:773474,43938.071375,43938.071375,43938.071375,2000000.0,436280862.347182,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
167,M-1430,item:268967,6960.945033,6960.945033,5200.0,5200.0,65226.386976,capacity,,1760.945033,1760.945033,none,0.0,0.0,0.0,0.0,0.0,0.0
167,M-1810,item:268091,6956.886399,6956.886399,6956.886399,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
167,SDC-1450,item:773474,45667.064076,45667.064076,45667.064076,2000000.0,436281826.426818,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
168,M-1430,item:268967,20341.103292,20341.103292,5200.0,5200.0,68000.759118,capacity,,15141.103292,15141.103292,none,0.0,0.0,0.0,0.0,0.0,0.0
168,M-1810,item:268091,10095.491565,10095.491565,10095.491565,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
168,SDC-1450,item:773474,46920.356521,46920.356521,46920.356521,2000000.0,436238476.253488,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
169,M-1430,item:268967,23017.134944,23017.134944,5200.0,5200.0,62800.759118,capacity,,17817.134944,17817.134944,none,0.0,0.0,0.0,0.0,0.0,0.0
169,M-1810,item:268091,10723.212599,10723.212599,10723.212599,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
169,SDC-1450,item:773474,47827.850426,47827.850426,47827.850426,2000000.0,436195938.593416,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
170,M-1430,item:268967,23552.341274,23552.341274,5200.0,5200.0,57600.759118,capacity,,18352.341274,18352.341274,none,0.0,0.0,0.0,0.0,0.0,0.0
170,M-1810,item:268091,10848.756805,10848.756805,10848.756805,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
170,SDC-1450,item:773474,48484.685841,48484.685841,48484.685841,2000000.0,436204156.678873,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
171,M-1430,item:268967,23659.38254,23659.38254,5200.0,5200.0,54534.139049,capacity,,18459.38254,18459.38254,none,0.0,0.0,0.0,0.0,0.0,0.0
171,M-1810,item:268091,10873.865647,10873.865647,10873.865647,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
171,SDC-1450,item:773474,48960.022476,48960.022476,48960.022476,2000000.0,436182730.58382,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
172,M-1430,item:268967,23680.790794,23680.790794,5200.0,5200.0,54534.139049,capacity,,18480.790794,18480.790794,none,0.0,0.0,0.0,0.0,0.0,0.0
172,M-1810,item:268091,10878.887415,10878.887415,10878.887415,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
172,SDC-1450,item:773474,49303.992028,49303.992028,49303.992028,2000000.0,436178890.767975,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
173,M-1430,item:268967,23685.072444,23685.072444,5200.0,5200.0,52000.0,capacity,,18485.072444,18485.072444,none,0.0,0.0,0.0,0.0,0.0,0.0
173,M-1810,item:268091,10879.891769,10879.891769,10879.891769,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
