month_index,year,month,warming,heatwave,drought,heat_stress,cold_stress,storm_stress,scarcity,climate_event,demand,grid_factor,grid_price,main_material_ef,main_material_cost,inbound_main_ef,inbound_main_cost,truck_ef,truck_cost,air_ef,air_cost,solar_factor,biomass_factor,main_supply_availability,backup_supply_availability,base_capacity
11,2026,11,0.08368200836820083,0.0,0.0,0.018410041841004185,0.5416666666666669,0.0,0.11171548117154813,aucun,17.079917234000686,0.5191178521617853,0.15100366108786611,18.279330543933053,46.51297071129707,0.7567029288702929,2.5005439330543933,1.7353556485355648,6.083786610878661,9.55397489539749,24.134058577405856,0.5,0.85,0.9783054393305439,0.9616527196652719,34.61297071129707
12,2026,12,0.09205020920502092,0.0,0.0,0.020251046025104604,0.9381941874331415,0.0,0.11288702928870294,aucun,17.80517470720931,0.5258768544599599,0.15703944000814984,18.27926359832636,46.58426778242678,0.7567732217573222,2.5015983263598325,1.7338912133891213,6.084665271966527,9.549372384937238,24.135464435146442,0.3901923788646685,0.85,0.9776359832635984,0.9613179916317991,34.624267782426784
13,2027,1,0.100418410041841,0.0,0.0,0.02209205020920502,1.0833333333333333,0.0,0.11405857740585774,aucun,18.674402789400283,0.5276080892608089,0.15930439330543933,18.279196652719666,46.655564853556484,0.7568435146443515,2.5026527196652717,1.7324267782426779,6.085543933054393,9.544769874476987,24.13687029288703,0.35000000000000003,0.85,0.9769665271966527,0.9609832635983263,34.63556485355648
14,2027,2,0.1087866108786611,0.0,0.0,0.023933054393305443,0.938194187433142,0.0,0.11523012552301257,aucun,19.46235294988714,0.5235337582256504,0.1572151722257231,18.279129707112972,46.72686192468619,0.7569138075313807,2.5037071129707114,1.7309623430962342,6.08642259414226,9.540167364016735,24.138276150627615,0.3901923788646684,0.85,0.9762970711297071,0.9606485355648535,34.64686192468619
15,2027,3,0.11715481171548117,0.0,0.0,0.025774058577405858,0.5416666666666666,0.0,0.11640167364016737,aucun,19.96555501146654,0.5144316596931661,0.15135512552301258,18.279062761506275,46.798158995815896,0.75698410041841,2.5047615062761506,1.7294979079497907,6.087301255230125,9.535564853556485,24.1396820083682,0.5,0.85,0.9756276150627615,0.9603138075313807,34.6581589958159
16,2027,4,0.12552301255230125,0.0,0.0,0.027615062761506274,0.0,0.0,0.11757322175732218,aucun,20.056836820083685,0.5024267782426779,0.14331799163179917,18.27899581589958,46.86945606694561,0.7570543933054393,2.50581589958159,1.7280334728033473,6.0881799163179915,9.530962343096235,24.141087866108787,0.65,0.85,0.9749581589958158,0.959979079497908,34.66945606694561
17,2027,5,0.13389121338912133,0.0,0.0,0.029456066945606693,0.0,0.0,0.11874476987447699,aucun,19.871066587477696,0.501255230125523,0.14340585774058578,18.278928870292887,46.940753138075316,0.7571246861924686,2.506870292887029,1.7265690376569038,6.089058577405858,9.526359832635983,24.142493723849373,0.7999999999999999,0.85,0.9742887029288703,0.9596443514644352,34.68075313807531
18,2027,6,0.14225941422594143,0.0,0.0,0.26787097386291286,0.0,0.0,0.11991631799163181,aucun,19.389718711636135,0.5000836820083682,0.1517738104450346,18.278861924686193,47.01205020920502,0.757194979079498,2.5079246861924687,1.7251046025104602,6.089937238493724,9.521757322175732,24.14389958158996,0.9098076211353316,0.85,0.9736192468619247,0.9593096234309623,34.69205020920502
19,2027,7,0.1506276150627615,0.0,0.0,0.36647140864714084,0.0,0.0,0.12108786610878662,aucun,18.649270850767085,0.4989121338912134,0.15524825662482566,18.278794979079496,47.08334728033473,0.7572652719665272,2.508979079497908,1.7236401673640167,6.09081589958159,9.51715481171548,24.145305439330542,0.95,0.85,0.9729497907949791,0.9589748953974895,34.703347280334725
20,2027,8,0.1589958158995816,0.0,0.0,0.2715529822311137,0.0,0.0,0.12225941422594143,aucun,17.846896954313955,0.4977405857740586,0.15194954266260782,18.278728033472802,47.154644351464434,0.7573355648535565,2.510033472803347,1.7221757322175733,6.091694560669456,9.51255230125523,24.14671129707113,0.9098076211353316,0.85,0.9722803347280334,0.9586401673640167,34.714644351464436
21,2027,9,0.16736401673640167,0.0,0.0,0.03682008368200837,0.0,0.0,0.12343096234309624,aucun,17.214141780723143,0.4965690376569038,0.14375732217573223,18.27866108786611,47.22594142259415,0.7574058577405858,2.5110878661087863,1.7207112970711298,6.0925732217573225,9.507949790794978,24.148117154811715,0.8000000000000002,0.85,0.9716108786610879,0.9583054393305439,34.72594142259415
22,2027,10,0.17573221757322174,0.0,0.0,0.038661087866108786,0.0,0.0,0.12460251046025106,aucun,17.028371548117153,0.495397489539749,0.14384518828451884,18.278594142259415,47.29723849372385,0.7574761506276151,2.512142259414226,1.7192468619246861,6.093451882845188,9.503347280334728,24.1495230125523,0.65,0.85,0.9709414225941423,0.9579707112970711,34.737238493723844
23,2027,11,0.18410041841004185,0.0,0.0,0.04050209205020921,0.5416666666666669,0.0,0.12577405857740587,aucun,17.42298669006763,0.5050592747559275,0.15205805439330544,18.27852719665272,47.36853556485356,0.7575464435146444,2.513196652719665,1.7177824267782427,6.094330543933054,9.498744769874477,24.150928870292887,0.5,0.85,0.9702719665271966,0.9576359832635983,34.748535564853555
24,2027,12,0.19246861924686193,0.0,0.0,0.042343096234309624,0.9381941874331415,0.0,0.12694560669456068,aucun,18.14824416327626,0.5118182770541021,0.15809383331358917,18.278460251046024,47.439832635983265,0.7576167364016736,2.5142510460251044,1.7163179916317992,6.095209205020921,9.494142259414225,24.152334728033473,0.3901923788646685,0.85,0.969602510460251,0.9573012552301254,34.759832635983265
25,2028,1,0.200836820083682,0.0,0.0,0.04418410041841004,1.0833333333333333,0.0,0.12811715481171548,aucun,19.017472245467225,0.5135495118549511,0.16035878661087868,18.27839330543933,47.51112970711297,0.7576870292887029,2.515305439330544,1.7148535564853558,6.096087866108786,9.489539748953975,24.15374058577406,0.35000000000000003,0.85,0.9689330543933055,0.9569665271966526,34.771129707112976
26,2028,2,0.20920502092050208,0.0,0.0,0.046025104602510455,0.938194187433142,0.0,0.1292887029288703,aucun,19.805422405954086,0.5094751808197926,0.15826956553116242,18.278326359832636,47.58242677824268,0.7577573221757322,2.5163598326359833,1.713389121338912,6.096966527196653,9.484937238493723,24.155146443514646,0.3901923788646684,0.85,0.9682635983263598,0.9566317991631799,34.78242677824267
27,2028,3,0.2175732217573222,0.0,0.0,0.047866108786610885,0.5416666666666666,0.0,0.1304602510460251,aucun,20.308624467533484,0.5003730822873083,0.15240951882845188,18.278259414225943,47.65372384937238,0.7578276150627615,2.5174142259414225,1.7119246861924686,6.097845188284519,9.480334728033473,24.156552301255232,0.5,0.85,0.9675941422594142,0.9562970711297071,34.793723849372384
28,2028,4,0.22594142259414227,0.0,0.0,0.0497071129707113,0.0,0.0,0.13163179916317994,aucun,20.399906276150627,0.4883682008368201,0.1443723849372385,18.27819246861925,47.72502092050209,0.7578979079497908,2.5184686192468617,1.7104602510460252,6.0987238493723845,9.47573221757322,24.157958158995815,0.65,0.85,0.9669246861924686,0.9559623430962343,34.805020920502095
29,2028,5,0.23430962343096234,0.0,0.0,0.051548117154811716,0.0,0.0,0.13280334728033474,aucun,20.21413604354464,0.4871966527196653,0.1444602510460251,18.27812552301255,47.796317991631796,0.75796820083682,2.5195230125523014,1.7089958158995815,6.099602510460251,9.47112970711297,24.1593640167364,0.7999999999999999,0.85,0.966255230125523,0.9556276150627615,34.8163179916318
30,2028,6,0.24267782426778242,0.0,0.0,0.2899630240721179,0.0,0.0,0.13397489539748955,aucun,19.732788167703077,0.48602510460251047,0.15282820375047393,18.278058577405858,47.8676150627615,0.7580384937238493,2.5205774058577406,1.707531380753138,6.100481171548117,9.46652719665272,24.160769874476987,0.9098076211353316,0.85,0.9655857740585774,0.9552928870292887,34.82761506276151
31,2028,7,0.2510460251046025,0.0,0.0,0.38856345885634586,0.0,0.0,0.13514644351464436,aucun,18.99234030683403,0.48485355648535566,0.156302649930265,18.277991631799164,47.938912133891215,0.7581087866108787,2.52163179916318,1.7060669456066946,6.101359832635984,9.461924686192468,24.162175732217573,0.95,0.85,0.9649163179916318,0.9549581589958158,34.83891213389121
32,2028,8,0.2594142259414226,0.0,0.0,0.2936450324403187,0.0,0.0,0.13631799163179917,aucun,18.1899664103809,0.48368200836820086,0.15300393596804715,18.277924686192467,48.01020920502092,0.758179079497908,2.522686192468619,1.7046025104602511,6.102238493723849,9.457322175732218,24.16358158995816,0.9098076211353316,0.85,0.9642468619246862,0.954623430962343,34.85020920502092
33,2028,9,0.26778242677824265,0.0,0.0,0.058912133891213386,0.0,0.0,0.13748953974895398,aucun,17.557211236790085,0.48251046025104605,0.14481171548117155,18.277857740585773,48.08150627615063,0.7582493723849373,2.5237405857740587,1.7031380753138075,6.103117154811716,9.452719665271966,24.164987447698746,0.8000000000000002,0.85,0.9635774058577405,0.9542887029288702,34.86150627615063
34,2028,10,0.27615062761506276,0.0,0.0,0.06075313807531381,0.0,0.0,0.1386610878661088,aucun,17.3714410041841,0.48133891213389124,0.14489958158995817,18.27779079497908,48.15280334728034,0.7583196652719665,2.524794979079498,1.701673640167364,6.103995815899582,9.448117154811715,24.166393305439332,0.65,0.85,0.962907949790795,0.9539539748953975,34.87280334728034
35,2028,11,0.28451882845188287,0.0,0.0,0.06259414225941423,0.5416666666666669,0.0,0.13983263598326362,aucun,17.766056146134577,0.4910006973500698,0.1531124476987448,18.277723849372386,48.224100418410046,0.7583899581589958,2.525849372384937,1.7002092050209205,6.1048744769874475,9.443514644351463,24.167799163179918,0.5,0.85,0.9622384937238494,0.9536192468619247,34.884100418410036
36,2028,12,0.2928870292887029,0.0,0.0,0.06443514644351464,0.9381941874331415,0.0,0.14100418410041843,aucun,18.491313619343206,0.49775969964824446,0.1591482266190285,18.277656903765692,48.29539748953975,0.7584602510460251,2.5269037656903763,1.698744769874477,6.105753138075314,9.438912133891213,24.1692050209205,0.3901923788646685,0.85,0.9615690376569037,0.9532845188284519,34.89539748953975
37,2029,1,0.301255230125523,0.0,0.0,0.06627615062761506,1.0833333333333333,0.0,0.14217573221757324,aucun,19.360541701534174,0.4994909344490935,0.16141317991631798,18.277589958158995,48.36669456066946,0.7585305439330544,2.527958158995816,1.6972803347280334,6.10663179916318,9.434309623430963,24.170610878661087,0.35000000000000003,0.85,0.9608995815899581,0.9529497907949791,34.90669456066946
38,2029,2,0.30962343096234307,0.0,0.0,0.06811715481171547,0.938194187433142,0.0,0.14334728033472804,aucun,20.148491862021032,0.49541660341393484,0.15932395883660175,18.2775230125523,48.437991631799164,0.7586008368200837,2.529012552301255,1.69581589958159,6.107510460251046,9.42970711297071,24.172016736401673,0.3901923788646684,0.85,0.9602301255230126,0.9526150627615062,34.91799163179916
39,2029,3,0.3179916317991632,0.0,0.0,0.0699581589958159,0.5416666666666666,0.0,0.14451882845188285,aucun,20.65169392360043,0.4863145048814505,0.1534639121338912,18.277456066945607,48.50928870292887,0.7586711297071129,2.5300669456066944,1.6943514644351465,6.108389121338912,9.42510460251046,24.17342259414226,0.5,0.85,0.9595606694560669,0.9522803347280334,34.92928870292887
40,2029,4,0.3263598326359833,0.0,0.0,0.07179916317991632,0.0,0.0,0.14569037656903766,aucun,20.742975732217577,0.47430962343096233,0.14542677824267786,18.27738912133891,48.58058577405858,0.7587414225941422,2.5311213389121336,1.6928870292887028,6.1092677824267785,9.420502092050208,24.174828451882846,0.65,0.85,0.9588912133891213,0.9519456066945606,34.940585774058576
41,2029,5,0.33472803347280333,0.0,0.0,0.07364016736401674,0.0,0.0,0.14686192468619247,aucun,20.557205499611587,0.4731380753138075,0.14551464435146444,18.27732217573222,48.65188284518828,0.7588117154811715,2.5321757322175733,1.6914225941422594,6.110146443514644,9.415899581589958,24.176234309623432,0.7999999999999999,0.85,0.9582217573221757,0.9516108786610878,34.95188284518829
42,2029,6,0.34309623430962344,0.0,0.0,0.3120550742813229,0.0,0.0,0.14803347280334728,aucun,20.075857623770023,0.4719665271966527,0.15388259705591326,18.277255230125522,48.72317991631799,0.7588820083682009,2.5332301255230125,1.689958158995816,6.11102510460251,9.411297071129706,24.177640167364018,0.9098076211353316,0.85,0.95755230125523,0.9512761506276151,34.96317991631799
43,2029,7,0.3514644351464435,0.7730125523012552,0.0,1.222318688981869,0.0,0.0,0.14920502092050208,canicule,19.5951419804742,0.5171757322175732,0.18576525453277548,18.27718828451883,48.794476987447695,0.7589523012552302,2.5342845188284517,1.6884937238493725,6.111903765690377,9.406694560669456,24.179046025104604,0.8881589958158995,0.85,0.9568828451882845,0.9509414225941423,32.57813807531381
44,2029,8,0.3598326359832636,0.7759414225941423,0.0,1.1304755763733731,0.0,0.0,0.15037656903765692,canicule,18.793752184439477,0.5161799163179916,0.18257417655382122,18.277121338912135,48.86577405857741,0.7590225941422594,2.535338912133891,1.6870292887029288,6.112782426778242,9.402092050209205,24.180451882845187,0.8477323073278002,0.85,0.9562133891213389,0.9506066945606694,32.580355648535566
45,2029,9,0.3682008368200837,0.0,0.0,0.08100418410041842,0.0,0.0,0.15154811715481173,aucun,17.900280692857034,0.4684518828451883,0.1458661087866109,18.277054393305438,48.937071129707114,0.7590928870292887,2.5363933054393306,1.6855648535564853,6.113661087866109,9.397489539748953,24.181857740585773,0.8000000000000002,0.85,0.9555439330543933,0.9502719665271966,34.99707112970711
46,2029,10,0.37656903765690375,0.0,0.0,0.08284518828451883,0.0,0.0,0.15271966527196654,aucun,17.714510460251045,0.4672803347280335,0.1459539748953975,18.276987447698748,49.00836820083682,0.759163179916318,2.53744769874477,1.6841004184100419,6.114539748953975,9.392887029288703,24.18326359832636,0.65,0.85,0.9548744769874477,0.9499372384937238,35.00836820083682
47,2029,11,0.38493723849372385,0.0,0.0,0.08468619246861925,0.5416666666666669,0.0,0.15389121338912135,aucun,18.109125602201523,0.47694211994421204,0.1541668410041841,18.27692050209205,49.07966527196653,0.7592334728033473,2.538502092050209,1.6826359832635984,6.115418410041841,9.388284518828451,24.184669456066946,0.5,0.85,0.9542050209205021,0.949602510460251,35.01966527196653
48,2029,12,0.39330543933054396,0.0,0.0,0.08652719665271967,0.9381941874331415,0.0,0.15506276150627618,aucun,18.83438307541015,0.4837011222423867,0.16020261992446785,18.276853556485353,49.15096234309624,0.7593037656903766,2.5395564853556483,1.6811715481171547,6.116297071129707,9.3836820083682,24.18607531380753,0.3901923788646685,0.85,0.9535355648535565,0.9492677824267782,35.030962343096235
49,2030,1,0.401673640167364,0.0,0.0,0.08836820083682008,1.0833333333333333,0.0,0.156234309623431,aucun,19.703611157601117,0.48543235704323573,0.1624675732217573,18.276786610878663,49.222259414225945,0.7593740585774058,2.540610878661088,1.6797071129707113,6.117175732217573,9.379079497907949,24.187481171548118,0.35000000000000003,0.85,0.9528661087866108,0.9489330543933054,35.04225941422594
50,2030,2,0.4100418410041841,0.0,0.0,0.0902092050209205,0.938194187433142,0.0,0.1574058577405858,aucun,20.491561318087975,0.4813580260080771,0.1603783521420411,18.276719665271965,49.29355648535565,0.7594443514644351,2.541665271966527,1.6782426778242678,6.11805439330544,9.374476987447698,24.188887029288704,0.3901923788646684,0.85,0.9521966527196652,0.9485983263598327,35.05355648535565
51,2030,3,0.41841004184100417,0.0,0.0,0.09205020920502091,0.5416666666666666,0.0,0.1585774058577406,aucun,20.994763379667376,0.47225592747559275,0.15451830543933054,18.27665271966527,49.36485355648536,0.7595146443514644,2.5427196652719664,1.6767782426778242,6.118933054393305,9.369874476987448,24.19029288702929,0.5,0.85,0.9515271966527197,0.9482635983263598,35.06485355648535
52,2030,4,0.42677824267782427,0.0,0.0,0.09389121338912133,0.0,0.0,0.1597489539748954,aucun,21.08604518828452,0.46025104602510464,0.14648117154811716,18.276585774058578,49.43615062761506,0.7595849372384937,2.543774058577406,1.6753138075313807,6.1198117154811715,9.365271966527196,24.191698744769873,0.65,0.85,0.9508577405857741,0.947928870292887,35.076150627615064
53,2030,5,0.4351464435146444,0.0,0.0,0.09573221757322177,0.0,0.0,0.16092050209205022,aucun,20.900274955678533,0.4590794979079498,0.1465690376569038,18.27651882845188,49.50744769874477,0.759655230125523,2.5448284518828452,1.6738493723849373,6.120690376569038,9.360669456066946,24.19310460251046,0.7999999999999999,0.85,0.9501882845188284,0.9475941422594142,35.08744769874477
54,2030,6,0.4435146443514644,0.0,0.0,0.3341471244905279,0.0,0.0,0.16209205020920503,aucun,20.41892707983697,0.45790794979079497,0.15493699036135258,18.27645188284519,49.578744769874476,0.7597255230125523,2.5458828451882844,1.6723849372384938,6.121569037656903,9.356066945606694,24.194510460251045,0.9098076211353316,0.85,0.9495188284518828,0.9472594142259414,35.09874476987447
55,2030,7,0.45188284518828453,0.0,0.0,0.43274755927475594,0.0,0.0,0.16326359832635984,aucun,19.678479218967922,0.45673640167364016,0.15841143654114367,18.276384937238493,49.65004184100418,0.7597958158995816,2.5469372384937237,1.6709205020920501,6.12244769874477,9.351464435146443,24.19591631799163,0.95,0.85,0.9488493723849373,0.9469246861924686,35.11004184100418
56,2030,8,0.4602510460251046,0.0,0.0,0.33782913285872873,0.0,0.0,0.16443514644351465,aucun,18.876105322514793,0.45556485355648535,0.1551127225789258,18.276317991631796,49.72133891213389,0.7598661087866109,2.547991631799163,1.6694560669456067,6.123326359832636,9.346861924686191,24.197322175732218,0.9098076211353316,0.85,0.9481799163179916,0.9465899581589958,35.12133891213389
57,2030,9,0.4686192468619247,0.0,0.0,0.10309623430962343,0.0,0.0,0.16560669456066945,aucun,18.243350148923977,0.45439330543933054,0.1469205020920502,18.276251046025106,49.792635983263594,0.7599364016736402,2.5490460251046025,1.6679916317991632,6.124205020920502,9.342259414225941,24.198728033472804,0.8000000000000002,0.85,0.947510460251046,0.9462552301255229,35.132635983263604
58,2030,10,0.4769874476987448,0.0,0.0,0.10493723849372386,0.0,0.7669456066945606,0.30482845188284513,tempete / inondation,18.057579916317987,0.48389958158995816,0.14976937238493726,18.66272468619247,52.348836820083676,0.9063399163179916,3.8247640167364017,1.8505941422594143,8.145985355648536,9.644435146443515,29.73441338912134,0.6193221757322176,0.85,0.6860794979079499,0.8078702928870293,33.2265690376569
59,2030,11,0.48535564853556484,0.0,0.0,0.10677824267782426,0.5416666666666669,0.7698744769874477,0.30652719665271966,tempete / inondation,18.452195058268472,0.4936785216178522,0.15799278242677825,18.66413389121339,52.42962343096234,0.9069690376569037,3.8306861924686193,1.8498326359832635,8.154581589958159,9.641004184100417,29.756953974895396,0.4692050209205021,0.85,0.6844142259414225,0.8070083682008368,33.23054393305439
60,2030,12,0.49372384937238495,0.0,0.0,0.10861924686192469,0.9381941874331415,0.0,0.1691213389121339,aucun,19.177452531477098,0.46964254483652895,0.16125701322990718,18.27605020920502,50.00652719665272,0.760147280334728,2.5522092050209206,1.6635983263598326,6.126841004184101,9.328451882845188,24.20294560669456,0.3901923788646685,0.85,0.9455020920502092,0.9452510460251046,35.16652719665272
61,2031,1,0.502092050209205,0.0,0.0,0.1104602510460251,1.0833333333333333,0.0,0.17029288702928871,aucun,20.046680613668062,0.471373779637378,0.16352196652719664,18.275983263598324,50.07782426778243,0.7602175732217573,2.55326359832636,1.6621338912133892,6.127719665271966,9.323849372384936,24.204351464435145,0.35000000000000003,0.85,0.9448326359832636,0.9449163179916318,35.17782426778243
62,2031,2,0.5104602510460251,0.0,0.0,0.11230125523012552,0.938194187433142,0.0,0.17146443514644352,aucun,20.834630774154924,0.46729944860221934,0.16143274544748043,18.275916317991634,50.14912133891214,0.7602878661087866,2.554317991631799,1.6606694560669457,6.128598326359833,9.319246861924686,24.20575732217573,0.3901923788646684,0.85,0.9441631799163179,0.944581589958159,35.18912133891213
63,2031,3,0.5188284518828452,0.0,0.0,0.11414225941422594,0.5416666666666666,0.0,0.17263598326359836,aucun,21.33783283573432,0.458197350069735,0.1555726987447699,18.275849372384936,50.220418410041844,0.7603581589958159,2.5553723849372383,1.659205020920502,6.129476987447699,9.314644351464434,24.207163179916318,0.5,0.85,0.9434937238493724,0.9442468619246862,35.20041841004184
64,2031,4,0.5271966527196653,0.0,0.0,0.11598326359832636,0.0,0.0,0.17380753138075317,aucun,21.42911464435147,0.4461924686192469,0.14753556485355648,18.275782426778246,50.29171548117155,0.7604284518828451,2.556426778242678,1.6577405857740586,6.130355648535565,9.310041841004184,24.208569037656904,0.65,0.85,0.9428242677824268,0.9439121338912133,35.211715481171545
65,2031,5,0.5355648535564853,0.0,0.7106694560669456,0.11782426778242677,0.0,0.0,0.5658472803347281,secheresse,21.24334441174548,0.4450209205020921,0.1554407949790795,19.370146443514646,57.398640167364015,0.7839508368200837,2.9092625523012554,1.6562761506276151,6.424385460251046,9.305439330543933,24.679016736401675,0.7999999999999999,0.6225857740585774,0.7431673640167364,0.8440836820083681,34.37020920502092
66,2031,6,0.5439330543933054,0.0,0.7131799163179917,0.35623917469973293,0.0,0.0,0.5683995815899583,secheresse,20.761996535903915,0.44384937238493727,0.16383636274628982,19.37394560669456,57.49479079497908,0.7841039748953975,2.9115596234309624,1.6548117154811715,6.426299686192468,9.300836820083681,24.68207949790795,0.9098076211353316,0.6217824267782426,0.7417949790794978,0.8433974895397489,34.378493723849374
67,2031,7,0.5523012552301255,0.0,0.7156903765690377,0.45483960948396096,0.0,0.0,0.5709518828451883,secheresse,20.021548675034868,0.44267782426778246,0.1673384239888424,19.37774476987448,57.59094142259414,0.7842571129707113,2.9138566945606694,1.653347280334728,6.4282139121338915,9.296234309623431,24.685142259414224,0.95,0.620979079497908,0.7404225941422594,0.8427112970711297,34.38677824267782
68,2031,8,0.5606694560669456,0.0,0.0,0.3599211830679338,0.0,0.0,0.1784937238493724,aucun,19.21917477858174,0.44150627615062765,0.15616711588436516,18.275514644351464,50.576903765690375,0.7607096234309624,2.5606443514644353,1.6518828451882845,6.133870292887029,9.291631799163179,24.214192468619245,0.9098076211353316,0.85,0.9401464435146444,0.9425732217573222,35.256903765690375
69,2031,9,0.5690376569037657,0.0,0.0,0.12518828451882846,0.0,0.0,0.1796652719665272,aucun,18.586419604990922,0.4403347280334728,0.14797489539748954,18.27544769874477,50.64820083682008,0.7607799163179916,2.5616987447698745,1.650418410041841,6.134748953974896,9.287029288702929,24.21559832635983,0.8000000000000002,0.85,0.9394769874476987,0.9422384937238494,35.268200836820085
70,2031,10,0.5774058577405857,0.0,0.0,0.12702928870292887,0.0,0.0,0.18083682008368201,aucun,18.400649372384937,0.43916317991631804,0.14806276150627617,18.275380753138077,50.71949790794979,0.7608502092050209,2.5627531380753137,1.6489539748953974,6.135627615062761,9.282426778242677,24.217004184100418,0.65,0.85,0.9388075313807531,0.9419037656903766,35.279497907949796
71,2031,11,0.5857740585774058,0.0,0.0,0.12887029288702928,0.5416666666666669,0.0,0.18200836820083682,aucun,18.795264514335415,0.4488249651324966,0.15627562761506275,18.27531380753138,50.79079497907949,0.7609205020920502,2.563807531380753,1.647489539748954,6.1365062761506275,9.277824267782426,24.218410041841004,0.5,0.85,0.9381380753138076,0.9415690376569037,35.29079497907949
72,2031,12,0.5941422594142259,0.0,0.0,0.13071129707112972,0.9381941874331415,0.0,0.18317991631799163,aucun,19.52052198754404,0.4555839674306712,0.1623114065353465,18.275246861924686,50.862092050209206,0.7609907949790795,2.5648619246861926,1.6460251046025105,6.137384937238494,9.273221757322176,24.21981589958159,0.3901923788646685,0.85,0.9374686192468619,0.9412343096234309,35.302092050209204
73,2032,1,0.602510460251046,0.0,0.0,0.13255230125523013,1.0833333333333333,0.0,0.18435146443514644,aucun,20.38975006973501,0.4573152022315202,0.164576359832636,18.27517991631799,50.93338912133891,0.7610610878661088,2.565916317991632,1.644560669456067,6.138263598326359,9.268619246861924,24.221221757322176,0.35000000000000003,0.85,0.9367991631799163,0.9408995815899581,35.313389121338915
