month_index,year,month,climate_event,operational_feedback_event,backlog_end,capacity_utilization,grid_share,scarcity,outbound_mode,regime_environnemental,evt_canicule,evt_secheresse,evt_tempete_inondation,evt_maintenance_corrective,evt_congestion_logistique,evt_overtime_energetique,evt_capacite_appoint,evt_recalage_qualite,evt_stress_biomasse_locale,evt_stress_hydrique_matiere_locale
57,2030,9,aucun,aucun,0.0,0.48214554086081307,0.9268696244072899,0.16560669456066945,truck,nominal,0,0,0,0,0,0,0,0,0,0
58,2030,10,tempete / inondation,desorganisation logistique,5.778425573221755,0.6153815783633919,0.9458547815649836,0.30482845188284513,truck,tendu,0,0,1,0,0,0,0,0,0,0
59,2030,11,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,7.75379860207687,0.9582132770266746,0.9757987258463567,0.30652719665271966,truck,crise,0,0,1,1,0,0,1,1,0,0
60,2030,12,aucun,capacite d'appoint,0.0,0.9302213607141122,0.9819872727243866,0.1691213389121339,truck,tendu,0,0,0,0,0,0,1,0,0,0
61,2031,1,aucun,aucun,0.0,0.529124404683185,0.9718503992570027,0.17029288702928871,truck,nominal,0,0,0,0,0,0,0,0,0,0
62,2031,2,aucun,aucun,0.0,0.5497454990513495,0.9693676344634592,0.17146443514644352,truck,nominal,0,0,0,0,0,0,0,0,0,0
63,2031,3,aucun,aucun,0.0,0.562842365245991,0.9616462190048252,0.17263598326359836,truck,nominal,0,0,0,0,0,0,0,0,0,0
64,2031,4,aucun,aucun,0.0,0.5650688161345847,0.9502218986681269,0.17380753138075317,truck,nominal,0,0,0,0,0,0,0,0,0,0
65,2031,5,secheresse,stress matiere / eau,1.6994675529396375,0.6376502024275006,0.94033700302183,0.5658472803347281,truck,tendu,0,1,0,0,0,0,0,0,0,0
66,2031,6,secheresse,stress matiere / eau + capacite d'appoint,1.7969171271074842,0.7282239874666543,0.9387657688256899,0.5683995815899583,truck,tendu,0,1,0,0,0,0,1,0,0,0
67,2031,7,secheresse,stress matiere / eau + capacite d'appoint,1.745477264171388,0.7069622896723324,0.9361252340666734,0.5709518828451883,truck,tendu,0,1,0,0,0,0,1,0,0,0
68,2031,8,aucun,capacite d'appoint,0.0,0.5968422273719587,0.9328365128650341,0.1784937238493724,truck,nominal,0,0,0,0,0,0,1,0,0,0
69,2031,9,aucun,aucun,0.0,0.48932423856273016,0.9306245538835269,0.1796652719665272,truck,nominal,0,0,0,0,0,0,0,0,0,0
70,2031,10,aucun,aucun,0.0,0.48427834644558554,0.9430429177954889,0.18083682008368201,truck,nominal,0,0,0,0,0,0,0,0,0,0
71,2031,11,aucun,aucun,0.0,0.49450569461953775,0.9578464778706516,0.18200836820083682,truck,nominal,0,0,0,0,0,0,0,0,0,0
72,2031,12,aucun,aucun,0.0,0.5134229531391518,0.9684873251835382,0.18317991631799163,truck,nominal,0,0,0,0,0,0,0,0,0,0
73,2032,1,aucun,aucun,0.0,0.536113568726762,0.9727868069345063,0.18435146443514644,truck,nominal,0,0,0,0,0,0,0,0,0,0
74,2032,2,aucun,aucun,0.0,0.5566532907451234,0.970336148965823,0.18552301255230128,truck,nominal,0,0,0,0,0,0,0,0,0,0
75,2032,3,aucun,aucun,0.0,0.49020176443124835,0.9562843219045355,0.18669456066945606,truck,nominal,0,0,0,0,0,0,0,0,0,0
76,2032,4,aucun,aucun,0.0,0.5472449359002012,0.9485595712111032,0.1878661087866109,truck,nominal,0,0,0,0,0,0,0,0,0,0
77,2032,5,secheresse,stress matiere / eau,1.7269131094249914,0.6460791824570011,0.9412767635343229,0.5964748953974897,truck,tendu,0,1,0,0,0,0,0,0,0,0
78,2032,6,secheresse,stress matiere / eau + capacite d'appoint,1.8265583281116662,0.738042924621526,0.9400819100385742,0.5990271966527198,truck,tendu,0,1,0,0,0,0,1,0,0,0
79,2032,7,canicule + secheresse,site en surchauffe + stress matiere / eau + capacite d'appoint + recalage qualite,3.040152666658045,0.9155569107879337,0.9569220179689757,0.6015794979079498,truck,tendu,1,1,0,0,0,0,1,1,0,0
80,2032,8,canicule,site en surchauffe + maintenance corrective + capacite d'appoint + recalage qualite,1.3739124500616704,0.9788808175711369,0.9613626260090764,0.19255230125523015,truck,crise,1,0,0,1,0,0,1,1,0,0
81,2032,9,aucun,capacite d'appoint,0.0,0.6816363856768368,0.9362864471166557,0.19372384937238496,truck,nominal,0,0,0,0,0,0,1,0,0,0
82,2032,10,aucun,aucun,0.0,0.4914191108294946,0.9441557225713368,0.19489539748953977,truck,nominal,0,0,0,0,0,0,0,0,0,0
83,2032,11,aucun,aucun,0.0,0.5016050452457937,0.9586199962028095,0.19606694560669458,truck,nominal,0,0,0,0,0,0,0,0,0,0
84,2032,12,aucun,aucun,0.0,0.5204476736267086,0.9690195460255043,0.19723849372384938,truck,nominal,0,0,0,0,0,0,0,0,0,0
85,2033,1,aucun,aucun,0.0,0.5430492764680332,0.9731772753891157,0.1984100418410042,truck,nominal,0,0,0,0,0,0,0,0,0,0
86,2033,2,aucun,aucun,0.0,0.563508265341345,0.9708441056420718,0.199581589958159,truck,nominal,0,0,0,0,0,0,0,0,0,0
87,2033,3,aucun,aucun,0.0,0.4629359889341101,0.9539640246754236,0.2007531380753138,truck,nominal,0,0,0,0,0,0,0,0,0,0
88,2033,4,aucun,aucun,0.0,0.5787057310632104,0.9518864145480882,0.20192468619246862,truck,nominal,0,0,0,0,0,0,0,0,0,0
89,2033,5,aucun,aucun,0.0,0.5736619047281335,0.9403580759056486,0.20309623430962345,truck,nominal,0,0,0,0,0,0,0,0,0,0
90,2033,6,aucun,aucun,0.0,0.5608916174497068,0.9342125627403236,0.20426778242677823,truck,nominal,0,0,0,0,0,0,0,0,0,0
91,2033,7,aucun,aucun,0.0,0.5413558683096054,0.9302437589922719,0.20543933054393307,truck,nominal,0,0,0,0,0,0,0,0,0,0
92,2033,8,aucun,aucun,0.0,0.520214140982425,0.9292441754564356,0.20661087866108788,truck,nominal,0,0,0,0,0,0,0,0,0,0
93,2033,9,aucun,aucun,0.0,0.5035173350187016,0.9320939473331484,0.2077824267782427,truck,nominal,0,0,0,0,0,0,0,0,0,0
94,2033,10,aucun,aucun,0.0,0.49850541560225603,0.9442860452256986,0.20895397489539752,truck,nominal,0,0,0,0,0,0,0,0,0,0
95,2033,11,aucun,aucun,0.0,0.508650269306264,0.9582586116547194,0.21012552301255233,truck,nominal,0,0,0,0,0,0,0,0,0,0
96,2033,12,aucun,aucun,0.0,0.49532595445647276,0.9666543792145303,0.21129707112970714,truck,nominal,0,0,0,0,0,0,0,0,0,0
97,2034,1,aucun,aucun,0.0,0.48226661676641763,0.9692399120567607,0.21246861924686195,truck,nominal,0,0,0,0,0,0,0,0,0,0
98,2034,2,aucun,aucun,0.0,0.5318869078400433,0.968753355949684,0.21364016736401675,truck,nominal,0,0,0,0,0,0,0,0,0,0
99,2034,3,aucun,aucun,0.0,0.574828690030968,0.9628033993886976,0.21481171548117156,truck,nominal,0,0,0,0,0,0,0,0,0,0
100,2034,4,aucun,aucun,0.0,0.5788536626647101,0.9518117340750899,0.21598326359832637,truck,nominal,0,0,0,0,0,0,0,0,0,0
101,2034,5,aucun,aucun,0.0,0.5598360294446396,0.9386973637920581,0.21715481171548118,truck,nominal,0,0,0,0,0,0,0,0,0,0
102,2034,6,aucun,aucun,0.0,0.5676957060972789,0.9345117834792357,0.21832635983263599,truck,nominal,0,0,0,0,0,0,0,0,0,0
103,2034,7,aucun,aucun,0.0,0.5482320839898609,0.9306359336259067,0.2194979079497908,truck,nominal,0,0,0,0,0,0,0,0,0,0
104,2034,8,aucun,aucun,0.0,0.5271685426619137,0.9297246642600354,0.22066945606694563,truck,nominal,0,0,0,0,0,0,0,0,0,0
105,2034,9,aucun,aucun,0.0,0.5105329824470719,0.933108450480409,0.22184100418410044,truck,nominal,0,0,0,0,0,0,0,0,0,0
106,2034,10,tempete / inondation,desorganisation logistique,6.217554476987447,0.658366729427512,0.9509770743140461,0.3863682008368201,truck,tendu,0,0,1,0,0,0,0,0,0,0
107,2034,11,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,8.333448755047584,1.0,0.9775254213459603,0.3880669456066946,truck,crise,0,0,1,1,0,0,1,1,0,0
108,2034,12,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,0.9808038159197973,0.9824703412224736,0.22535564853556486,truck,crise,0,0,0,1,0,0,1,1,0,0
109,2035,1,aucun,aucun,0.0,0.6303926150043218,0.9739274470795577,0.2265271966527197,truck,nominal,0,0,0,0,0,0,0,0,0,0
110,2035,2,aucun,aucun,0.0,0.4577968544228174,0.9642429748842989,0.2276987447698745,truck,nominal,0,0,0,0,0,0,0,0,0,0
111,2035,3,aucun,aucun,0.0,0.5899517049892274,0.9645924811335149,0.22887029288702931,truck,nominal,0,0,0,0,0,0,0,0,0,0
112,2035,4,aucun,aucun,0.0,0.5921358229596371,0.9540945281252444,0.23004184100418412,truck,nominal,0,0,0,0,0,0,0,0,0,0
113,2035,5,aucun,aucun,0.0,0.5871259907866808,0.9428009311085883,0.23121338912133893,truck,nominal,0,0,0,0,0,0,0,0,0,0
114,2035,6,aucun,aucun,0.0,0.5744482305336424,0.9364222627313763,0.23238493723849374,truck,nominal,0,0,0,0,0,0,0,0,0,0
115,2035,7,canicule,site en surchauffe,1.3034648368200834,0.7164475127444003,0.9517126491959651,0.23355648535564855,truck,tendu,1,0,0,0,0,0,0,0,0,0
116,2035,8,canicule,site en surchauffe + capacite d'appoint,1.3335893392672062,0.8284529923423642,0.9577442083786593,0.23472803347280335,truck,tendu,1,0,0,0,0,0,1,0,0,0
117,2035,9,aucun,capacite d'appoint,0.0,0.6139099404278107,0.9373047532114207,0.23589958158995816,truck,nominal,0,0,0,0,0,0,1,0,0,0
118,2035,10,aucun,aucun,0.0,0.5125171194959198,0.9464741318084545,0.237071129707113,truck,nominal,0,0,0,0,0,0,0,0,0,0
119,2035,11,aucun,aucun,0.0,0.5225807950118483,0.9598451389915762,0.2382426778242678,truck,nominal,0,0,0,0,0,0,0,0,0,0
120,2035,12,aucun,aucun,0.0,0.5025899283660186,0.9674952019100489,0.23941422594142261,truck,nominal,0,0,0,0,0,0,0,0,0,0
121,2036,1,tempete / inondation,desorganisation logistique,6.963848926080891,0.627499958450832,0.9740749090040253,0.37129288702928875,truck,tendu,0,0,1,0,0,0,0,0,0,0
122,2036,2,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,9.444424633782571,1.0,0.9829831954330465,0.37287866108786616,truck,crise,0,0,1,1,0,0,1,1,0,0
123,2036,3,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9781345872055689,0.24292887029288704,truck,crise,0,0,0,1,0,0,1,1,0,0
124,2036,4,aucun,aucun,0.0,0.6779605696041185,0.9545971099523753,0.24410041841004185,truck,nominal,0,0,0,0,0,0,0,0,0,0
125,2036,5,secheresse,stress matiere / eau,1.8366953353664144,0.6793144453415954,0.9455262969609152,0.7189853556485357,truck,tendu,0,1,0,0,0,0,0,0,0,0
126,2036,6,secheresse,stress matiere / eau + capacite d'appoint,1.9451231321284048,0.7767435606354346,0.9445663584845564,0.7215376569037657,truck,tendu,0,1,0,0,0,0,1,0,0,0
127,2036,7,secheresse,stress matiere / eau + capacite d'appoint,1.8945615269998406,0.7560863253811818,0.9427679444540942,0.7240899581589959,truck,tendu,0,1,0,0,0,0,1,0,0,0
128,2036,8,aucun,capacite d'appoint,0.0,0.6374351979604181,0.9397981429824033,0.2487866108786611,truck,nominal,0,0,0,0,0,0,1,0,0,0
129,2036,9,aucun,aucun,0.0,0.5244055267526521,0.9378192798229285,0.24995815899581592,truck,nominal,0,0,0,0,0,0,0,0,0,0
130,2036,10,aucun,aucun,0.0,0.5194437318968894,0.9488424005759809,0.2511297071129707,truck,nominal,0,0,0,0,0,0,0,0,0,0
131,2036,11,aucun,aucun,0.0,0.5294673021443714,0.9618666799594279,0.25230125523012553,truck,nominal,0,0,0,0,0,0,0,0,0,0
132,2036,12,aucun,aucun,0.0,0.5480172018142676,0.9715475332518011,0.2534728033472804,truck,nominal,0,0,0,0,0,0,0,0,0,0
133,2037,1,tempete / inondation,desorganisation logistique,7.073631152022315,0.7338746940008603,0.9787874878890573,0.3903221757322176,truck,tendu,0,0,1,0,0,0,0,0,0,0
134,2037,2,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,9.58933717202525,1.0,0.9834363501670557,0.391907949790795,truck,crise,0,0,1,1,0,0,1,1,0,0
135,2037,3,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9784370602982709,0.2569874476987448,truck,crise,0,0,0,1,0,0,1,1,0,0
136,2037,4,aucun,aucun,0.0,0.6854209256753145,0.9557254792425156,0.25815899581589963,truck,nominal,0,0,0,0,0,0,0,0,0,0
137,2037,5,secheresse,stress matiere / eau,1.864140891851772,0.6875051465978528,0.9468685409113293,0.7496129707112973,truck,tendu,0,1,0,0,0,0,0,0,0,0
138,2037,6,secheresse,stress matiere / eau + capacite d'appoint,1.9747643331325868,0.7862774605129094,0.9460472012831452,0.7521652719665273,truck,tendu,0,1,0,0,0,0,1,0,0,0
139,2037,7,secheresse,stress matiere / eau + capacite d'appoint,1.9243783795655283,0.7657386536415175,0.9442726854699646,0.7547175732217575,truck,tendu,0,1,0,0,0,0,1,0,0,0
140,2037,8,aucun,capacite d'appoint,0.0,0.6453673508720226,0.9414140234466253,0.26284518828451886,truck,nominal,0,0,0,0,0,0,1,0,0,0
141,2037,9,aucun,aucun,0.0,0.5312636165371171,0.9395162114362723,0.26401673640167367,truck,nominal,0,0,0,0,0,0,0,0,0,0
142,2037,10,aucun,aucun,0.0,0.5263183115970655,0.9502435774260919,0.2651882845188285,truck,nominal,0,0,0,0,0,0,0,0,0,0
143,2037,11,aucun,aucun,0.0,0.5363020940336787,0.9629825037748123,0.2663598326359833,truck,nominal,0,0,0,0,0,0,0,0,0,0
144,2037,12,aucun,aucun,0.0,0.554780225933126,0.9724026066695124,0.2675313807531381,truck,nominal,0,0,0,0,0,0,0,0,0,0
145,2038,1,aucun,aucun,0.0,0.5769470329541152,0.9760378753562425,0.2687029288702929,truck,nominal,0,0,0,0,0,0,0,0,0,0
146,2038,2,aucun,aucun,0.0,0.5970116858149238,0.973769013504637,0.2698744769874477,truck,nominal,0,0,0,0,0,0,0,0,0,0
147,2038,3,aucun,aucun,0.0,0.5546342440829912,0.9632564110065209,0.2710460251046025,truck,nominal,0,0,0,0,0,0,0,0,0,0
148,2038,4,aucun,aucun,0.0,0.5225677448598988,0.9488411161140157,0.2722175732217573,truck,nominal,0,0,0,0,0,0,0,0,0,0
149,2038,5,aucun,aucun,0.0,0.6069436658471073,0.9457120414615607,0.27338912133891213,truck,nominal,0,0,0,0,0,0,0,0,0,0
150,2038,6,aucun,aucun,0.0,0.5944022143169732,0.9400613480538615,0.27456066945606694,truck,nominal,0,0,0,0,0,0,0,0,0,0
151,2038,7,canicule,site en surchauffe,1.3673429958158998,0.7497297974976423,0.9556773727189084,0.27573221757322175,truck,tendu,1,0,0,0,0,0,0,0,0,0
152,2038,8,canicule,site en surchauffe + capacite d'appoint + recalage qualite,1.4013001878027715,0.8365311903537029,0.9601414775147507,0.2769037656903766,truck,tendu,1,0,0,0,0,0,1,1,0,0
153,2038,9,aucun,capacite d'appoint,0.0,0.6526345953355353,0.9403910924902673,0.27807531380753137,truck,nominal,0,0,0,0,0,0,1,0,0,0
154,2038,10,tempete / inondation,desorganisation logistique,6.656683380753137,0.7008638233505651,0.9557654893306977,0.467907949790795,truck,tendu,0,0,1,0,0,0,0,0,0,0
155,2038,11,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,8.913098908018295,1.0,0.9784277509612186,0.4696066945606695,truck,crise,0,0,1,1,0,0,1,1,0,0
156,2038,12,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9834146149684755,0.2815899581589958,truck,crise,0,0,0,1,0,0,1,1,0,0
157,2039,1,aucun,aucun,0.0,0.660750129399434,0.9761179657437565,0.28276150627615065,truck,nominal,0,0,0,0,0,0,0,0,0,0
158,2039,2,aucun,aucun,0.0,0.40680961548198014,0.961508433899687,0.28393305439330546,truck,nominal,0,0,0,0,0,0,0,0,0,0
159,2039,3,aucun,aucun,0.0,0.6162507749176042,0.9673495155201395,0.28510460251046027,truck,nominal,0,0,0,0,0,0,0,0,0,0
160,2039,4,aucun,aucun,0.0,0.6183940770562052,0.9578740600362501,0.2862761506276151,truck,nominal,0,0,0,0,0,0,0,0,0,0
161,2039,5,aucun,aucun,0.0,0.6134508973711263,0.9477966670516893,0.2874476987447699,truck,nominal,0,0,0,0,0,0,0,0,0,0
162,2039,6,aucun,aucun,0.0,0.6009542343832448,0.9424717313034262,0.28861924686192475,truck,nominal,0,0,0,0,0,0,0,0,0,0
163,2039,7,canicule,site en surchauffe,1.388635715481172,0.7607879380377537,0.9594906024774719,0.28979079497907956,truck,tendu,1,0,0,0,0,0,0,0,0,0
164,2039,8,canicule,site en surchauffe + capacite d'appoint + recalage qualite,1.4238704706479588,0.8813794923402748,0.9637617196492726,0.2909623430962343,truck,tendu,1,0,0,0,0,0,1,1,0,0
165,2039,9,aucun,capacite d'appoint,0.0,0.6847241971651138,0.9453533686347464,0.2921338912133892,truck,nominal,0,0,0,0,0,0,1,0,0,0
166,2039,10,tempete / inondation,desorganisation logistique,6.76646560669456,0.7114128106043318,0.9577996657085066,0.48829288702928875,truck,tendu,0,0,1,0,0,0,0,0,0,0
167,2039,11,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,9.05801144626097,1.0,0.9789656181735572,0.48999163179916316,truck,crise,0,0,1,1,0,0,1,1,0,0
168,2039,12,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9837109218301033,0.2956485355648536,truck,crise,0,0,0,1,0,0,1,1,0,0
169,2040,1,aucun,aucun,0.0,0.6681981739138813,0.9769393332355508,0.2968200836820084,truck,nominal,0,0,0,0,0,0,0,0,0,0
170,2040,2,aucun,aucun,0.0,0.6100637664655285,0.9748795845441562,0.2979916317991632,truck,nominal,0,0,0,0,0,0,0,0,0,0
171,2040,3,aucun,aucun,0.0,0.62270317898628,0.9684094645619394,0.299163179916318,truck,nominal,0,0,0,0,0,0,0,0,0,0
172,2040,4,aucun,aucun,0.0,0.6248365049579989,0.9591394515247873,0.30033472803347283,truck,nominal,0,0,0,0,0,0,0,0,0,0
173,2040,5,aucun,aucun,0.0,0.6199097163298164,0.9494264799281018,0.30150627615062764,truck,nominal,0,0,0,0,0,0,0,0,0,0
174,2040,6,canicule,site en surchauffe + recalage qualite,1.4561393402713918,0.8041123604031089,0.967239309043697,0.30267782426778245,truck,tendu,1,0,0,0,0,0,0,1,0,0
175,2040,7,canicule,site en surchauffe + maintenance corrective + capacite d'appoint + recalage qualite,1.4991272223409702,0.9736962372836123,0.9683196470231896,0.30384937238493726,truck,crise,1,0,0,1,0,0,1,1,0,0
176,2040,8,canicule,site en surchauffe + maintenance corrective + capacite d'appoint + recalage qualite,1.453610454783398,1.0,0.9675763228111997,0.30502092050209206,truck,crise,1,0,0,1,0,0,1,1,0,0
